"Centroid Distance","Article 5","Article 6","Article 8","Article 11","Article 13"
"","(0.25)","(0.25)","(0.26)","(0.53)","(0.64)"
"Women's rights","0.45 ","0.68 ","0.99 *","-0.12 ","1.76 "
"","(0.58)","(0.55)","(0.58)","(1.19)","(1.44)"
"Population","0.08 ","0.18 ","0.05 ","0.14 ","0.20 "
"","(0.16)","(0.15)","(0.16)","(0.33)","(0.40)"
"Gov. Ownership","-0.03 ","-0.13 ","0.46 ","0.02 ","1.30 "
"","(0.59)","(0.56)","(0.58)","(1.19)","(1.42)"
"N","176","176","176","176","176"
"Pseudo R2","0.10","0.16","0.10","0.11","0.10"
"Minimal distance","Article 5","Article 6","Article 8","Article 11","Article 13"
"Lagged Exposure (rho)","0.20 ","0.24 ","0.28 ","0.41 **","0.24 "
"","(0.14)","(0.15)","(0.25)","(0.18)","(0.19)"
"Implemented 2010","0.39 ***","0.53 ***","0.48 ***","0.49 ***","0.44 ***"
"","(0.08)","(0.09)","(0.15)","(0.10)","(0.09)"
"Eastern Mediterranean","1.46 ","-0.00 ","1.95 **","-0.82 ","4.07 *"
"","(0.95)","(0.91)","(0.98)","(1.99)","(2.41)"
"European","0.30 ","-0.38 ","0.08 ","0.06 ","1.39 "
"","(0.59)","(0.59)","(0.60)","(1.23)","(1.58)"
"African","0.15 ","-0.70 ","-0.46 ","-1.97 *","0.09 "
"","(0.54)","(0.52)","(0.56)","(1.17)","(1.40)"
"Western Pacific","-0.16 ","-0.89 ","-0.19 ","-2.36 *","1.22 "
"","(0.69)","(0.67)","(0.70)","(1.42)","(1.73)"
"South-East Asia","-1.26 ","-1.46 *","-1.02 ","-4.45 **","-2.01 "
"","(0.86)","(0.88)","(0.85)","(1.76)","(2.24)"
"Democracy","-0.05 ","-0.14 ","0.14 ","-0.92 *","-0.38 "
"","(0.22)","(0.21)","(0.23)","(0.48)","(0.57)"
"GDP pp","-0.21 ","0.18 ","-0.10 ","-0.25 ","-0.43 "
"","(0.20)","(0.20)","(0.21)","(0.43)","(0.52)"
"Years since Sign.","0.42 ***","0.39 ***","0.33 **","0.55 *","0.82 **"
"","(0.15)","(0.14)","(0.15)","(0.32)","(0.39)"
"Years since Ratif.","0.15 ","0.05 ","0.20 *","0.73 ***","0.55 *"
"","(0.12)","(0.11)","(0.12)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.14 ","-0.18 ","-0.38 *","-0.21 ","-0.30 "
"","(0.18)","(0.19)","(0.21)","(0.39)","(0.48)"
"% Female Smoke","-0.13 ","0.18 ","0.16 ","0.24 ","0.47 "
"","(0.22)","(0.21)","(0.22)","(0.45)","(0.54)"
"% Male Smoke","0.26 ","0.26 ","0.11 ","0.20 ","0.05 "
"","(0.23)","(0.22)","(0.24)","(0.49)","(0.59)"
"Labor","0.05 ","0.10 ","0.11 ","-0.36 ","-0.25 "
"","(0.25)","(0.25)","(0.26)","(0.53)","(0.64)"
"Women's rights","0.45 ","0.64 ","0.92 ","-0.21 ","1.81 "
"","(0.58)","(0.56)","(0.59)","(1.20)","(1.43)"
"Population","0.09 ","0.20 ","0.05 ","0.20 ","0.25 "
"","(0.16)","(0.15)","(0.16)","(0.33)","(0.40)"
"Gov. Ownership","0.13 ","0.03 ","0.67 ","0.66 ","1.53 "
"","(0.57)","(0.54)","(0.58)","(1.17)","(1.39)"
"N","176","176","176","176","176"
"Pseudo R2","0.10","0.16","0.09","0.11","0.10"
"General Trade","Article 5","Article 6","Article 8","Article 11","Article 13"
"Lagged Exposure (rho)","0.00 ","0.20 *","0.42 ","0.26 ","0.07 "
"","(0.12)","(0.12)","(0.29)","(0.16)","(0.14)"
"Implemented 2010","0.38 ***","0.53 ***","0.46 ***","0.47 ***","0.43 ***"
"","(0.08)","(0.09)","(0.15)","(0.10)","(0.09)"
"Eastern Mediterranean","1.47 ","0.16 ","1.95 **","-0.84 ","4.55 *"
"","(0.96)","(0.91)","(0.98)","(2.01)","(2.39)"
"European","0.42 ","-0.00 ","0.21 ","0.60 ","2.08 "
"","(0.60)","(0.56)","(0.60)","(1.25)","(1.50)"
"African","0.03 ","-0.73 ","-0.56 ","-2.43 **","0.04 "
"","(0.54)","(0.51)","(0.55)","(1.16)","(1.41)"
"Western Pacific","-0.02 ","-0.67 ","-0.10 ","-2.05 ","1.66 "
"","(0.68)","(0.65)","(0.70)","(1.43)","(1.70)"
"South-East Asia","-0.90 ","-1.04 ","-0.94 ","-3.86 **","-1.03 "
"","(0.83)","(0.80)","(0.84)","(1.73)","(2.08)"
"Democracy","-0.04 ","-0.13 ","0.14 ","-0.96 **","-0.36 "
"","(0.22)","(0.21)","(0.23)","(0.48)","(0.57)"
"GDP pp","-0.18 ","0.19 ","-0.12 ","-0.20 ","-0.35 "
"","(0.21)","(0.20)","(0.21)","(0.43)","(0.52)"
"Years since Sign.","0.45 ***","0.38 ***","0.31 **","0.58 *","0.85 **"
"","(0.15)","(0.14)","(0.15)","(0.32)","(0.39)"
"Years since Ratif.","0.15 ","0.04 ","0.20 *","0.71 ***","0.55 *"
"","(0.12)","(0.11)","(0.12)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.12 ","-0.16 ","-0.38 *","-0.16 ","-0.27 "
"","(0.18)","(0.18)","(0.20)","(0.39)","(0.48)"
"% Female Smoke","-0.12 ","0.14 ","0.15 ","0.18 ","0.49 "
"","(0.22)","(0.21)","(0.22)","(0.46)","(0.54)"
"% Male Smoke","0.26 ","0.24 ","0.10 ","0.21 ","0.04 "
"","(0.23)","(0.22)","(0.24)","(0.50)","(0.59)"
"Labor","0.06 ","0.16 ","0.15 ","-0.22 ","-0.17 "
"","(0.26)","(0.25)","(0.26)","(0.54)","(0.64)"
"Women's rights","0.48 ","0.78 ","0.91 ","0.04 ","1.99 "
"","(0.58)","(0.56)","(0.59)","(1.21)","(1.44)"
"Population","0.07 ","0.16 ","0.02 ","0.09 ","0.19 "
"","(0.16)","(0.15)","(0.16)","(0.33)","(0.40)"
"Gov. Ownership","0.20 ","0.10 ","0.69 ","0.76 ","1.58 "
"","(0.57)","(0.54)","(0.57)","(1.18)","(1.40)"
"N","176","176","176","176","176"
"Pseudo R2","0.10","0.16","0.09","0.10","0.10"
"Tobacco Trade","Article 5","Article 6","Article 8","Article 11","Article 13"
"Lagged Exposure (rho)","0.10 ","0.24 **","0.71 ***","0.27 **","0.11 "
"","(0.10)","(0.10)","(0.20)","(0.12)","(0.12)"
"Implemented 2010","0.38 ***","0.52 ***","0.48 ***","0.47 ***","0.43 ***"
"","(0.08)","(0.08)","(0.15)","(0.10)","(0.09)"
"Eastern Mediterranean","1.52 ","0.14 ","1.99 **","-0.83 ","4.59 *"
"","(0.96)","(0.90)","(0.95)","(2.00)","(2.39)"
"European","0.37 ","-0.19 ","-0.06 ","0.10 ","1.89 "
"","(0.59)","(0.56)","(0.59)","(1.23)","(1.50)"
"African","0.01 ","-0.77 ","-0.57 ","-2.42 **","-0.02 "
"","(0.54)","(0.51)","(0.54)","(1.15)","(1.41)"
"Western Pacific","0.02 ","-0.56 ","-0.07 ","-1.84 ","1.86 "
"","(0.68)","(0.64)","(0.67)","(1.43)","(1.72)"
"South-East Asia","-0.89 ","-0.80 ","-0.75 ","-3.58 **","-0.83 "
"","(0.83)","(0.78)","(0.82)","(1.72)","(2.07)"
"Democracy","-0.05 ","-0.14 ","0.15 ","-0.95 **","-0.38 "
"","(0.22)","(0.21)","(0.22)","(0.48)","(0.57)"
"GDP pp","-0.20 ","0.19 ","-0.17 ","-0.20 ","-0.37 "
"","(0.21)","(0.19)","(0.20)","(0.43)","(0.52)"
"Years since Sign.","0.44 ***","0.39 ***","0.33 **","0.57 *","0.84 **"
"","(0.14)","(0.14)","(0.15)","(0.32)","(0.39)"
"Years since Ratif.","0.13 ","0.01 ","0.18 ","0.68 **","0.52 *"
"","(0.12)","(0.11)","(0.11)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.15 ","-0.22 ","-0.45 **","-0.30 ","-0.33 "
"","(0.19)","(0.19)","(0.20)","(0.39)","(0.48)"
"% Female Smoke","-0.10 ","0.20 ","0.22 ","0.33 ","0.56 "
"","(0.22)","(0.20)","(0.22)","(0.45)","(0.54)"
"% Male Smoke","0.25 ","0.24 ","0.07 ","0.20 ","-0.02 "
"","(0.23)","(0.22)","(0.23)","(0.49)","(0.59)"
"Labor","0.06 ","0.12 ","0.14 ","-0.31 ","-0.21 "
"","(0.25)","(0.24)","(0.25)","(0.53)","(0.64)"
"Women's rights","0.43 ","0.56 ","0.67 ","-0.25 ","1.85 "
"","(0.58)","(0.55)","(0.57)","(1.20)","(1.43)"
"Population","0.06 ","0.14 ","-0.02 ","0.04 ","0.16 "
"","(0.16)","(0.15)","(0.16)","(0.33)","(0.40)"
"Gov. Ownership","0.16 ","-0.03 ","0.61 ","0.60 ","1.51 "
"","(0.57)","(0.54)","(0.56)","(1.17)","(1.40)"
"N","176","176","176","176","176"
"Pseudo R2","0.10","0.16","0.11","0.11","0.10"
"GLOBALink Referrals","Article 5","Article 6","Article 8","Article 11","Article 13"
"Lagged Exposure (rho)","0.05 ","0.20 ***","0.35 **","0.19 **","0.11 "
"","(0.08)","(0.07)","(0.15)","(0.09)","(0.09)"
"Implemented 2010","0.38 ***","0.52 ***","0.48 ***","0.47 ***","0.44 ***"
"","(0.08)","(0.08)","(0.15)","(0.10)","(0.09)"
"Eastern Mediterranean","1.40 ","-0.19 ","1.76 *","-1.48 ","4.28 *"
"","(0.96)","(0.90)","(0.97)","(2.01)","(2.39)"
"European","0.34 ","-0.45 ","-0.40 ","-0.30 ","1.81 "
"","(0.60)","(0.57)","(0.64)","(1.27)","(1.50)"
"African","0.02 ","-0.85 *","-0.51 ","-2.52 **","-0.07 "
"","(0.54)","(0.51)","(0.55)","(1.16)","(1.41)"
"Western Pacific","-0.06 ","-0.95 ","-0.26 ","-2.51 *","1.61 "
"","(0.69)","(0.65)","(0.69)","(1.44)","(1.70)"
"South-East Asia","-0.95 ","-1.21 ","-0.98 ","-4.05 **","-1.11 "
"","(0.83)","(0.79)","(0.84)","(1.74)","(2.07)"
"Democracy","-0.04 ","-0.11 ","0.23 ","-0.91 *","-0.32 "
"","(0.22)","(0.21)","(0.23)","(0.48)","(0.57)"
"GDP pp","-0.18 ","0.21 ","-0.07 ","-0.10 ","-0.39 "
"","(0.20)","(0.19)","(0.20)","(0.42)","(0.51)"
"Years since Sign.","0.44 ***","0.34 **","0.29 *","0.53 ","0.81 **"
"","(0.15)","(0.14)","(0.15)","(0.33)","(0.39)"
"Years since Ratif.","0.14 ","0.02 ","0.19 ","0.67 **","0.51 "
"","(0.12)","(0.11)","(0.12)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.12 ","-0.19 ","-0.36 *","-0.20 ","-0.28 "
"","(0.18)","(0.19)","(0.21)","(0.40)","(0.48)"
"% Female Smoke","-0.12 ","0.20 ","0.27 ","0.27 ","0.47 "
"","(0.22)","(0.20)","(0.22)","(0.45)","(0.54)"
"% Male Smoke","0.26 ","0.26 ","0.09 ","0.29 ","0.05 "
"","(0.23)","(0.22)","(0.24)","(0.50)","(0.59)"
"Labor","0.06 ","0.10 ","0.08 ","-0.37 ","-0.17 "
"","(0.26)","(0.24)","(0.26)","(0.54)","(0.64)"
"Women's rights","0.46 ","0.57 ","0.85 ","-0.29 ","1.85 "
"","(0.58)","(0.55)","(0.58)","(1.21)","(1.43)"
"Population","0.06 ","0.15 ","0.01 ","0.06 ","0.16 "
"","(0.16)","(0.15)","(0.16)","(0.33)","(0.40)"
"Gov. Ownership","0.13 ","-0.22 ","0.53 ","0.28 ","1.34 "
"","(0.59)","(0.55)","(0.58)","(1.20)","(1.41)"
"N","176","176","176","176","176"
"Pseudo R2","0.10","0.16","0.10","0.10","0.10"
"GLOBALink co-subscription","Article 5","Article 6","Article 8","Article 11","Article 13"
"Lagged Exposure (rho)","0.16 **","0.24 ***","0.54 **","0.28 ***","0.36 ***"
"","(0.07)","(0.07)","(0.21)","(0.11)","(0.12)"
"Implemented 2010","0.39 ***","0.54 ***","0.48 ***","0.46 ***","0.42 ***"
"","(0.08)","(0.08)","(0.15)","(0.10)","(0.09)"
"Eastern Mediterranean","1.71 *","0.28 ","2.02 **","-0.68 ","5.11 **"
"","(0.95)","(0.89)","(0.97)","(1.98)","(2.34)"
"European","0.32 ","-0.32 ","-0.08 ","-0.04 ","1.47 "
"","(0.59)","(0.56)","(0.60)","(1.23)","(1.47)"
"African","0.13 ","-0.60 ","-0.49 ","-2.18 *","0.34 "
"","(0.54)","(0.51)","(0.55)","(1.15)","(1.38)"
"Western Pacific","0.07 ","-0.55 ","-0.13 ","-1.88 ","1.76 "
"","(0.68)","(0.64)","(0.69)","(1.41)","(1.66)"
"South-East Asia","-0.66 ","-0.58 ","-0.72 ","-3.10 *","-0.33 "
"","(0.83)","(0.78)","(0.84)","(1.71)","(2.03)"
"Democracy","0.05 ","-0.01 ","0.23 ","-0.72 ","-0.11 "
"","(0.23)","(0.21)","(0.23)","(0.48)","(0.56)"
"GDP pp","-0.14 ","0.31 ","-0.05 ","0.01 ","-0.21 "
"","(0.20)","(0.19)","(0.20)","(0.42)","(0.50)"
"Years since Sign.","0.42 ***","0.37 ***","0.31 **","0.58 *","0.74 **"
"","(0.14)","(0.14)","(0.15)","(0.32)","(0.38)"
"Years since Ratif.","0.09 ","-0.04 ","0.13 ","0.58 **","0.38 "
"","(0.12)","(0.11)","(0.12)","(0.27)","(0.31)"
"Tobacco Prod. PP","-0.15 ","-0.21 ","-0.42 *","-0.22 ","-0.32 "
"","(0.19)","(0.20)","(0.22)","(0.40)","(0.49)"
"% Female Smoke","-0.12 ","0.18 ","0.18 ","0.21 ","0.46 "
"","(0.22)","(0.20)","(0.22)","(0.45)","(0.53)"
"% Male Smoke","0.27 ","0.27 ","0.13 ","0.29 ","0.12 "
"","(0.23)","(0.22)","(0.24)","(0.49)","(0.58)"
"Labor","0.11 ","0.20 ","0.16 ","-0.20 ","-0.02 "
"","(0.25)","(0.24)","(0.26)","(0.53)","(0.63)"
"Women's rights","0.51 ","0.66 ","0.89 ","-0.13 ","1.69 "
"","(0.57)","(0.54)","(0.58)","(1.19)","(1.40)"
"Population","0.09 ","0.18 ","0.02 ","0.13 ","0.22 "
"","(0.16)","(0.15)","(0.16)","(0.33)","(0.39)"
"Gov. Ownership","0.04 ","-0.18 ","0.58 ","0.35 ","0.97 "
"","(0.57)","(0.54)","(0.57)","(1.18)","(1.38)"
"N","176","176","176","176","176"
"Pseudo R2","0.11","0.17","0.10","0.11","0.11"
Standard Errors in parenthesis. Signif. codes: 0.01: '***' 0.05: '**' 0.10 '*'
"Note: This specification includes the number of items reported on 2010. "
