"","Party","2014","2012","2010"
"24","Burkina Faso","Cela concerne la culture traditionnelle qui est pratiquée aux alentours de quelques concessions juste pour la consommation familiale.","Adoption de la loi n 040-2010/AN portant lutte contre le tabac le 25 novembre 2010 (chapitre III)","Answer/report not provided"
"25","Burundi","Answer/report not provided","Identification des lieux de culture de tabac contact avec les autorités locales dans le but d appuyer dans la sensibilisation","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","L’absence d’une loi nationale ne nous permet pas de mettre en place cet aspect mais elle reste évoquée","Answer/report not provided","Answer/report not provided"
"28","Canada","Agriculture and Agri-Food Canada (AAFC) does not have programs specifically targeted to tobacco producers. 
Tobacco producers. including producers in transition. may however qualify for support under AAFC suite of Business Risk Management programs. For instance. the AgriInvest program could be used to make investments in alternative measures while the AgriStability program could support the adjustments towards a new situation. Tobacco producers. including producers in transition. or their respective industry associations may also qualify for support to transition from tobacco production under one of the three federal-only Growing Forward 2 programs administered by AAFC: AgriInnovation. AgriCompetitiveness and AgriMarketing.","Agriculture and Agri-Food Canada (AAFC) has been supporting tobacco producers who wished to exit the production of tobacco to transition to other crops or seek other sources of income. The Tobacco Transition Program (TTP) was announced on August 1 2008 and was implemented in mid-February 2009. Producers had until March 30 2009 to apply to the TTP. The objectives of the program were to 1) remove the quota system 2) facilitate the transition of tobacco quota holders and 3) improve the viability of remaining and future tobacco producers who now operate in a free-market environment. The federal Tobacco Transition Program provided about $284 million in 2009 to tobacco producers to help them exit the sector. The majority of Ontario tobacco producers agreed to transition out of tobacco production under this program. The program has seen the number of tobacco producers decline: before the tobacco program there were 446 tobacco producers and in 2011 there were approximately 214 licensed producers.
For further information visit: http://www.agr.gc.ca/cb/index_e.php?s1=n&s2=2009&page=n90105
AAFC also provided funding of $15 million over 3 years to the Sand Plains Community Development Fund as part of the Tobacco Transition Program to assist rural communities in the tobacco growing regions of Southern Ontario to transition to a non-tobacco based economy. Priority sectors include agribusiness and food industry tourism green products renewable energy food processing and manufacturing. Preference is being given to projects that 1) support rural communities /stakeholders to identify develop and plan for new economic opportunities in line with regional priorities and 2) support the development and implementation of targeted strategies to attract and retain workers entrepreneurs residents and visitors and investment to the region
For further information visit: 
http://www.sandplains.ca/ 
Under Growing Forward the policy framework for Canadas agriculture agri-food and agri-based products industry Federal-Provincial-Territorial governments launched a suite of business risk management (BRM) programs. These programs which include AgriInvest AgriStability AgriInsurance and AgriRecovery are intended to help mitigate downward fluctuations in producer incomes from the whole farm entity increase producer capacity to manage business risk from unexpected events and improve capacity to respond to and recover from risk events to animal- plant- and production-related resources. These BRM programs are the main vehicle used by governments to directly support the primary agriculture sector in Canada. These BRM programs are available to tobacco farmers. However there are no BRM programs that are specifically designed for tobacco farmers to help them pursue economically viable alternative activities. 
In addition under AAFCs federal-provincial-territorial Growing Forward agreement federal funding is being used by some provinces to design and del","Agriculture and Agri-Food Canada (AAFC) has been supporting tobacco producers who wished to exit the production of tobacco to transition to other crops or seek other sources of income. The federal Tobacco Transition Program provided about $285 million in 2009 to tobacco producers to help them exit the sector. The majority of Ontario tobacco producers agreed to transition out of tobacco production under this program. 
For further information visit: http://www.agr.gc.ca/cb/index_e.php?s1=n&s2=2009&page=n90105
AAFC also provided funding ($15 million over 3 years) to the Sand Plains Community Development Fund as part of the Tobacco Transition Program to assist rural communities in the tobacco growing regions of Southern Ontario to transition to a non-tobacco based economy. Priority sectors include agribusiness and food industry tourism green products renewable energy food processing and manufacturing. Preference is being given to projects that 1) support rural communities /stakeholders to identify develop and plan for new economic opportunities in line with regional priorities and 2) support the development and implementation of targeted strategies to attract and retain workers entrepreneurs residents and visitors and investment to the region.
For further information visit: http://www.sandplains.ca/
Under Growing Forward the new policy framework for Canadas agriculture agri-food and agri-based products industry federal/provincial/territorial governments have launched a new suite of business risk management (BRM) programs. These programs which include AgriInvest AgriStability AgriInsurance and AgriRecovery are intended to help mitigate downward fluctuations in producer incomes from the whole farm entity increase producer capacity to manage business risk from unexpected events and improve capacity to respond to and recover from risk events to animal- plant- and production-related resources. These BRM programs are the main vehicle used by governments to directly support the primary agriculture sector in Canada. 
The BRM programs are available to tobacco farmers. However there are no BRM programs that are specifically designed for tobacco farmers to help them pursue economically viable alternative activities.
In addition under AAFCs federal/provincial/territorial Growing Forward agreement federal funding is being used by some provinces to design and deliver business development programs that can offer access to expert advice business planning services and farm training. Tobacco producers may be eligible participants in these programs and this may help them plan their transition to other crops and provide them with an opportunity to acquire the skills they may need in order to grow a different crop.
For further information visit:
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1244131188292&lang=eng#anc-1
http://www4.agr.gc.ca/AAFC-AAC/display-afficher.do?id=1244131188292&lang=eng#anc-1a 
 The following pro"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"31","Chile","No se ha avanzado en esta materia.","Answer/report not provided","Answer/report not provided"
"32","China","Organized a study of alternatives to tobacco growing the result shows that our farmers generally widespread planting techniques to master a variety of crops. Participated in the Framework Convention on Tobacco Control Working Group Meeting on Articles17 and 18 (planting alternative) held in Brazil in October 2013.","We have organized research on the alternative activities of tobacco planting the result of which indicates that most farmers in China have mastered the growing technology of different types of crops and that the formation and degeneration of tobacco production area was the natural selection resulting from development and comparative profits with other agricultural products.","We have organized research on the alternative activities of tobacco planting the result of which indicates that most farmers in China have mastered the growing technology of different types of crops and that the formation and degeneration of tobacco production area was the natural selection resulting from development and comparative profits with other agricultural products."
"33","Colombia","El artículo 17 (Apoyo a actividades alternativas económicamente viables) aún no cuenta con directrices aprobadas por las Partes. Se espera para el 2015 se pueda contar con directrices parciales aprobadas que permitan una primera orientación del trabajo que deberá realizar cada país.","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","rien"
"35","Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Answer/report not provided","No tobacco idustry in the Cook Islands"
"37","Costa Rica","Como se mencionó anteriormente. el cultivo del tabaco en Costa Rica no se contempla como una actividad económicamente activa.","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","It is implemented according to the Law on Tobacco control revised on Nov 2012 by Korean Tobacco Association and the relevant agencies.","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","No changes","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Rural Development Programmes may grant aid for restructuring or investments in the agricultural sector; it may help tobacco producers to modernize their farm for tobacco production or to switch to alternatives crops. This aid must be co-financed by the EU from the national budget and by the beneficiary.","Rural Development Programmes may grant aid for restructuring or investments in the agricultural sector; it may help tobacco producers to modernize their farm for tobacco production or to switch to alternatives crops. This aid must be co-financed by the EU from the national budget and by the beneficiary.","Answer/report not provided"
"51","Fiji","Answer/report not provided","There is no policy and mechanism in place to support tobacco farmers shifting to alternative livelihoods. 
In October 2010 the Ministry of Agriculture organized a consultation with respect to shifting to alternative crops and discussions between the Tobacco Control Unit and the Ministry of Agriculture on this matter are still ongoing.","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"53","France","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"54","Gabon","Answer/report not provided","SOCIGA faisait cultiver du tabac. Maintenant culture de manioc en remplacement mais encore en phase expérimentation.","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"57","Germany","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"58","Ghana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Tobacco is not grown or manufactured in country","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","No existe una política estatal tendientes a diversificar los cultivos para ofrecer alternativas especialmente a los pequeños cultivadores de tabaco; aúnque existen otras fuentes de trabajo no existen programas que tiendan a orientar y a ofrecer otras alternativas de trabajo a quienes laboran en fábricas de productos de tabaco así como en las importadoras de los mismos de igual manera se carece de programas para ofrecer alternativas de comercio a los vendedores de dichos productos.","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","La Ley Especial para el Control del Tabaco y su Reglamentación contempla actividades alternativas asesoradas por la Secretaría de Agricultura y Ganadería SAG o la Secretaría de estado en los Despachos de Industria y Comercio SIC tanto para los productores de tabaco. así como a los trabajadores de las fábricas de tabaco.","Art#35 de la Ley especial Control del tabaco. Transicion de cultivos de tabaco programas de empleo y cultivos alternativos de las personas dedicadas en este rugro.","Art#35 de la Ley especial Control del tabaco. Transicion de cultivos de tabaco programas de empleo y cultivos alternativos de las personas dedicadas en este rugro."
"64","Hungary","Based on EU subvention from year 2010. the Hungarian Government supports a program of restructuring. replacing tobacco leaf growing with the production of other agricultural products with the objective to maintain employment in the region of tobacco leaf growing. (29/2010. (III. 30.) FVM regulation on aid for fruit and vegetable tobacco growing areas subject to restructuring and development programmes) 
The production restructuring program throughout the grant period must prove :
-1000 hours of work for Virginia. Burley tobacco payment entitlement per calendar year.
-realized revenue of 300 000 HUF per year for each approved activity.","Based on EU subvention from year 2010 the Hungarian Government supports a program of restructuring replacing tobacco leaf growing with the production of other agricultural products with the objective to maintain employment in the region of tobacco leaf growing. (29/2010. (III. 30.) FVM regulation on aid for fruit and vegetable tobacco growing areas subject to restructuring and development programmes) 
The production restructuring program throughout the grant period must prove :
-1000 hours of work per payment entitlement per calendar year 
-realized revenue of 300 000 HUF per year for each approved activity.","There has been no further progress in the last three years in implementing Article 17."
"65","Iceland","No tobacco growers in Iceland. No considerations about support for individual sellers.","No tobacco growers in Iceland. No considerations about support for individual sellers.","Answer/report not provided"
"66","India","Ministry of Health & Family Welfare organised a meeting of the Agriculture Secretaries of the major tobacco producing states. During the workshop Secretary (Health & family Welfare) urged these states to work out alternative schemes for tobacco growers.
As a follow–up Secretary (Health & Family Welfare) also wrote to the District Magistrate of the concerned  district to take up the issue of alternative livelihood. 
A “National Consultation on Tobacco Economics” was organized by the Ministry on 20-21 December. 2012. The consultation dwelt into the three issues of economics of tobacco. i.e.(i) Health Cost of Tobacco Use. (ii) Alternative livelihood to tobacco farmers and bidi rollers and (iii) tobacco taxation. It involved Ministry of Finance and other relevant Ministries like Commerce. Agriculture. Labor. Rural Development & Environment. the state Governments. United Nations (UN) agencies like ILO. FAO. UNDP. IFAD and World Bank etc. National Consultation provided a good opportunity to engage with the State Governments and bring them on board for the economics of tobacco w.r.t tobacco taxation and alternative livelihood to tobacco growers and tobacco workers. The consultation has also come up with a series of recommendation.","The Ministry of Health instituted a research project on alternate crops to FCV tobacco which was executed by the Central Tobacco Research Institute Andhra Pradesh. The evidence on economically viable options of alternate crops to tobacco has been established in various regions of the country. A sensitization workshop was held with tobacco farmers of Guntur in Andhra Pradesh and the response for shifting over to alternate crops was overwhelming provided the concerned departments provided support both monetary and technical for some period to ensure that the farmers do not suffer losses.The Ministry of Health has accordingly requested the Ministry of Agriculture to initiate special programmes for providing alternate crops to tobacco growers and also economically viable options with support for the tobacco growing farmers and workers who are willing to shift over from tobacco as a part of the 12th Five Year Plan. Ministry of Health has also written to Ministry of Commerce to consider schemes aimed at a time bound and targeted reduction in FCV tobacco crop in the coming years so as to meet our obligations under WHO FCTC as well as to reduce the health threat to our people from tobacco use. It has been suggested that for this purpose the tobacco farmers who are willing to shift over to other alternatives could be provided with support both monetary and technical for some period so that they do not suffer losses. Further the issue has been taken up with the Ministry of Rural Development as well for integrating special schemes for alternative livelihoods for bidi workers under the National Rural Livelihood Mission.","Economically viable alternative activities
The Ministry of Health and Family Welfare GOI in collaboration with Central Tobacco Research Institute (CTRI) Rajahmundhry Andhra Pradesh) a research Institution promoted by Directorate of Agriculture Research and Extension (DARE) has implemented a pilot project on developing Alternative cropping system to bidi and chewing tobacco in 5 different agro-ecological regions in the country. 
The pilot project is aimed to establish viable and sustainable alternatives to bidi/chewing tobacco crops. This pilot will be for a period of 3 years in different agro-ecological sub-regions of Nandyal (Andhra Pradesh) Anand & Dharmaj(Gujarat) Nipani (Karnataka) Vedasandur (Tamil Nadu) and Dinhata (West Bengal).
Alternative vocation/livelihood for Bidi Rollers
Grassroot level intervention for sensitizing women and minors engaged in bidi-making and training for possible alternate vocations taken up in seven states viz. Maharashtra Orissa West Bengal Bihar & Jharkhand Tamil Nadu and Gujarat in collaboration with civil society. 
The Ministry of Labour launched the pilot programme for skill based vocational training of bidi rollers functional since 2008 in Bangalore Kengeri Nagpur Solapur Ajmer Tonk Beawar Karauli Nasirabad Bundi Kota Jabalpur Indore Hyderabad Karimnagar Kolkata and Murshidabad.
On the request of Ministry of Health Ministry of Rural Development wrote to all states where bidi rolling is taking place to provide for alternate livelihoods to bidi rollers under ongoing schemes of the govt."
"67","Iran (Islamic Republic of)","Based on Article 18 of the executive bylaw of the national tobacco control law Iran Tobacco Company is obligated to comply with national standards in production and supply of tobacco products. Production and import of tobacco products in breach of standards set in the relevant laws and the present bylaw and related instructions is forbidden. Iran Tobacco Company should determine the surface area of tobacco plantation based on the need of domestic factories with a good programming coordinated with the Headquarters and should prevent any increase in the area of tobacco cultivation in excess of the need of domestic factories with the help of Law Enforcement Department (Police).
Ministry of Agriculture Jihad and Ministry of Industry and Mines are obligated to study and enforce the gradual replacement of tobacco farming with other agricultural products in the fanning pattern of areas where tobacco is produced and processed in case the need to tobacco in domestic factories diminishes.
According to the note of this article subsidizing the cultivation growth and harvest of tobacco is not allowed in any manner.
According to reports received from concerned authorities about 17 000 hectares (6000 Acre for cigarette tobacco and 11000 for Waterpipe tobacco) of agricultural land devoted to tobacco cultivation which supplied a small fraction of domestic demand. 
Currently the Ministry of Agriculture announced its readiness for alternationprovided that the tobacco company suspend its support to tobacco cgrowers in terms of financial and technicallly.","Based on Article 18 of the executive bylaw of the national tobacco control law Iran Tobacco Company is obligated to comply with national standards in production and supply of tobacco products. Production and import of tobacco products in breach of standards set in the relevant laws and the present bylaw and related instructions is forbidden. Iran Tobacco Company should determine the surface area of tobacco plantation based on the need of domestic factories with a good programming coordinated with the Headquarters and should prevent any increase in the area of tobacco cultivation in excess of the need of domestic factories with the help of Law Enforcement Department (Police).
Ministry of Agriculture Jihad and Ministry of Industry and Mines are obligated to study and enforce the gradual replacement of tobacco farming with other agricultural products in the fanning pattern of areas where tobacco is produced and processed in case the need to tobacco in domestic factories diminishes.
According to the note of this article subsidizing the cultivation growth and harvest of tobacco is not allowed in any manner.
According to reports received from concerned authorities about 17 000 hectares of agricultural land devoted to tobacco cultivation which supplied a small fraction of domestic demand.","Answer/report not provided"
"68","Iraq","The anti-smoking law No. (19) of 2012 requires to provide support for economically viable alternative activities through Mayati: 
Organizing awareness programs for farmers to grow crops useful to society instead of tobacco cultivation. 
As well as indicate the executive instructions of the law to Mayati: 
1. Identifying tobacco-growing areas in Iraq. 
2. Not to give any support or facilities to the farmers for the cultivation of tobacco crop and non-crop purchase by the state. 
3. Encourage farmers and give them the facilities and assistance for the purpose of alternative crops for tobacco crop to be more useful.","Answer/report not provided","Answer/report not provided"
"69","Ireland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","Tobacco production decreased by 56% from 2005 to 2012 from 116.000 to 51.000 tons. 
Specific Regional Rural Development Programs co-financed by the European Union and National/Regional budget aimed to convert tobacco production to other crops or activities are in force since 2007. Other similar EU programs were in force since 1999.","In Italy as from budget year 2011 (crop year 2010) after the complete elimination of tobacco coupled subsidies according to Article 143e of the Council Regulation (EC) No 864/2004 an amount of around 170 M€ per year of the EU previously coupled to tobacco growing subsidies has been transferred as an additional and specific Community financial support for restructuring measures in tobacco producing regions under rural development programming. Unfortunately no specific data is already available regarding the programs set in place by the single Regions.","Answer/report not provided"
"72","Jamaica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","Approximate measures will be considered when it is needed in the furture.","Appropriate measures will be considered when needed in future."
"74","Jordan","The Support Fund for tobacco farmers was cancelled in 2002 and resulted in the stopping of growing tobacco for years.","Tobacco farming was discountinued in Jordan 5 years ago. This process has been supported by a fund made available to tobacco farmers (this support fund was established in 2002).","Stop tobacco cultivation in Jordan for more than 3 years."
"75","Kazakhstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"76","Kenya","Answer/report not provided","Answer/report not provided","The Tobacco Control Act requires the Ministry of Agriculture to support alternative livelyhoods for tobacco farmers. However existing policies only encourage crop diversification. The major challenge is ready market for alternative crops/ farm produce. 
The Kenya Antitobacco Growing Association is progressively building momentum for crop substitution with friuts soya bamboo."
"77","Kiribati","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"79","Kyrgyzstan","Currently in Talassky oblast instead of tobacco grows a string bean.","Answer/report not provided","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","Answer/report not provided","The situation has not changed in the last two years.","In Latvia it is prohibited to grow tobacco for industrial purposes without a special permit (licence) issued by the Ministry of Agriculture.
According to the information provided by the Ministry of Agriculture in Latvia there are no tobacco planters.
In Latvia there are only 3 economic operators who are allowed to produce process and package tobacco products.2 more economic operators are allowed to package tobacco products.
British American Tobacco Latvia LTD. (one of the producers) has announced about the willingness to stop manufacturing in Latvia."
"82","Lebanon","There have not been any activities on this specific issue. aside from reassuring farmers that the new tobacco control law (law 174) is not targeted against them. However we anticipate working on it in the coming period.","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Answer/report not provided","Answer/report not provided","Lesotho does not grow tobacco."
"84","Libyan Arab Jamahiriya","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"85","Lithuania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"86","Luxembourg","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"87","Madagascar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"88","Malaysia","Malaysia has implemented Article 17 through Kenaf & Tobacco Board which the number of tobacco growers has reduce in the past 5 years.","The National Kenaf and Tobacco Board Act was enacted in 2009 in order to replace the National Tobacco Board Act. This new Board is mandated to assist tobacco farmers who want to move to other alternative crops especially Kenaf.","National Kenaf & Tobacco Board (http://www.lktn.gov.my/) Act was enacted in 2009 to replace the National Tobacco Board Act. This new Board is mandated to assist tobacco farmers who want to move to other alternative crops especially to growing kenaf."
"89","Maldives","Not too relevant to the Maldives since the growth and manufacturing industry does not exist. However for people in the import distribution and retail business no such programmes are designed or implemented.","Answer/report not provided","Answer/report not provided"
"90","Mali","Dans la zone OHVN ; (Opération Haute Vallée du Niger) ; la culture du tabac a été arrêtée au profil du Maraichage : tomate ; salade ; choux ; pomme de terre et arbre fruitiers.","Dans la zone OHVN (Opération Haute Vallée du Niger) la culture de tabac est arrêtée au profil de culture maraichère tel que tomate oignon salade choux pomme de terre etc.)","Answer/report not provided"
"91","Malta","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"92","Marshall Islands","There is no tobacco growing or local manufacturing in RMI. All tobacco products are imported. There are currently 25 licences granted by the Ministry of Finance to tobacco importers and retailers.","The Marshall islands does not have any tobacco growers so I marked the box with N/A.","The Marshall Islands is a small country where we know everyone who sell tobacco. No attempts has yet been made to discourage them from selling tobacco. But through our health promotion efforts such messages of alternative means are given. The situation reported is that there are no growers or someone who does just selling tobacco. Tobacco are being sold in the supermarker and retails. All tobacco products are imported from US through a clearning house in Guam."
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Answer/report not provided","Answer/report not provided","The Ministry of Health is planning to set up a multi-sectoral committee to look at the issue and make recommendations thereon."
