"","Party","2014 ","2012 ","2010 "
"33","Colombia","See Annex for details.","De acuerdo con los cálculos realizados por el Instituto Nacional de Cancerología con datos de 2008 la cifra de muertes atribuibles es de 21765. 

    NÚMERO DE DEFUNCIONES ATRIBUIBLES A TABACO EN COLOMBIA   
 	 	              Atribuibles a tabaco
Causa básica de defunción 	      No. muertes  %	 n 
Tumores malignos de labio boca y faringe	     528	  80	 422 
Tumor maligno del esófago	       690	  30	 207 
Tumor maligno del páncreas    	   1.244	  30	 373 
Tumor maligno de la tráquea bronquios y pulmón	   3.845	  80  3.076 
Tumor maligno de la vejiga urinaria	       427	  40	 171 
Enfermedades isquémicas del corazón (I20-I25)    28.650	  30  8.595 
Enfermedades cerebrovasculares (I60-I69)	     14.455	  30	4.337 
Enfermedades crónicas de las vías resp. Inferiores (J40-J47)	 11.461	  40	4.584 
Subtotal relacionadas con tabaco	       61.300	-  21.765 
Total muertes todas las causas país	       196.769	-	 -","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Si cette information est disponible veuillez fournir toute information additionnelle sur la mortalité attribuable à l’usage du tabac (par exemple cancer du poumon maladies cardiovasculaires) sur votre territoire.","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Lung cancer 2008 – 2012: Male – 6 Female - ages between 45 – 65+ years old","Answer/report not provided","Answer/report not provided"
"37","Costa Rica","4.347 defunciones para el 2012. Neoplasias 532. enfermedades cardiovasculares 3.029. enfermedades respiratorias 744. condiciones perinatales 41 en el 2012.","Durante el 2005 podría atribuirsele al tabaquismo el 10.5% de las muertas ocurridas.","Answer/report not provided"
"38","Côte d'Ivoire","Si cette information est disponible veuillez fournir toute information additionnelle sur la mortalité attribuable à l’usage du tabac (par exemple cancer du poumon maladies cardiovasculaires) sur votre territoire.","Les travaux de la Direction Scientifique du Programme National de Lutte contre le Tabagisme ont estimé en 2005 à 5000 le nommbre de décès imputables au tabagisme par an dans la population ivoirienne en fonction de la prévalence générale et de données de la littérature","Answer/report not provided"
"39","Croatia","Total number of deaths for the year 2012: 27.830. Please see details in Annex 1.","Answer/report not provided","Answer/report not provided"
"40","Cyprus","For the year 2012: Cerebrovascular diseases 407 ischaemic heart diseases 712 other diseases of the circulatory system 351 other heart diseases 642 diseases of the respiratory system 197 chronic lower respiratory diseases 120 influenza 2 pneumonia 75 neoplasms 466","Deaths due to cardiovascular diseases 1403
Deaths due to malignant neoplasms of larynx and trachea/bronchus/lung 224","Deaths due to cardiovascular diseases 1403
Deaths due to malignant neoplasms of larynx and trachea/bronchus/lung 224"
"41","Czech Republic","Estimates (deaths per year): 
Deaths from cardiovascular diseases attributable to smoking: 7 000
Deaths from cancer attributable to smoking: 8 000
Deaths from respiratory diseases attributable to smoking: 2 000","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","See Annex 1.","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Question 2.3.2 on mortality: 13-14.000 deaths per year.
 Approx. 3000 deaths per year are caused by smoking related lung cancer. Approx. 1500 smoke related deaths per year are due to other cancer forms than lung cancer. Smoking currently causes 85 percent of all cases of chronic obstructive pulmonary disease (COPD). Approx. 300.-400.000 persons have COPD and approx. 3600 persons dies every year from COPD.","Answer/report not provided","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","2011: Mortalidad por cáncer de pulmón en hombres 5.79 x 100.000. en mujeres 3.96 x 100.000. Mortalidad por infarto agudo de miocardio en hombres 15.83 x 100.000. en mujeres 10.61 x 100.000.","34.2 x100.000 muertes por enfermedades respiratorias
19.5 x 100.000 muertes por enfermedades cardíovasculares
5 x 100.000 muetes por cancer de pulmón","Answer/report not provided"
"47","Egypt","WHO Global Report","Answer/report not provided","45% of heart disease - 15% respiratory diseases - 10% hypertension - 8% cancer"
"48","El Salvador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"49","Estonia","ma=SD21&ti=SD21%3A+Deaths+by+cause%2C+gender+and+age+group++++++&path=../Database_en/Population/04Deaths/&lang=1","Same definitions like usesed in WHO HFA database (ICD-10: C00-C14 C32-C34 C15 I20-I25 I60-I69 J40-J47)

28 235 DALYs Smoking causes up to 8.3% of the burden of disease in Estonia (12.5% for men and 3.5% for women) Lai T Vals K Kiivet R. Haiguskoormuse tõttu kaotatud eluaastad Eestis: seosed
riskifaktoritega ja riskide vähendamise kulutõhusus [Burden of disease in Estonia:
burden of disease and health risks]. Tallinn: Ministry of Social Affairs 2004","Answer/report not provided"
"50","European Union","The figure in 2.3.2 the 706 000 deaths are caused by smoking in the EU-28*.","695 000 deaths caused by smoking in EU-27","656 000 deaths caused by smoking in EU-25 in 2000 
Lung cancer - 190 000 
All cancers - 239 000 
Cardiovascular diseases - 184 000 
Respiratory diseases - 113 000"
"51","Fiji","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"52","Finland","4500 deaths per year. Calculation based on WHO''s estimation of tobacco-related deaths (8.8 % of deaths are tobacco-related deaths).","No new information since last report in 2010.","Approximately 300 000 people died from smoking during 1950-2000 in Finland. Of these people 62% were in middle-age (age group 35-69 years). Every fifth of all deaths in middle-age was caused by smoking. Smoking still kills about 5 100 people in Finland every year. 21 years of life are lost by those killed in middle-age by smoking.
Of those killed by smoking 2000 die of cancer 1500 of vascular diseases 1000 of respiratory diseases (chronic obstructive pulmonary disease) and 500 of other causes.
More than half of these deaths caused by tobacco would be avoided if people stopped smoking."
"53","France","Si cette information est disponible veuillez fournir toute information additionnelle sur la mortalité attribuable à l’usage du tabac (par exemple cancer du poumon maladies cardiovasculaires) sur votre territoire.","73 000 décès estimés attribuables au tabac pour 2004 chez les personnes de 30 ans et plus (59 000 chez les hommes et 14 000 chez les femmes) dont : 
44 000 décès par cancer (26 000 cancers du poumon)
18 000 décès par maladies cardiovasculaires
8 000 décès par maladies respiratoires
3 000 décès autres causes (infectieuses)","60 000 morts estimées dont 34 000 par cancers (cancers du poumon: 20 000)"
"54","Gabon","Si cette information est disponible veuillez fournir toute information additionnelle sur la mortalité attribuable à l’usage du tabac (par exemple cancer du poumon maladies cardiovasculaires) sur votre territoire.","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","4300 people died in Georgia during year 2008 because of active smoking. Among them about 61% because of cardio-vascular diseases 31% malignant neoplasms and rest part respiratory diseases digestive diseases and cases of infant death related with smoking during pregnancy.
Smoking is related with 10 1% of all deaths in Georgia. Smoking is responsible for 22 4% of deaths among all deaths caused by tobacco related diseases in age group 35 and older. By different causes of death smoking attributed is 30% of all deaths caused by cancers 10% of cardiovascular diseases 9% of respiratory and 7% of digestive diseases.","4300 people died in Georgia during year 2008 because of active smoking. Among them about 61% because of cardio-vascular diseases 31% malignant neoplasms and rest part respiratory diseases digestive diseases and cases of infant death related with smoking during pregnancy.
Smoking is related with 10 1% of all deaths in Georgia. Smoking is responsible for 22 4% of deaths among all deaths caused by tobacco related diseases in age group 35 and older. By different causes of death smoking attributed is 30% of all deaths caused by cancers 10% of cardiovascular diseases 9% of respiratory and 7% of digestive diseases.","Answer/report not provided"
"57","Germany","114646 tobbaco related deaths

neoplasms: 46315 
cardiovascular diseases: 45821
respiratory diseases: 22053
perinatal diseases: 190
burn deaths: 267","neoplasms: 46315 
cardiovascular diseases: 45821
respiratory diseases: 22053
perinatal diseases: 190
burn deaths: 267","neoplasms: 46315
cardiovascular diseases: 45821
respiratory diseases: 22053
perinatal diseases: 190
burn deaths: 267"
"58","Ghana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Aproximadamente 7 % (hombres) y 4% (mujeres","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"64","Hungary","20470 was the total number of death attributable to tobacco use in 2010.
Among the most significant tobacco-related diseases. lung cancer caused 34% and ischemic heart disease caused 22% of the deaths in Hungary.","Hungary has the worst statistics for mens standardized lung cancer mortality in the world.","Hungary is at the first place in lung cancer mortality in the EU."
"65","Iceland","Gender breakdown: 102 men and 97 women.
Reference is in annex 5 to this report.","Gender breakdown: 102 men and 97 women.
Reference is in annex 5 to this report.","Answer/report not provided"
"66","India","9% of deaths due to non-communicable diseases are attributable to tobacco. with 58% of  such deaths due to trachea. bronchus. lung cancers caused due to tobacco use. In addition. 25% of deaths caused by respiratory diseases and 28% of deaths caused by Chronic Obstructive Pulmonary Disease (COPD) are attributable to tobacco.","9% of deaths due to non-communicable diseases are attributable to tobacco with 58% of such deaths due to trachea bronchus lung cancers caused due to tobacco use. In addition 25% of deaths caused by respiratory diseases and 28% of deaths caused by Chronic Obstructive Pulmonary Disease (COPD) are attributable to tobacco.","Answer/report not provided"
"67","Iran (Islamic Republic of)","Total deaths attributed to tobacco estimates as 11790
 WHO estimated death rates (per 100 000 in age group over 30 years old) and proportion attributable to tobacco 2004:
Communicable diseases= 46
Tuberculosis=5
Lower respiratory infections=16
All malignant neoplasms=165
Trachea bronchus lung cancers=13
All other malignant neoplasms=152
All Cardiovascular diseases=643
Ischaemic heart disease=331
Cerebrovascular disease=158
Other cardiovascular diseases=155
Respiratory diseases=61
Chronic obstructive pulmonary disease=24
Other respiratory diseases=37
The population of over 30 years old at the time of this survay was 24532000 individuals","WHO estimated death rates (per 100 000 in age group over 30 years old) and proportion attributable to tobacco 2004:
Communicable diseases= 46
Tuberculosis=5
Lower respiratory infections=16
All malignant neoplasms=165
Trachea bronchus lung cancers=13
All other malignant neoplasms=152
All Cardiovascular diseases=643
Ischaemic heart disease=331
Cerebrovascular disease=158
Other cardiovascular diseases=155
Respiratory diseases=61
Chronic obstructive pulmonary disease=24
Other respiratory diseases=37
The population of over 30 years old at the time of this survey was 24532000 individuals.","Answer/report not provided"
"68","Iraq","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"69","Ireland","Cancers 2 280
 Circulatory diseases 1 538
 Respiratory diseases 1 292
 Digestive diseases  62","Cancers of the respiratory tract ischaemic heart disease cerebrovascular disease and chronic obstructive pulmonary disease","Cancers of the respiratory tract ischaemic heart disease cerebrovascular disease and chronic obstructive pulmonary disease"
"70","Israel","Answer/report not provided","In the attached article","Answer/report not provided"
"71","Italy","We estimated that 71 445 deaths (52 707 men and 18 738 women 12.5% of total mortality) were caused by smoking in 2010.
The smoking attributable deaths are due to lung cancer (25 987 deaths) other malignant neoplasms (10 121 deaths) cardiovascular diseases (19 615 deaths) and non-neoplastic respiratory diseases (19 612 deaths).","In the year 2008 total mortality by malignant neoplasms for males: 32185 for femlas:6618 in total:38803; by cardiovascular diseases for males: 16483 and for females: 6189 in total: 22672; by repiratory diseases for males: 11457 and for females: 5366 in total:16823 .","Answer/report not provided"
"72","Jamaica","Cardiovascular disease 38 per 100 000; all malignant neoplasms 39 per 100 000; trachea bronchus lung cancer 22 per 100 000; respiratory disease 67 per 100 000","Answer/report not provided","Answer/report not provided"
"73","Japan","·Cancer 77.4 thousands deaths 
·Cardiovascular diseases 33.4 thousands deaths 
·Respiratory disease 18.1 thousands deaths","·Cancer 77.4 thousands deaths
·Cardiovascular diseases 33.4 thousands deaths
·Respiratory disease 18.1 thousands deaths","Cancer 72000 - 83000; 
Cardiovascular diseases 34000 - 50000"
"74","Jordan","Answer/report not provided","Answer/report not provided","No Data"
"75","Kazakhstan","In 2012 malignant diseases accounted for 484.4 per 100 thousand population. Mortality from cancer was 103.98 per 100 thousand population. The incidence of SBR was 2454.0 per 100 thousand population including disease with high blood pressure - 100 1173.3 thousand CHD -507.4 100 thousand acute myocardial infarction - 57.9 per 100 thousand cerebrovascular disease - 193.3 per 100 thousand population. Mortality from BSK - 256.76 per 100 thousand including CHD - 87.22 per 100 thousand from a stroke - 51 53 100 thousand incidence respiratory diseases accounted for 22936.3 100 thousand deaths - 57 30 100 thousans.","Every year cancer of the trachea bronchus and lung sick more than 3 500 people (21.7 per 100 thousand) and about 2900 (17.6 per 100 thousand) die within a year lung cancer ranks first in the structure of cancer-related deaths. Each year more than 230 000 sick CCC (2086.7 to 100tys) Kazakhstan including 7 000 (51.3 per 100 thousand) acute myocardial infarction chronic lung disease more than 74.000 (272.1 per 100 thousand) the trend growth of resistant children and adolescents.","Answer/report not provided"
"76","Kenya","50% of in-patient mortality","Answer/report not provided","Answer/report not provided"
"77","Kiribati","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"79","Kyrgyzstan","Answer/report not provided","28% of men who died (all causes) of Kyrgyzskoy aged 35-69 years and 17% older than 70 years died due to tobacco consumption among women this percentage was respectively by age of 4% and 5%.
The only reason 22% of deceased persons (36% men) of cancer diseases in Kyrgyzstan is not dependent on age and sex is smoking. And 11% of all-cause mortality (17% of male mortality) regardless of age has been proven - is tobacco.
42% of men and 3% of women aged 35-69 years 31% of men and 6% of women older than 70 years died of cancer.
Causes of death of Kyrgyz citizens aged 35-69 years:
males n (%) female n (%)
Lung Cancer 344/375 (92%) 20/66 (30%)
Cardiovascular disease
751/2709 (28%)
161/1963 (8%)
Chronic obstructive pulmonary disease
490/695 (71%)
69/383 (18%)
Other diseases 209/2323 (10%) 15/1035 (2%)","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","(all deaths except of those who are younger than 7 days (% M- men W- women. 


Probably
Yes
Unkown
No
Did 
not 
smoke
All


YEAR
M
W
M
W
M
W
M
W
M
W
M
W

2008
8.0
1.2
12.1
1.7
49.1
39.7
19.1
24.0
11.7
33.4
100.0
100.0

2009
8.6
1.4
13.1
1.7
44.6
26.6
16.5
14.2
17.3
56.1
100.0
100.0

2010
10.1
1.8
13.8
2.0
34.0
12.3
8.4
3.2
33.7
80.7
100.0
100.0

2011
10.0
1.9
14.9
2.3
30.3
11.0
6.8
2.2
38.0
82.7
100.0
100.0

2012
10.4
1.7
14.7
2.3
34.2
15.6
9.7
6.4
31.0
74.1
100.0
100.0

Total number of deaths in 2012 were 29 037 (13 807 males 15 230 females.","Data on mortality attributed to smoking is not being calculated.","The main cause of death is circulatory system diseases - 53.3% of all deaths.Mortality caused by circulatory system diseases in Latvia is approximately 2 times higher than on average in the European Union. Circulatory system diseases were registered as cause of death for females more often than for males. Although the number of deaths and mortality rate for the second most frequent cause of death - neoplasms-has decreased the proportion has increased from 18 2% in 2007 to 19 1% in 2008.In 2008 malignant neoplasms (ICD-10 codes: C00-C97) were diagnosed in 257 4 cases per 100 000 population.The number of deaths due to lung cancer has decreased for 5 5%. Just 15 9% of deaths caused by lung cancer were attributed to females."
"82","Lebanon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"84","Libyan Arab Jamahiriya","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"85","Lithuania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
