"","Party","2014 ","2012 ","2010 "
"13","Belarus","No changes. Labeling requirements for cigarettes of tobacco contained in ISO 3935-2000 ''Cigarettes. General specifications'' of tobacco production in the rest of STB 1088-97 ''Tobacco. Consumer Information.'' 
Currently a technical regulation of the Customs Union ''Technical regulations for tobacco products'' the requirements of which are required for 3 of the Customs Union.","Have not changed. Requirements for labeling of tobacco cigarettes described in ISO 3935-2000 Cigarettes. General technical requirements of tobacco products in the rest of the STB 1088-97 Tobacco. Information for the consumer.
Currently a technical regdament Customs Union Technical Regulations on Tobacco Products requirements which would be required for 3 of the Customs Union.","Text about the dangers of smoking to health is not less than 30% of the principal be marked surface of tobacco products the number of labels - 6"
"14","Belgium","Pas de changements concernant ces aspects depuis le dernier rapport.","The pictorial warning have been change to include a yellow banner with the quitline number on all warnings. Until now this number was only present more discretly on one of the 14 warnings.
See Annex 1 of this report for more information.","The pictorial warning have been change to include a yellow banner with the quitline number on all warnings. Until now this number was only present more discretly on one of the 14 warnings.
See Annex 1 of this report for more information."
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","lavertissement sanitaire écrit en caractères clairs lisible en langue française couvre au moins les 30% des deux faces principales du paquet de cigarettes la teneur en nicotine monoxyde de carbone et goudron figure sur le paquet ; et la maquette est validée par le ministre de la santé avant la mise en vente sur le territoire","Le ministère de la santé valide et autorise les maquettes demballages de cigarettes à mettre sur le marché Béninois en tenant compte de la surface quoccupe lavertissement sanitaire de sa disposition et de la composition du produits à vendre.","le ministère de la santé valide et autorise les maquettes demballages de cigarettes à mettre sur le marché Béninois en tenant compte de la surface quoccupe lavertissement sanitaire de sa disposition et de la composition du produits à vendre"
"17","Bhutan","Sec. 16 - that all tobacco and tobacco products imported for personal consumption shall show printed labels displaying the information on relevant constituents and emissions.
Sec.17 - all tobacco products imported for personal consumption shall not promote a tobacco products by any means that are false misleading deceptive or likely to create an erroneous impression about its characteristics health effects hazards or emissions and any other indications that creates the false impression that a particular tobacco products is less harmful than other tobacco products","Section 17 of the Tobacco Control Act of Bhutan 2010 provides All tobacco products imported for personal consumption shall not promote a tobacco product by any means that are false misleading deceptive or likely to create an erroneous impression about its characteristics health effects hazards or emissions and any other indications that creates the false impression that a particular tobacco product is less harmful than other tobacco products.","In additon to Section 16 of the Tobacco Control Act of Bhutan 2010 Section 17 provides All tobacco products imported for personal consumption shall not promote a tobacco product by any means that are false misleading deceptive or likely to create an erroneous impression about its characteristics health effects hazards or emissions and any other indications that creates the false impression that a particular tobacco product is less harmful than other tobacco products."
"18","Bolivia","Answer/report not provided","El 25 de mayo de 2011 se promulga la Resolución Ministerial 576 para la implementación de 7 pictogramas en el 50% inferior de ambas caras principales de todos los empaques de productos de tabaco reemplazando las advertencias de texto implementadas el año 2009.","Answer/report not provided"
"19","Bosnia and Herzegovina","In 2011 by State Authority for taxation as well as the Ministry of Trade of Federation BiH enforced the Rule on packaging of tobacco products with mandatory placement of all information''s related tobacco and health warnings All domestic tobacco productsrequiring that each unit packet and package of tobacco products and any outside packaging and labelling of such products carry health warnings size no less than 30% of side and 50% or more of the front side.
Health warnings and labelling of tobacco products are harmonised with FCTC and covered by Ministry of Health and Social Welfare of the Republic of Srpska''s bylaw.","Health warnings and labelling of tobacco products are harmonised with FCTC and covered by entity tobacco control regulations through sub-laws which are completed by Ministry of Helath and Social Welfare of the Republic of Srpska and Ministry of Health of Federation B&H during period 2010-2011
Health warnings and labelling of tobacco products are harmonised with FCTC and covered by Ministry of Health and Social Welfare of the RS and Ministri of Health Federation B&H by law.","Answer/report not provided"
"20","Botswana","Answer/report not provided","Packaging and labelling is not in our current Control of Smoking Act but other laws that regulate similar products are used. The Tobacco Control Bill has included article 11 as one of the major componets to be given attention.","Answer/report not provided"
"21","Brazil","Answer/report not provided","Since 2001 tobacco product manufacturers and importers in Brazil have been required by law to include pictorial health warnings that occupy 100% of one of the two main sides of cigarette packages; these messages must also include the Disque Saúde - Pare de Fumar (Dial Health - Quit Smoking) number. This first group of health warnings was in effect from 2001 to 2004. The second group of warnings in effect from 2004 to 2008. And in May 2008 it was launched the third set of warnings. The innovation was its creation process through a project evolving neuroscience to test the capability of the warning images to cause avoidance. The project was coordinated by the National Cancer Institute in technical cooperation with the National Health Surveillance Agency the Neurobiology Laboratory at the Federal University of Rio de Janeiro the Behavioral Neurophysiology Laboratory at Fluminense Federal University and the Department of Art & Design at the Catholic University of Rio de Janeiro 
For more details see: BRAZIL - Health Warnings on Tobacco Products - 2009 http://www.inca.gov.br/tabagismo/publicacoes/livro_advertencia_ingles.pdf
ANVISA RDC 335/03 RDC 54/08 http://portal.anvisa.gov.br/wps/portal/anvisa/home/derivadostabaco?cat=Legislacao+tabaco&cat1=com.ibm.workplace.wcm.api.WCM_Category%2FLegislacao+tabaco%2F92825b80408408dc85ea87278b66f133%2FPUBLISHED&con=com.ibm.workplace.wcm.api.WCM_Content%2FLegislacao+tabaco%2Ffa4f238040867b83836fdfa790266c70%2FPUBLISHED&showForm=no&siteArea=Derivados+do+Tabaco&WCM_GLOBAL_CONTEXT=/wps/wcm/connect/anvisa/Anvisa/Inicio/Derivados+do+Tabaco/Publicacao+Derivados+do+Tabaco/Legislacao+tabaco","Since 2001 tobacco product manufacturers and importers in Brazil have been required by law to include pictorial health warnings that occupy 100% of one of the two main sides of cigarette packages; these messages must also include the Disque Saúde - Pare de Fumar (Dial Health - Quit Smoking) number. This first group of health warnings was in effect from 2001 to 2004. The second group of warnings in effect from 2004 to 2008. And in May 2008 it was launched the third set of warnings. The innovation was its creation process through a project evolving neuroscience to test the capability of the warning images to cause avoidance. The project was coordinated by the National Cancer Institute in technical cooperation with the National Health Surveillance Agency the Neurobiology Laboratory at the Federal University of Rio de Janeiro the Behavioral Neurophysiology Laboratory at Fluminense Federal University and the Department of Art & Design at the Catholic University of Rio de Janeiro 
For more details see: BRAZIL - Health Warnings on Tobacco Products - 2009 http://www.inca.gov.br/tabagismo/publicacoes/livro_advertencia_ingles.pdf
ANVISA RDC 335/03 RDC 54/08 http://portal.anvisa.gov.br/wps/portal/anvisa/home/derivadostabaco?cat=Legislacao+tabaco&cat1=com.ibm.workplace.wcm.api.WCM_Category%2FLegislacao+tabaco%2F92825b80408408dc85ea87278b66f133%2FPUBLISHED&con=com.ibm.workplace.wcm.api.WCM_Content%2FLegislacao+tabaco%2Ffa4f238040867b83836fdfa790266c70%2FPUBLISHED&showForm=no&siteArea=Derivados+do+Tabaco&WCM_GLOBAL_CONTEXT=/wps/wcm/connect/anvisa/Anvisa/Inicio/Derivados+do+Tabaco/Publicacao+Derivados+do+Tabaco/Legislacao+tabaco"
"22","Brunei Darussalam","In 2012 size of the pictorial health warning has been increased from 50% (front and back) to 75% (front and back)","Tobacco (Labelling) Regulations 2007 has been reviewed and amended in 2012 where the next rotation and size of pictorial health warnings (increased to 75% of the surface front and back) will be enforced from 1 September 2012.","Answer/report not provided"
"23","Bulgaria","On 17 October 2013 the Council of Ministers adopted Decree ? 237 for amendment to the Ordinance on the requirements for labeling marking and appearance of tobacco products and setting standards for assessing the conformity of the content of harmful substances in cigarettes. The Decree transposes the provisions of Directive 2012/9/ES of 7 March 2012 amending Annex I to Directive 2001/37/EC of the European Parliament and of the Council on the approximation of laws regulations and administrative provisions of the Member States concerning the manufacture presentation and sale of tobacco products.","No progress in this area.","The requirements mentioned above are enforced since 2005. There is no new requirements at the present."
"24","Burkina Faso","Le Burkina Faso a élaboré un projet d’arrêté interministériel Ministère de la santé/Ministère de l’industrie et du commerce. L’arrêté n’est toujours pas adopté à cause des divergences de vue entre les deux structures.","- Adoption de la loi n 040-2010/AN du 25 novembre 2010 portant lutte contre le tabac au Burkina Faso (articles 12 13 et 14 ) 
- Décret N 2011-1051 /PRES/PM/MS/MEF du 30 décembre 2011 portant conditionnement et étiquetage des produits du tabac au Burkina Faso.","Answer/report not provided"
"25","Burundi","Answer/report not provided","Insertion de ces éléments dans le projet de loi.","Answer/report not provided"
"26","Cambodia","Council of the Ministers approved the Sub-Decree on Printing of Health Warning on Cigarette Packs which was signed by the Prime Minister on 20 October. 2009 with visible and 5 rotated text health warnings covering 30% of the bottom front and back of the pack. All cigarettte manufactueres and importers are required to print the health warnings on their cigarette packages effective August 2010.","Issued the Sub-Decree on Health Warnings in 2009 and implemented from July 2010. This month the National Center for Health Promotion launched a survey to monitor the implementation of the Sub-Decree and the results of this survey wil be used for taking actions aimed at strengthening the implementation of the Sub-Decree on Health Warnings.","Issued the Sub-Decree on Health Warning in 2009 and implemented from July 2010. This month National Center for Health Promotion is conducting a surveillance on the implementation of the Sub-Decree and the resutls of this surveillance wil be used for taking actions for strengthening the implementation of the Sub-Decree on Health Warning."
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","The Tobacco Products Labelling Regulations (Cigarettes and Little Cigars) (TPLR-CLC) came into force in September 2011 and define new health-related labelling requirements for packages of cigarettes and little cigars intended for retail sale in Canada. The TPLR-CLC requires a health warning on at least 75% of the front and back panels. a qualitative toxic emissions statement on a side panel. and a health information message to be included either on the upper slide-flap. the exterior surface of the slide. or on a leaflet inserted in the package. 
There are 16 different health warnings which are randomly available at point of sale locations. These will effectively rotate health warnings for cigarettes and little cigars.
Under the previous labelling requirements in the Tobacco Product Information Regulations. the toxic emissions statements displayed numerical values for six toxic emissions (tar. nicotine. carbon monoxide. formaldehyde. hydrogen cyanide and benzene). However. research conducted by Health Canada has shown that the numerical values were not clearly understood by some smokers and most had little idea what the range of numbers displayed for each chemical meant. Therefore. the numerical values have been replaced by four text-based statements that provide clear. concise and easy to understand information about the toxic substances found in tobacco smoke.","The Tobacco Products Labelling Regulations (Cigarettes and Little Cigars) (TPLR-CLC) came into force in September 2011 and define new health-related labelling requirements for packages of cigarettes and little cigars intended for retail sale in Canada. The TPLR-CLC requires a health warning on at least 75% of the front and back panels a qualitative toxic emissions statement on a side panel and a health information message to be included either on the upper slide-flap and the exterior surface of the slide or on a leaflet inserted in the package. These will effectively rotate health warnings for cigarettes and little cigars.
The Tobacco Products Information Regulations (TPIR) continue to apply to packages of most of the other tobacco products available on the Canadian market. The TPIR was amended in 2011 to remove the obligation to display numerical values for toxic emissions. 
Annex D provides Canadas Tobacco Products Information and Labelling Regulations.","The Tobacco Products Information Regulations which came into force in 2000 require pictorial health warnings and either a toxic emissions statement or a toxic constituents statement on most tobacco products sold in Canada. However some small-market-share products such as narguileh are not required to display a health warning while some health warnings displayed on cigar packages and pipe tobacco packages do not occupy at least 30% of the main panels. Since Canadas last report extensive work has been undertaken to fill in these gaps and to improve the overall effectiveness of the current labeling requirements."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","-La Vulgarisation de la N loi 10/PR/2010;
-Le Contrôle des produits du tabac sera engagé lorsque le décret dapplication relatif à larticle 11 sera signé par le Premier Ministre.
Nous ne le savons pas mais nous suivons le dossier dans le circuit. Dès que ce sera signé nous vous tiendrons informer.","Answer/report not provided"
"31","Chile","El artículo 6º de la Ley 19.419. señala que “Todo envase de los productos hechos de tabaco. sean nacionales o importados destinados a su distribución dentro del territorio nacional. y toda acción publicitaria de los mismos. cualquiera sea la forma o el medio en que se realice. deberán contener una clara y precisa advertencia de los daños. enfermedades o efectos que. para la salud de las personas. implica su consumo o exposición al humo del tabaco. Esta advertencia tendrá una vigencia de 12 meses y máxima de 24 meses . deberá ser diseñada por el Ministerio de Salud y establecida mediante decreto supremo de este Ministerio. la cual será impresa en las cajetillas o en cualquier envase y no podrá. en ningún caso. ser removible. En el caso de productos importados. deberá ser adherida de manera que no pueda ser despegada fácilmente. En el caso de los paquetes de cigarrillos o cigarros. bolsas o paquetes de productos hechos con tabaco. esta advertencia deberá figurar en las dos caras principales y ocupar el 50% de cada una de ellas.
La advertencia se colocará en la parte inferior de cada cara. El decreto indicado establecerá dos y seis. que podrán ser diseñadas con dibujos. fotos o leyendas. Durante el plazo señalado en el inciso primero. éstas deberán figurar en toda la producción nacional o la importada destinada a su distribución dentro del territorio nacional. 
Si al entrar en vigencia una nueva advertencia quedaran saldos en bodega con la advertencia anterior. para su distribución se deberá solicitar autorización a la Autoridad Sanitaria que corresponda a la casa matriz del fabricante o importador. Esta excepción sólo podrá alcanzar hasta un monto equivalente a la producción distribuida durante el mes anterior.
La advertencia sanitaria deberán estar siempre a la vista en todos los puntos de venta de productos de tabaco.
El Decreto N° 44 emanado de la Subsecretaría de Salud Pública. Ministerio de Salud. en agosto del 2013. denominado Establece advertencia Sanitaria para envases de productos de tabaco” 
En su artículo 1º señala que “Todo envase de los productos hechos de tabaco. deberá contener las advertencias sanitarias que correspondan de acuerdo al presente decreto y que se especifican en el adjunto denominado Normativa Gráfica para el uso de las advertencias en envases de productos de tabaco. 
 En el artículo 3º se lee. “ La advertencia correspondiente deberá ser impresa en todos los productos que correspondan. en cualquiera de sus presentaciones y no podrá. en ningún caso. ser removible. En el caso de productos importados. deberá ser adherida a los envases de manera que no pueda ser despegada”. 
Por otro lado. el articulo 6º agrega que: La advertencia de cada uno de los envases deberá figurar en las dos caras principales o mayores. y se colocará inferior de cada cara.En el caso de los paquetes de cigarrillos tipo cajetilla dura o blanda. y cualquier otro envase cuya forma geométrica corresponda a la de un prisma rectangular o cúbico el componente imagen deberá ocupar el 50% de la cara frontal o anterior del envase y el componente texto deberá ocupar el 50% de la cara posterior del envase. Los cartones de cigarrillos deberán incluir ambos componentes de la advertencia en el 50% de cada una de las caras principales.
El artículo 8ª indica que “El cuerpo de la letra. el interlineado. la tipografía. expandido de la letra. contraste. colores y demás características de la imagen y del texto. dimensiones. relaciones y especificaciones técnicas. deberán ser de acuerdo a las especificaciones técnicas indicadas en la normativa gráfica anexa a este decreto”.
 El artículo 13º señala que “se prohíbe que en el nombre o propiedades asociadas a la marca de cigarros o cigarrillos. se incluyan términos tales como light. suave. ligero. bajo en alquitrán. nicotina. monóxido de carbono u otros similares”. Finalmente. el artículo 14º señala que “En una de las caras laterales de las cajetillas de cigarrillos se deberá informar acerca de la presencia de las siguientes sustancias y componentes. en los siguientes términos: EL HUMO DE CADA CIGARRILLO QUE TÚ FUMAS CONTIENE. ENTRE OTROS PRODUCTOS TÓXICOS: ALQUITRÁN. PRODUCTO QUE TE PROVOCA CÁNCER. NICOTINA. PRODUCTO QUE TE HACE ADICTO. MONÓXIDO DE CARBONO. GAS ÓXICO IGUAL AL QUE EMANA DE LOS TUBOS DE ESCAPE. ARSÉNICO. QUÍMICO UTILIZADO COMO VENENO PARA RATAS Esta información deberá ocupar la totalidad de una de las caras laterales y ajustarse a las especificaciones técnicas que se indican en la Normativa gráfica anexa a este decreto”.","El artículo 6 de la Ley de tabaco señala que Todo envase de los productos hechos con tabaco sean nacionales o importados destinados a su distribución dentro del territorio nacional y toda acción publicitaria de los mismos cualquiera sea la forma o el medio en que se realice deberán contener una clara y precisa advertencia de los daños enfermedades o efectos que para la salud de las personas implica su consumo o exposición al humo del tabaco. Esta advertencia tendrá una vigencia de 12 meses deberá ser diseñada por el Ministerio de Salud y establecida mediante decreto supremo de este Ministerio la cual será impresa en las cajetillas o en cualquier envase y no podrá en ningún caso ser removible. En el caso de productos importados deberá ser adherida de manera que no pueda ser despegada fácilmente.En el caso de los paquetes de cigarrillos o cigarros bolsas o paquetes de productos hechos con tabaco esta advertencia deberá figurar en las dos caras principales y ocupar el 50% de cada una de ellas.
La advertencia se colocará en la parte inferior de cada cara. El decreto indicado establecerá una o más advertencias sucesivas que podrán ser diseñadas con dibujos fotos o leyendas. Durante el plazo señalado para cada advertencia ésta deberá figurar en toda la producción nacional o la importada destinada a su distribución dentro del territorio nacional. Si al entrar en vigencia una nueva advertencia quedaran saldos en bodega con la advertencia anterior para su distribución se deberá solicitar autorización a la Autoridad Sanitaria que corresponda a la casa matriz del fabricante o importador. Esta excepción sólo podrá alcanzar hasta un monto equivalente a la producción distribuida durante el mes anterior.
Los avisos publicitarios en los lugares de venta no podrán ser superiores a dos metros cuadrados y la advertencia confeccionada en los términos de este artículo deberá ocupar el 50% del aviso.
A esta norma se agregan aquellas aprobadas en 2011 y que se encuentran vigentes hasta el año 2012: el Decreto N 39 emanado de la Subsecretaría de Salud Pública Ministerio de Salud en septiembre del 2011 establece la advertencia para envases de productos hechos con tabaco y señala en su artículo 1 que Todo envase de los productos hechos con tabaco y toda acción publicitaria de los mismos permitida dentro de los lugares de venta cualquiera sea la forma en que se realice deberá contener la siguiente advertencia que se indica en dos imágenes. Mientras que el artículo 3 la advertencia deberá ser impresa en todos los envases de cigarrillos cigarros y similares en cualquiera de sus presentaciones y no podrá en ningún caso ser removible. En el caso de productos importados deberá ser adherida a los envases de manera que no pueda ser despegada fácilmente. 
Por otro lado el articulo 5 agrega que Esta advertencia deberá figurar en las dos caras principales o mayores de cualquier tipo de envase de cigarrillos y demás productos hechos con tabaco","Answer/report not provided"
"32","China","Effective April 1 2012 cigarettes increased warnings font size font warnings and warnings emphasize background colour font height of not less than 6.5 mm of cigarette packages cigarette box font height is not less than 4 mm revocation of the English warnings.","On November 7 2007 the State Tobacco Monopoly Administration and the General Administration of Quality Supervision Inspection and Quarantine jointly issued a notice which requests the manufacturers of cigarettes to implement the new Regulations on the Packing Marks for Cigarettes of the Peoples Republic of China as of January 1 2009 and specifies that the health warnings occupy no less than 30% of the principal display areas and the two groups of health warnings shall be used alternatively.","On November 7 2007 the State Tobacco Monopoly Administration and the General Administration of Quality Supervision Inspection and Quarantine jointly issued a notice which requests the manufacturers of cigarettes to implement the new Regulations on the Packing Marks for Cigarettes of the Peoples Republic of China as of January 1 2009 and specifies that the health warnings occupy no less than 30% of the principal display areas and the two groups of health warnings shall be used alternatively."
