"","Party","2014","2012","2010"
"44","Denmark","Answer/report not provided","Full","None"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Partially","Answer/report not provided","Answer/report not provided"
"47","Egypt","None","Answer/report not provided","None"
"48","El Salvador","None","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"51","Fiji","Answer/report not provided","Partially","Answer/report not provided"
"52","Finland","Partially","Partially","Partially"
"53","France","Full","Full","None"
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"57","Germany","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"58","Ghana","Full","Partially","None"
"59","Greece","Partially","Partially","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","None"
"63","Honduras","Full","Full","Full"
"64","Hungary","Partially","Partially","Full"
"65","Iceland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"66","India","None","Partially","None"
"67","Iran (Islamic Republic of)","Partially","Partially","Answer/report not provided"
"68","Iraq","None","Answer/report not provided","Answer/report not provided"
"69","Ireland","Full","Answer/report not provided","Answer/report not provided"
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","None","Answer/report not provided","Answer/report not provided"
"72","Jamaica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"73","Japan","None","None","Answer/report not provided"
"74","Jordan","None","None","None"
"75","Kazakhstan","Full","Full","Answer/report not provided"
"76","Kenya","None","Answer/report not provided","Partially"
"77","Kiribati","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Partially","None","None"
"79","Kyrgyzstan","Answer/report not provided","Partially","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","Partially","Partially","Partially"
"82","Lebanon","None","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Full","Answer/report not provided","Full"
"84","Libyan Arab Jamahiriya","Answer/report not provided","None","Answer/report not provided"
"85","Lithuania","Partially","Partially","Partially"
"86","Luxembourg","Partially","Partially","Partially"
"87","Madagascar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"88","Malaysia","Full","None","None"
"89","Maldives","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"90","Mali","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"91","Malta","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"92","Marshall Islands","Answer/report not provided","Partially","None"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","None","None","Answer/report not provided"
"95","Mexico","Full","None","None"
"96","Micronesia (Federated States of)","Full","Full","Answer/report not provided"
"97","Mongolia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"98","Montenegro","None","None","None"
"99","Myanmar","None","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"103","Netherlands","Answer/report not provided","Full","Full"
"104","New Zealand","Partially","Partially","Partially"
"105","Niger","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"106","Nigeria","Partially","Answer/report not provided","Answer/report not provided"
"107","Niue","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"108","Norway","Full","None","Answer/report not provided"
"109","Oman","None","None","Answer/report not provided"
"110","Pakistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"111","Palau","None","None","Answer/report not provided"
"112","Panama","Full","None","None"
"113","Papua New Guinea","None","Answer/report not provided","Answer/report not provided"
"114","Paraguay","Full","Full","Answer/report not provided"
"115","Peru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"116","Philippines","Answer/report not provided","None","Answer/report not provided"
"117","Poland","Partially","Partially","Answer/report not provided"
"118","Portugal","Answer/report not provided","Full","Full"
"119","Qatar","Full","None","Answer/report not provided"
"120","Republic of Korea","Partially","Partially","None"
"121","Republic of Moldova","Full","Answer/report not provided","Answer/report not provided"
"122","Romania","Partially","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","Full","Partially","Answer/report not provided"
"124","Rwanda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","Partially","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","Partially","Answer/report not provided","Answer/report not provided"
"130","Sao Tome and Principe","Partially","Answer/report not provided","Answer/report not provided"
"131","Saudi Arabia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"132","Senegal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"133","Serbia","Full","Full","Full"
"134","Seychelles","Full","Full","None"
"135","Sierra Leone","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"136","Singapore","Answer/report not provided","Answer/report not provided","Partially"
"137","Slovakia","Partially","Partially","Partially"
"138","Slovenia","None","None","None"
"139","Solomon Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"140","South Africa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"141","Spain","Full","Partially","Full"
"142","Sri Lanka","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"143","Sudan","Answer/report not provided","None","Answer/report not provided"
"144","Suriname","None","None","Answer/report not provided"
"145","Swaziland","Answer/report not provided","None","Answer/report not provided"
"146","Sweden","Answer/report not provided","Partially","None"
"147","Syrian Arab Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"148","Tajikistan","None","Answer/report not provided","Answer/report not provided"
"149","Thailand","Full","Full","Full"
"150","The former Yugoslav Republic of Macedonia","None","Answer/report not provided","Answer/report not provided"
"151","Timor-Leste","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"152","Togo","None","Answer/report not provided","None"
"153","Tonga","Full","Answer/report not provided","Answer/report not provided"
"154","Trinidad and Tobago","None","Answer/report not provided","Answer/report not provided"
"155","Tunisia","Partially","Partially","Answer/report not provided"
"156","Turkey","None","None","None"
"157","Turkmenistan","Full","Answer/report not provided","Answer/report not provided"
"158","Tuvalu","None","Answer/report not provided","Answer/report not provided"
"159","Uganda","Answer/report not provided","Full","Answer/report not provided"
"160","Ukraine","None","Answer/report not provided","Answer/report not provided"
"161","United Arab Emirates","Partially","Answer/report not provided","Answer/report not provided"
"162","United Kingdom","Full","Full","Full"
"163","United Republic of Tanzania","Full","Answer/report not provided","Answer/report not provided"
"164","Uruguay","Answer/report not provided","Full","Full"
"165","Uzbekistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"166","Vanuatu","None","Answer/report not provided","Answer/report not provided"
"167","Venezuela","Full","Full","Answer/report not provided"
"168","Viet Nam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"169","Yemen","Answer/report not provided","Answer/report not provided","Answer/report not provided"
