"","Party","2014 ","2012 ","2010 "
"11","Bangladesh","Formed National District and Upazilla(Sub district) taskforce committee for law enforcement","Formed National district and sub-district taskforce committee for tobacco control","Answer/report not provided"
"12","Barbados","The Environmental Health Division of the Ministry of Health has statutory responsibility for enforcement of these regulations.","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Answer/report not provided","Le contrôle du respect de la législation est assuré en fonction des lieux par les services dinspection du SPF Santé publique de lagence fédérale pour la sécurité de la chaine alimentaire ou du SPF Emploi. La police est compétente pour le contrôle de lensemble des lieux.","Answer/report not provided"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","ministère de la santé ministère du commerce ministère de lartisanat et du tourisme ministère de lintérieur et de la sécurité publique et enfin ministère de la justice de la législation et des droits de lhomme.","Answer/report not provided","Answer/report not provided"
"17","Bhutan","From the national legislation and executive orders/notifications/ administration order","The persons-in-charge of the establishments and authorized officers/ law enforcement personnel are mandated to supervise inspect and enforce and implement Chapter Two (sections 4 to 10).","Answer/report not provided"
"18","Bolivia","Answer/report not provided","El mecanismo de ejecución depende del Ministerio de Salud y Deportes Ministerio de Educación Policía Nacional los Gobiernos Municipales y el Organismo Operativo de Tránsito Ministerio de Hacienda Aduana Nacional Instituto Boliviano de Normalización y Calidad (IBNORCA).","Answer/report not provided"
"19","Bosnia and Herzegovina","More active involvement of inspection services needed for enforcement of ban of smoking in all enclosed public places; 
Monitoring with regards to the application of those bans are conducted by the following inspectors within their respective jurisdictions prescribed by law: health inspectors sanitary inspectors educational inspectors and labour inspectors inspectors for protection in workplace communal police and the police","Support to inspection services fines for violation of provisions of Law monitoring with regards to the application of those bans are conducted by the following inspectors within their respective jurisdictions prescribed by law: health inspectors sanitary inspectors educational inspectors and labour inspectors inspectors for protection in workplace communal police and the police","Answer/report not provided"
"20","Botswana","Answer/report not provided","The law provides for partitioning of restaurants to seperate smokers from non smokers.","Answer/report not provided"
"21","Brazil","The enforcement of the smoke free law is in charge of the municipal health surveillance system. imposing penalties for noncompliance with the smoking ban. which can be monetary fines or suspension of the trade license","The municipal sanitary authoritie is responsible for the inspection and penalties application.","The municipal sanitary authoritie is responsible for the inspection and penalties application."
"22","Brunei Darussalam","The national laws contain provisions for penalties and compounding (issuance of fines). Enforcement is conducted by the Health Enforcement Unit Ministry of Health","The national laws contain provisions for penalties and compounding (issuance of fines).","Answer/report not provided"
"23","Bulgaria","Health Act 
Article 11 (Amended SG No. 98/2010 effective 1.01.2011) 
State health control shall be exercised in order to protect public health within the territory of the Republic of Bulgaria by implementing the activities under Article 15. 
Article 15 (Amended SG No. 98/2010 effective 1.01.2011) 
(1) The government policy for public health protection and Regional health inspectorates (RHI) shall exercise the state health control within the territory of administrative regions shall be implemented by RHI by implementing activities related to: 7. exercising control in respect of the compliance with prohibitions and limitations laid down in statutory instruments as to smoking;","Each state health inspector has to be in a team with minimum one inspector or employee when realizes a control (in order to have a witness). Sometimes the control is realized with a policeman*woman in order the inspector to have a right to receive the identification card of the violator. The health inspector disposes of a blank for written administrative instructions or devising an administrative act which could be litigate in the court (if the violator wants to do that). If the act is well proven then the director of the Regional Health Inspection juts a penal provision and the violator myst pay the penalty.","Answer/report not provided"
"24","Burkina Faso","Les amendes et autres sanctions prévues par la loi 040 et les autres instruments juridiques tirent leur source dans le code pénal du Burkina Faso. Par conséquent leur application relève des différentes juridictions nationales (police gendarmerie justice…)","La loi antitabac est exécutée comme loi de lEtat. Tous les structures de contrôle de lEtat et les ONGs et associations de lutte contre la tabac sont mises à contribution pour lapplication effective de la loi et de ses textes dapplication.","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","See the the Minister of Health Circular on Measures for the Banning of Smoking and Blowing of Tobacco Products at workplaces and public place","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","National. sub-national and municipal legislation include enforcement support. Annex B highlights the various mechanisms and infrastructure support.","National sub national and municipal legislation provides enforcement support related to specific legislation and regulations. Annex B provides a highlight of the various mechanisms and infrastructure for support.","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","la police sanitaire mais ce corps nest pas encore constitué (elle sera constuée par les agents de lassainissement sanitaires la police municipale et les gardiens de paix de la police nationale)","Answer/report not provided"
"31","Chile","La fiscalización es realizada por las Secretarías Regionales Ministeriales de Salud (Autoridad Sanitaria) y mediante la modificaciones aprobadas en la Ley 19.419 (2013) Art 15º. se incorporan a esta función los Inspectores de la municipalidad respectiva de cada localidad. Esto permite un mayor número de personas fiscalizando su cumplimiento en el nivel local. 
Dicho artículo refiere lo siguiente: Los inspectores de la municipalidad respectiva también fiscalizarán el cumplimiento de esta ley. y denunciarán ante los tribunales señalados en el inciso precedente las infracciones que constatan. 
En caso de infracciones. se traspasa el caso a Juzgados de Policía Local. El Juez de dicho establecimiento será el facultado para imponer la sanción correspondiente. y contra su resolución procederán los recursos que franquea la ley.","La fiscalización es realizada por las Secretarías Regionales Ministeriales de Salud y por Carabineros de Chile (Policia) en caso de infracciónes dependiendo de esta se traspasa el caso a Juzgados de Policía Local o Tribunales de Justicia Ordinarios.","Answer/report not provided"
"32","China","These departments'' regulations or normative documents have clearly defined concrete mechanisms for enforcement or penalties; have adopted environmental legislation for a smoke-free city almost all have a complete and systematic mechanism for the coordination and implementation mechanism.","Answer/report not provided","Answer/report not provided"
"33","Colombia","La Ley 1335 establece. en el parágrafo del artículo 19. las competencias de las autoridades respecto al cumplimiento de la normativa sobre ambientes libres de humo de tabaco: de acuerdo con la Ley. las autoridades sanitarias (Secretarías de Salud de los Municipios y Departamentos de Colombia). vigilarán el cumplimiento del artículo 19 en coordinación con las autoridades de Policía y demás autoridades de control.
Asimismo. en el artículo 20 de la Ley 1335. se definen las obligaciones de los propietarios. empleadores y administradores respecto del cumplimiento de los ambientes libres de humo:
Artículo 20. Obligaciones. Los propietarios. empleadores y administradores d de los lugares a los que hace referencia el artículo 19 tienen las siguientes obligaciones:
a) Velar por el cumplimiento de las prohibiciones establecidas en la presente ley con el fin de proteger a las personas de la exposición del humo de tabaco ambiental;
b) Fijar en un lugar visible al público avisos que contengan mensajes alusivos a los ambientes libres de humo. conforme a la reglamentación que expida el Ministerio de la Protección Social;
c) Adoptar medidas específicas razonables a fin de disuadir a las personas de que fumen en el lugar. tales como pedir a la persona que no fume. interrumpir el servicio. pedirle que abandone el local o ponerse en contacto con la autoridad competente.
En el caso de la aplicación de esta en los municipios. algunos dentro del proceso de implementación de la ley han establecido actos administrativos en los cuales verifican el cumplimiento de los ambientes 100% libres de humo de tabaco en los establecimientos señalados en el artículo 19 ya citado. 
Actualmente se está desarrollando el proceso de movilización social alrededor de los procesos de denuncia ante el incumplimiento de estas medidas. liderado por las autoridades competentes de los procesos de inspección vigilancia y control: Policía Nacional y Ministerio de Salud.","La Ley 1335 establece en el parágrafo del artículo 19 las competencias de las autoridades respecto al cumplimiento de la normativa sobre ambientes libres de humo de tabaco: de acuerdo con la Ley las autoridades sanitarias (Secretarías de Salud de los Municipios y Departamentos de Colombia) vigilarán el cumplimiento del artículo 19 en coordinación con las autoridades de Policía y demás autoridades de control.
Asimismo en el artículo 20 de la Ley 1335 se definen las obligaciones de los propietarios empleadores y administradores respecto del cumplimiento de los ambientes libres de humo:
Artículo 20. Obligaciones. Los propietarios empleadores y administradores d de los lugares a los que hace referencia el artículo 19 tienen las siguientes obligaciones: 
a) Velar por el cumplimiento de las prohibiciones establecidas en la presente ley con el fin de proteger a las personas de la exposición del humo de tabaco ambiental; 
b) Fijar en un lugar visible al público avisos que contengan mensajes alusivos a los ambientes libres de humo conforme a la reglamentación que expida el Ministerio de la Protección Social; 
c) Adoptar medidas específicas razonables a fin de disuadir a las personas de que fumen en el lugar tales como pedir a la persona que no fume interrumpir el servicio pedirle que abandone el local o ponerse en contacto con la autoridad competente.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Affichage d’un avis d’interdiction (Voir loi n°12-2012 du 4 juillet 2012 relative à la lutte antitabac dans son article 3","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Site inspections with verbally communication reminding proprietors/manager/owners; however monitoring is lacking","There are provisions for enforcement of non compliance with adminstrative policies in workplaces including private sector. e.g employees can be disciplined if found smoking in a non smoking zone in any hotel/motel and workplaces in Cook Islands.","Answer/report not provided"
"37","Costa Rica","Acorde a la sección III Procedimiento y Sanciones del articulo N°44 al 59 del Reglamento de la Ley 9028.","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Les Ministres en charge de la santé de lintérieur du commerce des transports et de la justice sont chargés chacun en ce qui le concerne de lexécution de ce decret. Ce qui va nécessiter la prise darrêté interministériel qui est en cours.","Answer/report not provided","Answer/report not provided"
"39","Croatia","Inspection tasks in the field of labour and occupational safety carries out Labour Inspectorate as an administrative organization of the Ministry of Labour and Pension System in accordance with the provisions of Article 3 The Act on Labour Inspectorate ( '' Official Gazette '' No. 19/14) .
Measures to prevent violations of the provisions of the above laws are the fines as follows:
-The provisions of Article 110 of the Act Law on Safety at Work prescribes a fine between 10.000 00 to 20.000 00 KN (1.803 47 to 3.606 95 USD*) by which the employer will be punished for an offense if fails to provide the prescribed manner of smoking ban and if not determined and labelled in which rooms and areas smoking is exceptionally allowed and the fine of 3.000 00 to 10.000 00 KN (541 04 to 1.803 47 USD) by which the responsible person of the legal person shall be punished. 
- By provisions of Article 112 of the Act Law on Safety at Work a worker smoking in rooms and areas where smoking is prohibited shall be punished on the spot by a fine of 100 00 KN (18 03 USD) and immediate superior responsible person by a fine of 500 00 KN (90 17 USD).
- The provisions of Article 27 of the Act on the Restriction of the Use of Tobacco Products prescribes the fine of 30.000 00 KN (5.410 42 USD) to 150.000 00 KN (27.052 10 USD) by which a legal person shall be punished for an offense if allows smoking of tobacco products in public appearances on television live or publish in print photographs or drawings of people who smoke for promotional purposes and does not ensure compliance with the ban on smoking in enclosed public spaces and by a fine in the amount of 5.000 00 KN (901 74 USD) to 15.000 00 KN (2.705 21 USD) shall be punished a natural person and the responsible person in the legal entity .
Any natural or legal person is entitled to submit a statement of any irregularity by telephone electronically or by mail to the Ministry of Labour and Pension System the Inspectorate of Labour pursuant to which the labour inspectors shall determine facts and take measures prescribed within 30 days.  
*Converted according to the middle exchange rate of the Croatian National Bank on March 16 2014","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Legislation specifies government officials for enforcing of the legislation. “Authorised officer” means a member of the Police Force or an officer of the Customs Department or a Health Inspector of the Department of Medical Services and Public Health Services or a Health Inspector of the municipalities or improvement councils or an officer of the Competition and Consumer Protection Service;","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","National body responsible for the enforcement: Municipality with delegated power; The Police of the Czech Republic; Municipal police; Public Health Authority (as regards meal services); State Labour inspection office and regional labour inspectorates (as regards workplaces)
Sanctions for non-compliance with national legislation/requirements are imposed (e.g. fine for operators which allow smoking at places with smoking ban from 5 000 CZK up to 10 000 CZK and for persons who smoke at places with smoking ban – up to 1 000 CZK ).","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","According to the demands of Law on Tobacco Control. legal agencies including Legal Affairs Committee and public security agencies are conducting the legal control activities for the behaviors conflicting with law while every agency. enterprise and unit are enhancing the education and controlling to obey the law on tobacco control. In particular. social organizations including Youth League. Farming Workers'' Union and Women''s Union are taking the regular activities for education and controlling on stop smoking.","Legal control and surveillance by the judicial and procuratorial organ and police organ. MoPH is responsible for establishement of notifications for implementation of the national tobacco control law considering health side of smoking for example in both hygiene campaign duration( March and April and September and October MoPH used to organize tobacco control activities countrywide with comprehensive sanitation evaluation).","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Enforcement of the ban is secured by the Danish Working Environment Authority under the law of Working Environment The Danish Maritime Authority and the Minister for Transport and Energy","Labour inspection system is taking care of the enforcement at the worksite","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Chapitre XI (contrôle) et Chapitre XII (sanctions) de la Loi 2008. Voir http://www.who.int/entity/fctc/reporting/party_reports/djibouti_annex1_tobacco_control_act_2008.pdf.","Answer/report not provided"
"46","Ecuador","La Ley Orgánica para la Regulación y Control del Tabaco en su Art. 11 dispone la creación del Programa contra el tabaquismo. “La Autoridad Sanitaria Nacional. en el marco de la política pública en salud. definirá e implementará el Programa para el control del tabaco y la desestimulación de su consumo. observando la prioridad de niños. niñas y adolescentes.” 
En el Estatuto del Ministerio de Salud Pública aprobado el 13 de noviembre del 2013. la Dirección Nacional de Promoción de la Salud es la instancia encargada de ejecutar el Proyecto de Prevención y Control del Tabaquismo; una de las estrategias constituye el monitoreo y control de la aplicación de la LORCT. con énfasis en los espacios 100% libres de humo. monitoreo que es coordinado con las Coordinaciones Zonales. los Comisarios de Salud de las provincias. Intendencia de Policía y Policía Nacional.
En el Reglamento del Comité Interinstitucional de Lucha Antitabáquica aprobado mediante Acuerdo Ministerial 00002486 de 28 de noviembre del 2012 entre sus objetivos consta “… c) Impulsar la participación comunitaria en la creación de espacios libres de humo de tabaco. g) Aportar en procesos educativos para la declaración de espacios libres de humo (instituciones. edificios. etc.)","La ley Orgánica para la Regulación y Control del Tabaco en su Artículo 11se refiere al Programa contra el tabaquismo. La Autoridad Sanitaria Nacional en el marco de la política pública en salud definirá e implementará el programa para el Control del tabaco y la desestimulación de su consumo observando la prioridad de niños niñas y adolescentes.","Answer/report not provided"
"47","Egypt","Answer/report not provided","Smoking bans and government health facilities schools universities and public transport","Answer/report not provided"
"48","El Salvador","La Unidad de Alcohol y Tabaco conformada por personal del MINSAL y del FOSALUD (inspectores sanitarios y abogados). La UDAT depende jerárquicamente de la Unidad de Medio Ambiente. la que depende de la Dirección de Regulación. que a su vez depende del Viceministerio de Políticas de Salud del MINSAL. Por su parte. en la Unidad Jurídica del FOSALUD existe una persona que enlaza con la Dirección de Regulación. la UDAT y las Direcciones Regionales de Salud para impulsar el plan operativo del personal responsable de cumplir las disposiciones enumeradas en el numeral 3.1.1.5 de este mismo formulario.","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"51","Fiji","The tobacco control enforcement unit officers are responsible for enforcing compliance and addressing public complaints/reports.","Initial experiences with the enforcement of the 2010 Decree are positive but there are also challenges. In outdoor areas such as municipal markets and sports stadiums signboards have been set up and regular checks are planned for the future. Enforcement is difficult in smaller islands and in remote areas that seem to be out of reach of the authorized officers who in line with requirements of section 27.-(1) of the Decree carry out inspections and investigations and take enforcement actions against persons found to have violated any provision of the Decree. The Tobacco Control Enforcement Unit works with the police force and provincial officers based in rural areas and aims to undertake training to boost already existing capacities for example enabling health inspectors working in these areas to become authorized officers.","Answer/report not provided"
"52","Finland","Under Section 17 of the Tobacco Act local authorities must supervise the compliance with prohibitions and restrictions on smoking within their territory. If any activities contrary to provisions are observed during an inspection or otherwise the local authority must prohibit the activities contrary to the provisions. The local authority may give notice of the matter to the prosecutor. The local authority may also reinforce the prohibition by a conditional fine or by the threat that any action not taken within the time limit laid down will be carried out at the defaulter''s expense.
Under Section 32 of the Tobacco Act a person who continues to smoke on indoor or outdoor premises where smoking is prohibited under the provisions of section 12 despite an objection from the proprietor of the means of public transport indoor or outdoor premises in question or their representative or the organiser of a public event or a person acting as a steward or the supervisory authority shall be sentenced to a fine for a smoking violation.
Under Section 33 of the Tobacco Act the proprietor of a means of public transport or of indoor or outdoor premises or his or her representative or the organiser of a public event that deliberately or through gross carelessness 
1) allows smoking contrary to section 12 on indoor or outdoor premises where it is prohibited; 
2) fails contrary to the provisions of section 12 paragraph 2 section 13 or 13 b to undertake the action required by the prohibition or regulations issued by the local authority under section 17 in an individual case in order to prevent tobacco smoke from spreading into indoor premises where tobacco smoking is prohibited; or 
3) allows use of the smoking area for another purpose than that referred to in section 13 b 
shall unless the failure can be considered insignificant or a more severe punishment is prescribed for the action elsewhere in the law be sentenced to a fine for failing to take protective measures required by the Tobacco Act.","Under Section 17 of the Tobacco Act local authorities must supervise the compliance with prohibitions and restrictions on smoking within their territory. If any activities contrary to provisions are observed during an inspection or otherwise the local authority must prohibit the activities contrary to the provisions. The local authority may give notice of the matter to the prosecutor. The local authority may also reinforce the prohibition by a conditional fine or by the threat that any action not taken within the time limit laid down will be carried out at the defaulters expense.
Under Section 32 of the Tobacco Act a person who continues to smoke on indoor or outdoor premises where smoking is prohibited under the provisions of section 12 despite an objection from the proprietor of the means of public transport indoor or outdoor premises in question or their representative or the organiser of a public event or a person acting as a steward or the supervisory authority shall be sentenced to a fine for a smoking violation.
Under Section 33 of the Tobacco Act the proprietor of a means of public transport or of indoor or outdoor premises or his or her representative or the organiser of a public event that deliberately or through gross carelessness 
1) allows smoking contrary to section 12 on indoor or outdoor premises where it is prohibited; 
2) fails contrary to the provisions of section 12 paragraph 2 section 13 or 13 b to undertake the action required by the prohibition or regulations issued by the local authority under section 17 in an individual case in order to prevent tobacco smoke from spreading into indoor premises where tobacco smoking is prohibited; or 
3) allows use of the smoking area for another purpose than that referred to in section 13 b 
shall unless the failure can be considered insignificant or a more severe punishment is prescribed for the action elsewhere in the law be sentenced to a fine for failing to take protective measures required by the Act on Measures to Reduce Tobacco Smoking.","Answer/report not provided"
