"","Party","2014","2012","2010"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Active detection and confiscation of illegally sold goods","Active detection and confiscation of illegally traded goods","Active detection and confiscation of illegally sold goods"
"14","Belgium","Answer/report not provided","Belgium awaits concrete results from the ongoing FCTC negotiations on the illicit trade protocol and hopes that an agreement can be reached at the fifth round of these negotations in Geneva (scheduled in 2012).","Belgium awaits concrete results from the ongoing FCTC negotiations on the illicit trade protocol and hopes that an agreement can be reached at the fifth round of these negotations in Geneva (scheduled in 2012)."
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","la signature du protocole sur le commerce illicite du tabac en septembre 2013","Answer/report not provided","Answer/report not provided"
"17","Bhutan","A total fines of Ngultrum 6 14 200/- has been collected and 
138 number of people convicted for the period 2011 until 2013 and their tobacco products confiscated","Answer/report not provided","? A total of 80 micro certificate/retail licenses are cancelled for black-  marketing of tobacco products from 2004 - 2010 by implementing   agencies. 
? 154 persons from 2007 - 2009 were arrested and charge sheeted by police in connection to illicit trade of tobacco products.
? Tobacco products worth about US $ 70 000/- from smugglers has been  seized till date."
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Tobacco Control Unit is working in collaboration with other departments including non governmental organisation to investigate and prosecute to eliminate illicit trade. Some of the departments or bodies helping in combating illicit trade are Botswana Unified Revenue Services Botswana Police Service Attorney General Chambers Anti Tobacco Network and Directorate of Public Prosecution","Answer/report not provided"
"21","Brazil","Answer/report not provided","Brazil implemented a track and trace system in 2008 according to the provisions of article 15 of the FCTC. The national illicit manufacturing reduced from 17% of the market to almost 10% of the market. In the past three years seven cigarette manufacturers had their license cancelled for non compliance with tax regulations.","Brazil implemented a track and trace system in 2008 according to the provisions of article 15 of the FCTC. The national illicit manufacturing reduced from 17% of the market to almost 10% of the market. In the past three years seven cigarette manufacturers had their license cancelled for non compliance with tax regulations."
"22","Brunei Darussalam","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","In the last two years Customs Agency has developed and implemented automated system for excise goods. Since 2013 for tax warehouses that produce and store tobacco products applies online control system about input and output quantities of tobacco products.","Confiscation and seizure of tabacco products:
2008 year - 13 742 760 cigarettes
2009 year - 71 954 368 cigarettes
2010 year 249 589 124 cigarettes","Confiscation and seizure of tabacco products:
2008 year - 13 742 760 cigarettes
2009 year - 71 954 368 cigarettes
2010 year 249 589 124 cigarettes"
"24","Burkina Faso","Le Burkina Faso a signé le protocole pour éliminer le commerce illicite des produits du tabac le 8 mars 2013. Il a planifié une rencontre avec les parlementaires dans le premier semestre 2014 pour échanger avec eux sur le contenu dudit protocole en vue d’avoir leur adhésion pour sa ratification. Il existe des mesures de lutte contre la contrebande et la fraude mais celles-ci s’inscrivent dans un cadre global de lutte contre toute forme de contrebande et de fraude quelque soit le produit. Elles ne sont pas spécifiques aux produits du tabac.","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Participation aux sessions de négociation sur le commerce illicite du tabac INB","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Canada implemented an enhanced federal tobacco stamping regime in September 2010. Effective April 1. 2011. all new tobacco products entering the legal. duty-paid market in Canada must display the new excise stamp. A limited transition period was given to address tobacco products that were already in the market place at that date. Effective July 1st. 2012. cigarettes. tobacco sticks and fine cut tobacco products for sale anywhere in the Canadian market must carry the federal excise stamp to be legal.The new excise stamp contains multi-layer security features and replaces the former paper and tear tape stamp. The new excise stamps are produced under federal government contract and their distribution is controlled and limited to persons who have demonstrated that they are eligible to purchase the stamps. An issued stamp may be traced to the person to whom it was issued. The excise stamp provides a reliable indicator of the legal and duty-paid status of tobacco products and. as a result. provides an additional enforcement tool for federal and provincial authorities.
The Federal Tobacco Control Strategy was renewed for 5 years. with continued funding and activities related to monitoring the contraband market to inform tax policy. In March 2013. the Government of Canada announced: the establishment of an RCMP Anti-Contraband Tobacco Force of 50 officers; the Trafficking in Contraband Tobacco Act  to establish mandatory minimum penalties for repeat offenders; and. funding of $3 million over two years for ten additional police officers in First Nations police services to focus on contraband tobacco.","Canada implemented an enhanced federal tobacco stamping regime in September 2010. Effective April 1 2011 all tobacco products entering the duty-paid market in Canada must display the new excise stamp. 
The new excise stamp contains multi-layer security features and replaces the former paper and tear tape stamp. The new excise stamps are produced under federal government contract and their distribution is limited to persons who have demonstrated that they are eligible to purchase the stamps. An issued stamp may be traced to the person to whom it was issued. The excise stamp provides a reliable indicator of the duty-paid status of tobacco products and provides an additional enforcement tool for federal and provincial authorities.
A province/territory that chooses to participate in the federal stamping regime will approve an excise stamp marked for its jursidiction and will identify eligible persons who may purchase its juridictions stamps. To date most of the provinces/territories have either joined or expressed an interest in joining the federal stamping regime.","Starting in 2005 Canada implemented an enhanced compliance regime for tobacco manufacturers an outreach and monitoring program for tobacco growers and is preparing for the implementation of an enhanced tobacco stamping regime in 2010. 
Under the enhanced tobacco stamping regime the current tear-tape stamp will be replaced with a paper stamp that contains multi-layer security features. Stamps will be produced under government contract and their supply will be subject to stringent controls. 
The new tobacco stamp will provide a reliable indicator of the duty-paid status of tobacco products will make counterfeit products easier to identify and will provide an additional enforcement tool for federal and provincial authorities."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Diffusion de la loi N 10/PR/ du 10 juin 2010","Answer/report not provided"
"31","Chile","Se ha regularizado el proceso de autorización de productos de tabaco y se está trabajando con el Servicio de Impuestos internos y Aduanas para resolver de manera adecuada los procesos asociados a la internación. comercialización y producción de tabaco.","Answer/report not provided","Answer/report not provided"
"32","China","March 26 2010 the Supreme People''s Court and the Supreme People''s attorney handled criminal cases of illegal production and sales of tobacco products including several issues concerning the specific application of law for official purposes. Introduction of the explanation for maintaining the market economic order punishable illegal production and sales of tobacco products and other illegal and criminal activities is significant and a more powerful legal weapon. In recent years courts attorneys public security industry and commerce the judiciary law enforcement agencies and Tobacco Monopoly Bureau to establish joint fraud mechanisms at various levels cigarette counterfeiting anti-smuggling struggle carried out jointly and severely punish all kinds of smoke-related illegal and criminal activities severely punish tobacco production and sale to fundamentally prevent illicit trade in tobacco products has played an important role.","The Interpretation by the Supreme Peoples Court and the Supreme Peoples Procuratorate of Several Issues on the Specific Application of Law for the Handling of Such Criminal Cases as Illegal Production and Sale of Tobacco Monopoly Commodities was implemented as of June 26 2010. The promulgation of the Interpretations is of great significance in safeguarding the market economic order and investigating the illegal production and sales of monopoly tobacco products and other illegal behaviors in line with the law and serves as a powerful legal weapon for combating the production and sales of fake tobacco products. In recent years the courts the procuratorates the administrations for industry and commerce and the relevant judicial and enforcement organs at all levels have for the purpose of to safeguarding the interest of the State and consumers joined hands with the tobacco monopoly bureaus at all levels to establish the working mechanism of crackdown on counterfeits embarked on the crackdown on fake tobacco products and strictly investigated and punished various illegal activities and personnel relating to tobacco thus having played an important role in preventing by the roots the fake cigarettes from overflowing.","The Interpretation by the Supreme Peoples Court and the Supreme Peoples Procuratorate of Several Issues on the Specific Application of Law for the Handling of Such Criminal Cases as Illegal Production and Sale of Tobacco Monopoly Commodities was implemented as of June 26 2010. The promulgation of the Interpretations is of great significance in safeguarding the market economic order and investigating the illegal production and sales of monopoly tobacco products and other illegal behaviors in line with the law and serves as a powerful legal weapon for combating the production and sales of fake tobacco products. In recent years the courts the procuratorates the administrations for industry and commerce and the relevant judicial and enforcement organs at all levels have for the purpose of to safeguarding the interest of the State and consumers joined hands with the tobacco monopoly bureaus at all levels to establish the working mechanism of crackdown on counterfeits embarked on the crackdown on fake tobacco products and strictly investigated and punished various illegal activities and personnel relating to tobacco thus having played an important role in preventing by the roots the fake cigarettes from overflowing."
"33","Colombia","1. Incremento de las aprehensiones de cigarrillo ilícito como resultado de las medidas de control ejercidas por las unidades aprehensoras en el territorio nacional. 
2. Se creó el Sistema único de Información y Rastreo (SUNIR). mediante el parágrafo 4° del artículo 227 de la Ley 1450 de 2011. Ley por medio de la cual se aprueba el Plan Nacional de Desarrollo 2010-2014. 
Artículo 227. Obligatoriedad de suministro de información. 
Parágrafo 4°: “Los Departamentos y el Distrito Capital estarán obligados a integrarse al Sistema Único Nacional de Información y Rastreo. que para la identificación y trazabilidad de productos tenga en cuenta las especificidades de cada uno. y a suministrar la información que este requiera. Este sistema se establecerá para obtener toda la información correspondiente a la importación. producción. distribución. consumo y exportación de los bienes sujetos al impuesto al consumo de licores. vinos. aperitivos y similares. de cerveza. sifones. refajos y mezclas y de cigarrillos y tabaco elaborado. El Sistema Único Nacional de Información y Rastreo será administrado por la Unidad Administrativa Especial Dirección de Impuestos y Aduanas Nacionales y deberá entrar a operar dentro del año siguiente a la expedición de la presente ley. El Gobierno Nacional reglamentará la materia”. 
Se pretende. con el SUNIR. obtener toda la información correspondiente a la importación. producción. distribución. consumo y exportación de los bienes sujetos al impuesto al consumo. como los cigarrillos y el tabaco elaborado. para así facilitar el control eficiente de la circulación de este tipo de productos. 
3. Se expidió el documento Conpes 3719 de 2012. donde se establece el plan de acción para la implementación del Sistema Único de Información y Rastreo (SUNIR). En el año 2013 se dará cumplimiento al plan de acción. El documento Conpes está disponible en: http://www.dnp.gov.co/LinkClick.aspx?fileticket=bttC-UKXKBs%3D&tabid=1475 
4. Se sancionó el Decreto 602 de 2013. por el cual se reglamenta el Sistema Único Nacional de Información y Rastreo (SUNIR). establecido por el Parágrafo 40 del artículo 227 de la Ley 1450 de 2011.","1. Incremento de las aprehensiones de cigarrillo ilícito como resultado de las medidas de control ejercidas por las unidades aprehensoras en el territorio nacional. 
2. Se creó el Sistema único de Información y Rastreo (SUNIR) mediante el parágrafo 4° del artículo 227 de la Ley 1450 de 2011 Ley por medio de la cual se aprueba el Plan Nacional de Desarrollo 2010-2014. 
Artículo 227. Obligatoriedad de suministro de información.
Parágrafo 4°: “Los Departamentos y el Distrito Capital estarán obligados a integrarse al Sistema Único Nacional de Información y Rastreo que para la identificación y trazabilidad de productos tenga en cuenta las especificidades de cada uno y a suministrar la información que este requiera. Este sistema se establecerá para obtener toda la información correspondiente a la importación producción distribución consumo y exportación de los bienes sujetos al impuesto al consumo de licores vinos aperitivos y similares de cerveza sifones refajos y mezclas y de cigarrillos y tabaco elaborado. El Sistema Único Nacional de Información y Rastreo será administrado por la Unidad Administrativa Especial Dirección de Impuestos y Aduanas Nacionales y deberá entrar a operar dentro del año siguiente a la expedición de la presente ley. El Gobierno Nacional reglamentará la materia”.
Se pretende con el SUNIR obtener toda la información correspondiente a la importación producción distribución consumo y exportación de los bienes sujetos al impuesto al consumo como los cigarrillos y el tabaco elaborado para así facilitar el control eficiente de la circulación de este tipo de productos.
3. Se expidió el documento Conpes 3719 de 2012 donde se establece el plan de acción para la implementación del Sistema Único de Información y Rastreo (SUNIR). En el año 2013 se dará cumplimiento al plan de acción. El documento Conpes está disponible en: http://www.dnp.gov.co/LinkClick.aspx?fileticket=bttC-UKXKBs%3D&tabid=1475
4. Se está elaborando el proyecto de decreto reglamentario del parágrafo 4 del articulo 227 de la Ley 1450 de 2011.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Cook Islands is a member of the World Customs Organization and of the Oceania Customs Organization and cooperates in the monitoring and reporting on illicit trade industry including tobacco products","The Customs Division has the powers to implement Article 15 however with a small country like Cook Islands activities of this kind hardly occur but if it does the Customs take control.","Custom and tax department at MFEM implement as required in article 15 and update MOH about the activities"
"37","Costa Rica","El Ministerio de Salud coordina con el Ministerio de Hacienda la posibilidad de contar con un sistema de seguimiento a nivel nacional.","Estamos aportando observaciones a los representantes regionales en la discusión del Proyecto de Convenio de Comercio ilicito: Panamá y Nicaragua. No se nos dio apoyo economico de la OMS para asistir en marzo a la reunion en Ginebra","Answer/report not provided"
"38","Côte d'Ivoire","Toujours est-il que cet aspect est pris en compte par l’avant projet de loi nationale antitabac qui sera proposée aux députés dans les prochaines semaines","Answer/report not provided","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","The new EU Directive on Tobacco specially addresses matters of illicit trade. Cyprus has also signed the Protocol on illicit trade.","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","There is a good co-operation in field of tax administration. There are used procedures as e.g. exchange the exchange of information different databases and electronic system (ELO) or bilateral contacts. There are good results at national level related to fulfilment of agreements between tobacco industry and EU bodies.
There are ongoing preparatory works on ratification process of the Protocol to eliminate the illicit trade in tobacco products and implementation of the new EU Tobacco Products Directive including among others measures against illicit trade in line with the Protocol.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Tobacco trade is progressed according to the Implementation Rule of Law on Tobacco Control (adopted on 21 March 2011).","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","Nothing has changed since last report","Denmark support the work done in WHO for making the protokol to FCTC"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","El Ecuador firmó el Protocolo para la eliminación del comercio ilícito de productos de tabaco el 25 de septiembre de 2013.
El Servicio de Rentas Internas (SRI) ha iniciado el proceso para una licitación internacional. para contratar los servicios de una empresa que brinde el soporte técnico para el sistema de seguimiento y localización de los productos de tabaco (además de otros productos. bebidas alcohólicas y bebidas gaseosas). apegado a las definiciones del Protocolo. El Servicio Nacional de Aduanas ha contratado también los servicios con un sistema para identificación de productos importados (por lo pronto bebidas alcohólicas) que sin embargo no cumple con especificaciones del Protocolo del CMCT. Existe la posibilidad de que Aduanas y Rentas Internas coordinen para tener un sistema único en relación a productos de tabaco.","No ha habido cambios en relación a este aspecto mmás allá del artículo 6 de la Ley Organica para la regulación y Control del Tabaco.","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","El titulo V de la ley especial para el control del Tabaco (ley nacional) incluye los artículos 16 (descripción del producto); art. 17 (etiquetado); Art. 18 (traslado de productos de tabaco) y Art. 19 (destrucción de decomisos) los que indican que todos los productos de tabaco deben traer impreso  el nombre del fabricante. lugar de fabricación. nombre del importador. permiso sanitario. en envases primarios. secundarios y terciarios (''producto autorizado para venta en El Salvador''). Las autoridades competentes deben tomar medidas para documentar. vigilar y controlar el traslado de productos de tabaco en el territorio nacional y los productos que sean decomisados será destruidos sin responsabilidad para el Estado por métodos inocuos al ambiente.","Answer/report not provided","Answer/report not provided"
"49","Estonia","No changes from the last report","Answer/report not provided","Answer/report not provided"
"50","European Union","The EU Directive 2014/40/EU foresees in its Articles 15 and 16 two measures in order to respond to the issue of illicit trade: 
1. the Directive foresees that unit packets of tobacco products are marked with a unique identifier and that all economic operators involved in the trade of tobacco products from the manufacturer to the last economic operator before the first retail outlet shall record the entry of all unit packets into their possession as well as all intermediate movements and the final exit of the unit packets from their possession. 
2. all unit packets of tobacco products shall further carry a tamper proof security feature composed of visible and invisible elements. 
Cigarettes and roll-your-own tobacco products will be the first to be phased in to this system with other tobacco products following after.","Answer/report not provided","The EC and its Member States currently have legally binding and enforceable Agreements with four major tobacco manufacturers namely Philip Morris International (PMI) Japan Tobacco International (JTI) British American Tobacco (BAT) and Imperial Tobacco Limited (ITL). These Agreements oblige the Manufacturers to comply with the requirements outlined at 3.3.1.1 to 3.3.1.7. 
The EU Tobacco Products Directive foresees that in order to ensure identification and traceability tobacco products have to be marked."
"51","Fiji","We are the first country in the Pacific to have signed the Protocol last year and is working towards the process of ratification","The inclusion of 13 members from the Customs Department. These officers were authorized under the 2010 tobacco control decree Section 8 by the Minister of Health in 2011. These officers are stationed at all points of entry into Fiji to help crack down on illicit trade in tobacco products.","Answer/report not provided"
"52","Finland","Finland signed 25.9.2013 FCTC Protocol to Eliminate Illicit trade in Tobacco Products.The protocol will be ratified. The need for changes in legislation and other measures (i.e. tracking and tracing system) will be considered. 
In addition revised EU Tobacco Products Directive include following articles: Traceability (art 15) and Security Feature (art 16). The directive will be implemented nationally in two years.
Since April 2010 the retail sale of tobacco products requires a licence in Finland. The tobacco products may be sold or otherwise assigned only on the basis of a license admitted by the municipality. In addition the wholesalers may sell tobacco products to other wholesalers or to retail outlets that have a licence. The licence can be cancelled permanently or for a limited period if the offences are repeated or intentional. The licence that has been permanently cancelled can be admitted again from the application at the earliest after a year from the cancelling of the licence.
Licensing in tobacco legislation (Sections 10 b - 10 d and 33 a): http://www.finlex.fi/fi/laki/ajantasa/1976/19760693 (in Finnish","There havent been any new developments so our answers to the previous questionnaire still apply here (see text below).
Open register for sales permits: http://tupakkarekisteri.valvira.fi/
In order to effectively implement the provisions of Article 15 of the FCTC Finland together with other EU countries is participating actively in the negotiations concerning FCTC Protocol on Illicit Trade in Tobacco products. Depending on the outcome of the negotiations Finland is prepared to change its legislation to comply with the provisions of the new protocol. In the meantime we have amended our legislation. Since April 2010 the retail sale of tobacco products requires a licence in Finland. So in this regard our legislation goes further and is stricter than the provisons drafted in the coming protocol. As mentioned above the need for changes in legislation and other measures (i.e. tracking and tracing system) will be considered after the the outcome of the negotiations is revealed.
The tobacco products may be sold or otherwise assigned only on the basis of a license admitted by the municipality. In addition the wholesalers may sell tobacco products to other wholesalers or to retail outlets that have a licence. The licence can be cancelled permanently or for a limited period if the offences are repeated or intentional. The licence that has been permanently cancelled can be admitted again from the application at the earliest after a year from the cancelling of the licence.
Licensing in tobacco legislation (Sections 10 b - 10 d and 33 a): http://www.finlex.fi/fi/laki/ajantasa/1976/19760693 (in Finnish)","Open register for sales permits: http://tupakkarekisteri.valvira.fi/
In order to effectively implement the provisions of Article 15 of the FCTC Finland together with other EU countries is participating actively in the negotiations concerning FCTC Protocol on Illicit Trade in Tobacco products. Depending on the outcome of the negotiations Finland is prepared to change its legislation to comply with the provisions of the new protocol. In the meantime we have amended our legislation. Since April 2010 the retail sale of tobacco products requires a licence in Finland. So in this regard our legislation goes further and is stricter than the provisons drafted in the coming protocol. As mentioned above the need for changes in legislation and other measures (i.e. tracking and tracing system) will be considered after the the outcome of the negotiations is revealed.
The tobacco products may be sold or otherwise assigned only on the basis of a license admitted by the municipality. In addition the wholesalers may sell tobacco products to other wholesalers or to retail outlets that have a licence. The licence can be cancelled permanently or for a limited period if the offences are repeated or intentional. The licence that has been permanently cancelled can be admitted again from the application at the earliest after a year from the cancelling of the licence.
Licensing in tobacco legislation (Sections 10 b - 10 d and 33 a): http://www.finlex.fi/fi/laki/ajantasa/1976/19760693 (in Finnish)"
"53","France","Answer/report not provided","La douane a engagé depuis plusieurs années des moyens considérables pour lutter contre les trafics de tabacs et cigarettes. Elle a enregistré des résultats en progression constante sur tous les vecteurs de fraude. De 2005 à 2010 les résultats douaniers dans la lutte contre les trafics de tabacs ont progressé de 46 % en valeur et de 68 % en volume.Ces résultats sont également liés à une intense coopération opérationnelle internationale administrative et judiciaire. Elle se traduit par la forte mobilisation du réseau des attachés douaniers français à létranger par des échanges constants de renseignements avec les autres services douaniers et par une coopération étroite avec les services de lorganisation mondiale des douanes (OMD) et les services européens anti-fraude (OLAF Europol).
Le niveau des saisies de produits du tabac en France na cessé de croître pour atteindre un niveau record pour lannée 2011 avec un total de 462 tonnes saisies par la DGDDI (+33% par rapport à 2010). Un plan de renforcement de la lutte contre la contrebande de tabac a été mené en 2011 ce plan comprend notamment lintensification des contrôles dans le fret postal et sur la voie publique (contre la vente à la sauvette en milieu urbain) ainsi que le déploiement de 20 véhicules équipées de Lecteurs Automatisés de Plaques dImmatriculation (LAPI) pour améliorer la détection et la lutte contre les trafics sur voie routière.","-augmentation conséquente des quantités saisies (202 6 tonnes en 2007 et 264 tonnes en 2009)
-déploiement de nouveaux moyens de lutte contre la fraude : 4 scanners mobiles cellule cyberdouane destinée notamment à la lutte contre loffre illicite de produits du tabac sur internet."
"54","Gabon","Le seul progrès c’est la promulgation de la loi antitabac et dont les textes d’application vont être rédigés sous peu ; Le Gabon a ratifié la Convention sur le commerce illicite des produits du tabac en 2013.","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Illicit trade is not common here and therefore its not given much priority.","Answer/report not provided"
"56","Georgia","Answer/report not provided","there are no changes in legislation regarding illicit trade of tobacco products.","Answer/report not provided"
"57","Germany","The protocol on illicit trade was signed by Germany on 17 July 2013.","no change","no change"
"58","Ghana","Ghana revenue Authority publishes seizures of illicit tobacco products as part of its report and the most common product seized is Royal bon London Kingsize and Rothmans Kingsize and 7000 and 110000 kg. There is no evidence of increasing seizures since 2004","Answer/report not provided","See explanations attached."
"59","Greece","Answer/report not provided","The ratification from the Greek Parliament of the National Operational Programme to combat tax evasion for the period 2011-2013 (law no.3943/31.3.2011)","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Fortalecimiento de la Coordinación interinstitucional","Desde el año de 1990 Guatemala emitió la Ley Contra la Defraudación y Contrabando Aduanero reformado en el año 2006 en el año 2012 se aprobaron las Disposiciones para el fortalecimiento del sistema tributario y el combate a la ddefraudación y al contrabando; en dichos cuerpos legales . en la cual se prohibe la introducción clandestina al pais de cualquier producto entiendasé que tambien de productos de tabaco. en el año 2012 Guatemala envió representación a Ginegra en donde se está analizando el Protocolo sobre el comercio ilícito de tabaco.","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","La Ley Especial para el Control del Tabaco y su Reglamentación establece que la Secretaría de Estado en el Despacho de Finanzas establecerá el plan de medidas para la vigilancia y control de contrabando y otras formas de tráfico ilegal y de contrabando de productos derivados de tabaco.","Art#10 de la Ley especial Control del tabaco.Sobre las competencias de politicas fiscales y el Art #37 sobre el trafico ilegal y contrabando de productos de tabaco que vienen a fortalecer las medidas para el vigilancia y control del contrabando y otras formas de trafico ilegal de productos de contrabando de tabaco.","Art#10 de la Ley especial Control del tabaco.Sobre las competencias de politicas fiscales y el Art #37 sobre el trafico ilegal y contrabando de productos de tabaco que vienen a fortalecer las medidas para el vigilancia y control del contrabando y otras formas de trafico ilegal de productos de contrabando de tabaco."
"64","Hungary","Answer/report not provided","In the past two years the smuggled tobacco products market was shrinking (2009: 6.6-7%; 2010: 5.5-6%)
Source: KPMGs Project Star and GfK Hungarys Empty-pack Survey (2004-)","The share of illicit trade is decreasing: 17%(2006); 9 5%(2007)"
"65","Iceland","We do not have any official data on illicit trade on tobacco products.","We do not have any official data on illicit trade on tobacco products.","Answer/report not provided"
"66","India","An expert committee has been formed by Ministry of Finance with Ministry of Health & Family Welfare as a member. This committee will look into the possible amendments in the various domestic legislations and draw the road map for implementation of the Protocol to eliminate the illicit trade in tobacco products.","India has actively participated and contributed to all INB negotiations.","India has actively participated and contributed to all INB negotiations."
