"","Party","2014","2012","2010"
"12","Barbados","Comprehensive ban on smoking tobacco in public places defines as; building place facility or structure owned by the Crown; places workplaces or buildings that are fully or substantially enclosed; libraries museums historic sites or those of archaeological significance to which the public has access whether paying or not.","A comprehensive ban on smoking tobacco in public places defined as: building place facillity or structure owned by the Crown; places or buildings that are fully or substantially enclosed; libraries museums historic sites or those of archealogical significnce to which the public has access whether paying or not","Answer/report not provided"
"13","Belarus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"14","Belgium","Answer/report not provided","Interdiction totale de fumer dans les lieux publics fermés sans exceptions. Seul un fumoir peut être installé sous certaines conditions très strictes (fermé pas une zone de passage extraction 25% maximum de la surface du lieu service interdit)","Answer/report not provided"
"15","Belize","Approved in September 2010 and implemented in October 2010 cabinet paper in an effort to maintain a smoke free environment for the protection of the general public.","Answer/report not provided","Answer/report not provided"
"16","Benin","Larrêté interministériel N°020 fixant les conditions dusage de cigarettes et autres produits du tabac par les fumeurs dans les lieux affectés à une utilisation collective en République du Bénin stipule en son article 2 lusage des cigarettes et autres produits du tabac est formellement interdit dans les lieux publics et ceux affectés à une utilisation collective. 
article 3: dans lenceinte des établissements précités les responsables doivent poser lenseigne dinterdiction formelle de fumer à un endroit bien perceptible par tout usager.","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Legal measures: Non- smoking area: 
No person shall smoke in the following public places but not limited to:
Commercial centres: all shops shopping complexes supermarket showrooms exhibition halls lobbies and places to which public have access in hotels motels guest houses inns and lodging bars and restaurants clubs internet cafes;
Recreation centres: discotheques snooker rooms health clubs sports and games centres playing fields and related offices cinema theatre video halls and other buildings of entertainment;
Institutions: all offices including those in the private sector dzongs monasteries museums health educational religious and training centers and their vicinity;
Public gatherings/spaces: public meetings Tshechu festivals and traditional celebrations vegetable markets bus and taxi stands airports;
Public transportation: all buses and taxis all forms of motors vehicles and aircrafts for passenger transport; and 
Any other public places or areas as may be declared by the Tobacco Control Board.
Administrative measures: 
Complaint: Any person who witnesses the commission of an offence under the provision of the Act and the Rules and Regulation may lodge a written complaint in person to any of the concerned law enforcement agencies.
Inspection: the authorised officials conducts inspection in non –smoking area","The Act bans smoking in public places including commercial centres recreation centres institutions public gatherings/places public transportations and any other public places or areas as may be declared by the Tobacco Control Board (Chapter two Protection from exposure to tobacco smoke section 3). Most indoor workplaces are covered under these institutions.","Answer/report not provided"
"18","Bolivia","Answer/report not provided","La política de ambientes libres de humo es parcial. Son ambientes libres de humo los establecimientos dedicados a la salud y a la educación escolarizada primaria y secundaria alternativa y especial sea en ambientes cerrados o abiertos sean públicos o privados. Todos los establecimientos cerrados de educación superior sea técnica o universitaria. El interior de cualquier medio de transporte. Cualquier lugar donde se expenda manipule y trabaje con material o sustancias inflamables. Sin embargo en cualquier centro de reunión diversión recreación o de entretenimiento para mayores de 18 años Universidades centros laborales centros comerciales Aeropuertos terminales de buses o local de expendio de alimentos los propietarios pueden decidir que en su local se permita fumar debiendo para ello advertir este hecho al ingreso del local. Aún en los casos en que la tolerancia al fumador sea ejercida de manera general en todo el local estará prohibido fumar en las áreas de preparación de alimentos","Answer/report not provided"
"19","Bosnia and Herzegovina","New Tobacco Control Law in the Federation of B&H enforced in 2011 enforced ban of smoking in all enclosed public places in line with international recommendations and FCTC requirements. 
Republika Srpska: With the aim of protecting non-smokers and vulnerable groups such as under age persons pregnant women and the elderly from passive smoking this Law regulates the prohibition of smoking tobacco and tobacco products in public places. educational institutions such as: nurseries kinder gardens primary and secondary schools faculties and universities and other educational institutions; institutions for accommodation and housing of pupils and students such as: dormitories youth hostels and other institutions that accept and provide accommodation for underage persons; Health institutions appointed by the Law on Health Protection and social institutions such as: hospitals surgeries rehabilitation centres children''s homes homes for mentally and physically impaired old people''s homes including waiting rooms within these institutions and other institutions providing health and social care services; State administrative judiciary institutions such as: Republika Srpska institutions city and municipal bodies courts and other institutions providing state administrative and legal services ; Cultural institutions such as: theatres cinemas sports institutions radio and television studios and other institutions where cultural and sporting events competitions recreational and entertainment related activities take place; food operations such as: restaurants patisseries and other places selling or serving food; means of public transport such as: trains buses aircrafts taxis lifts cable cars and other means of public transport. workplaces such as: in factories businesses legal persons and other places where work takes place; places temporarily open to the public such as: buildings used for public presentations television broadcasts; other public places such as: banks post offices and shops.","Complete ban of smoking in indoor public places is covered by entity tobacco control laws. In Republika Srpska law is enforced in 2004 in the Federation of Bosnia and Herzegovina Federal Ministry of Health drafted new Tobacco control Law wait to be approved and enforced by Federal Parliament. 
With the aim of protecting non-smokers and vulnerable groups such as under age persons pregnant women and the elderly from passive smoking this Law regulates the prohibition of smoking tobacco and tobacco products in public places. educational institutions such as: nurseries kinder gardens primary and secondary schools faculties and universities and other educational institutions; institutions for accommodation and housing of pupils and students such as: dormitories youth hostels and other institutions that accept and provide accommodation for underage persons; Health institutions appointed by the Law on Health Protection and social institutions such as: hospitals surgeries rehabilitation centres childrens homes homes for mentally and physically impaired old peoples homes including waiting rooms within these institutions and other institutions providing health and social care services; State administrative judiciary institutions such as: state institutions city and municipal bodies courts and other institutions providing state administrative and legal services ; Cultural institutions such as: theatres cinemas sports institutions radio and television studios and other institutions where cultural and sporting events competitions recreational and entertainment related activities take place; food operations such as: restaurants patisseries and other places selling or serving food; means of public transport such as: trains buses aircrafts taxis lifts cable cars and other means of public transport. workplaces such as: in factories businesses legal persons and other places where work takes place; places temporarily open to the public such as: buildings used for public presentations television broadcasts; other public places such as: banks post offices and shops.","Answer/report not provided"
"20","Botswana","Answer/report not provided","The national law (Control of Smoking Act 2004) prohibits smoking in public places indoors and public transport.","Answer/report not provided"
"21","Brazil","Since 2008 some Brazilian states succeeded to approve local smoke-free laws. In December 15th. 2011. the President has sanctioned a national law prohibiting smoking in public places nationwide.","In Brazil since 1996 there is a Federal Law that prohibits smoking in public enclosed places but allows smoking designated areas and demands them to be properly isolated and ventilated. Different interpretations on the language of the law have allowed different levels of implementation nationwide ranging from a total ban mainly in companies health-care units and government facilities to situations where smoking and non smoking areas share the same room. This last situation has been very usual mainly in bars restaurants and other entertainment and hospitality sectors. 
Another important problem with the current Federal law is related to the lack of inspection and penalties application by sanitary authorities in municipal level what by its turn is a result from the low understanding of second hand smoke as a threat to health by policy makers in local level. 
Since 2008 two Bills of law (BL 315/08 and BL 316/08) related to the Federal law are under appreciation in Senate. But they are competitive: the BL 315/08 proposes a total ban and the BL 316/08 proposes to keep smoking designated areas worsening the current federal legislation as it takes out the rule establishing that the smoking designated areas must be exclusively to smoke. There is a strong lobby from tobacco industry in National Congress to dismiss BL 315 and approve BL 316. 
By the other hand from 2008 on states and municipalities started to approve their own legislation on this matter. Currently 21 states and the Federal District (FD) approved their own legislation. From this total 7 adopted a total ban (following the BL 315) and other 14 and the FD adopted a legislation following the BL 316 (keeping smoking in designated areas). In municipal level 23 municipalities approved legislation banning smoking designated areas and 09 approved laws keeping it. Those states that banned smoking designated areas are being challenged in Court by organizations affiliated to tobacco industry under the argument that state and municipal laws are unconstitucional if more restrictive than the federal law. Until now it is awaiting to be judged by the Supreme Court.","In Brazil since 1996 there is a Federal Law that prohibits smoking in public enclosed places but allows smoking designated areas and demands them to be properly isolated and ventilated. Different interpretations on the language of the law have allowed different levels of implementation nationwide ranging from a total ban mainly in companies health-care units and government facilities to situations where smoking and non smoking areas share the same room. This last situation has been very usual mainly in bars restaurants and other entertainment and hospitality sectors. 
Another important problem with the current Federal law is related to the lack of inspection and penalties application by sanitary authorities in municipal level what by its turn is a result from the low understanding of second hand smoke as a threat to health by policy makers in local level. 
Since 2008 two Bills of law (BL 315/08 and BL 316/08) related to the Federal law are under appreciation in Senate. But they are competitive: the BL 315/08 proposes a total ban and the BL 316/08 proposes to keep smoking designated areas worsening the current federal legislation as it takes out the rule establishing that the smoking designated areas must be exclusively to smoke. There is a strong lobby from tobacco industry in National Congress to dismiss BL 315 and approve BL 316. 
By the other hand from 2008 on states and municipalities started to approve their own legislation on this matter. Currently 21 states and the Federal District (FD) approved their own legislation. From this total 7 adopted a total ban (following the BL 315) and other 14 and the FD adopted a legislation following the BL 316 (keeping smoking in designated areas). In municipal level 23 municipalities approved legislation banning smoking designated areas and 09 approved laws keeping it. Those states that banned smoking designated areas are being challenged in Court by organizations affiliated to tobacco industry under the argument that state and municipal laws are unconstitucional if more restrictive than the federal law. Until now it is awaiting to be judged by the Supreme Court."
"22","Brunei Darussalam","Smoking is prohibited in almost all public places – 28 types of public places have been designated as smoke-free under the law)","Smoking was prohibited in almost all public places except parks and sports facilities; smoking rooms were allowed in certain specified places e.g. private companies and airport","Answer/report not provided"
"23","Bulgaria","lang=bg-BG&pageid=380&currentPage=2&categoryid=4807 

On 10.09.2012 the Ministry of Health and the Association ''Bulgaria without smoke'' sign an Agreement for cooperation in the implementation of existing legislation to restrict smoking in Bulgaria. On the basis of the signed Agreement representatives of the above mention NGOs can cooperate with the state health control authorities for the implementation of the Health Act","The Health Act establishes a control for tobacco smoking at indoor public places and the necessary sanctions when somebody infringes the law. There is an Ordinance of the Ministry of Health which specifies the conditions under regulation of the law. The Ordinance is implemented by the state health inspectors from our 28 regional health inspections. Each employer has an obligation to disseminate the Order for employees/workers to follow the regulations of tobacco smoking legislation. At this moment the Ministry of Health and NGO-s are in a procedure to conclude an agreement for volunteers-in-help from NGO-s of the state health inspectors as regards the tobacco control at indoor public places.","Answer/report not provided"
"24","Burkina Faso","L’article 27 de la Loi 040 stipule que « il est interdit à toute personne d’exposer les autres à la fumée du tabac. Il est interdit de fumer dans les lieux publics clos ou ouverts et dans les transports en communs » ;
Les chapitres II et III du décret 2011-1052/PRES/PM/MS/MEF portant interdiction de fumer dans les lieux publics clos et les transports en communs définissent parfaitement cette disposition ;
La circulaire N°2011-269 du Ministère de la santé interdit également de fumer dans les établissements de soins et les bâtiments du Ministère de la santé.","Le chapitre X de la loi antitabac est en relation avec la protection contre lexposition à la fumée du tabac et les articles 26 et 27 traitent de la promotion des lieux sans tabac.","Answer/report not provided"
"25","Burundi","Answer/report not provided","Lordonnance ministérielle interdit de fumer dans les lieux publics structures sanitaires transports publics interdit la publicité le parrainage","Answer/report not provided"
"26","Cambodia","The Minister of Health Circular on Measures for the Banning of Smoking and Blowing of Tobacco Products at workplaces and public places including all levels of educational institutions. outdoor and indoor public buildings. public transports. health facilities. nurseries. children parks. museums. cultural and historical sites. gas stations. and flammable areas. To implement this circular. directors. owners or managers of aforementioned places have to put no-smoking signs at the entrances of their places or any appropriate locations where they are clearly visible to the public. In case of violation. violators will be told to stop or to smoke outside the buildings. In case of incompliance or repetition. managers or owners of workplaces or public places shall cooperate with competent authorities to warn violators accordingly","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Les départements ministériels à travers leurs cadres membres du groupe d’experts de lutte antitabac ont amené les chefs de départements à prendre des mesures circulaires arrêtés déclarant leurs espaces non-fumeurs.","Answer/report not provided","Answer/report not provided"
"28","Canada","Canada has comprehensive national and sub-national legislation protecting Canadians from exposure to tobacco smoke. Annex A provides a summary of select federal. provincial. and municipal measures.","Canada has comprehensive national and sub national legislation protecting Canadians from exposure to tobacco smoke. Annex A provides a summary of select federal provincial and municipal measures.","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","linterdiction de fumer dans les lieux publics les lieux de travail intérieurs et les transports publics voire privé sil ya la présence dune femme enceinte ou dun enfant est prévue dans la loi Tchadienne N 10/PR/2010 en son article 4. 
Voir la texte de la loi a http://www.who.int/entity/fctc/reporting/Annex4_TobaccoControlAct_2010.pdf","Answer/report not provided"
"31","Chile","El articulado de la Ley de Tabaco define los espacios en que está permitido y prohibido fumar y describe las sanciones y faltas por su incumplimiento. Además. existen campañas y actividades que promueven el establecimiento de lugares 100% libres de humo de tabaco.","El articulado de la Ley de Tabaco define los espacios en que está permitido y prohibido fumar y describe las sanciones y faltas por su incumplimiento. Además existen campañas y actividades que promueven el establecimiento de lugares 100% libres de humo de tabaco.","Answer/report not provided"
"32","China","1. Public health management of the implementing rules for the regulations to be issued by the Ministry of Health under the State Council regulations of the public health management of the departmental regulations; mainly on public health management health supervision and the legal responsibility under the 18th article ''indoor smoking ban in public places'';
2. The Ministry of Education the Ministry of Health on strengthening the tobacco control work in schools was jointly issued regulatory documents to protect the health of minors by level and type of school and specific guidance on the question of tobacco control;
3. The decision to ban smoking in the national health care system was made by the Ministry of health the State administration of traditional Chinese medicine and other four departments which jointly issued a normative document mainly used to regulate tobacco control in the army and the local health system;
4. In public transport and waiting rooms non-smoking regulations are normative documents issued by the Ministry of Health and other six departments jointly it is used for standard illegal smoking in public transport and the waiting room it includes penalties;
5 Beijing Shanghai Guangzhou Hangzhou Tianjin Harbin Changchun Lanzhou Qingdao Yinchuan Karamay and Anshan cities have introduced a smoke-free environment local laws regulations or normative documents fo smoke-free places and enforcement mechanisms and penalties are imposed under specific requirements.
6 December 2013 the General Office of the CPC Central Committee and the State Council issued the notice in matters relating to smoking in public places which requires advocay at all levels in schools hospitals sports stadiums public cultural venues smoking non-smoking public places such as public transport all levels of party and Government organs shall incorporate activity in the non-smoking party and Government organs at all levels to build a smoke-free institution.","Answer/report not provided","Answer/report not provided"
"33","Colombia","La protección de los espacios libres de humo se encuentra establecida en el artículo 19 de la Ley 1335 de 2009. Esta Ley es de carácter nacional. obedeciendo a la organización centralizada del Estado colombiano. por lo tanto es de obligatorio cumplimiento en todo el territorio nacional. Esta Ley. además. establece disposiciones para la prevención de los daños a la salud de los menores de edad. la población no fumadora y se estipulan políticas públicas para la prevención del consumo del tabaco y el abandono de la dependencia del tabaco del fumador y sus derivados en la población colombiana.
A su tenor. el artículo 19 dispone:
Artículo 19. Prohibición al consumo de tabaco y sus derivados. Prohíbase el consumo de Productos de Tabaco. en los lugares señalados en el presente artículo. En las áreas cerradas de los lugares de trabajo y/o de los lugares públicos. tales como: Bares. restaurantes. centros comerciales. tiendas. ferias. festivales. parques. estadios. cafeterías. discotecas. cibercafés. hoteles. ferias. pubs. casinos. zonas comunales y áreas de espera. donde se realicen eventos de manera masiva. entre otras.
a) Las entidades de salud.
b) Las instituciones de educación formal y no formal. en todos sus niveles.
c) Museos y bibliotecas.
d) Los establecimientos donde se atienden a menores de edad.
e) Los medios de transporte de servicio público. oficial. escolar. mixto y privado.
f) Entidades públicas y privadas destinadas para cualquier tipo de actividad industrial. comercial o de servicios. incluidas sus áreas de atención al público y salas de espera.
g) Áreas en donde el consumo de productos de tabaco generen un alto riesgo de combustión por la presencia de materiales inflamables. tal como estaciones de gasolina. sitios de almacenamiento de combustibles o materiales explosivos o similares.
h) Espacios deportivos y culturales.

Asimismo. el artículo 18 de la citada Ley. establece los derechos no fumadores a saber:
1. Respirar aire puro libre de humo de tabaco y sus derivados.
2. Protestar cuando se enciendan cigarrillos. tabaco y sus derivados en sitios en donde su consumo se encuentre prohibido por la presente ley. así como exigir del propietario. representante legal. gerente. administrador o responsable a cualquier título del respectivo negocio o establecimiento. se conmine al o a los autores de tales conductas a suspender de inmediato el consumo de los mismos.
3. Acudir ante la autoridad competente en defensa de sus derechos como no fumadora y a exigir la protección de los mismos.
4. Exigir la publicidad masiva de los efectos nocivos y mortales que produce el tabaco y la exposición al humo del tabaco.
5. Informar a la autoridad competente el incumplimiento de lo previsto en la presente ley.","La protección de los espacios libres de humo se encuentra establecida en el artículo 19 de la Ley 1335 de 2009. Esta Ley es de carácter nacional obedeciendo a la organización centralizada del Estado colombiano por lo tanto es de obligatorio cumplimiento en todo el territorio nacional. Esta Ley además establece disposiciones para la prevención de los daños a la salud de los menores de edad la población no fumadora y se estipulan políticas públicas para la prevención del consumo del tabaco y el abandono de la dependencia del tabaco del fumador y sus derivados en la población colombiana.
A su tenor el articulo 19 dispone:
Artículo 19. Prohibición al consumo de tabaco y sus derivados. Prohíbase el consumo de Productos de Tabaco en los lugares señalados en el presente artículo. En las áreas cerradas de los lugares de trabajo y/o de los lugares públicos tales como: Bares restaurantes centros comerciales tiendas ferias festivales parques estadios cafeterías discotecas cibercafés hoteles ferias pubs casinos zonas comunales y áreas de espera donde se realicen eventos de manera masiva entre otras. 
a) Las entidades de salud. 
b) Las instituciones de educación formal y no formal en todos sus niveles. 
c) Museos y bibliotecas. 
d) Los establecimientos donde se atienden a menores de edad. 
e) Los medios de transporte de servicio público oficial escolar mixto y privado. 
f) Entidades públicas y privadas destinadas para cualquier tipo de actividad industrial comercial o de servicios incluidas sus áreas de atención al público y salas de espera. 
g) Áreas en donde el consumo de productos de tabaco generen un alto riesgo de combustión por la presencia de materiales inflamables tal como estaciones de gasolina sitios de almacenamiento de combustibles o materiales explosivos o similares. 
h) Espacios deportivos y culturales.

Asimismo el artículo 18 de la citada Ley establece los derechos no fumadores a saber:
1. Respirar aire puro libre de humo de tabaco y sus derivados.
2. Protestar cuando se enciendan cigarrillos tabaco y sus derivados en sitios en donde su consumo se encuentre prohibido por la presente ley así como exigir del propietario representante legal gerente administrador o responsable a cualquier título del respectivo negocio o establecimiento se conmine al o a los autores de tales conductas a suspender de inmediato el consumo de los mismos. 
3. Acudir ante la autoridad competente en defensa de sus derechos como no fumadora y a exigir la protección de los mismos. 
4. Exigir la publicidad masiva de los efectos nocivos y mortales que produce el tabaco y la exposición al humo del tabaco. 
5. Informar a la autoridad competente el incumplimiento de lo previsto en la presente ley.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","un individu peut demander gentiment à un fumeur de seloigner pour fumer sa cigarette"
"35","Congo","La loi 12-2012 du 4 juillet 2012 le prévoit dans son article 2. Quand à la teneur et la nature ceci sera précisé dans les textes d\application qui sont en voie d’adoption par le conseil des ministres. Ensuite de cela nous avons beaucoup des espaces 100% sans tabac qui se sont créés avec des accords personnels en mettant des autocollants interdisant de fumer dans ces lieux ou des ordonnances administratives dans d’autres institutions administratives privées surtout.","nous avons plutôt des autocollants No smoking qui indiquent aux gens que cest un espace 100% sans tabac. Mais ceci sans textes réglementaires.","Answer/report not provided"
"36","Cook Islands","Cook Islands 2007 Tobacco Products Control Act – Part IV Protection from Exposure to Second-hand Smoke: Sections 28 - 34","Although bans were mandated by law other establishments voluntarily agreed to ban smoking. Some establishments had built in designated smoking room or outside designated spots where people can smoke.","Answer/report not provided"
"37","Costa Rica","Se establece en el artículo 5 de la Ley 9028 los sitios prohibidos para fumar.","Ver Ley anexa","Answer/report not provided"
"38","Côte d'Ivoire","Le Décret n° 2012-980 du 10 octobre 2012 portant interdiction de fumer dans les lieux publics et les transports en commun. 
Ce décret renferme quatre grands groupes d’articles 
 Article 1 à 6 
déterminent les lieux publics et les transports en communs où il est interdit de fumer et définissent certains termes tels que lieux publics clos ou ouverts lieu de travail etc...
 Article 7 et 8 
obligent les responsables de ces lieux publics et des transports en commun à apposer des signalisations d’interdiction de fumer puis de veiller au strict respect de cette interdiction.
 Article 9 à 11 
prévoient des sanctions pour tout contrevenant :
- Fumeur: amende de 15 000 à 100 000 fcfa.
- Responsable ou propriétaire: amende de 50 000 à 250 000 FCFA","Un décret pris depuis 1979 interdit de fumer dans les établissements de santé les établissements denseignement les salles de spectacle et les ascenseurs.","Answer/report not provided"
"39","Croatia","The protection of non-smokers at the workplace is regulated by the provisions of The Act on Safety at Work (Official Gazette No. 59/ 96 94/96 114/ 03 100/04 76/07 86/08 116/08 75/09 143/12). Pursuant to Article 63 of the Act the employer shall take adequate measures to protect non-smokers from tobacco smoke. Smoking is prohibited at the working meetings and working spaces and spaces other than those in which the employer determines that smoking is allowed as in such space shall be signs indicating smoking. Pursuant to the provisions of Article 102 inspection of the implementation of the provisions of this Act and the regulations issued thereunder perform labour inspectors from the Labour Inspectorate.
The Act on the Restriction of the Use of Tobacco Products (Official Gazette No. 125/08 55/ 09 119/09 94/13) in order to protect the health of citizens establish measures to reduce and limit the use of tobacco products harmful ingredients of cigarettes and mandatory labels on tobacco product packaging preventive measures against smoking and supervision of the implementation of the Act. Provisions of that Act banned smoking of tobacco products in public appearances and showing people smoking on television and smoking is prohibited in all enclosed public spaces. Pursuant to the provisions of Article 25 inspection of the implementation of this Act shall each within their respective competencies sanitary inspectors health inspectors education inspectors and labour inspectors.","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Legislation provides for the total ban of smoking in public places public transportation and even in private cars where a person under the age of sixteen is a passenger. As far as the administrative and executive orders are concerned the Ministry of Education has banned the smoking by teachers even in open areas. The new proposal of the legislation also includes the total ban even in open areas at universities schools children''s playgrounds.","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Mainly 2 acts apply to the smoking ban:
 
1/ act No. 379/2005 Coll. on the protection against harmful effects of tobacco alcohol and other addictive substances and related laws as subsequently amended
2/act No. 262/2006 Coll. Labour Code as subsequently amended
Ad act No. 379/2005 Coll.:
Section 8 - Smoking ban; The places where smoking ban is imposed are stipulated in this section:
e.g.: interior premises of all types of schools and school facilities; enclosed entertainment premises such as cinemas theatres exhibition and concert halls as well as sports halls and premises where work meetings are organised with the exception of special structurally separated areas reserved for smoking with sufficient ventilation secured according to the requirements stipulated by special regulation; premises of healthcare facilities of all types with the exception of closed psychiatric wards or other facilities for the treatment of addictions in which smoking is permitted only in structurally separated areas reserved for smoking and permanently ventilated to areas outside the building when occupied by persons etc. 
A municipality with independent authority may temporarily or permanently prohibit smoking on publicly accessible children''s playgrounds publicly accessible sports venues etc.
Ad Labour Code:
 Section 103 paragraph 1 letter l) The employer shall ensure compliance with the ban on smoking at workplaces laid down in other statutory provisions referred to in act no. 379/2005 Coll /mentioned above/
Section 106 paragraph 4 letter e) - The employee shall […] not smoke at workplaces and other premises where non-smokers would be exposed to the effects of smoking. 
For prisons Decree Nr. 345/1999 Coll. of the Ministry of Justice applies by which Order of execution of imprisonment (regulates that non-smokers on their request shall not be in the cell with smokers) and Internal Order of the Prison are issued.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","According to National Law on Tobacco Control. smoking is controlled in the public places where smoking is banned while the tobacco sale is prohibited for juveniles. Students cannot smoke and in particular. smoking in educational facilities and hospitals is strongly controlled. IEC activities for stop smoking are strengthened in the whole society and the production. import/export. joint venture and collaboration. boned processing and sale of tobacco are controlled by Korean Tobacco Association.","Banned smoking in all public places by the national tobacco control law but except some restaurants. In case of restaurant most restaurants are controlling smoking indoor by their rules and executive order.","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
