"","Party","2014 ","2012 ","2010 "
"11","Bangladesh","63.0% in workplace 26.3% on public transport","63.0% in workplace 26.3% in public transport","Overall (%) Men (%) Women (%) 
Adults exposed at workplace  63   67.8  30.4  
Adults xeposed at any public place 45   69.4  20.8"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","'' 
(in% of respondents 2010 - 2012. 
Yes often Yes sometimes Yes rarely No never 
2010 2012 2010 2012 2010 2012 2010 2012 
Housing 28.3 20.5 20.0 17.2 12.1 15.7 34.4 41.6 
Visiting friends acquaintances 32.2 19.0 34.8 34.1 22.6 30.4 5.0 11.8 
At work / school 39.4 24.5 24.8 26.4 12.9 18.2 16.3 23.9 
At stops societies. Transport 40.0 36.4 32.6 34.5 14.8 17.7 7.1 7.6 
In parks squares 30.8 25.3 31.1 33.8 17.9 22.6 11.7 12.7 
In cafes bars etc. 28.6 24.1 25.4 28.7 15.7 18.7 20.5 21.0","1- The fact of the prevalence of passive smoking among the population. More than half of the respondents have to be near to smokers in different locations (home away at work etc.) thus acting as a passive smoker. The most frequently encountered with passive smoking at public transport stops (40%) work / study (39.4%) at a party (32.2%).","Answer/report not provided"
"14","Belgium","Lors de leur dernière visite 6% des personnes ont été exposées à la fumée dans un restaurant et 23 % des personnes ont été exposées à la fumée dans un bar. Sur le lieux de travail 71 % des travailleurs ne sont jamais confrontés à la fumée 15 % occasionnellement 7% moins d’une heure par jour 4% de 1 à 5 heures par jour et 3 % plus de 5 heures par jour.","Distribution of the population (aged 15 years) according to their level of daily exposure to tobacco smoke at home at workplace and inside public places or transports - both genders","Distribution of the population (aged 15 years) according to their level of daily exposure to tobacco smoke at home at workplace and inside public places or transports - both genders"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","prévalence du tabagisme passif chez les élèves de 13-15 ans (29.2%","29.2% des jeunes de 12 à 16 ans sont exposés à la fumée secondaire du tabac ( établissement scolaires et maison)","29.2% des jeunes de 12 à 16 ans sont exposés à la fumée secondaire du tabac ( établissement scolaires et maison)"
"17","Bhutan","Exposure to tobacco smoke at home: Overall 15.3% Boys (16.3) Girls (14.4 )
Exposure to tobacco smoke inside any enclosed public place: Overall % 42.8 Boys (43.0) Girls ( 42.7)
Exposure to tobacco smoke at any outdoor public place: Overall % 46.6 Boys (47.9) Girls ( 45.6","Of those respondents that visited a bar in the last 6 months 73% reported having seen people smoking inside.

59% of respondents who visited a restaurant in the last 6 months reported having seen people smoking inside.

Of those respondents that rode on buses/taxis in the last six months 30% reported having seen people smoking inside these vehicles.

Of those respondents that work indoors one quarter (25%) reported having seen people smoking indoors in the last month","? 29.5% live in homes where others smoke in their presence
? 59.4% are around others who smoke in places outside their home
? 44.1% think smoking should be banned from public places
? 72.8% think smoke from others is harmful to them
? 17.5% have one or more parents who smoke
? 7.4% have most or all friends who smoke"
"18","Bolivia","Answer/report not provided","52 9% de jóvenes expuesto al humo de tabaco ajeno en lugares públicos (13 a 15 años) 34 3% de jóvenes expuestos al humo de tabaco ajeno en sus hogares 82% de jóvenes apoyan los ambientes libres de humo de tabaco","Answer/report not provided"
"19","Bosnia and Herzegovina","More than half of adults in the Federation of B&H (54 1%) reported ETS exposure at home 44 4% ETS exposure at work and 52 7% reported ETS exposure in the public 
In Republika Srpska: at the workplace exposure to the tobacco smoke is 53.6% of adults (males - 60% females 45.5%). At the public places exposure to the tobacco smoke is 87.7% (males 83.6% females 76.4%). In this group of the public place exposure the biggest number is in the 18 - 24 age group. At home exposure to the tobacco smoke is 39.9% (male 37.9% female 41.5%)","At the workplace exposure to the tobacco smoke is 53.6% of adults (males - 60% females 45.5%). At the public places exposure to the tobacco smoke is 87.7% (males 83.6% females 76.4%). In this group of the public place exposure the biggest number is in the 18 - 24 age group. At home exposure to the tobacco smoke is 39.9% (male 37.9% female 41.5%)","Answer/report not provided"
"20","Botswana","Answer/report not provided","At home and in the workplace which are regarded as private business places.","Answer/report not provided"
"21","Brazil","Exposure to secondhand smoke at home at least once a month was reported by 27.9% of respondents in 2008 (40 million individuals in Brazil 24 million being non-smokers). A higher proportion reported being exposed to secondhand smoke at home in rural than in urban area irrespective of gender (p values &lt; 0.001).
In 2008 exposure to secondhand smoke in the workplace in Brazil was reported by 24.4% of respondents who worked in enclosed places representing around 12 million individuals in Brazil; of these nine million were not smokers. Women had a lower rate of secondhand smoke exposure at work than men (p value &lt; 0.001). No differences were found between rural and urban areas pertaining to secondhand smoke at work.
Not including the workplace about one in every five individuals surveyed reported in 2008 exposure to tobacco smoke in public places corresponding to 26 million individuals in Brazil with 22 million being non-smokers. If exposure to tobacco smoke at work is also included a total of 28 million of non-smokers were exposed to secondhand smoke. Men and women reported similar proportions of exposure to tobacco smoke in public places such as health care facilities restaurants public transportation and government buildings. Individuals living in rural areas were less often exposed to tobacco smoke (p value &lt; 0.001).","15 years and above in the last 30 days: workplace 24.4%; home 27.9%; restaurants 9.9%; public transport 4.5%; health units 4.0%","15 years and above in the last 30 days: workplace 24.4%; home 27.9%; restaurants 9.9%; public transport 4.5%; health units 4.0%"
"22","Brunei Darussalam","Exposure to smoke at home (39.7%) inside any enclosed public place (59.2%) and at any outdoor public place (56.4%","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","Analysis of results indicates that half of children which participate in the survey are exposed to passive smoking in their homes. 45 7 % of fathers and 30.0% of mothers are smoking. Only 42 5 % of children are living in the home without smoke. But including the indicator „smoking of elder relatives” (grandmother grandfather and other relatives) the percentage of this type of homes are reduced to 39 %. Most of the cases are one smoker in the family (respectively 32 % and 31 %). Both of parents smoke in ¼ of the cases and in 5 % of the families the smokers are 3 to 5.","1) 26.6 of the males and 16.7% of the females spent over 5 hours daily in an environment with exposure to smoking; from 1 to 5 hours daily 28.5% and 27.5% of the males and females respectively. City residents singles (56.9%) subjects with primary and secondary education (50.9% and 51.8% respectively) and the workers (industrial construction etc. ) 61.1% were exposed to tobacco smoke at a higher rate.
2)Exposure to Secondhand Smoke (SHS) of 13-15 years old children:
- 71.9 live in homes where others smoke in their presence;
- 70.1 are around others who smoke in places outside their home;
- 71.9 have one or more parents who smoke.
3) 46% of the Bulgarian dont allow smoking at their homes 38% - only in certain rooms inside the house and 15% - everywhere incide the house.","1) 26.6 of the males and 16.7% of the females spent over 5 hours daily in an environment with exposure to smoking; from 1 to 5 hours daily 28.5% and 27.5% of the males and females respectively. City residents singles (56.9%) subjects with primary and secondary education (50.9% and 51.8% respectively) and the workers (industrial construction etc. ) 61.1% were exposed to tobacco smoke at a higher rate.
2)Exposure to Secondhand Smoke (SHS) of 13-15 years old children:
- 71.9 live in homes where others smoke in their presence;
- 70.1 are around others who smoke in places outside their home;
- 71.9 have one or more parents who smoke.
3) 46% of the Bulgarian dont allow smoking at their homes 38% - only in certain rooms inside the house and 15% - everywhere incide the house."
"24","Burkina Faso","La prévalence de l’exposition passive à la fumée de tabac à domicile est de 36 3% chez les hommes et les femmes âgés de 25 à 64 ans. Elle est plus élevée chez les hommes (47 1%) que chez les femmes (27 2%).
Au lieu de travail elle est de 22 6% chez les hommes et les femmes âgés de 25 à 64 ans. Elle est plus élevée chez les hommes (31 5%) que chez les femmes (14 9%).
NB: Selon les termes de l’enquête STEPs Burkina Faso 2013 on entend par exposition à la fumée de tabac toute exposition à la fumée de tabac pendant au moins un jour au cours des sept jours ayant précédé l’entretien","35 7% vivent dans des maisons où dautres fument en leur présence
49 9% sont de lordre dautres personnes qui fument dans les lieux en dehors de leur domicile
88 3% que fumer devrait être interdit dans les lieux publics
71 3% pensent que la fumée des autres est néfaste pour eux
16 4% ont un ou plusieurs parents qui fument
7 9% ont plus ou tous les amis qui fument","Answer/report not provided"
"25","Burundi","Answer/report not provided","Filles 49.2% contre 40.4%garçons dans les places publiques; 29.9% filles contre 29.3% garçons dans les maisons","Answer/report not provided"
"26","Cambodia","Public Area Exposure to Tobacco Smoke: in 2011 NATSC subjects reported seeing (during the 30 days before survey response) indoor smoking occurring most commonly in restaurants and food stores (88.1%) followed by public transportation vehicles (56.7%). government offices (48.8%). offices where they work (44.3%). and health care facilities (17.1%).","Public Area Exposure to Environmental Tobacco Smoke: in 2011 NATSC subjects reported seeing (during the 30 days before survey response) indoor smoking occurring most commonly in restaurants and food stores (88.1%) followed by public transportation vehicles (56.7%) government offices (48.8%) offices where they work (44.3%) and health care facilities (17.1%).","Public Area Exposure to Environmental Tobacco Smoke: in 2010 NATSC subjects reported seeing (during the 30 days before survey response) indoor smoking occurring most commonly in restaurants and food stores (88.1%) followed by public transportation vehicles (56.7%) government offices (48.8%) offices where they work (44.3%) and health care facilities (17.1%)."
"27","Cameroon","Sur l’ensemble de la population non mais chez les élèves de 13 – 15 ans oui 
1 élève sur 4 cohabite un fumeur à la maison la moitié côtoie un fumeur au quotidien","Answer/report not provided","Answer/report not provided"
"28","Canada","All results for Canadian population. age 15+
Exposed inside vehicle: 18.4%
Exposed inside someones home: 19.8%
Exposed on restaurant/bar patio: 28.0%
Exposed inside restaurant: 1.8%
Exposed inside bar/tavern: 2.5%
Exposed at bus stop or shelter: 16.4%
Exposed at entrance to a building: 51.3%
Exposed at workplace: 20.9%
Exposed on school property: 8.2%
Exposed at other public place: 34.1%
Exposed on sidewalk or park: 55.2%
Exposed anywhere else: 4.3%","All results for Canadian population age 15+
Exposed inside vehicle: 19.1%
Exposed inside someones home: 23.8%
Exposed on restaurant/bar patio: 29.4%
Exposed inside restaurant: 2.9%
Exposed inside bar/tavern: 3.7%
Exposed at bus stop or shelter: 16.4%
Exposed at entrance to a building: 53.8%
Exposed at workplace: 19.5%
Exposed on school property: 8.5%
Exposed at other public place: 33.8%
Exposed on sidewalk or park: 54.5%
Exposed anywhere else: 4.2%","All results for Canadian population age 15+
Exposed inside vehicle: 22.8%
Exposed inside someones home: 25.1%
Exposed on restaurant/bar patio: 29.2%
Exposed inside restaurant: 3.9%
Exposed inside bar/tavern: 4.9%
Exposed at bus stop or shelter: 16.8%
Exposed at entrance to a building: 52.8%
Exposed at workplace: 22.1%
Exposed at school: 7.5%
Exposed at other public place: 30.8%
Exposed on sidewalk or park: 54.8%
Exposed anywhere else: 4.5%"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Exposition à la maison: prévalence 22.80%; Garcon = 25.50%; Filles = 20.20%","Answer/report not provided"
"31","Chile","1) Se realizó estudio de medición de nicotina ambiental en locales para fumadores. no fumadores y locales mixtos (áreas de fumadores y no fumadores) de Santiago. donde la mayor concentración de nicotina en el ambiente se registró en local para fumadores 37.9 ug/m3 versus locales mixtos. en cuya área de fumadores se registró 1.99 ug/m3 y local de no fumadores. donde se registró 0.12 ug/m3. 
2) Otro estudio en el cual midieron la exposición individual de trabajadores en bares y restaurantes para fumadores. no fumadores y locales mixtos (areas de fumadores y no fumadores) de Santiago 
La mediana de concentración de nicotina presentó diferencias según el tipo del local. presentándose los niveles más altos en locales de fumadores. De acuerdo a la ocupación del trabajador. los meseros o garzones. están más expuestos que el personal de cocina. Se observó una mediana de exposición 4.77 veces mayor en estos lugares en comparación con otros lugares de trabajo. 
3) Con respecto a la opinión de los trabajadores con respecto a la exposición a humo de tabaco. se puede decir que el 88% de los trabajadores de restoranes y pubs opinó que la exposición al humo de tabaco que emiten otros fumadores es dañina para la salud individual. Y en esto están de acuerdo trabajadores fumadores y no fumadores. no existiendo diferencias según el lugar en el que trabajen. Es un consenso el daño que se genera a los fumadores pasivos. También existe amplio acuerdo sobre los beneficios de implementar una normativa que privilegie los espacios públicos 100% libres de tabaco.
 Debido a estas razones y a los compromisos asociados al Convenio Marco de Control de Tabaco. junto a otras razones. se modifica en Marzo del 2013 la Ley de Tabaco generándose una modificación que implica el desarrollo de ambientes 100% libres de humo de tabaco.","Se realiza estudio de medición de nicotina ambiental en locales para fumadores no fumadores y locales mixtos (areas de fumadores y no fumadores) de Santiago donde la mayor concentración de nicotína en el ambiente se registró en local para fumadores 37.9 ug/m3 versus locales mixtos en cuya área de fumadores se registró 1.99 ug/m3 y local de no fumadores donde se registró 0.12 ug/m3. 
Otro estudio en el cual midieron la exposición individual de trabajadores en bares y restaurantes para fumadores no fumadores y locales mixtos (areas de fumadores y no fumadores) de Santiago 
La mediana de concentración de nicotina presentó diferencias según el tipo del local presentándose los niveles mas altos en locales de fumadores. De acuerdo a la ocupación del trabajador los meseros o garzones están mas expuestos que el personal de cocina. Se observó una mediana de exposición 4.77 veces mayor en estos lugares en comparación con otros lugares de trabajo.","Answer/report not provided"
"32","China","72.4% non-smokers exposed to second-hand smoke for which males were 74.1% exposed to second-hand smoke and 71.6% female were exposed to second-hand smoke.
Among all respondents 67.3% are exposed to second-hand smoke at home 70.5% males exposed to second-hand smoke in the home 63.9% of women exposed to second-hand smoke in the home.
Among all respondents 63.3% exposed to second-hand smoke in indoor workplaces 71.1% males exposed to second-hand smoke in indoor workplaces 53.2% of women exposed to second-hand smoke in indoor workplaces.
Among all respondents 34.1% exposed to second-hand smoke in public transport carriers 36.4% males exposed to second-hand smoke in public transport 31.5% of women exposed to second-hand smoke in public transport carriers.","Proportion of non-smokers who are exposed to secondhand smoking: 72.4% of which males is 74.1% and females is 71.6%.
See others smoke in indoor workplaces (total: 63.3% males: 71.1% females: 53.2%).
Having family members who are smokers (total: 67.3% males: 70.5% females: 63.9%).
See others smoking in the following places: medical care institutions (total: 37.9% males: 41.2% females: 35.2%); government office buildings (total: 58.4% males: 62.6% females: 50.7%); public transportation vehicles (total: 34.1% males: 36.4% females: 31.5%); restaurants (total: 88.5% males: 91.8% females: 83.3%); schools (total: 36.9% males: 43.8% females: 29.6%).","Proportion of non-smokers who are exposed to secondhand smoking: 72.4% of which males is 74.1% and females is 71.6%.
See others smoke in indoor workplaces (total: 63.3% males: 71.1% females: 53.2%).
Having family members who are smokers (total: 67.3% males: 70.5% females: 63.9%).
See others smoking in the following places: medical care institutions (total: 37.9% males: 41.2% females: 35.2%); government office buildings (total: 58.4% males: 62.6% females: 50.7%); public transportation vehicles (total: 34.1% males: 36.4% females: 31.5%); restaurants (total: 88.5% males: 91.8% females: 83.3%); schools (total: 36.9% males: 43.8% females: 29.6%)."
"33","Colombia","En Bogotá D.C.. en 2009. en un trabajo conjunto entre la Universidad Sergio Arboleda y la Secretaría Distrital de Salud de Bogotá. con el apoyo de la Organización Panamericana de la Salud y la Escuela de Salud Pública de la Universidad Johns Hopkins. se desarrolló un estudio para estimar la calidad del aire y la exposición a nicotina en diversos lugares públicos. 

El objetivo del estudio fue determinar los niveles de nicotina en el aire al interior de lugares públicos como: hospitales. establecimientos educativos. centros del gobierno. centros de transporte. restaurantes y bares en Bogotá. 

Se instalaron 120 filtros. que permitieron monitorear la presencia de nicotina en 75 áreas de los diferentes establecimientos seleccionados. Se detectó nicotina en el aire en el 35% (26 de las 75 áreas monitoreadas). 

Es importante señalar que hay grandes diferencias según el tipo de establecimiento. Los lugares con mayor número de áreas en las que se detectó nicotina fueron los sitios de entretenimiento. como bares y restaurantes. con los mayores niveles de concentración de nicotina (0.89 µg/m3). 

En más de la mitad de los monitores instalados se obtuvieron valores por encima del límite de detección. el cual es de 0.0067 microgramos. 
A continuación se muestran los datos obtenidos en el estudio:

- De los centros de transporte. el 75% son áreas con nicotina detectable. 
- De los centros del gobierno. el 25% reportó presencia de nicotina. 
- De los hospitales. el 11% reportó presencia de nicotina. 
- De los establecimientos educativos (colegios). el 50% son áreas con nicotina detectable 
- De los restaurantes. el 57% reportó presencia de nicotina. 
- De los bares. el 100% son áreas con nicotina detectable.","En Bogotá D.C. en 2009 en un trabajo conjunto entre la Universidad Sergio Arboleda y la Secretaría Distrital de Salud de Bogotá con el apoyo de la Organización Panamericana de la Salud y la Escuela de Salud Pública de la Universidad Johns Hopkins se desarrolló un estudio para estimar la calidad del aire y la exposición a nicotina en diversos lugares públicos.
El objetivo del estudio fue determinar los niveles de nicotina en el aire al interior de lugares públicos como: hospitales establecimientos educativos centros del gobierno centros de transporte restaurantes y bares en Bogotá. 
Se instalaron 120 filtros que permitieron monitorear la presencia de nicotina en 75 áreas de los diferentes establecimientos seleccionados. Se detectó nicotina en el aire en el 35% (26 de las 75 áreas monitoreadas). 
Es importante señalar que hay grandes diferencias según el tipo de establecimiento. Los lugares con mayor número de áreas en las que se detectó nicotina fueron los sitios de entretenimiento como bares y restaurantes con los mayores niveles de concentración de nicotina (0 89 µg/m3).
En más de la mitad de los monitores instalados se obtuvieron valores por encima del límite de detección el cual es de 0 0067 microgramos.
A continuación se muestran los datos obtenidos en el estudio.
- De los centros de transporte el 75% son áreas con nicotina detectable.
- De los centros del gobierno el 25% reportó presencia de nicotina.
- De los hospitales el 11% reportó presencia de nicotina.
- De los establecimientos educativos (colegios) el 50% son áreas con nicotina detectable
- De los restaurantes el 57% reportó presencia de nicotina. 
- De los bares el 100% son áreas con nicotina detectable.","Answer/report not provided"
"34","Comoros","Answer/report not provided","44 % des participants sont exposés à la fumée dans la maison pendant au moins un jour au cours des 7 derniers jours précédants lenquête","Answer/report not provided"
"35","Congo","38% de la population enquêtée confirme être exposé à la fumée du tabac dans les lieux publics 33% dans les transports en commun (bus) 21% à la maison 16% dans les bars dancing et 15% au lieu du travail","38% de la population enquêtée confirme être exposé à la fumée du tabac dans les lieux publics 33% dans les transports en commun (bus) 21% à la maison 16% dans les bars dancing et 15% au lieu du travail","Answer/report not provided"
"36","Cook Islands","Answer/report not provided","Exposure in public places: boys - 70.3% girls - 76.8% total - 73.8%","Exposure in public places: boys - 70.3% girls - 76.8% total - 73.8%"
"37","Costa Rica","15% hogar. 15% amigos. 10.8% colegio. 74% vía pública. 39% bares. 22% transporte público. 18% actividades culturales y deportivas y 12% otros lugares","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","3709 sujets non consommateurs de tabac enquêtés à Abidjan ont incriminé à:
- 75 4% les lieux publics;
- 13 5% les domiciles;
- 11 1% les lieux de travail comme sites où ils subissaient le plus souvent le tabagisme passif.","3709 sujets non consommateurs de tabac en quêtés à Abidjan ont incriminé à:
- 75 4% les lieux publics;
- 13 5% les domiciles;
- 11 1% les lieux de travail comme sites où ils subissaient le plus souvent le tabagisme passif.","Answer/report not provided"
"39","Croatia","66 9% students ages 13 to 15 years report that they live in homes where others smoke in their presence (65% boys; 68 8% girls) 67 9% report that are around others who smoke in enclosed public places 78 7% are around others who smoke in outdoor public places","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Exposure at public places and in the workplace. 
Drinking establishments 76%
Eating establishments 49%
Workplace(more than 1 hour a day) 17%","exposure by gender and age at home in the workplace on public transport and public places","exposure by gender and age at home in the workplace on public transport and public places"
"41","Czech Republic","Some results from Global Youth Tobacco Survey (GYTS) – Czech Republic 2011:
43 % of students live in homes where others smoke in their presence 
45 8 % of students are around others who smoke in enclosed public places 
75 6 % of students are around others who smoke in outdoor public places.
(Data from GYTS only refers to the age group of 13-15)
Survey Report 2012: 
Almost a quarter of the respondents are exposed to tobacco smoke at home. The highest share of these numbers was recorded with the youngest group of people aged 15 – 24. A high percentage of non-smokers are also exposed to tobacco smoke at workplace (19.8 % of employees)
(details as regards exposure by gender age group at home in the workplace available","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Proportion of smokers in the living room. 30%","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","9.8 percent of all men and 7.8 percent of all women state that they are exposed to tobacco a minimum of 30 minutes per day. 13.8 percent of males in the age group 16-24 years state that they are exposed to tobacco smoke at least 30 minutes per day. For women in the same age group the percentage is 13.7.","We have detailed data on the exposure to tobacco smoke (passive smoking) in homes in worksites in public buildings and transport etc.
16 % of the workforce are exposed to passive smoking daily
16 % of students are exposed daily in their school or university
18 % are daily exposed to passive smoking at home
9 % are daily exposed other places
22 % are exposed to passiv smoking more than 1 hour every day","Exposed daily in the workplace: male: 8 % - women: 4% - total: 6 %
 Exposed daily in home: male: 18% - women: 16% - total: 17%"
"45","Djibouti","Answer/report not provided","Les données du GYTS sont pour les 13-15 ans:
36% vivent dans des maisons où dautres fument en leur présence
44.7% sont de lordre dautres personnes qui fument dans des endroits en dehors de leur domicile
64.8% pensent que fumer devrait être interdit dans les lieux publics
44% pensent que la fumée des autres est néfaste pour les
33.9% ont un ou plusieurs parents qui fument
11.7% ont la plupart ou tous leurs amis qui fumen

Une autre enquête a été réalisée avec lOMS en utilisant une instrument spéciale PM2.5 qui a mesuré la concentration de matières particulaires en suspension SHS (PM) dans lair intérieur.","Answer/report not provided"
"46","Ecuador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"47","Egypt","61% at workplaces; 80% in public places; 49% in health care facilities","71% -80% inside the house in 61% of transportation to work","Being approximately 61% for passive smoking in enclosed places of work being approximately 80% for passive smoking in public transport 49% exposed to passive smoking in facilities providing health care up to 70% for passive smoking in shopping malls and restaurants"
"48","El Salvador","8.3% de la población de 18 y más años estuvo expuesta al humo de segunda mano en espacios cerrados dentro del hogar en la semana previa a la realización de la entrevista","Answer/report not provided","Answer/report not provided"
