"","Party","2014","2012","2010"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"13","Belarus","Requirements for cigarettes of tobacco contained in ISO 3935-2000 ''Cigarettes. General technical conditions''. Latest revision of the standard was approved in December 2008 Regulatory features - the tar and nicotine in cigarette smoke condensate (milligrams per cigarette).","Answer/report not provided","Not changed"
"14","Belgium","Pas de changements concernant ces aspects depuis le dernier rapport. Obligation annuelle pour les producteurs de fournir aux autorités certaines informations sur le contenu des produits (ingrédients données toxicologiques étiquetage émission de CO nicotine et goudron).","Manufacturers still have to submit annually some information: ingredients (qualitative and quantitative data) toxicological data labelling of product but the use of the European harmonised format to notify is now mandatory in Belgium since the year 2009. Morevover Belgium is using in 2010 and for the first time on a voluntary basis the electronic submission system EMTOC developed by some EU Member States.","Manufacturers still have to submit annually some information: ingredients (qualitative and quantitative data) toxicological data labelling of product but the use of the European harmonised format to notify is now mandatory in Belgium since the year 2009. Morevover Belgium is using in 2010 and for the first time on a voluntary basis the electronic submission system EMTOC developed by some EU Member States."
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","le décret dapplication de la loi antitabac du Bénin exige que les vendeurs de cigarettes marquent sur les emballages la teneur en nicotine monoxyde de carbone et en goudron les normes à respecter sont 10 mg goudron 1 mg nicotine et 10 mg CO","Il faut reconnaître que les les importateurs des produits du tabac nous ont contacté par écrit pour nous demander les dispositions et mesures à respecter en ce qui concerne la composition des produits du tabac à commercialiser dans notre pays; nous attendons bien sûr ladoption des lignes directrices pour lapplication des articles 9 et 10 de la CCLAT pour les instruire de même notre loi navait pas pris en compte ces aspects et ils en profitent cest pourquoi nous sommes dans un processus de révision et de renforcement de notre loi.","il faut reconnaître que les les importateurs des produits du tabac nous ont contacté par écrit pour nous demander les dispositions et mesures à respecter en ce qui concerne la composition des produits du tabac à commercialiser dans notre pays; 
nous attendons bien sûr ladoption des lignes directrices pour lapplication des articles 9 et 10 de la CCLAT pour les instruire de même notre loi navait pas pris en compte ces aspects et ils en profitent cest pourquoi nous sommes dans un processus de révision et de renforcement de notre loi."
"17","Bhutan","Advocacy programs conducted to the officials of all the concerned agencies","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"19","Bosnia and Herzegovina","In 2011 by State Authority for taxation as well as the Ministry of Trade of Federation BiH enforced the Rule on packaging of tobacco products with mandatory placement of all information''s related tobacco ingredients. In all imported and exported tobacco products supposed to be placed information''s related to content of CO tar and nicotine
Contents and emissions of tobacco products are harmonised with FCTC and covered by Republic of Srpska''s tobacco control bylaw on marking of packages of tobacco products.","Contents and emissions of tobacco products wiil be harmonised with FCTC and covered by entity tobacco control regulations which are drafted by Ministry of Helath and Social Welfare of the Republic of Srpska and Ministry of Health of Federation B&H 
Contents and emissions of tobacco products are harmonised with FCTC and covered by Republic of Srpskas an Federations B&H tobacco control bylaw on marking of packages of tobacco products.","Answer/report not provided"
"20","Botswana","Answer/report not provided","International standards are used to regulate the contents and emissions since most of the products are imported. The local produced products are exported and they have to comply with the stadards of where they are being exported. The only challenge we have is of products that get into our country illegaly. Some of them do not have enough information for the consumer.","Answer/report not provided"
"21","Brazil","Answer/report not provided","RDC 090/07 http://portal.anvisa.gov.br/wps/portal/anvisa/home/derivadostabaco?cat=Legislacao+tabaco&cat1=com.ibm.workplace.wcm.api.WCM_Category%2FLegislacao+tabaco%2F92825b80408408dc85ea87278b66f133%2FPUBLISHED&con=com.ibm.workplace.wcm.api.WCM_Content%2FLegislacao+tabaco%2Ffa4f238040867b83836fdfa790266c70%2FPUBLISHED&showForm=no&siteArea=Derivados+do+Tabaco&WCM_GLOBAL_CONTEXT=/wps/wcm/connect/anvisa/Anvisa/Inicio/Derivados+do+Tabaco/Publicacao+Derivados+do+Tabaco/Legislacao+tabaco.","RDC 090/07 http://portal.anvisa.gov.br/wps/portal/anvisa/home/derivadostabaco?cat=Legislacao+tabaco&cat1=com.ibm.workplace.wcm.api.WCM_Category%2FLegislacao+tabaco%2F92825b80408408dc85ea87278b66f133%2FPUBLISHED&con=com.ibm.workplace.wcm.api.WCM_Content%2FLegislacao+tabaco%2Ffa4f238040867b83836fdfa790266c70%2FPUBLISHED&showForm=no&siteArea=Derivados+do+Tabaco&WCM_GLOBAL_CONTEXT=/wps/wcm/connect/anvisa/Anvisa/Inicio/Derivados+do+Tabaco/Publicacao+Derivados+do+Tabaco/Legislacao+tabaco."
"22","Brunei Darussalam","No change","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","In compliance with the Bulgarian Legislation (Tobacco and Tobacco Products Law) the tobacco products manufacturers and importers have to submit the information about the tobacco products ingredients to the Tobacco and Tobacco Products Institute (TTPI member of the Agricultural Academy - Ministry of Agriculture and Food).","In compliance with the Bulgarian Legislation (Tobacco and Tobacco Products Law) the tobacco products manufacturers and importers have to submit the information about the tobacco products ingredients to the Tobacco and Tobacco Products Institute (TTPI member of the Agricultural Academy - Ministry of Agriculture and Food). With regard to fulfil the DG SANCO requirements to use henceforth unified harmonized templates for information submitting TTPI took part in the elaboration of some changes in this area the current Tobacco and Tobacco Products Law. TTPI is an associated partner participating in the international projects financed from European Commission: Electronic Model Tobacco Control - EMTOC and Public Information Tobacco Control - PITOC and TTPI implements FCTC Art.10 according the best EU practices and experience.","In compliance with the Bulgarian Legislation (Tobacco and Tobacco Products Law) the tobacco products manufacturers and importers have to submit the information about the tobacco products ingredients to the Tobacco and Tobacco Products Institute (TTPI member of the Agricultural Academy - Ministry of Agriculture and Food). With regard to fulfil the DG SANCO requirements to use henceforth unified harmonized templates for information submitting TTPI took part in the elaboration of some changes in this area the current Tobacco and Tobacco Products Law. TTPI is an associated partner participating in the international projects financed from European Commission: Electronic Model Tobacco Control - EMTOC and Public Information Tobacco Control - PITOC and TTPI implements FCTC Art.10 according the best EU practices and experience."
"24","Burkina Faso","Confer l’article 10 de la Loi 040","- Adoption de la loi n 040-2010/AN du 25 novembre 2010 portant lutte contre le tabac au Burkina Faso (articles 14 )","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Le marquage sanitaire informe le public sur les produits contenu dans le bâton de cigarette et de sa dangerosité","Answer/report not provided","Answer/report not provided"
"28","Canada","The Tobacco Reporting Regulations enacted in 2000 require that tobacco manufacturers report to the Government the content and emissions of consumer tobacco products sold in Canada.
Under the previous labelling requirements. the toxic emissions statements displayed numerical values for six toxic emissions (tar; nicotine; carbon monoxide; formaldehyde; hydrogen cyanide; and. benzene). Research conducted by Health Canada has shown that the numerical values were not clearly understood by some smokers and most had little idea what the range of numbers displayed for each chemical meant. The numerical values have been replaced by four text-based statements that provide clear. concise and easy to understand information about the toxic substances found in tobacco smoke.","The Tobacco Reporting Regulations enacted in 2000 have required that tobacco manufacturers report the content and emissions of consumer tobacco products sold in Canada.
Health Canada is making constituents and emission data available upon request to the public in aggregate form . This data is of particular interest to research and health groups. Background and contact information is provided on the Health Canada website at:
http://www.hc-sc.gc.ca/hc-ps/tobac-tabac/legislation/reg/indust/constitu-eng.php","n/a"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"31","Chile","Comprendido en el Artículo 9° de la Ley 19.419 de Tabaco en Chile.","Comprendido en el Artículo 9 de la Ley 19.419 de Tabaco en Chile.","Answer/report not provided"
"32","China","Cigarette tar nicotine carbon monoxide and residues of pesticides of there is no relevant legislative and administrative provisions. Cigarette tar nicotine and carbon monoxide parameters for testing have been designed and results reported to the administration. Pesticide residues on tobacco as well as major components such as additives cigarette paper are tested and results reported to the administration. Notes on the cigarette tar nicotine and carbon monoxide revealed to the public.","China inspected the tar nicotine and carbon monoxide contained in cigarettes as well the design parameters and warning and reported the results to relevant government agencies; inspected the pesticides residue in cigarettes and major contents like additives and paper for cigarettes and reported the results to relevant government authorities; indicated tar nicotine and carbon monoxide on cigarette boxes to disclose the names to the public.","China inspected the tar nicotine and carbon monoxide contained in cigarettes as well the design parameters and warning and reported the results to relevant government agencies; inspected the pesticides residue in cigarettes and major contents like additives and paper for cigarettes and reported the results to relevant government authorities; indicated tar nicotine and carbon monoxide on cigarette boxes to disclose the names to the public."
"33","Colombia","El Ministerio de Salud y Protección Social ha liderado el proceso de articulación con el Ministerio Comercio. Industria y Turismo para la reglamentación del artículo 22 de la Ley 1335 de 2009. en el tema de suministro de la información sobre ingredientes y emisiones de humo de tabaco por parte de la industria del tabaco al gobierno. Se cuenta con un Proyecto de Resolución para reglamentar este artículo de la Ley. al mismo tiempo que se está liderando el proceso de desarrollo de la fuente de información para recolección de los datos. El Ministerio de Comercio. Industria y Turismo. ha participado activamente en el proceso de consulta pública de la mencionada reglamentación. 

Exigencia de que se revele al público información relativa a:

El Estatuto del Consumidor (Ley 1480 de 2011). prevé dentro de sus disposiciones. lo siguiente: 
“ARTÍCULO 31: Publicidad de productos nocivos. En la publicidad de productos que por su naturaleza o componentes sean nocivos para la salud. se advertirá claramente al público acerca de su nocividad y de la necesidad de consultar las condiciones o indicaciones para su uso correcto. así como las contraindicaciones del caso. El Gobierno podrá regular la publicidad de todos o algunos de los productos de que trata el presente artículo.

Sobre el particular. el Ministerio de Comercio. Industria y Turismo tiene previsto realizar eventualmente una reglamentación del citado artículo.","El Ministerio de Salud y Protección Social ha liderado el desarrollo de los argumentos técnicos para el desarrollo de la reglamentación sobre el tema.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Voir l’article 10 de la loi relative à la lutte antitabac .","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","All importers of tobacco are required to submit annual reports (this is closely monitored by the Tobacco Focal Point) regarding the composition and content of tobacco products.","All importers of tobacco are required to submit annual reports (this is closely monitored by the Tobacco Focal Point) regarding the composition and content of tobacco products.","From report of Philip Morris Limited manufactures in respect of tobacco products sold in the Cook Islands February 2010."
"37","Costa Rica","Ley 9028. cap. III de la declaración jurada de los ingredientes y emisiones de los productos de tabaco que se comercializan en el país costa rica. articulo 11 al 15.","Contenido de tabaco incluido en la nueva ley","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"39","Croatia","According to the Regulations on the content of information on all ingredients and their quantities strengthened by the type used in the manufacture of tobacco products and the method of informing the public (Official Gazette no. 39 /09 ) manufacturers and importers of tobacco products “ are obliged not later than 31 March of the current year for the previous year to submit to the Ministry of Health and Social Welfare through the Croatian National Institute for Public Health the list of all ingredients and their quantities by type and the type used in the manufacture of tobacco products. The list of ingredients is made specifically for each type of tobacco product and for each component indicates its function and category. The list of ingredients must be accompanied by a statement of the manufacturer or importer of tobacco products which addresses the reasons for the use of certain ingredients in tobacco products”. “All information submitted must be obtained or verified by an accredited laboratory based in Croatia and one of the authorized laboratories in the field of European Union”.“If the content of the contents of tobacco products is changed the manufacturer or importer of tobacco products is obliged to immediately notify the Ministry through the Croatian National Institute of Public Health.”

Tobacco Institute has accredited test methods for carbon monoxide nicotine and tar.","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Not any","Not any"
"41","Czech Republic","nid=11323 
No substantial progress in the past two years.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","There have been no progress in this area which has resulted in formal changes.We are discussing this a lot but as Denmark is a part of European Union we will have to make changes via EU system.","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Ces articles sont réglementés par les articles 7 et 8 de la Loi protant organisation de la protection de santé contre le tabagisme. Voir à http://www.who.int/entity/fctc/reporting/party_reports/djibouti_annex1_tobacco_control_act_2008.pdf.","Answer/report not provided"
"46","Ecuador","El Art. 5 del Reglamento de la Ley Orgánica para la Regulación y Control del Tabaco. expresa: “El Ministerio de Salud Pública mediante acuerdo ministerial regulará el contenido y emisiones de los productos de tabaco. La información correspondiente que se entregue a la Autoridad Sanitaria Nacional por parte de la industria del tabaco dentro de este proceso regulatorio. será actualizada anualmente hasta el 30 de junio de cada año. La Autoridad Sanitaria Nacional definirá la información que debe ser difundida a la población. a fin de precautelar su salud”","En el Artículo 5 del Reglamento de la Ley Orgánica para la Regulación y Control del Tabaco manifiesta:El Ministerio de Salud Pública mediante acuerdo ministerial regulará el contenido y emisiones de los productos de tabaco en la Ley anterior no constaba ninguna disposición al respecto","Answer/report not provided"
"47","Egypt","Disclosure only concernt the content of nicotine and tar of tobacco products.","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Todas las cajetillas de cigarrillos exhiben por ley esta leyenda ''Este producto MATA.  contiene nicotina. alquitrán y monóxido de carbono''","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","no changes from previous report","Answer/report not provided"
"50","European Union","In the area of ingredient reporting (= disclosure) the EU Directive 2014/40/EU foresees a common electronic format for the reporting of tobacco ingredients including both tobacco leaf and ingredients including additives. 
For certain additives on a priority list (still to be established) more in-depth studies and their disclosure is required. The list of these additives (contained in cigarettes and roll-your-own tobacco) for which enhanced reporting obligations shall be set up by the Commission taking into account additives 
a) for which initial indications research or regulation in other jurisdictions exist suggest that they contribute to the toxicity or addictiveness of the products concerned impart a characterising flavour; facilitate inhalation or nicotine uptake; or lead to the formation of substances that have CMR properties.
b) which are amongst the most commonly used additives by weight or number.
The Directive also requires manufacturers and importers to submit internal and external studies available to them on market research and preferences of various consumer groups including young people and current smokers as well as executive summaries of any market surveys they carry out when launching new products. Manufacturers and importers are also required to report the sales volume data per product. 
Member States shall ensure the submitted information is made publicly available on a website taking into account the need to protect trade secrets.","The guidance document for ingredients reporting was published in May 2007. The document presents a harmonised format that may be used for the reporting and disclosures. http://ec.europa.eu/health/ph_determinants/life_style/Tobacco/Documents/practical_guidance_en.pdf","The guidance document for ingredients reporting was published in May 2007. The document presents harmonised format that may be used for the reporting. http://ec.europa.eu/health/ph_determinants/life_style/Tobacco/Documents/practical_guidance_en.pdf"
"51","Fiji","This has been covered under the Tobacco Control Regulation 2012 to which it is mandatory","A statement of the level of tar and nicotine must be published on each cigarette pack in line with section 10.-(1) of the 2010 Decree.","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","The regulation is based on the Tobacco Act and the Decree of the Ministry of Social Affairs and Health on Labelling the Unit Packets of Tobacco Products on Maximum Yields of and Methods for Measuring Harmful Substances and on Testing Laboratories (No. 641/2002 ) issued on 31 July 2002 implementing the EU directive 2001/37/EC.
The manufacturer or importer of tobacco products shall once a year submit to the National Supervisory Authority for Welfare and Health (Valvira) a list with information on the tar nicotine and carbon monoxide yields produced when smoking cigarettes and a list of ingredients on a brand-name-by-brand-name basis and type-by-type-basis of all the ingredients used in the manufacture of each tobacco product and of their amounts. 
The list of ingredients shall also include the grounds for why the ingredients have been included in the tobacco products the purpose and class of the ingredients and the toxicological data the manufacturer or importer has access to which concern these ingredients in burnt or unburnt form and which are particularly linked to the health effects of the ingredients when taking into account among others their effects causing addiction.
The list shall be established in descending order of the weight of each ingredient included in the product. 
When submitting the lists and information the manufacturer or importer shall separately mention which items of the information included in them the manufacturer or importer regards as business secrets and demands to be kept confidential.
http://www.finlex.fi/fi/laki/alkup/2002/20020641 
http://www.valvira.fi/files/eng/Letterproducersimporters180308.pdf"
"53","France","Answer/report not provided","Larticle L. 3511-1 du code de la santé publique modifié par la loi n 2011-302 du 22 mars 2011 portant diverses dispositions dadaptation de la législation au droit de lUnion européenne en matière de santé de travail et de communications électroniques a inscrit dans la loi française lobligation pour les fabricants de déclaration des ingrédients des produits du tabac. Les fabricants sont tenus de soumettre leur liste dingrédients sous un modèle harmonisé défini par un arrêté du ministère de la santé paru en avril 2012.","Cette réglementation repose notamment sur la directive 2001/37/CE et na pas connu dévolution depuis 2007."
"54","Gabon","La loi prévoit uniquement que le fabricant ou l’importateur puisse communiquer au public les informations au niveau du paquet de cigarette sur la teneur en nicotine et en goudron ainsi que sur les émissions des produits du tabac. Par contre rien n’est dit sur les informations à fournir aux autorités gouvernementales. Il est prévu d’ajouter ces dispositions dans les textes d’application qui vont être rédigés.","Sil nexiste pas de texte de loi connu cependant la SOCIGA a reconnu avoir reçu la demande du Ministère gabonais de lEnvironnement concernant la composition des cigarettes fabriquées et y avoir donné suite en ce qui concerne la teneur en nicotine.","Answer/report not provided"
"55","Gambia","Answer/report not provided","The Ministry of Health pass a directive for all tobacco and tobacco products entering The Gambia to display the chemical contents.","Answer/report not provided"
"56","Georgia","Currently there is no provision in place to ensure information disclosure about tobacco product. Amendment project to current legislation include such provisions but it is not passed in the parliament yet.","Answer/report not provided","Answer/report not provided"
"57","Germany","Answer/report not provided","no change","no change"
"58","Ghana","At customs importers are required to disclose quantity cost and content of tobacco products being brought into the country. It is upon inspection and approval of FDA that the product is allowed into the country.","At customs importers are required to disclose contents on cigarette packs but detailed chemical constituents are not disclosed.","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","Actualmente existe en el Congreso de la República un proyecto de ley a través del cual se pretende que los importadores o fabricantes de productos de tabaco incluyan en el empaque de los mismos la información relacionada a los componenetes de dichos productos.","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","Con la entrada en vigencia de la Ley Especial para el Control del Tabaco LECT y su Reglamentación las empresas que producen o importan productos de tabaco han impreso los contenidos en las cajetillas de cigarrillos de 10 unidades y de 20 unidades imprimiendo que dicho producto es para  comercialización en el territorio de Honduras.","Estas regulaciones con respecto el contenido del tabaco y las emisiones se encuentran reglamentadas en la Ley y en el reglamento.","Estas regulaciones con respecto el contenido del tabaco y las emisiones se encuentran reglamentadas en la Ley y en el reglamento."
"64","Hungary","Answer/report not provided","No further steps have been made in the implementation of Article 10 in the reporting period.","At present Hungary plays an active role in the development of the Electronic Model Tobacco Control (EMTOC) system."
"65","Iceland","Answer/report not provided","There had not been progress in this field","Answer/report not provided"
"66","India","Section 11 of the Tobacco Control Act of India (COTPA-2003) mandate setting up of tobacco product testing labs. The process of setting of the 4 Regional Testing Labs and 1 Apex Lab has been finalised. The process of procurement of equipments is underway","The process of setting of the 4 testing labs and 1 apex lab has been finalised. The labs have been identified and the process of procurement of equipments has been initiated.","One apex lab and 5 other regional/referral testing labs are being established for testing tobacco product contents."
"67","Iran (Islamic Republic of)","According to the national tobacco control headquarters'' resulution tobacco companies are obliged to report about the content and emission of tobacco products to the MOH. Regarding the public disclusure the tar and nicotine content of tobacco products (any brands of manufactured cigarettes) is mentioned on the tobacco packages.","According to the national tobacco control headquarters resulution tobacco companies are obliged to report about the content and emission of tobacco products to the MOH. Regarding the public disclusure the tar and nicotine content of tobacco products (any brands of manufactured cigarettes) is mentioned on the tobacco packages.","Answer/report not provided"
"68","Iraq","The anti-smoking law in Iraq No. (19) of 2012 regulates the contents of tobacco products and packaging and labeling of tobacco products all in accordance with the requirements of the WHO FCTC.","Answer/report not provided","Answer/report not provided"
"69","Ireland","In compliance with E.U. law","Answer/report not provided","Answer/report not provided"
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","Manufacturers and importers transmit the list of all ingredients used by brand. The format includes a Common Table 1 for the delivery of the full report on ingredients contained in each of the brands marketed in Italy (including the information covered by trade secret) and a Table 2 for the delivery of information on the summary of toxicological data available for each ingredient. 
The major companies have disclosed the information but some manufacturers are still failing. The Ministry of Health is setting up a dedicated database and the construction of a dedicated website to make available the information to the citizens.","Manufacturers and importers transmit the list of all ingredients used by brand. Each list include toxicological data.","Answer/report not provided"
"72","Jamaica","The Public Health (Tobacco Control) Regulation 2013 was enacted on July 15 2013","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","Answer/report not provided","The amount of Nicotine and tar contained in emission of cigarettes must be presented on the packages of tobacco products in accordance with Article 36 of the enforcement regulation of the Tobacco Business Law which has been duly implemented since the regulation came into force."
"74","Jordan","Tobacco companies have been required to disclose the contents of tobacco flavors and additives within the audit committee and the current standards work is underway to disclose to the public.","Answer/report not provided","Answer/report not provided"
"75","Kazakhstan","22.11.2011 approved by Resolution of the Government of the Republic of Kazakhstan ? 1368 ''On approval of rules for reporting by manufacturers and importers of tobacco and tobacco products'' which obliges to disclose the composition and emissions of tobacco products.","11/22/2011 approved the Decree of the Government of the Republic of Kazakhstan ? 1368 On approval of rules of reporting by manufacturers and importers of tobacco and tobacco products which requires disclosure of the contents and emissions of tobacco products.","Answer/report not provided"
"76","Kenya","Answer/report not provided","Answer/report not provided","The Tobacco Control Act 2007 requires that all tobacco product packages should include the major contents such as tar and nicotine without indictaing the actual amount used."
"77","Kiribati","All importers of tobacco are required to submit annual reports (this is closely monitored by the Tobacco Focal Point) regarding the composition and content of tobacco products","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"79","Kyrgyzstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","No changes in the procedure regulating tobacco product disclosures have been introduced past two years.","No changes regarding regulation of tobacco product disclosure were made since submission of the last report.","Producers and merchants who import tobacco products are required to submit annually a list of ingredients that are used in the manufacturing of these products and toxicological data about their influence to the health and addictive qualities to the Health Inspection whose task is to make the emission amounts of tar nicotine and carbon monoxide publicly available. Information about other substances of these products is not available for the general public. http://www.vi.gov.lv/?sadala=122"
"82","Lebanon","Law 174 states that tobacco product manufacturers or importers are required to inform the Lebanese Regie/Ministry of Finance for about the use of quantitative and qualitative statements on tobacco products concerning constituents and emissions such as tar. nicotine and carbon monoxide yields.","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Answer/report not provided","Answer/report not provided","There is currently no legislation regulation or other measures addressing this obligation."
"84","Libyan Arab Jamahiriya","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"85","Lithuania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"86","Luxembourg","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"87","Madagascar","Answer/report not provided","Answer/report not provided","nd"
"88","Malaysia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"89","Maldives","The provisions of Article 10 are not implemented. Regulations relating to this have been in the process for over 2 years. However due to industry influence it has not been ratified still. Maldives is seeing more and more resistant to the steps that need to be taken against tobacco in the past few years.","Answer/report not provided","Answer/report not provided"
"90","Mali","Articles 11 à 13 de la régulation sur l’application de la Loi 2010.","Réf la loi antitabac","Answer/report not provided"
"91","Malta","Legislation implemented.","Legislation --EU Directive 2001/37 EC . All tobacco importers and manufacturers are required to submit an annual ingredients list to the Environmental Health Directorate (Public Health Regulation Division) in line with Article 6 of the Tobacco Products Directive 2001/37/EC http://ec.europa.eu/health/ph_determinants/life_style/Tobacco/Documents/practical_guidance_en.pdf. An electronic reporting system will be used shortly.","Legislation --EU Directive 2001/37 EC . All tobacco importers and manufacturers are required to submit an annual ingredients list to the Environmental Health Directorate (Public Health Regulation Division) in line with Article 6 of the Tobacco Products Directive 2001/37/EC http://ec.europa.eu/health/ph_determinants/life_style/Tobacco/Documents/practical_guidance_en.pdf. An electronic reporting system will be used shortly."
