"","Party","2014","2012","2010"
"11","Bangladesh","MOHFW has amended the tobacco control law with the compliance and priorities of FCTC. Smokeless tobacco and pictorial health warning has been included in the law. A draft National strategic plan of action for tobacco control 2014-19 has been developed which is yet to approve by the ministry. National Tobacco Control Cell(NTCC) MOH&FW has conducted a number of workshops at administrative divisions and districts. Conducting capacity building training for the district taskforce committee members conducted workshop for Executive Magistrates on law enforcement. A model district and a model upazilla (subdistrict) for Tobacco Advertising Promotion and Sponsorship (TAPS) ban has been piloted.","National Strategic Plan of Action for tobacco control 2012-2014 has been developed in confirmation of the existing Strategic action plan 2007-2011 National Tobacco Control Cell(NTCC) MOH&FW has been conducted a number of workshop at administrative divisions and districts. Conducted capacity building training for the district taskforce committee member of 64 districts conducted workshop for media personnel and senior officials of different ministries specially agricultural ministry conducted workshop in Chittagong hill tracts area to stop spreading tobacco cultivation.","Answer/report not provided"
"12","Barbados","The Government of Barbados continue to provide support for tobacco control through the Senior Medical Officer of Health with responsibility for NCDs and the Health Promotion Unit. During the last two years steps were taken to prepare legislation adopting the Regional Standard on Packaging & Labelling of Tobacco Products as the National Standard. Efforts are on-going in collaboration with the Office of The Attorney General to enact legislation to give effect to the Standard. In addition an amendment to the Health Services Act is being prepared to provide for the e-cigarette to be regulated under this Act as is the case with other tobacco products.","Barbados successfully implemented legislation banning smoking in public places and the sale of tobacco to minors in 2012; these measures were fully supported by partners in othe public sectors the private sector and civil society.","Answer/report not provided"
"13","Belarus","Order of the Ministry of 15.04.2011 . Number 385 approved the Concept of implementation of the state policy on combating tobacco consumption in 2011-2015 and comprehensive action plan to combat tobacco use in 2011-2015 . Issued : the order of Ministry of Health of the Republic of Belarus of 01.07.2011 ? 710 '' On Approval of the exercise of effective control over compliance with the ban on smoking in health institutions and in the surrounding areas and the Model Regulations on the Commission to monitor the smoking ban in the organization of health ''; Decree of the Ministry of Health of the Republic of Belarus of 03.11.2011. ''On amendments and additions to some sanitary norms rules and hygienic standards '' regarding the prohibition of smoking in establishments (organizations ) health education sports at trade and consumer services facilities catering railway stations subway stations in trains on riverboats ( except in places specially designated smoking area) . This measure extends the powers of the officials of bodies and institutions exercising state sanitary inspection to monitor compliance with the ban of smoking and will help reduce the spread of smoking in our country and to fully implement the requirements of Presidential Decree of November 17 2002 ? 28. in order to improve the effectiveness of tobacco control activities the Ministry of Health of the Republic of Belarus has asked the Council of Ministers of the Republic of Belarus with the initiative of adopting a single legal act regulating social relations in the field of protection of the Republic of Belarus from the consequences of tobacco consumption and exposure to tobacco smoke . This initiative was approved and is currently preparing a number of the registration period to make the development of this normative legal act in activities for 2013. Still developing areas smoke-free - parks organizations changed the requirements for the packaging of tobacco products is prohibited tobacco advertising increased the amount of information about the dangers of tobacco use in the media catering establishments introduced zoning - rooms for smokers and non-smokers . Being developed ''Technical regulations for tobacco products''.","Order of the Ministry of 15.04.2011g. ? 385 approved the concept of implementing the state policy on combating tobacco consumption in 2011-2015 and comprehensive plan to combat tobacco use in 2011-2015. Issued by: Ministry of Health of the order of the Republic of Belarus of 01.07.2011 ? 710 On Approval of Instruction on how to implement effective control over the ban on smoking in health care organizations and on adjacent land and the Model Regulations of the control of a ban on smoking in health care organization Decision of the Ministry Health of the Republic of Belarus of 03.11.2011g. On Making Addenda and Amendments to certain health standards rules and hygienic standards relating to the prohibition of smoking in institutions (organizations) health care education sports facilities trade and consumer services for catering facilities railway stations subway stations in wagons on river boats (except in places specifically designated for smoking). This measure expands the powers of officials and agencies exercising state sanitary inspection to monitor compliance with the smoking ban will help reduce the spread of smoking in our country and the full implementation of the requirements of the Decree of the President of the Republic of Belarus of November 17 2002 ? 28. In order to improve the effectiveness of tobacco control activities the Ministry of Health appealed to the Council of Ministers of the Republic of Belarus initiated the adoption of a single normative act regulating the social relations in the field of protection of the Republic of Belarus from the consequences of tobacco consumption and exposure to tobacco smoke. This initiative was approved and is currently preparing a series dokumetov to make the development of this legal act in planzakonoproektnoy activity in 2013. Still developing areas smoke-free - parks organizations changed the requirements for packaging of tobacco products is prohibited advertising of tobacco products has increased the amount of information about the dangers of tobacco use in the media catering facilities introduced zoning - rooms for smokers and nonsmokers. Ongoing development of technical regdamenta Customs Union Technical Regulations on Tobacco Products","Creating areas of smoke-free - parks organizations changed the requirements for packaging of tobacco products is prohibited advertising of tobacco products has increased the amount of information about the dangers of tobacco use in the media in institutions catering introduced zoning - rooms for smokers and nonsmokers"
"14","Belgium","Answer/report not provided","See under 3.1.1.5.","See under 3.1.1.5."
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Un plan intégré de lutte contre les Maladies Non Transmissibles 2014-2018 a été élaboré avec volet lutte antitabac prenant en compte des obligations législatives conformément aux dispositions de la CCLAT et non volontaires. Voir annexe 1.","Answer/report not provided","Answer/report not provided"
"17","Bhutan","Article 5.1- the parliament has enacted the Tobacco Control Act of Bhutan 2010 in June 2010.
The Tobacco Control Board has been constituted by the Government to take all the measures for tobacco control.
The Bhutan Narcotics Control Agency has been directed to be the tobacco Control office which serves as the Secretariat to the Tobacco Control Board in order to implement the provisions of the Act.
The Tobacco Demand and Supply reduction Committee has been formed to undertake all its controlling measures.
The Tobacco Control Rules and Regulation has been enacted by the Tobacco Control Board to implement its provisions and circulated to the implementing agencies and relevant authorities","The Parliament has enacted the Tobacco Control Act of Bhutan 2010 in June 2010.

A Tobacco Control Board and an office dedicated for tobacco control has been established under Bhutan Narcotic Control Agency.

A demand and supply reduction committee has been constituted from relevant agencies to implement tobacco control activities in Bhutan.","? The Parliament has enacted the Tobacco Control Act of Bhutan 2010 in  June 2010.
? A Tobacco Control Board and an office dedicated for tobacco control has been established under Bhutan Narcotic Control Agency.
? A demand and supply reduction committee has been constituted from  relevant agencies to implement tobacco control activites in Bhutan."
"18","Bolivia","Answer/report not provided","Desde inicios del año 2012 se está fortaleciendo a nivel subnacional los mecanismos de coordinación y conformación de equipos técnicos para la implementación y control de la Ley Nacional 3029 del Convenio Marco del Control del Tabaco","Answer/report not provided"
"19","Bosnia and Herzegovina","MoCA organize periodical meetings with national co-ordination group for tobacco control issues and FCTC implementation procedures composed from health professionals as entity focal points for tobacco control and some NGO''s. Entity focal points for tobacco control (both for Federation of B&H and Republika Srpska are nominated formally by entity MoH.Entity MoH organize periodical meetings with entity focal points for tobacco control related to questionnaires on FCTC matters performance of current tobacco related surveys (GYTSM ESPAD Study of the Health Status of population WNTD agenda and media briefings as well participation in WHO annual meetings of national tobacco control focal points","Republic of Srpskas and Federals tobacco control focal point as well as two persons from Ministry of Health and Social Welfare of the Republic of Srpska are members of recently established Bosnia and Herzegovinas intersectorial working group for implementaion of FCTC.","Answer/report not provided"
"20","Botswana","Answer/report not provided","A tobacco control policy has been drafted and is on its final stage. The repeal of the tobacco control bill is with attoney generals chambers for drafting. A new NGO called Anti Tobacco Network was formed in the year 2011 and it also assists in the implementation of the Convention.","Answer/report not provided"
"21","Brazil","In 2012 the Attorney General''s Office and the National Health Surveillance Agency became members of CONICQ.","In 2010 the Coordination of the Executive Secretariat of CONICQ was upgraded in INCA organigram and now it is linked directly to the cabinet of General Director of INCA which at its turn is linked to the Minister of Health. 
CONICQ approved a work plan for 2010 and 2011 with targets for compliance with the treaty and its statute.
Approved a plan to strengthen CONICQs communication actions.
Created a legal working group to support CONICQ in litigation matters on tobacco control.","In 2010 the Coordination of the Executive Secretariat of CONICQ was upgraded in INCA organigram and now it is linked directly to the cabinet of General Director of INCA which at its turn is linked to the Minister of Health. 
CONICQ approved a work plan for 2010 and 2011 with targets for compliance with the treaty and its statute.
Approved a plan to strengthen CONICQs communication actions.
Created a legal working group to support CONICQ in litigation matters on tobacco control."
"22","Brunei Darussalam","Implementation of Tobacco Order 2005 and its Regulations since 1st June 2008; the Order is currently being reviewed. Brunei Darussalam also enforces a very strict Anti-Corruption Laws","Implementation of Tobacco Order 2005 and its Regulations 2007 since 1st June 2008; the Order and Regulations are currently being reviewed. With the assistance of the WPR Brunei Darussalam is currently developing its National Action Plan on Tobacco Plan.","Answer/report not provided"
"23","Bulgaria","As mentioned above The Ministry of Health is implementing the National program for the prevention of chronic non-communicable diseases 2014-2020. It was developed in accordance with the guidelines of the FCTC. Goals and objectives are in accordance with art. 5.1. and 5.2","As mentioned above this year we ellaborated the third issue of a National
Program for Tobacco Control 2011-2015. It is elaborated in accordance with
the guidance of FCTC. The goals and tasks are confomable to the guidance
of art.5.1. and 5.2. too.","As mentioned above this year we ellaborated the third issue of a National Program for Tobacco Control 2011-2015. It is elaborated in accordance with the guidance of FCTC. The goals and tasks are confomable to the guidance of art.5.1. and 5.2. too."
"24","Burkina Faso","Au titre de l’article 5.1 le Burkina Faso a élaboré son premier plan stratégique de lutte antitabac 2009-2013. Il est en plein processus d’évaluation dudit plan suivi de l’élaboration du prochain plan qui couvrira la période 2014-2018
Concernant l’article 5.2 le Burkina Faso a doté de moyens financiers la structure nationale de coordination sous l’appellation de comité nationale de lutte contre le tabac. Ce comité tient régulièrement ses deux sessions annuelles en 2013 dont l’une a eu lieu en mai 2013 e l’autre en septembre 2013. Le pays s’est doté également d’une Loi 040-2010/AN portant lutte contre le lutte contre le tabac et de trois décrets d’application de cette loi.","Le Burkina Faso a élaboré et disséminé depuis 2009 un plan stratégique national de lutte antitabac. Ce plan est actuellement entrain dêtre mis en œuvre à travers les plans opérationnels des régions et des districts sanitaires. Notre pays dispose dune loi portant lutte contre le tabac et de trois décrets dapplication de cette loi qui sont:
-décret N 2011-1050 /PRES/PM/MS/MEF du 30 décembre 2011 portant création attribution composition et fonctionnement du Comité national de lutte contre le tabac au Burkina Faso (CNLT) (annexe 5);
-décret N 2011-1052 /PRES/PM/MS/MEF du 30 décembre 2011 portant définition des lieux publics et transports en commun où il est interdit de fumer (annexe 6);
-décret N 2011-1051 /PRES/PM/MS/MEF du 30 décembre 2011 portant conditionnement et étiquetage des produits du tabac au Burkina Faso (annexe 7).
Aussi il est important de noter les autres acquis suisvants:
- tenue de sessions dorientation des acteurs du secteur de la santé sur le sevrage tabagique
- Elaboration de document de référence pour la formation sur la lutte antitabac
- Elaboration dun guide dinformation sur le tabac et le tabagisme
-Formation des prestataires de soins et des enseignants sur les stratégies de lutte antitabac
- Rencontre dinformation avec la presse sur le contenu de la loi antitabac et des décrets dapplication","Answer/report not provided"
"25","Burundi","Answer/report not provided","Nomination dun point focal national elaboration dun projet de Loi antitabac qui va être promulguée bientôt nous pensons élaborer un plan stratégique national de lutte contre le tabac.","Answer/report not provided"
"26","Cambodia","1-Developed National Strategic Plan on Tobacco Education and Reduction 2011-2015. 2- Developed smoke free policy in 16 government ministries/Institution including the National APSARA Authority-Smoke-Free Angkor sites. To compliance with FCTC article 8 (Protection from exposure to tobacco smoke) and referring to the recommendations of the Prime Minister in the Plenary Session of the Council of Ministers meeting dated 24 January 2014. the Minister of Health on 04 February 2014 issued a Circular on Measures for the Banning of Smoking and Blowing of Tobacco Products at workplaces and public places including all levels of educational institutions. outdoor and indoor public buildings. public transports. health facilities. nurseries. children parks. museums. cultural and historical sites. gas stations. and flammable areas. To implement this circular. directors. owners or managers of aforementioned places have to put no-smoking signs at the entrances of their places or any appropriate locations where they are clearly visible to the public. In case of violation. violators will be told to stop or to smoke outside the buildings. In case of incompliance or repetition. managers or owners of workplaces or public places shall cooperate with competent authorities to warn violators accordingly. Various dissemination workshops had been conducted. 3-Capacity building through conducting Training of Trainers on quit counselling. awareness on the harms of tobacco use training programs to provincial level. and relevant government ministries. Declare and establish indoor smoke free public areas such as schools. health facilities. pagoda. military. and other government ministries. 4-To compliance with FCTC Article 11 ( Packaging and labelling of Tobacco Products). the Council of the Ministers approved the Sub-Decree on Printing of Health Warning on Cigarette Packs which was signed by the Prime Minister on 20 October. 2009 with visible and 5 rotated text health warnings covering 30% of the bottom front and back of the pack. All cigarettte manufactueres and importers are required to print the health warnings on their cigarette packages effective August 2010. Several workshops/meetings/activities were organized by Ministry of Health (MoH) . Cambodia Movement for Health and other relevat NGOs partners together with WHO Cambodia in dissemination and enforcement of the the Sub-Decree on Health Warning. 5- To compliance with FCTC article 13 (Tobacco advertising. promotion and sponsorship). the Council of the Ministers approved the Sub-Decree on the measures for banning of Tobacco Product advertising which was signed by the Prime Minister on 24 February 2011 and came into effect on 24 August 2011. MoH together with WHO Cambodia and the Cambodia Movement for Health have actively worked on the dissemination and enforcement of the Sub-Decree. All tobacco billboards were removed before the deadline except ESSE billboards the KT & G manipulates the Sub Decree. On 8 November 2011 the 1st letter of warning by the Ministry of Health was sent to KT & G. the local distributor of ESSE and Zest. to order the company to fully comply with the Sub Decree and the billboards were removed two weeks later.With advocacy work and support from WHO Cambodia on 27 November. 2013 the Ministry of Health had issued the 2nd warning letters to the above 12 Tobacco Industries who are not yet fully comply with the Sub Decrees with 30 days of deadlines to take off and remove any violated materials as mentioned in the Sub Decrees and MoH Prakas. 6-Tobacco Tax Working Group (TTWG) which is chaired by the Secretary of State of MEF working forward to increase excise tax on tobacco product. Sub-Decree on reforming of Excise Tax Rate on cigarette products from 10% to 15% and Excise Tax Base from 65% to 90% signed by the Prime Minister on 26 March. 2014 and MEF and will come into effect on 1 July. 2014. Implement Sub-Decree on Health Warning. 7-Draft Sub-Decree on comprehensive ban of advertising. promotion and sponsorship of tobacco product. 8-Draft law on Tobacco Control. 9-Regular meetings of FCTC Secretariat and Inter-Ministerial Committee on Tobacco Control for Education and Reduction of Tobacco Use. 10-Advocacy for advancing the tobacco control policies such as sub-decree on health warning. on comprehensive ban of advertising. promotion and sponsorship of tobacco products. 11-Resource mobilizations for tobacco control activities in Cambodia.","1-Developed National Strategic Plan on Tobacco Education and Reduction 2011-2015
2-Developed smoke free policy in 11 government ministries Cambodia Red Cross
3-Capacity building throught conducting Training of Trainers on quit counseling awareness on the harms of tobacco use training programs to provincial level and revant government ministries.
4-Declare and establish indoor smoke free public areas such as schools health facilities pagoda military and other government ministries.
5-Sub-Decree on Health Warning was approved by Priminister and inter into efftect in July 2010.
6-Implement Sub-Decree on Health Warning.
7-Draft Sub-Decree on comprehensive ban of adertising promotion and sponsorship of tobacco product.
8-Draft law on Tobacco Control.
9-Regular meetings of the FCTC Secretariat and Inter-Ministerial Committee on Tobacco Control for Education and Reduction of Tobacco Use.
10-Advocacy for advancing the toabcco control policies such as sub-decree on health warning on comprehensive ban of advertising promotion and sponsoreship of tobacco products.
11-Resource mobilizations for tobacco control activities in Cambodia.","1-Developed National Strategic Plan on Tabacco Education and Reduction 2011-20152-Developed smoke free policy in 11 government ministries Cambodia Red Cross
3-Capacity buiding throught conducting Training of Trainers on quit counseling awareness on the harms of tobacco use training programs to provincial level and revant government ministries.
4-Declare and establish indoor smoke free public areas such as schools health facilities pagoda military and other government ministries.
5-Sub-Decree on Health Warning was approved by Priminister and inter into efftect in July 2010.
6-Implement Sub-Decree on Health Warning.
7-Draft Sub-Decree on comprehensive ban of adertising promotion and sponsorship of tobacco product.
8-Draft law on Tobacco Control.
9-Regular meetings of FCTC Secretariat and Inter-Ministerial Committee on Tobacco Control for Education and Reduction of Tobacco Use.
10-Advocacy for advancing the toabcco control policies such as sub-decree on health warning on comprehensive ban of advertising promotion and sponsoreship of tobacco products.
11-Resource mobilzations for tobacco control activities in Cambodia."
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Canada continues to make substantial progress in tobacco control. Smoking prevalence has decreased to an all-time low of 16%. down from 22% in 2001. The most significant reduction in smoking rates is among youth. aged 15-19 from 28% in 1999 to 11% in 2012.
The Federal Tobacco Control Strategy (FTCS) was introduced in 2001 as a 10-year. comprehensive. sustained and integrated Strategy to achieve significant reductions in disease and death due to tobacco use. The Government of Canada has renewed the policy authority of the FTCS for five years (2012-2017).

Since 2001. the role of the provincial and territorial governments in tobacco control has grown. All provinces and territories have major legislation and/or comprehensive tobacco strategies in place. and provincial/territorial investment in tobacco control has more than doubled. Health Canada focuses its anti-smoking efforts in core areas of federal responsibility to preserve the gains that have been realised and to continue downward trends in smoking prevalence. 

Key elements of the renewed FTCS include:

support to provincial and territorial cessation counselling services to support increased call volume and web counselling as a result of the display of the pan-Canadian quitline number and cessation web address on cigarette and little cigar packages;
support for a targeted number of on-reserve First Nations and Inuit communities to strengthen and implement tobacco control measures;
launching a marketing. awareness and outreach campaign focussed on cessation for young adult smokers;
continuing to verify compliance with the Tobacco Act. including labelling and minimum packaging requirements.;
contributing to international efforts to reduce tobacco use;
coordinating efforts with provinces. territories and other partners and stakeholders;
identifying and disseminating promising practices and lessons learned from previous funded projects to inform the tobacco control activities of partners; 
supporting a biennial survey that will continue to track tobacco use in Canada. as well as the use of other substances. by merging the Canadian Tobacco Use Monitoring Survey with the Canadian Alcohol and Drug Use Monitoring Survey; and.
supporting a core litigation. policy. and regulatory capacity.
The Public Health Agency of Canada will also provide funding for tobacco-related interventions that aim to reduce tobacco use as a chronic disease risk factor.","Canadas successful policy of enabling a strict regulatory environment that severely limits the tobacco industrys ability to use promotion to attract new smokers combined with programs that provide Canadians with information on the dangers of smoking has produced results. Between 2001 and 2010 smoking rates dropped from 22% to a lowest-ever 17%. The FTCS target of reducing the Canadian youth (aged 15-17) smoking rate to 9% was reached. This is the lowest smoking rate ever recorded for Canadian youth.
On September 22 2011 the Tobacco Products Labelling Regulations (Cigarettes and Little Cigars) came into force. These regulations introduce new and larger health warning messages including images targeting young people that cover 75 percent of the front and back of cigarette and little cigar packages to increase awareness of the health hazards associated with tobacco use. Manufacturers of tobacco products have a transition period of six months for implementation and must comply as of March 21 2012 while retailers have a transition period of nine months and must comply as of June 19 2012.The new labels also include a pan-Canadian toll-free quitline number and web that will link callers to provincial and territorial cessation services.
The Federal Tobacco Control Strategy was extended for one year until March 2012 to allow for the implementation of these recent initiatives and to explore new approaches for the future federal role in tobacco control. Health Canada launched an online stakeholder consultation on the future of tobacco control to provide a forum for public input. Health Canada is finalizing options for the future federal role in tobacco control.","Canada has made significant advancements post Group One reporting. New federal legislation The Cracking Down on Tobacco Marketing Aimed at Youth Act amends existing provisions in the Tobacco Act. The new provisions include banning flavours in cigarillos (little cigars) cigarettes and blunts (tobacco rolling papers) establishing a minimum package size of 20 for little cigars and blunt wraps and prohibiting tobacco advertising in publications.
To reference the Act visit:
http://www2.parl.gc.ca/HousePublications/Publication.aspx?Docid=4003270&file=4. 
Provincial and Territorial jurisdictions have introduced extensive Smoke-free legislation legislation banning retail displays and in some jurisdictions restrictions on the licensing of retail locations."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","-Loi Anti-tabac du 10 juin 2010; voir http://www.who.int/entity/fctc/reporting/Annex4_TobaccoControlAct_2010.pdf
- Elaboration dun document stratégique de politique nationale de lutte antitabac pour 2009-2013; voir http://www.who.int/entity/fctc/reporting/Annex2_Miscellaneous.pdf
 -Amorce de mise en place des unités de lutte Anti-tabac dans les établissements scolares en 2009; 
- Mise en place dun comité multisectoriel de lutte Anti-tabac en 2007;
- Implantation des panneaux de lutte Anti-tabac dans les axes centraux de la capitale NDjaména.","Answer/report not provided"
"31","Chile","El periodo 2012-2013 estuvo marcado por la aprobación en Chile de la nueva Ley 20.660 que modifica la Ley 19.419 de control de tabaco. Esta establece entre sus principales modificaciones:
- Ambientes cerrados 100% libres de humo de tabaco.
- Restricciones a fumar en espacios abiertos como recintos deportivos. colegios. universidades. parques nacionales.
- Prohibición de toda forma de publicidad.
- Aumento de advertencias de 2 a 6 que podrán rotar (50% de todos los productos)
- Obligación de tener un plan nacional de Educación Escolar en prevención de consumo de tabaco.
- Aumento de multas y simplificación del proceso de fiscalización.
La Oficina de Tabaco ha debido liderar la implementación de la nueva normativa. Se crea un Manual de Fiscalización para estandarizar los procesos y lenguajes de las distintas SEREMIS de Salud del país. Se realizan capacitaciones en el territorio nacional para el fortalecimiento de capacidades locales.","Answer/report not provided","Answer/report not provided"
