"","Party","2014 ","2012 ","2010 "
"64","Hungary","Answer/report not provided","for point 3.2.5.13: from emmission tar nicitine and carbone-monoxide shall be depicted on the packaging.","The Hungarian Authority for Consumer Protection carries out inspections in connection with the packaging and labelling of tobacco products. The number of the irregularities found was minimal. Please find attached the details in the files (attached for 3.2.5 and 3.2.7 and 3.3.2 points together)."
"65","Iceland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"66","India","To strengthen its enforcement. the  guidelines for implementation of these Rules operational guidelines have also been developed and circulated to states.","Answer/report not provided","Answer/report not provided"
"67","Iran (Islamic Republic of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"68","Iraq","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"69","Ireland","Answer/report not provided","Ireland is currently amending the Public Health Tobacco Acts to allow for the introduction of combined photo and text warning on all tobacco products.","Ireland is currently amending the Public Health Tobacco Acts to allow for the introduction of combined photo and text warning on all tobacco products."
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","The information on levels of TNCo is provided for cigarettes only.","Answer/report not provided","Answer/report not provided"
"72","Jamaica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"74","Jordan","Answer/report not provided","See Annex 12.","Answer/report not provided"
"75","Kazakhstan","RK Resolution number 1366 approved 12 of the images based on the experience of Thailand and Brazil. Copyright agreements signed with the Ministry of Health of Thailand and owners of Brazil and Russia.","Resolution of the RK ? 1366 approved the 12 images based on the experience of Thailand and Brazil. Copyright treaty signed with Thailand and ???????????????????????????? holders from Brazil and Russia.","Answer/report not provided"
"76","Kenya","Answer/report not provided","Answer/report not provided","We are in the process of implementing pictorial health warnings."
"77","Kiribati","Only the local manufacturers are not complying with this section in the Tobacco Control Act 2013. Most importers are complying with the Act. 
While the legislation requires pictorial warnings this measure has not yet been implemented.","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Currently considering introduction of pictorial health warnings at the level of the Gulf Cooperation Council (GCC).","Currently considering introduction of pictorial health warnings at the level of the Gulf Cooperation Council (GCC)."
"79","Kyrgyzstan","Answer/report not provided","In accordance with Art. 11 of the Law ? 175 list of pictorial warnings about the dangers of tobacco use were approved by the Orders of the MJ KR 26.09.2008 ? 187 and the Ministry of Health of 19.08.2008 ? 425. However they were canceled by other orders as the KR and MJ respectively from the Ministry of Health 12.01.2009g. Number 6 and April 20 2009 ? 200.","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Packaging and labeling on Tobacco Products
Article 33. Labels: Labels are texts determined by Government and printed on external sides of each packet pacel carton and case for showing to tobacco users.
Tobacco products distributed in the Lao PDR shall be printed labels mentioning the above clause.
Article 34. Health Warning: Health Warning are texts determined by Government and printed on the main front and back of each packet parcel carton and case of tobacco product to show to tobacco users that this product is dangerous and harmful to human health.
Tobacco products distributed in the Lao PDR shall be printed health warnings mentioning in the above clause.
Article 61. Measures towards viiolators: individuals or organizations violationg this Law especially reulations on production importation distribution sale-purchase prohibited smoking areas other prohibitions shall be educated warned disciplinary measures fined compensation for civil damages or criminal punishment depending on the gravity of violations.","Answer/report not provided"
"81","Latvia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"82","Lebanon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"84","Libyan Arab Jamahiriya","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"85","Lithuania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"86","Luxembourg","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"87","Madagascar","Tenu d’un atelier international à Madagascar pour les pays Africains francophones pour le partage d’expérience sur l’application de l’article 11 de la CCLAT en collaboration avec l’UNION et l’OMS pays.","Dans la section 3.2.5.14 / 11.3 ci-dessus seuls les paquets du produits du tabac comportent des mises en garde sanitaire en Francais et en Malagasy
Promulgation du decret N 2010 - 1008 du 14 decembre 2010 portant conditionnement et etiquettage des produits du tabac en vente à Madagascar","Answer/report not provided"
"88","Malaysia","Answer/report not provided","3.2.5.12: Malaysia is unable to grant a non-exclusive and royalty-free licence for the use of health warnings because the pictures that we use on our cigarette packs were all kindly granted to us by the Government of Singapore and Thailand.","Answer/report not provided"
"89","Maldives","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"90","Mali","Des réflexions se font autours des produits ne passant pas par l’industrie de tabac.","Pour ce qui est des produits du tabac importés ne passant pas par lindustrie du tabac malienne aucune disposition nationale ne peut être prise au niveau nationale en terme de surface de mise en garde et les textes sanitaires faisant mention des méfaits du tabac","Answer/report not provided"
"91","Malta","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"92","Marshall Islands","Answer/report not provided","Answer/report not provided","None"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Answer/report not provided","Answer/report not provided","Rotating pictorial warnings appear on cigarette packages cases and cartons. Cigar packs carry prescribed text messages only."
"95","Mexico","Answer/report not provided","La experiencia de México en el desarrollo de LAS con pictogramas no ha sido diferente de la que se ha documentado en otros países de la región de Latinoamérica y del resto del mundo. Destaca la consolidación de un grupo multidisciplinario de expertos que ha contribuido a construir la capacidad nacional necesaria para dar sustentabilidad al programa de LAS con pictogramas.
Los resultados obtenidos en la evaluación a través de grupos focales de las leyendas de advertencia sanitaria y de los pictogramas nos muestran que la información se consideró por la población como Relevante Significativa y con carácter Preventivo. Lo anterior se suma a lo expresado por los fumadores en relación con el hecho que los pictogramas y LAS los motivan a reducir el consumo de cigarrillos cuando no abandonarlo por completo siendo esto consistente con trabajos de la literatura científica que revelan que LAS con pictogramas logran reducir la demanda de productos de tabaco.
También resulta de interés el hecho que entre los fumadores se observó el reconocimiento de los efectos negativos para la salud así como la disposición al cambio de conducta en función de la relevancia de la información presentada en LAS con pictogramas. En México de acuerdo a la Encuesta Nacional de Adicciones 2008 los fumadores consumen en promedio 7 cigarrillos al día lo que representa una buena oportunidad de incidir ampliamente entre quienes consumen una cantidad moderada de cigarrillos y a quienes a través del empaquetado se les puede persuadir para evitar el consumo y cambiar de actitud. Actualmente se reconoce el potencial de LAS para promover cambios de conducta.
En contraparte el estudio preliminar de impacto para seleccionar las imágenes y LAS que contendría el proyecto mexicano muestra que aún subsiste entre algunos fumadores especialmente los más jóvenes la idea de que pueden dejar de fumar cuando ellos así lo decidan. De igual manera se observa cierta resistencia al cambio entre los fumadores que a pesar de reconocer los severos daños para la salud que implica el tabaquismo refieren que continúan fumando por los efectos placenteros que conlleva el tabaquismo. Lo anterior nos confirma la necesidad de continuar con el proyecto de comunicación para neutralizar creencias que obstaculizan la meta de informar mejor a los consumidores sobre los serios daños a los que exponen su salud por fumar o por inhalar el humo de tabaco ajeno así como la información referente a las propiedades adictivas de la nicotina.
Por otra parte en México en cumplimiento a la legislación nacional previo a la publicación de cualquier normativa regulatoria debe celebrarse el proceso de consulta pública en la que cualquier persona física o moral puede opinar. Al analizar el proceso de Consulta Pública del Proyecto de Acuerdo Secretarial para la incorporación de pictogramas y leyendas de advertencia al empaquetado y etiquetado de productos de tabaco en México se hace necesario llamar la atención","Una vez que los pictogramas y mensajes sanitarios se hayan publicado la Secretaría de Salud conducirá un estudio de focal ( focus group) para evaluar el impacto de los mismos .
Con base en el resultado del estudio de impacto de la Primera Ronda de las leyendas sanitarias y pictogramas dará inicio el proceso del diseño de las leyendas sanitarias y de los pictogramas que habrán de conformar el catálogo para la selección de la Segunda Ronda que habrá de incorporarse a partir del 25 de septiembre del 2011 al empaquetado y etiquetado de productos del tabaco."
"96","Micronesia (Federated States of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"97","Mongolia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"98","Montenegro","Answer/report not provided","Answer/report not provided","Beside to the public as amended in Law there is a name in the workspace"
"99","Myanmar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"103","Netherlands","3.2.5.4: Health warnings are not approved before production the Food and Consumer Safety Authority enforces compliance while the products are on the market.","Answer/report not provided","Answer/report not provided"
"104","New Zealand","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"105","Niger","Answer/report not provided","Référence: Article 4 de la Loi 2006-12","Answer/report not provided"
"106","Nigeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"107","Niue","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"108","Norway","An amendment to the Tobacco Control Act adopted in 2013 prohibits the sale of cigarettes in packets smaller than 20 cigarettes. The provision entered into force 1 July 2013 with a transition period of six months for distribution to retailers and additional six months for sale to consumers.
The pictorial health warnings are in line with the provisions in the EU directive on tobacco products 2001/37/EU.","Answer/report not provided","Answer/report not provided"
"109","Oman","Answer/report not provided","Answer/report not provided","Article (1) of the Ministerial Decree No. 39/2001 and is currently preparing health warnings and pictures of labeling of tobacco products"
"110","Pakistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"111","Palau","Answer/report not provided","RPPL 8-27 did not address Article 11 Packaging & Labeling.","Answer/report not provided"
"112","Panama","Answer/report not provided","Answer/report not provided","Planeamos diseñar durante el 2010 un juego de 10 advertencias con la finalidad de evitar los retrasos en la implementación de esta medida para los años 2011 y 2012."
"113","Papua New Guinea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"114","Paraguay","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"115","Peru","A través de la Resolución Ministerial Nº 469-2011-MINSA se aprobó la “Normativa Gráfica para el uso y aplicación de las advertencias sanitarias en envases. publicidad de cigarrillos y de otros productos hechos con tabaco”","Answer/report not provided","Answer/report not provided"
"116","Philippines","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"117","Poland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"118","Portugal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"119","Qatar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"120","Republic of Korea","In regard to the answer of 3.2.5.2 Korean government will restrict the labelling which possibly misleads the public from January 21 2015 pursuant to Article 25(5) of Tobacco Business Act (inserted January 21 2014). It states that manufacturers and importers should not use a false sense of any term sentence brand shape or signs on the packaging or advertising.
In regard to the answer of 3.2.5.13 According to the Article 25(2) of Tobacco Business Act Indication of Tobacco Ingredients it stated that the major contents in the smoke of one cigarette are indicated on the wrapping paper of each tobacco pack. The contents in the smoke are not tobacco constituents but its emissions.","Regarding 3.2.5.7 while a style and color of health warning is designated as gothic and complementary color respectively a size of font is not.","Answer/report not provided"
"121","Republic of Moldova","Answer/report not provided","question 3.2.5.2: Article 11(2) of the 2007 Tobacco Act. The law requires both general warnings and additional warnings. There are two general warnings (smoking kills; smoking seriously harms your health and those around you). These should rotate to ensure that each of them appears regularly in equal time intervals. 
There are 12 additional warnings (Article 11(2)(e) of the 2007 Tobacco Act). The rules of their rotation is the same as in the case of the two general warnings.
question 3.2.5.7: There is no explicit requirement in the legislation but requirements of Article 11(6) of the 2007 Tobacco Act allow for clarity legibility and good visibility.
questions 3.2.5.8 and 3.2.5.9: The general warning should occupy at least 30% of the side it is printed. In addition there is no requirement for the frame to be excluded from this 30% size of the warning itself. 
The additional warning is to be printed on the other main side and should be at least 40%.","Answer/report not provided"
"122","Romania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"124","Rwanda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","All tobacco products are imported from Italy and packages are the same of Italy.","All tobacco products are imported form Italy and packages are the same of Italy","All tobacco products are imported form Italy and packages are the same of Italy"
"130","Sao Tome and Principe","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"131","Saudi Arabia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"132","Senegal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"133","Serbia","No newly adopted or implemented legislative executive administrative or other measures since the latest report. However the development of the new Law on Tobacco has been in progress.","Affirmative answers are regulated by Law on Tobacco (Official Gazette of the Republic of Serbia No 101/05 90/07 i 95/10) articles 76 and 77. Regarding the answer to question 3.2.5.2 the Law bans the use of text names signs and symbolic and other representations in Serbian or in any other language suggesting that the tobacco product is less harmful than other tobacco products and especially the emphasis of the words low tar light ultra light mild and similar is forbidden on the packs and within the names of the brands of tobacco products. This list is indicative but not exhaustive. There are no expiry dates on tobacco packaging and labeling but there is no ban on the display of colours or other industry package design techniques or figures for emission yields on packaging and labeling. In response to the question 3.2.5.14 only health warnings must appear in the principal language of the country.
No newly adopted or implemented legislative executive administrative or other measures since the latest FCTC 2008 Report.","Affirmative answers are regulated by Law on Tobacco (Official Gazette of the Republic of Serbia No 101/05 90/07 i 95/10) articles 76 and 77. Regarding the answer to question 3.2.5.2 the Law bans the use of text names signs and symbolic and other representations in Serbian or in any other language suggesting that the tobacco product is less harmful than other tobacco products and especially the emphasis of the words low tar light ultra light mild and similar is forbidden on the packs and within the names of the brands of tobacco products. This list is indicative but not exhaustive. There are no expiry dates on tobacco packaging and labeling but there is no ban on the display of colours or other industry package design techniques or figures for emission yields on packaging and labeling. In response to the question 3.2.5.14 only health warnings must appear in the principal language of the country.
No newly adopted or implemented legislative executive administrative or other measures since the latest FCTC 2008 Report."
"134","Seychelles","Answer/report not provided","Answer/report not provided","The Seychelles National Tobacco Control Act 2009 includes provisions on the above mentioned items including health warnings >50% on the two main display areas of the tobacco packages and currently guidelines realted to the same including the text and pictures are being developed. The act also includes provisions on almot all above mentioned items but related regualtions are not yet developed."
"135","Sierra Leone","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"136","Singapore","Answer/report not provided","HPB have tabled measures to ban misleading labelling and limits regualtion as well as new graphic and text health warnings which have been passed by Parliament. The implementation date will be in 2013","Answer/report not provided"
"137","Slovakia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"138","Slovenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"139","Solomon Islands","Answer/report not provided","3.2.5.7 : to be referred to in the Regulations (under development)
3.2.5.10 : should be referred to in the Regulations ( in working progress)
3.2.5.11 & 3.2.5.12 : covered in Regulations ( under development)","3.2.5.7 : to be referred to in the Regulations (under development)
3.2.5.10 : should be referred to in the Regulations ( in working progress)
3.2.5.11 & 3.2.5.12 : covered in Regulations ( under development)"
"140","South Africa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
