"","Party","2014","2012","2010"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","The Ministry of Health continues to work with partners in the non-governmental health sector such as the Heart & Stroke Foundation of Barbados the Cancer Society and the National Committee for the Prevention of Alcohol and Drug Dependency as well as the governmental agency responsible for substance abuse education the National Council on Substance Abuse (NCSA) to educate the public on tobacco control issues. The majority of education in schools is conducted by the NCSA.","Ministry of Health continues to work with its partners including the National Council on Substance Abuse and the Heart & Stroke Foundation of Barbados to implement public education programmes","Answer/report not provided"
"13","Belarus","Information campaigns speeches health professionals and other interested government bodies in the media. Information about the dangers of tobacco consumption on health together with recommendations for those who want to quit smoking is located on the sites of health care organizations government authorities in the country annually antismoking campaign various competitions among youth tobacco category medical professionals advise the population on prevention of tobacco smoking and non- him information about the dangers of tobacco use for the human body is included in the curricula of school and university students the number of non-governmental organizations (including youth) which are aimed at the fight against tobacco use.","Information campaigns speeches health professionals and other interested bodies gostsudarstvennogo control the media. Information about the dangers of tobacco use to health together with recommendations for those wishing to quit smoking is placed on the websites of health organizations government authorities in the country annually anti-smoking campaign various competitions among the youth anti-smoking subjects medical professionals advise the population on prevention of tobacco use and refusal of a information about the dangers of tobacco use for the human body included in the curricula of schoolchildren students the number of public organizations (including youth) which are aimed at combating tobacco consumption.","Information about the dangers of tobacco consumption on health together with recommendations for smoking cessation available on the websites of health organizations government the countrys anti-smoking campaign held every year various competitions among the youth anti-smoking subjects medical professionals advise the population on prevention of tobacco use and withdrawal information about the dangers of tobacco use to the human body included in the curricula of students students the number of public organizations (including youth) whose activities are aimed at combating tobacco consumption"
"14","Belgium","Answer/report not provided","The federal fund against tobacco has a budget of 2 M€ per year and is financing each year different programmes against tobacco. Due to the competence on the federal autority lots of the programme are mainly cessation programs with some awareness raising aspects: unemployed cessation program raising awareness of pregnant woman program hospitalised patients cessation program training of health professionals.
On a regional level (e.g; the Flemish Community) authorities invest in primary prevention programs mainly in school settings and local communities and in additional cessation campaigns targeted at groups with low SES.","The federal fund against tobacco has a budget of 2 M€ per year and is financing each year different programmes against tobacco. Due to the competence on the federal autority lots of the programme are mainly cessation programs with some awareness raising aspects: unemployed cessation program raising awareness of pregnant woman program hospitalised patients cessation program training of health professionals.
On a regional level (e.g; the Flemish Community) authorities invest in primary prevention programs mainly in school settings and local communities and in additional cessation campaigns targeted at groups with low SES."
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","les méfaits du tabagisme figurent dans les manuels de lecture des écoliers de la classe de CE1 et CE2 au Bénin tous les campus universitaires possèdent des associations de lutte antitabac des émissions radios sont réalisées régulièrement sur les médias pour parler des méfaits du tabac sur la santé","Dans notre pays nous sommes entrain dexperimenter le protocole de prise en charge des MNT au niveau communautaire (WHO-PEN) qui prend en compte la sensibilisation sur la consommation du tabac tous les agents de santé et agents socio-communautaires y sont formés les journalistes ont une autre formation.","dans notre pays nous sommes entrain dexperimenter le protocole de prise en charge des MNT au niveau communautaire (WHO-PEN)qui prend en compte la sensibilisation sur la consommation du tabac tous les agents de santé et agents socio- communautaires y sont formés les journalistes ont une autre formation"
"17","Bhutan","The Bhutan Narcotics Control Agency and the Ministry of Health with support from WHO and the Royal Government of Bhutan have been communicating & educating on the harm and hazards of Tobacco Use of both print and broadcast media has been used on regular basis. 
Magazines and other local channels have also been used as a medium to disseminate anti-tobacco missions. Advocacy on ill effects were also conducted to the law enforcement officials during the training of trainers workshop and also to the focal person of law clubs and school guidance counsellors of the schools.
Tobacco control is also an agenda of the high level advocacy.
World No- tobacco day has been regularly observed with various activities.","Ministry of Health with support from WHO has been informing and educating on the harm and hazards of tobacco use. Use of both print and broadcast media has been used on a regular basis. Magazines and other local channels have also been used as a medium to disseminate anti-tobacco information.
Tobacco control is also an agenda of the high level advocacy
World No Tobacco days has been regularly observed with various activities.","Ministry of Health with support from WHO has been informing and educating on the harm and hazards of tobacco use. Use of both print and broadcast media has been used on a regular basis. Magazines and other local channels have also been used as a medium to disseminate anti-tobacco information.
Tobacco control is also an agenda of the high level advocacy.
World No Tobacco days has been regularly observed with various activities."
"18","Bolivia","Answer/report not provided","Información sensibilización de guías didácticas en la comunidad sobre la Ley 3029 control del consumo de tabaco 2012","Answer/report not provided"
"19","Bosnia and Herzegovina","On annual basis FMoH finance grants applications for preventive and health promotion projects applied by PHI health institutions educational institutions NGO patient''s associations related to topic of health and tobacco. Family medicine practitioners provide smoking prevention and cessation services and there are involved in training activities as well in campaigns. PHI has a significant role in WNTD campaigns and work closely with NGO in tobacco prevention and cessation promotion campaigns. By entity MoH initiated a need for enforcement of earmarking which is now in phase of approval by State Agency for taxation hopefully as a systematic measure for continual support for financing of health promotion campaigns in Bosnia and Herzegovina.
 Ministry of Health and Social Welfare of the RS provides main support of occasional different promotion campaigns performed mainly by Institute of Public Health in collaboration with primary health care/family medicine teams and NGO''s. There is a problem of lack of sustainable financial sources for comprehensive and continual nationwide tobacco control campaigns.","Ministry of Helath and Social Welfare of the Republic of Srpska and Ministry of Health of Federation B&H are main support of occasioanl different promotion campaigns performed mainly by entity Institutes of Public Health in collaboration with PHC and Family medicine and NGOs. Main problem is lack of suistanable financial sources for comprechensive and continual nationwide tobacco control campaigns
 There is a problem of lack of suistanable financial sources for comprechensive and continual nationwide tobacco control campaigns.","Answer/report not provided"
"20","Botswana","Answer/report not provided","Different means of communication is used to raise awareness to the public about tobacco use and its health effects. Workshops and campaigns are also used to disseminate information to the public. World No Tobacco Day is one of the major campaigns used to raise awareness.","Answer/report not provided"
"21","Brazil","Inclusion School based program (Saber Saude) as part of the National Program Health in School coordinated by Ministry of Health.
School Based Program ( Saber Saúde) launched the online training for teachers to address tobacco risks and tobacco control in schools of basic education and high school","Brazil develops comprehensive educational media campaigns on tobacco control dates and materials used to orient the regulation of smoking free areas in working places and health units and the smoking ban in public indoors places; and material to promote smoking cessation. Brazil develops a special program targeting children and teenagers which have been used by more than 15.000 schools. Some examples:
- Tobacco and Other Cancer Risk Factors Control Program (2006)
http://www.inca.gov.br/english/tobacco/programstate.pdf
- Comemorative Dates:
National Day Against Smoking (2011)
http://www.inca.gov.br/tabagismo/
World No Tobacco Day (2008)
http://www1.inca.gov.br/tabagismo/31maio2008/
- Campaign for smoking free places:
National Day Against Smoking (2009)
http://www1.inca.gov.br/tabagismo/29agosto2009/
http://www1.inca.gov.br/tabagismo/29agosto2009/materiais/folheto.pdf
- Smoking cessation:
Guide for public health departments to implement the smoking cessation program (2007)
http://www.inca.gov.br/tabagismo/publicacoes/plano_abordagem_sus.pdf
Campaign poster
http://www.inca.gov.br/tabagismo/publicacoes/Cartaz_Mundial_Grupo.pdf
Information for the population on how to quit smoking
http://www.inca.gov.br/tabagismo/frameset.asp?item=parar&link=oqueganha.htm
- Schools - Program Saber Saúde (knowledge and health):
http://www.inca.gov.br/atualidades/ano10_1/programas.html","Brazil develops comprehensive educational media campaigns on tobacco control dates and materials used to orient the regulation of smoking free areas in working places and health units and the smoking ban in public indoors places; and material to promote smoking cessation. Brazil develops a special program targeting children and teenagers which have been used by more than 15.000 schools. Some examples:
- Tobacco and Other Cancer Risk Factors Control Program (2006)
http://www.inca.gov.br/english/tobacco/programstate.pdf
- Comemorative Dates:
National Day Against Smoking (2011)
http://www.inca.gov.br/tabagismo/
World No Tobacco Day (2008)
http://www1.inca.gov.br/tabagismo/31maio2008/
- Campaign for smoking free places:
National Day Against Smoking (2009)
http://www1.inca.gov.br/tabagismo/29agosto2009/
http://www1.inca.gov.br/tabagismo/29agosto2009/materiais/folheto.pdf
- Smoking cessation:
Guide for public health departments to implement the smoking cessation program (2007)
http://www.inca.gov.br/tabagismo/publicacoes/plano_abordagem_sus.pdf
Campaign poster
http://www.inca.gov.br/tabagismo/publicacoes/Cartaz_Mundial_Grupo.pdf
Information for the population on how to quit smoking
http://www.inca.gov.br/tabagismo/frameset.asp?item=parar&link=oqueganha.htm
- Schools - Program Saber Saúde (knowledge and health):
http://www.inca.gov.br/atualidades/ano10_1/programas.html"
"22","Brunei Darussalam","Latest progress – 
Quit counsellors in every government health centres (polyclinics) are available to provide knowledge/education on dangers of smoking and benefits of quitting since 2013
Cinema adverts on the dangers of second hand smoke implemented since November 2013","The activities for Article 12 is implemented by the Health Promotion Centre (HPC). Apart from some anti-smoking activities (more info on: http://www.moh.gov.bn/hpc/about01.htm) The activities for Article 12 is implemented by the Health Promotion Centre (HPC). Apart from some anti-smoking activities (more info on: http://www.moh.gov.bn/hpc/about01.htm).","Answer/report not provided"
"23","Bulgaria","lang=bg-BG&newsid=3554&home=true
http://www.mh.government.bg/News.aspx","- There is an internet page of our National Tobacco Control Program - www.aznepusha.bg which ensure a broad access to informative and educational articles news in tobacco control policy forum for Bulgarian citizens an opportunity for consultation by e-mail: consultant@aznepusha.bg;
- There is a National Quitline 0700 10 323;
- The Ministry of Health produced 3 short fiction-documentary films for passive smoking parent smoking and smoking by pregnant women advertizements on thier basis and internet banners;
- During 2010/2011 realizes the third year in row a National School Competition The Project of my Class - for a Life without Tobacco 3 for all the school students fro 1-st to 12-th grade;
- There was realized a National Competition for water-paintings and art of paintings among school students from Art Schools and their paintings were published on school notebooks with the names of school authers. The notebooks were distributed all over the country;
- We have educated medical specialists in methods for quit consultations;
- All the 28-th Regional Health Inspectorates which work in 28-th administrative Bulgarian districts realized broad access to effective educational and public awareness programs on the health risks from tobacco consumption by the produced films from MoH internet manners advertisements booklets fact sheets flyers 28-th Consultative Quit Offices TV and radio Campaigns etc.","- There is an internet page of our National Tobacco Control Program - www.aznepusha.bg which ensure a broad access to informative and educational articles news in tobacco control policy forum for Bulgarian citizens an opportunity for consultation by e-mail: consultant@aznepusha.bg;
- There is a National Quitline 0700 10 323;
- The Ministry of Health produced 3 short fiction-documentary films for passive smoking parent smoking and smoking by pregnant women advertizements on thier basis and internet banners;
- During 2010/2011 realizes the third year in row a National School Competition The Project of my Class - for a Life without Tobacco 3 for all the school students fro 1-st to 12-th grade;
- There was realized a National Competition for water-paintings and art of paintings among school students from Art Schools and their paintings were published on school notebooks with the names of school authers. The notebooks were distributed all over the country;
- We have educated medical specialists in methods for quit consultations;
- All the 28-th Regional Health Inspectorates which work in 28-th administrative Bulgarian districts realized broad access to effective educational and public awareness programs on the health risks from tobacco consumption by the produced films from MoH internet manners advertisements booklets fact sheets flyers 28-th Consultative Quit Offices TV and radio Campaigns etc."
"24","Burkina Faso","Beaucoup de rencontres de sessions d’informations/formations à l’endroit des Hommes de médias des enseignants des élèves des agents de santé des leaders religieux et coutumiers des responsables administratifs et politiques ont été réalisées.","- Adoption de la loi n 040-2010/AN du 25 novembre 2010 portant lutte contre le tabac au Burkina Faso
- Elaboration et diffusion dun document de référence pour la formation sur la lutte antitabac
- Elaboration et diffusion dun document de référence sur le tabac et le tabagisme
- Reproduction et diffusion des affiches sur le corps du fumeur.","Answer/report not provided"
"25","Burundi","Answer/report not provided","Célébration régulière de la Journée Mondiale sans Tabac; organisation des atéliers médias sur la lutte antitabac création des clubs antitabac dans les écoles secondaires","Answer/report not provided"
"26","Cambodia","Raising awareness on the harm of tobacco use. and quit smoking counselling through training to health providers. school teachers. and sport persons and raising public awareness through radio talk show","Raising awareness on the harm of tobacco use and quit smoking counseling through training to health providers school teachers and sport persons and raising public awareness through radio talkshow.","Raising awareness on the harm of tobacco use and quit smoking counseling through training to health providers school teachers and sport persons and raising public awareness through radio talkshow."
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Reporting on activities prescribed in Section 3.2.6 presented challenges for Canada. Responsibility for education. communication. training and public awareness is shared between federal. provincial and territorial governments. While a number of activities have national application. there are some that are supported in select sub-national jurisdictions but not in others.
To accurately report activities under Article 12. Canada has responded in the affirmative in instances where activities take place. Activities that vary between sub-national jurisdictions are described in the following narrative. 
In response to question 3.2.6.2 of those jurisdictions that responded:
50% reported “Yes” for programs targeting men.
44% reported “Yes” for targeted programs for women and ethnic groups.
67% reported “Yes” for programs targeted at pregnant women.
In response to question 3.2.6.3 of those jurisdictions that responded:
50% reported “Yes” for delivering educational and public awareness programs by gender.
40% reported “Yes” based on cultural background.
In response to question 3.2.6.5 of those who responded:
67% of the respondents indicated that they have participation of private organizations in the development and implementation of intersectoral programs and strategies for tobacco control.
In response to question 3.2.6.7 of those who responded.:
91% reported “Yes” for community workers.
44% reported “Yes” for social workers.
10% reported “Yes” for media.
75% reported “Yes” for education.
50% reported “Yes” for decision makers.
40% reported “Yes” for administrators.","Reporting on activities prescribed in Section 3.2.6 presented challenges for Canada. Responsibility for education communication training and public awareness is shared between federal provincial and territorial governments. While a number of activities have national application there are some that are supported in select sub national jurisdictions but not in others.
To accurately report activities under Article 12 Canada has responded in the affirmative in instances where activities take place. Activities that vary between sub national jurisdictions are described in the following narrative. 
In response to question 3.2.6.2 of those jurisdictions that responded 50% reported Yes for programs targeting men 60% reported Yes for targeted programs for women and ethnic groups and that 60% reported Yes for programs targeted at pregnant women.
In response to 3.2.6.3 of those jurisdictions that responded 50% responded Yes for delivering educational and public awareness programs by gender and 50% reported Yes based on cultural background.
In response to 3.2.6.5 65% of the respondents indicated that they have participation of private organizations in the development and implementation of intersectoral programs and strategies for tobacco control.
In responding to section 3.2.6.7 on the targeting of training program of those jurisdictions who responded 90% reported Yes for community workers 40% for social workers 15% Yes for media 90% Yes for education 50% Yes for decision makers and 40% Yes for administrators.
A number of publications and programs have been developed/supported in implementing Article 12. Annex E provides a detailed description of programs supporting Article 12.","Reporting on activities prescribed in Section 3.2.6 presented challenges for Canada. Responsibility for education communication training and public awareness is shared between federal provincial and territorial governments. While a number of activities have national application there are some that are supported in select sub national jurisdictions but not in others.
To accurately report activities under Article 12 Canada has responded in the affirmative in instances where activities take place. Activities that vary between sub national jurisdictions are described in the following narrative. 
In response to question 3.2.6.2 of those jurisdictions that responded 60% reported No for targeted programs for men women and ethnic groups and that 60% reported Yes for programs targeted at pregnant women.
In response to 3.2.6.3 of those jurisdictions that responded 66% responded No for delivering educational and public awareness programs by gender and 75% reported No based on cultural background.
In response to 3.2.6.5 55% of the respondents indicated that they do not have participation of private organizations in the development and implementation of intersectoral programs and strategies for tobacco control.
In responding to section 3.2.6.7 on the targeting of training program of those jurisdictions who responded 70% reported Yes for community workers 40% for social workers 15% Yes for media 90% Yes for education 60% Yes for decision makers and 75% Yes for administrators.
A number of publications and programs have been developed/supported in implementing Article 12. Annex 4 provides a detailed description and web access as available."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","- Conception et émission des signalétigues de sensibilisation portant des mentions: un bâton de cigarette barré de trait rouge;
 - Interdiction de Fumer;
- Loi N 10/PR/2010/Portant Lutte Anti-tabac Promulguée par le Président de la Républigue Chef de lEtat IDRISS DEBY ITNO le 10 juin 2010. Ces signalétiques sont distribuées aux chefs de services administratifs et collées devant leurs portes. 
- Réalisater des émissions radiodiffusées et télévisées sur les méfaits du tabac.
- Célébration chaque année de la journée mondiale sans tabac pour informer éduquer sensibiliser et former sur le tabagisme","Answer/report not provided"
