"","Party","2014","2012","2010"
"11","Bangladesh","According to recent amended law 2013 sales to and by minor is prohibited.","The amendment proposal in favour of the question 3.3.2.4 3.3.2.9 and 3.3.2.11 is now under process of approval by the cabinet division of the government.","Answer/report not provided"
"12","Barbados","Legislation banning the sale of tobacco to minors was enacted in 2010 since that time the Ministry of Health continues to monitor compliance with the legislation and responds to requests for information to facilitate compliance.","Answer/report not provided","Answer/report not provided"
"13","Belarus","Answer/report not provided","No change.","Answer/report not provided"
"14","Belgium","Pas de changements concernant ces aspects depuis le dernier rapport","No changes in the relevant legislation in the past three last years. Sales to minors are still forbidden under 16. Sales through vending machines is permitted but the machine must be delock by an age coin that the buyer have to receive from the person responsible for the machine. In practice this means most of the machines are installed in bars.","No changes in the relevant legislation in the past three last years. Sales to minors are still forbidden under 16. Sales through vending machines is permitted but the machine must be delock by an age coin that the buyer have to receive from the person responsible for the machine. In practice this means most of the machines are installed in bars."
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"17","Bhutan","The law provide that no person in the country shall sell or distribute tobacco or tobacco products","Sales are not allowed in Bhutan and therefore are no legal sales in the country. The law provides no person in the country to sell or buy any tobacco or tobacco products.","The law provides no person in the country to sell or buy any tobacco or tobacco products."
"18","Bolivia","Answer/report not provided","El país a nivel subnacional está conformando comités de control y fiscalización a cargo de los Gobiernos Municipales Policía Nacional Aduana y Servicios Departamentales de Salud","Answer/report not provided"
"19","Bosnia and Herzegovina","New Tobacco Control Law in the Federation of B&H enforced in 2011 enforced ban of sale to minors under age of 18 in line with international recommendations and FCTC requirements. Trade inspection services and Ministry of trade are responsible for monitoring of law enforcement 
 Law on prohibition of sale and use of tobacco products to persons under the age of 18 of the Republic of Srpska defined all measures regarding the sales of tobacco to the minors.","Legal age limit for tobacco sale to minors is age of 18 in Republika Srpska 15 in the Federation of Bosnia and Herzegovina according enforced legislation. ( Ban of sale of tobacco products to minors under age of 18 is enforced in Republika Srpska since 2004 in the Federation of Bosnia and Herzegovina New Tobacco Control Law drafted by Federal Ministry of Health increase the legal age from 15 to 18)
Law on prohibition of sale and use of tobacco products to persons under the age of 18 of the Republic of Srpska defined all measures regarding the sales of tobacco to the minors.","Answer/report not provided"
"20","Botswana","Answer/report not provided","the draft tobacco control bill prohibit sale of single cigarettes and sale of tobacco products by street vendors.","Answer/report not provided"
"21","Brazil","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","Prohibition of sales to and by minors has been enforced since 2008 through the Tobacco Order 2005","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","The Tobacco and Tobacco Products Act
Article 30
(1) Tobacco products shall be sold by traders who hold a permit for the sale of tobacco products issued as per the terms and procedure laid down in the Excise Duties and Tax Warehouses Act. 
(2) The sale of tobacco products shall be forbidden:
1. within the territory of nursery and kindergartens schools school boarding houses medical and healthcare establishments;
2. to and by persons under 18;
3. with a broken consumer package except in cases of sale of manually rolled cigars;
4. without an invoice for the purchase of the tobacco products and a certificate of origin;
5. which do not meet healthcare requirements;
6. with defects which impair their consumer qualities;
7. without indication on the packaging of the mandatory consumer information in Bulgarian and the barcodes of the tobacco products of the Bulgarian or foreign producer;
8. without an excise band affixed thereto;
9. without statement of the prices of tobacco products at a place which is easily accessible to the customer and in an appropriate manner;
10. in bulk or by the piece and in open packages individual cigars or cigarillos without an excise band affixed thereto except in cases of sale of manually rolled cigars;
11. by vending machines for sale of tobacco products and from self-service counters.
12. for oral use;
13. if not compliant with the requirements for tar nicotine and carbon oxide contents;
14. in consumer packaging not compliant with the requirements for labelling marking and exterior design;
15. where the packaging contains text names trademarks or figurative or other signs defining a product as less harmful.
16. at sports and public events organized for children and pupils.
(3) Sale and marketing of tobacco products using information society services shall be prohibited.
(4) Production and sale of semi-manufactured products for filter cigarettes shall be prohibited.","Answer/report not provided","The requirements are adopted before 2007. No new requirements are adopted at the present."
"24","Burkina Faso","Answer/report not provided","Adoption de la loi n 040-2010/AN portant lutte contre le tabac le 25 novembre 2010 (chapitre IX)","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","L’absence d’une loi nationale constitue un frein à la mise en œuvre de cet article","Answer/report not provided","Answer/report not provided"
"28","Canada","In response to 3.3.2.5. while Canada does not have a federal prohibition. two Canadian territories. Yukon and Nunavut have legislation prohibiting candy or sweets that look like tobacco products. 
In response to 3.3.2.7. the federal Tobacco Act bans vending machines in public places except in a bar. tavern or beverage room that have a prescribed security mechanism.
Several provinces/territories go further. Ontario. Quebec. Nova Scotia. Prince Edward Island and Nunavut ban the sale of tobacco products through vending machines.","In response to 3.3.2.5 two Canadian territories Yukon and Nunavut have legislation prohibiting candy or sweets that look like tobacco products. In response to 3.3.2.7 the federal Tobacco Act bans vending machines in public places except in a bar tavern or beverage room and has a prescribed security mechanism.
Several provinces/territories go further. In Ontario Quebec NS PEI and Nunavut the sale of tobacco products through vending machines have been banned.","In response to 3.3.2.5 two Canadian territories Yukon and Nunavut have legislation prohibiting candy or sweets that look like tobacco products. In response to 3.3.2.7 regarding vending machines the federal Tobacco Act bans vending machines in public places except in bars.
Several provinces/territories go further. Ontario Quebec NS PEI and Nunavut have banned vending machines. So vending machines can remain legal in some parts of Canada."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","- Explication intensive de la loi à travers les médias sur la vente de la cigarette par les mineurs;
- Nous avons attiré lattention des parents qui laissent leurs enfants vendre les cigarettes.","Answer/report not provided"
"31","Chile","Ley 19.419 Art 4º Se prohíbe la venta de estos productos en aquellos lugares que se encuentren a menos de cien metros de distancia de los establecimientos de educación básica y media. La distancia se medirá desde cada puerta de acceso de los respectivos establecimientos. por aceras. calles y espacios de uso público.","En la actualidad se discute en el Parlamento Modificaciones a la Ley 19.419 que permitirá aumentar la distancia de venta de cigarrillos desde los establecimientos de educaciòn basica y secundaria a los puestos de venta. Además busca aumentar las sanciones a quienes proveen de tabaco a los menores.","Answer/report not provided"
"32","China","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"33","Colombia","En la Ley 1335 de 2009 se establecen. en el Capítulo I. disposiciones sobre la venta de productos de tabaco a menores de edad: 
Artículo 2°. Prohibición de vender productos de tabaco a menores de edad. Se prohíbe a toda persona natural o jurídica la venta. directa e indirecta. de productos de tabaco y sus derivados. en cualquiera de sus presentaciones. a menores de dieciocho (18) años. En caso de duda. soliciten que cada comprador de tabaco demuestre que ha alcanzado la mayoría de edad. 
Parágrafo 1°. Es obligación de los vendedores y expendedores de productos de tabaco y sus derivados indicar bajo un anuncio claro y destacado al interior de su local. establecimiento o punto de venta la prohibición de la venta de productos de tabaco a menores de edad. 
Este anuncio en ningún caso hará mención a marcas. empresas o fundaciones de empresas tabacaleras; ni empleará logotipos. símbolos. juegos de colores. que permitan identificar alguna de ellas. 
Parágrafo 2°. Las autoridades competentes realizarán procedimientos de inspección. vigilancia y control a los puntos de venta. local. o establecimientos con el fin de garantizar el cumplimiento de esta disposición. 
Parágrafo 3°. Se prohíbe el uso de máquinas expendedoras o dispensadores mecánicos de productos de tabaco. en lugares y puntos de venta en los cuales hay libre acceso de los menores de edad. 
Se debe garantizar que los productos de tabaco no sean accesibles desde los estantes al público sin ningún tipo de control. 
Artículo 3°. Con el objetivo de salvaguardar la salud pública y evitar el acceso de menores de edad al tabaco y sus derivados. prohíbase la fabricación e importación de cigarrillos en cajetillas o presentaciones que contengan menos de diez (10) unidades. Parágrafo. A partir de los dos (2) años siguientes a la vigencia de la presente ley se prohíbe la venta por unidad de productos de tabaco o sus derivados. 
Artículo 4°. Se prohíbe la fabricación y comercialización de dulces. refrigerios. juguetes u otros objetos que tengan forma de productos de tabaco y puedan resultar atractivos para los menores.","En la Ley 1335 de 2009 se establecen en el Capítulo I disposiciones sobre la venta de productos de tabaco a menores de edad:
Artículo 2 . Prohibición de vender productos de tabaco a menores de edad. Se prohíbe a toda persona natural o jurídica la venta directa e indirecta de productos de tabaco y sus derivados en cualquiera de sus presentaciones a menores de dieciocho (18) años. En caso de duda soliciten que cada comprador de tabaco demuestre que ha alcanzado la mayoría de edad. 
Parágrafo 1 . Es obligación de los vendedores y expendedores de productos de tabaco y sus derivados indicar bajo un anuncio claro y destacado al interior de su local establecimiento o punto de venta la prohibición de la venta de productos de tabaco a menores de edad. 
Este anuncio en ningún caso hará mención a marcas empresas o fundaciones de empresas tabacaleras; ni empleará logotipos símbolos juegos de colores que permitan identificar alguna de ellas. 
Parágrafo 2 . Las autoridades competentes realizarán procedimientos de inspección vigilancia y control a los puntos de venta local o establecimientos con el fin de garantizar el cumplimiento de esta disposición. 
Parágrafo 3 . Se prohíbe el uso de máquinas expendedoras o dispensadores mecánicos de productos de tabaco en lugares y puntos de venta en los cuales hay libre acceso de los menores de edad. 
Se debe garantizar que los productos de tabaco no sean accesibles desde los estantes al público sin ningún tipo de control.
Artículo 3 . Con el objetivo de salvaguardar la salud pública y evitar el acceso de menores de edad al tabaco y sus derivados prohíbase la fabricación e importación de cigarrillos en cajetillas o presentaciones que contengan menos de diez (10) unidades. 
Parágrafo. A partir de los dos (2) años siguientes a la vigencia de la presente ley se prohíbe la venta por unidad de productos de tabaco o sus derivados. 
Artículo 4 . Se prohíbe la fabricación y comercialización de dulces refrigerios juguetes u otros objetos que tengan forma de productos de tabaco y puedan resultar atractivos para los menores.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Le progrès accomplis c’est l’existence de la loi qui prend en compte tous ces items mais l’âge n’est pas déterminé. La loi interdit la vente de tabac et ses dérivés aux abords des établissements scolaires.","les produits du tabac ne sont plus distribués aux mineurs parce que cela fait parti de la publicité qui est interdite dans notre pays (voir note circulaire n 00392/MSP/CAB du 24 octobre 2006)","Answer/report not provided"
"36","Cook Islands","Retailers are aware and complying sales to and by minors","Most retail shops are in compliance with this Article however monitoring the extent of compliance is weak and needs to be strengthened","Most retailers are aware of the 2007 Tobacco Act and the requirement they have to comply"
"37","Costa Rica","La Ley 9028 contempla la prohibición de ventas a menores y por menores","Incluido en la nueva Ley.","Answer/report not provided"
"38","Côte d'Ivoire","L’avant-projet de loi prend en compte cet aspect.","Answer/report not provided","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","At the new amendment of the national legislation there is a provision for prohibiting the sale of cigarette individually or in small packets.","not any","not any"
"41","Czech Republic","The process of revision of the main relevant act (above mentioned act No. 379/2005 Coll.) started in 2013.This revision aims among others at strengthened enforcement (including enforcement of ban of sale of tobacco products to minors) improvement of legal clarity of some provisions etc. The draft bill which will replace act No. 379/2005 Coll. has already been under - under external consultation legislation procedure. Due to recent political changes in the Czech Republic (2nd half of 2013) the deadline for submission of the draft bill to the Government is postponed by the end of the year 2014.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","It is clearly laid down on Article No 29. of Law on Tobacco Control (Revised agenda) adopted in Nov 2011 and implemented.","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","In 2004 the Parliament enacted a law prohibiting sale of tobacco products to minors under 16 years old. In 2008 the age limit was lifted to the age of 18. In 2013 the Parliament revised the law banning sale of tobacco products to young people under 18 with the aim to strengthen the enforcement measures.","No formal changes has been made since last report. The government has just decided to exeed the fines for violating the law as we have some problems with compliance.","The legal age for sales of tobacco product to minors has been raised from 16 to 18"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Sensibilización a los propietarios de tiendas y micro mercados en la no venta de productos de tabaco a los menores de edad por parte de estudiantes de las Universidades.
Está planteado al Ministerio de Educación que los estudiantes del segundo año de bachillerato realicen dentro del Programa de Prevención. la sensibilización y veeduría de la no venta de cigarrillos a menores de 18 años por parte de los propietarios de las tiendas. 
Entrega de la Ley Orgánica para la Regulación y Control del Tabaco a los propietarios de tiendas y micro mercados como parte de la campaña de sensibilización.
Durante los operativos de monitoreo y control de la aplicación de la Ley Orgánica para la Regulación y Control del Tabaco que se realiza de manera conjunta entre el Comisario de Salud. Intendente de Policía. Policía Nacional se incluye a tiendas y micro mercados el cumplimiento del Art. 14.- Prohibiciones respecto de menores de 18 años.","En estos últimos años sehan conseguido cambios moderados en la no venta a menores se ha sensibilizado a los dueños de las tiendas para que no se venda a los menores. Se ha implemenatado un Proyecto piloto con los estudiantes universitarios para que ellos sean veedores en sus respectivos barrios en la no venta a menores los jóvenes están encargados de monitorear el que no se venda a menores y que los padres de familia no envien a sus hijos menores de edad a comprar cigarrillos en las tiendas.","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","La ley nacional contempla la prohibición de la venta de productos de tabaco a personas menores de 18 años; no obstante. los vendedores no siempre cumplen fielmente esa disposición. El FOSALUD ha iniciado las inspecciones a los establecimientos y puestos de venta para asegurar que se este cumpliendo esta prohibición. pero no tiene capacidad completa para controlar las ventas ambulantes de personas naturales que trabajan en el sector informal. FOSALUD colabora con el MINSAL. ISSS y la Policia Nacional Civil para vigilar el cumplimiento de los articulado de la ley en la medida de sus capacidades","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","no changes since the last report","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","On 23 November 2009 the European Commission presented a report on the implementation of the Council Recommendation of 2 December 2002 on the prevention of smoking and on initiatives to improve tobacco control (2003/54/EC). The report concludes that implementation varies among EU Member States but overall the recommendation has been satisfactorily implemented by the EU Member States."
"51","Fiji","Answer/report not provided","Tobacco Control Decree 2010: Part 5-Restrictions on Sale and Smoking of Tobacco Products; 13 (1)(a) A person must not-sell or supply any tobacco product to a person under the age of 18 years; (b) purchase a tobacco product for the use of a person under the age of 18 years.(2) A person retailing in tobacco products must- (a) place a clear and prominent notice inside the retail outlet notifying on prohibition of sale tobacco products to any person under 18 years old and (b) prior to selling a tobacco product to any person suspected to be under the age of 18 years must request for a document of identification.","Answer/report not provided"
"52","Finland","Under Section 10 of the Tobacco Act which entered into force on 1 October 2010 a person selling tobacco products must be aged at least eighteen years. However a person younger than that may sell tobacco products if the sale takes place under the supervision of a person aged over eighteen.
Under Section 8 a of the Tobacco Act which entered into force on 1 January 2012 displaying tobacco products and their trademarks in retail sale facilities for tobacco tobacco products substitute tobacco tobacco imitations and smoking accessories is forbidden.
Under Section 10 a of the Tobacco Act it is forbidden to sell tobacco products from automatic vending machines. The ban enters into force on 1 January 2015. Until then tobacco products may be sold from automatic vending machines only where such sales are under supervision. An automatic vending machine shall be placed so that its use can be monitored continuously. The placing and supervision of the use of an automatic vending machine is the responsibility of the owner proprietor or responsible manager of the premises where the vending machine is placed or an employee designated to perform this task.","Under Section 10 of the Tobacco Act which entered into force on 1 October 2010 a person selling tobacco products must be aged at least eighteen years. However a person younger than that may sell tobacco products if the sale takes place under the supervision of a person aged over eighteen.
Under Section 8 a of the Tobacco Act which entered into force on 1 January 2012 displaying tobacco products and their trademarks in retail sale facilities for tobacco tobacco products substitute tobacco tobacco imitations and smoking accessories is forbidden.
Under Section 10 a of the Tobacco Act it is forbidden to sell tobacco products from automatic vending machines. The ban enters into force on 1 January 2015. Until then tobacco products may be sold from automatic vending machines only where such sales are under supervision. An automatic vending machine shall be placed so that its use can be monitored continuously. The placing and supervision of the use of an automatic vending machine is the responsibility of the owner proprietor or responsible manager of the premises where the vending machine is placed or an employee designated to perform this task.","Question 3.3.2.6
- Please notice that it is proposed in a Govenrment bill (180/2009) that the sell of tobacco products from vending machines would be prohibited. 
Question 3.3.2.11 
- Please notice that it is proposed in a Government bill (180/2009) that the sales of tobacco products by minors would only be allowed if the sales act is continuously supervised by an adult."
"53","France","RAS pour 2012 et 2013","Answer/report not provided","La loi n 2009-879 du 21 juillet 2009 déjà mentionné a porté de 16 à 18 ans linterdiction de vente de tabac aux mineurs."
"54","Gabon","Le seul progrès c’est la promulgation de la loi antitabac (article 22 de la loi qui concerne la vente de produits du tabac aux mineurs).","Pas de progès en ce qui concerne la vente aux mineurs facilité par la vente à lunité dans les kiosques et petites boutiques","Answer/report not provided"
"55","Gambia","TOBACCO SALE TO MINOR IS CAPTURED IN THE TOBACCO POLICY BUT IS YET TO BE ENACTED","Answer/report not provided","Answer/report not provided"
"56","Georgia","According to current national tobacco control law above listed prohibitions are in place but enforcment of this law is weak and is often infrindged with no adequate response due to the weak mechanism of enforcing administrative offense code which has relevant provisions on sanctions for each type of infringment. 
Amendment to administrative offense code has simplified the penalizing mechanisms but it is not passed in the parliament yet.","According to law above listed prohibitions are in place but there is no actual implementation.","Answer/report not provided"
"57","Germany","As part of an intensive education and information work the federal government has been conducting projects and campaigns for the purpose of effective compliance with the youth protection law prohibitions. In addition the federal government supports numerous prevention activities in particular to prevent problematic consumption patterns of children and adolescents.","Answer/report not provided","The legal age is now 18 since 2007."
"58","Ghana","Answer/report not provided","Minors are not allowed to sell alcohol and tobacco","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","This section is addressed in our draft legislations which have not yet been made into law. 
Most point of sale for tobacco products do have notice prohibiting sale to minors and tobacco products are not sold on open shelves. 
Presently there are not tobacco vending machines in country","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","El código de Salud contiene normas cuya emisión es anterior al último informe enviado en la cual existe prohibición expresa sobre la venta de cigarros por menores y para menores actividad que es sancionada con multa.","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","Honduras ha presentado enormes avances de protección a la salud. de menores de 21 años con la implementación de la prohibición de compra y venta de productos derivados de tabaco.","A partir de la entrada en vigencia de La Ley para el Control del Tabaco los articulos (16 venta a menores 55 venta al menudeo 56 sancion por uso de menores en actividad a menores en actividad de venta 57 sancion por empleo de menores art 15 prohibicion articulos que simulan productos de tabaco","A partir de la entrada en vigencia de La Ley para el Control del Tabaco los articulos (16 venta a menores 55 venta al menudeo 56 sancion por uso de menores en actividad a menores en actividad de venta 57 sancion por empleo de menores art 15 prohibicion articulos que simulan productos de tabaco"
"64","Hungary","In September 2012 the Parliament adopted the Act on „Reducing Smoking Prevalence among Young People and Retail of Tobacco Products”. also known as the “Tobacco Shop Law”. In consequence of the Act. selling of tobacco products can only be permitted in supervised tobacco stores. where only adults above 18 can purchase. The aim of the Act is to restrict the widespread availability and presence of tobacco products in order to promote tobacco control among young people. furthermore to supply smokers with tobacco products professionally and satisfyingly in compliance with consumer protection rules. thereby to prevent the illegal trade of tobacco products.
As a result of the Act. from 1st July 2013. tobacco products can only be purchased in 7000 supervised tobacco stores with concession. instead of in more than 40 000 shops all over the country before. At retail. young people need to be prevented from buying tobacco products as much as possible. If there is a doubt about the age of the customer. the retailer must check the documents proving the age of the customer. In case of contravening these requirements. the consumer protection agency can impose a fine on the tobacco product retailer. 
On the outer walls of the tobacco store it is prohibited to display any picture or visualization relating to tobacco products or smoking. As a result of these measures. purchasing tobacco products has become more difficult for young people. 
Results of Youth Surveys in 2012 and 2013
The youth surveys in 2012 and 2013 were conducted within the WHO Global Youth Tobacco Survey (GYTS). Respondents of the surveys were pupils in the 7th. 8th and 9th grades in the age group of 13-15. 
In 2012 the rate of current – both daily and occasional – smokers was 27%; 31% of boys and 25% of girls smoked. This rate decreased by 3% in 2013. The decrease was observed among boys: the rate of current smokers among boys fell to 24% by 2013 and there was no change among girls.
In 2012. 7% of the age group of 13-15 were daily smokers. that is. 9% of boys and 5% of girls. The rate of current smokers among young people rose to 9% by 2013. The increase was 1% among boys and 2% among girls.
In 2012. 45% of young people bought cigarettes in shops; this rate decreased significantly to 20% by 2013. In 2012. 43% of young people were not prevented by shop assistants in service from buying cigarettes because of their age. this rate unfortunately increased by 2013: 50% of the age group of 13-15 were not refused during service because of their age.
The Adult Tobacco Survey 2013 contains that 58% of the smokers said. that it is more or much more difficult to buy a tobacco product than before decreasing the number of the tobacco-selling places.
Four important measures on tobacco control implemented since 2012 in Hungary:
smoking ban in enclosed air space public places and in some of the open air space places. the significant tax increase on cigarettes. the warnings combined with pictures on cigarette packages and the drastic decrease in the number of stores selling tobacco products.
A significant decline of the prevalence among adults and slight decline of the prevalence among the youth occurred related to the four measures.
The reduction of the number of smokers is expected to help reduce tobacco related morbidity. mortality and tobacco related economic and social burden.","No further steps have been made in the implementation of Article 16. in the reporting period.","The sale of tobacco products form vending machines is prohibited from 1st September 2006."
"65","Iceland","Results showed through randomized control system done by town council near Reykjavik for many years that young people can buy tobacco to some extent.
This is one priority to consider when making new official tobacco policy in tobacco control in Iceland","Results showed through randomized control system done by town council near Reykjavik for many years that young people can buy tobacco to some extent.
This is one priority to consider when making new official tobacco policy in tobacco control in Iceland.","Answer/report not provided"
"66","India","State Governments have been encouraged to adapt the ''Tobacco Free Schools'' Guidelines. The Education ministry has also directed all states to implement these guidelines.
A guideline for implementation of the rules has also been developed and dessiminated to all the states. 
State Governments have been encouraged to organize sensitisation programmes for law enforcers. 
Some of the states have used innovative strategies like partnering with corporate for display of the signages at point of sale.
Many educatioal institutions/univertities/colleges are sub-national level are declaring themselves tobaccofree.","The revised Rules relating to prohibition on sale of tobacco products to and by minors has been notified vide G.S.R. 619 (E) dated 11th August 2011 and implemented w.e.f 11th August 2011. The rules provide for placement of board at point of sale containing health warning along with pictorial depiction of ill effects of tobacco. Further it also lists the officers who can initiate action on violation of the Rules. 
Government has developed Tobacco Free Schools Guidelines which have been adapted by Central Board of Secondary Education. The Education ministry has also directed all states to implement these guidelines.
A guideline for implementation of the rules has also been developed and dessiminated to all the states. 
A series of public notice was published in the leading national and regional dailies to create awareness about the revised Rules.
A series of State Level Advocacy workshop have been organised all over the country to sensitise law enforcers.
Some of the states have used innovative strategies like partnering with corporates for display of the signages at point of sale.
Many educatioal institutions/universities/colleges at sub-national level are declaring themselves tobaccofree.","A series of advocacy workshops have been carried out all over the country in the last two years to spread awareness and sensitize law enforcers on the provisions under the law for effective implemenation.
State and substate level cells have also been created to monitor the implementation.
The communications have been sent by the central govt to all states for undertaking measures for effective implementation of this provision."
"67","Iran (Islamic Republic of)","Sale or supply of tobacco to persons under eighteen years or by these individuals is prohibited in Article 12 of the national comprehensive tobacco control Act. 
Any violation of this Article sentenced includes seizing offenders'' products relevant fine. Subsequently in Article 16 of this Act with regard to financial constraints among the youth especially students to make it difficult to purchase tobacco products by this group of people and other vulnerable groups of society economically it is stipulated the vendors are required to supply complete packages of tobacco products and the supply and sale of tobacco products in opened packages is banned. 
In Article 10 on the executive bylaw of the national tobacco control law selling tobacco products through the Internet and automatic vending machines is banned. To accurate performance Article 12 of the comprehensive tobacco control law in Article 11 of its executive bylaw tobacco seller in case of any suspicion is required to ask buyer''s identification card confirming he/she has at least (18) years old.	 
Given the establishment of the environmental health operating center and providing the necessary platform for community participation in reporting violations from health regulations through the supervision system in the 
Environmental and Occupational Health Center at the country level it is possible that any health violations including violations related to the tobacco control are followed-up in the shortest possible time.","Sale or supply of tobacco to persons under eighteen years or by these individuals is prohibited in Article 12 of the national comprehensive tobacco control Act. 
Any violation of this Article sentenced includes seizing offenders products relevant fine. Subsequently in Article 16 of this Act with regard to financial constraints among the youth especially students to make it difficult to purchase tobacco products by this group of people and other vulnerable groups of society economically it is stipulated the vendors are required to supply complete packages of tobacco products and the supply and sale of tobacco products in opened packages is banned. 
In Article 10 on the executive bylaw of the national tobacco control law selling tobacco products through the Internet and automatic vending machines is banned. To accurate performance Article 12 of the comprehensive tobacco control law in Article 11 of its executive bylaw tobacco seller in case of any suspicion is required to ask buyers identification card confirming he/she has at least (18) years old.	 
Given the establishment of the environmental health operating center and providing the necessary platform for community participation in reporting violations from health regulations through the supervision system in the 
Environmental and Occupational Health Center at the country level it is possible that any health violations including violations related to the tobacco control are followed-up in the shortest possible time.","Answer/report not provided"
"68","Iraq","Answer/report not provided","Answer/report not provided","Answer/report not provided"
