"","Party","2014","2012","2010"
"11","Bangladesh","A multisectoral national taskforce committee for tobacco control has been formed. Under the Ministry of Health & Family Welfare National Tobacco Control Cell (NTCC) has been establish in 2007. The amended tobacco control law 2013 also endorsed NTCC as the focal institution for tobacco control in Bangladesh. Moreover in Health Population Nutrition Sector Development Program (HPNSDP) 2011-2016. Tobacco Control has been taken as a important means of NCD control strategy.","A multisectoral national taskforce for tobacco control has been formed. Under the Ministry of Health & Family Welfare National Tobacco Control Cell (NTCC) has been established in 2007. Moreover in Health Population Nutrition Sector Development Programme (HPNSDP) 2011-2016 Tobacco control has been taken as an important means of NCD control strategy.","Deputy Secretary (WHO) and Programme Manager for Tobacco Control National Tobacco Control Cell (NTCC) Ministry of Health & Family Welfare Govt. of Bangladesh.
The National Tobacco Control Cell (NTCC) has been established in March 2007 under the auspices of the Ministry of Health and Family Welfare (MOHFW) with the objective of coordinating and implementing national policy and plan of action for tobacco control activities in Bangladesh. Its task is to curb tobacco use in Bangladesh through steering all tobacco control activities in the country by government non-government and international organizations. It is headed by the Joint Secretary (Public Health and WHO) of MOHFW. Day-to-day supervision is being done by coordinator of the cell the Deputy Secretary (WHO) of MOHFW.
A National Task Force to implement the Smoking and Usage of Tobacco Product (Control) Law 2005 was established by the MOHFW and is operational since 2007. The task force comprises of senior level representatives from the majority of government ministries. In addition to these the following government agencies and civil organizations are represented: National Board of Revenue Narcotics Control Department WHO Bangladesh Medical Association Bangladesh Medical and Dental Council Bangladesh Bar Council National Press Club National Cancer Research Institute and Hospital National Institute of Heart Disease and Hospital Bangladesh Anti-Tobacco Alliance and the Tobacco Control Organization. 
The executive order establishing the task force also identifies its duties including measures to: 
o	attain the objectives of the 2005 Act;
o	formulate guidelines to reduce tobacco use;
o	develop regulations concerning areas covered by legislation;
o	improve public awareness on the effects of tobacco use and tobacco control measures taken;
o	conduct research and surveys;
o	evaluate reports on the content of tobacco products as provided by importers;
o	arrange for training programmes on tobacco control for government and non-government officials;
o	oversee the programmes run by the National Tobacco Control Cell (see later);
o	help tobacco growers to shift to alternative crops;
o	prevent deleterious environmental impact of tobacco cultivation;
o	identify financial resources for tobacco control;
o	co-opt new members if necessary.
District and sub district (upazila) task forces have also been called upon with their spheres of duties described in the Strategic Plan. They should coordinate the implementation of the 2005 Act at their levels and report back to the National Tobacco Control Cell."
"12","Barbados","Senior Medical Officer of Health responsible for NCDs is the focal point for tobacco control along with the Health Promotion Unit. The National NCD Commission provide gives directional support and guidance to the national effort in tobacco control.","Senior Medical Officer of Health responsible for NCDs is the focal pointfor tobacco control along with the Health Promotion Unit","Answer/report not provided"
"13","Belarus","National Coordinator for Tobacco Control - Naroychik Lyudmila K. - deputy chief physician of the ''National Centre of Hygiene Epidemiology and Public Health '' Republican divisions of Healthcare Organizations Interagency Council on Healthy Lifestyles Ministry of Health of the Republic of Belarus.","National Coordinator Square Tobacco Control - Yury Fedorov First Deputy Chief Medical Officer Head of Department of Hygiene Epidemiology and Prevention of the Ministry of Health of the Republic of Belarus the structural units of the Republican health care organizations the Interagency Council on the formation of a healthy lifestyle at the Ministry of Health Bedarev","National Coordinator of the Ministry of Health of the Republic of Belarus the structural units of the Republican health care organizations the Interagency Council on healthy lifestyles at the Ministry of Health Bedarev a national e"
"14","Belgium","Le point focal fait partie du ministère fédéral de la santé 
L’unité de contrôle tabac du ministère de la santé regroupe 20 contrôleurs
Une cellule générale drogues est en place. Elle a pour but de coordonner les politiques en matière de drogues illégales d’alcool et de tabac. Toutes les autorités compétentes en la matière y sont représentées.","The focal point for tobacco control is part of the federal ministry of health.
The tobacco control unit of the Ministry of Health have been reinforced by increasing the number by 6 inspectors. The total number of inspectors is now reaching 24.
A General Drugs Policy Cell have been set up. It deals with illicit drugs alcohol and tobacco and all autorities that have competence link with these problems are represented. Its objectives a better coordinated policy in the field.","The focal point for tobacco control is part of the federal ministry of health.
The tobacco control unit of the Ministry of Health have been reinforced by increasing the number by 6 inspectors. The total number of inspectors is now reaching 24.
A General Drugs Policy Cell have been set up. It deals with illicit drugs alcohol and tobacco and all autorities that have competence link with these problems are represented. Its objectives a better coordinated policy in the field."
"15","Belize","National Drug Abuse Control Council Ministry of Health","Answer/report not provided","Answer/report not provided"
"16","Benin","le point focal tabac est basé dans le Programme National de Lutte contre les Maladies Non Transmissibles et relève du service de la Réglementation Sanitaire et de la Promotion de la Santé","Le Point Focal est basé au Programme National de Lutte Contre les Maladies Non Transmissible au sein du Ministère de la Santé","Le Point Focal est basé au Programme National de Lutte Contre les Maladies Non Transmissible au sein du Ministère de la Santé"
"17","Bhutan","The Bhutan Narcotics Control Agency serves as a secretariat to the tobacco Control Board of Bhutan and ensures the implementations of the provisions of the Tobacco Control Act in close collaboration with its relevant stakeholders.","Tobacco Control Office under Bhutan Narcotic Control Agency serves as the Secretariat to the Tobacco Control Board and implements the provision of the Tobacco Control Act of Bhutan 2010 in close coordination with relevant implementing agencies.","Tobacco Control Office under Bhutan Narcotic Control Agency serves as the Secretariat to the Tobacco Control Board and implement the provision of the Tobacco Control Act of Bhutan 2010 in close coordination with relevant implementing agencies."
"18","Bolivia","Answer/report not provided","La unidad encargada de control de tabaco se denomina programa de prevención de consumo de drogas lícitas e ilícitas depende del área de salud mental de la unidad de promoción de la salud y ésta última de la Dirección de Promoción de la Salud del Ministerio de Salud y Deportes.","Answer/report not provided"
"19","Bosnia and Herzegovina","MoCA established a national co-ordination group for tobacco control issues and FCTC implementation procedures composed from health professionals as entity focal points for tobacco control and some NGO''s. Entity focal points for tobacco control (both for Federation of B&H and Republika Srpska are nominated formally by entity MoH 
Republic of Srpska''s Tobacco control focal point is nominated by Ministry of Health and Social Welfare of the Republic of Srpska. Within this Ministry Department for Public Health International Cooperation and European Integration is responsible for tobacco control activities. Also Republic of Srpska adopted Policy for Improvement of Health of the Population in the Republic of Srpska by the year 2020 where control of non-communicable diseases shall be intensified through implementation the WHO Framework Convention on Tobacco Control and Gaining Health-the European Strategy for the Prevention and Control of Non-communicable Diseases too","Entity Tobacco control focal points (seperately for Republika Srpska and the Federation of Bosnia and Herzegovina ) are nominated by Ministry of Helath and Social Welfare of the Republic of Srpska and Ministry of Health of Federation B&H Ministry of Civil Affairs of Bosnia and Herzegovina recently established a intersectorial National working group for implementation of FCTC.","Answer/report not provided"
"20","Botswana","Answer/report not provided","The focal point and tobacco control unit are in the Ministry of Health.","Answer/report not provided"
"21","Brazil","The National Cancer Institute (INCA). body under the Ministry of Health. is responsible for implementing the National Tobacco Control Policy and works together with focal points at State Secretariats of Health in the 26 states and the Federal District. INCA is also in charge of coordinating the Executive Secretariat of the National Commission for the Implementation of the Framework Convention for Tobacco Control (CONICQ). This Commission was created by a Decree of the President of Brazil and is integrated by representatives of 18 different Ministries of the government. It is chaired by the Minister of Health.","The National Commission for Implementation of the FCTC (CONICQ) is the coordinating mechanism of the National Tobacco Control Policy. This comission was created by a Decree of Brazils President and is integrated by 16 ministries. It is chaired by the Minister of Health and INCA coordinates its Executive Secretariat.
INCA is also the tobacco control unit responsible for the MoH Tobacco Control Program which develops educational actions (through some community channels such as workplaces schools and health care units). The program has an descentralized structure with representatives (focal points) based in all States Secretariats of Health and in the Federal District.
More information can be found in the following publication (published in 2006): http://www.inca.gov.br/english/tobacco/programstate.pdf","The National Commission for Implementation of the FCTC (CONICQ) is the coordinating mechanism of the National Tobacco Control Policy. This comission was created by a Decree of Brazils President and is integrated by 16 ministries. It is chaired by the Minister of Health and INCA coordinates its Executive Secretariat.
INCA is also the tobacco control unit responsible for the MoH Tobacco Control Program which develops educational actions (through some community channels such as workplaces schools and health care units). The program has an descentralized structure with representatives (focal points) based in all States Secretariats of Health and in the Federal District.
More information can be found in the following publication (published in 2006): http://www.inca.gov.br/english/tobacco/programstate.pdf"
"22","Brunei Darussalam","National coordinating mechanism (established in 2009) includes the various agencies and ministries relevant to tobacco control and is chaired by the Minister of Health; the focal point for tobacco control is under the Ministry of Health.
Prior to 2012 a specific tobacco control unit was in existence. However with the enforcement of a very stringent tobacco control laws and supported by strong tobacco taxation laws the focus is currently on enforcing smoke-free areas smoking cessation health promotion and illicit trade. These activities are under the purview of Health Enforcement Unit Health Promotion Centre and Department of Royal Customs and Excise. The responsibilities of the tobacco control unit has since been absorbed under the Environmental Health Department","National coordinating mechanism (established in 2009) includes the various agencies and ministries relevant to tobacco control and is chaired by the Minister of Health; the focal point for tobacco control and the tobacco control unit are under the Ministry of Health.","Answer/report not provided"
"23","Bulgaria","lang=bg-BG&pageid=515&categoryid=6381","Ministry of Health: There is a National Tobacco Control Program of Council
of Ministers which is build on the basis of articles of FCTC. This year will
be adopted the third issue of the Program (2002-2005; 2007-2010; 2011-
2015). The Ministry of Health is responsible for the implementation of the
Program. An expert from the Ministry of Health is a focal point for all the
activities as regards implementation of the National Program The expert is
responsible for the coordination and collaboration with the rest of
administrative units - ministies agencies institutions who have to work
together in order to fulfil the goals and tasks of Action Plan of the National
Program.","Ministry of Health: There is a National Tobacco Control Program of Council of Ministers which is build on the basis of articles of FCTC. This year will be adopted the third issue of the Program (2002-2005; 2007-2010; 2011-2015). The Ministry of Health is responsible for the implementation of the Program. An expert from the Ministry of Health is a focal point for all the activities as regards implementation of the National Program The expert is responsible for the coordination and collaboration with the rest of administrative units - ministies agencies institutions who have to work together in order to fulfil the goals and tasks of Action Plan of the National Program."
"24","Burkina Faso","Le Directeur de la promotion de la santé/Ministère de la santé est le Point focal national de la lutte antitabac ;
L’unité ou comité de lutte antitabac est régie par le décret 2011-1050/PRES/PM/MS/MEF portant création attributions composition et fonctionnement du comité national de lutte contre le tabac au Burkina Faso ;
L’unité de lutte antitabac est multisectorielle composée des représentants des différents ministères et de la société civile. Chacun des représentants constitue le Point focal de la structure qu’il représente. Et le Point focal national travaille avec 5 collaborateurs pour assurer le dispositif national de coordination de la lutte antitabac.","Le Burkina Faso dispose dun point focal de lutte antitabac au sein du Département de la santé. 
En février 2011 il a été crée au sein du Ministère de la santé une Direction de la santé des adolescents des jeunes et des personnes âgées (DASPAJ) dont une des missions est de planifier et de coordonner les activités de lutte antitabac. Cette Direction élabore annuellement son plan daction incluant les activités de lutte antitabac qui sont essentiellement financées par le Budget de lEtat et par lOMS. Cette Direction comprend pour linstant cinq membres actifs dont le point focal. 
Le Conseil des Ministres en sa séance du 24 octobre 2011 a adopté le décret N 2011-1050 /PRES/PM/MS/MEF portant création attribution composition et fonctionnement du Comité national de lutte contre le tabac au Burkina Faso dénommé CNLT. Ce comité est multisectoriel et comprend 32 membres relevant de plusieurs Départements Ministériels et de la société civile.","Answer/report not provided"
"25","Burundi","Answer/report not provided","Le point focal été désigné par le Ministre de la Santé mais pas de moyens financiers pour réaliser les activitées.","Answer/report not provided"
"26","Cambodia","Ministry of Health and Inter-Ministerial Committee (IMC) for Education and Reduction of Tobacco Use","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Un dispositif national n’existe pas cependant le Directeur de la promotion de la santé( Ministère de la santé publique ) est désigné comme point focal un groupe d’experts de lutte multisectoriel est mis en place et fonctionnel mais manque d’un budget propre","Answer/report not provided","Answer/report not provided"
"28","Canada","Canada''s Federal Tobacco Control Strategy (FTCS) is led by Health Canada in partnership with Public Safety Canada. the Royal Canadian Mounted Police (RCMP). Canada Revenue Agency. Canada Border Services Agency. the Public Health Agency of Canada. and the Public Prosecution Service of Canada.
Health Canada is responsible for administering and enforcing the Tobacco Act. This Act regulates the manufacture. sale. labelling and promotion of tobacco products. Health Canada also undertakes and promotes initiatives that reduce or prevent the negative health impacts associated with smoking. The FTCS is championed by the Controlled Substances and Tobacco Directorate (CSTD) of the Healthy Environments and Consumer and Safety Branch within Health Canada. 
The FTCS provides funding to support the intelligence work of the Canadian Revenue Agency. Canada Border Services Agency and the Royal Canadian Mounted Police to address contraband and to ensure compliance with Canada''s tobacco tax laws. Health Canada''s demand reduction activities such as prevention and cessation initiatives complement the contraband control activities of these partners.
Canada places a strong emphasis on collaboration between the federal. provincial. territorial and municipal governments. as well as non-governmental organizations. tobacco control researchers. academics. and community organizations.","Canadas Federal Tobacco Control Strategy (FTCS) is led by Health Canada in partnership with Public Safety Canada the Royal Canadian Mounted Police (RCMP) Canada Revenue Agency Canada Border Services Agency and the Office of the Director of Public Prosecutions.
Health Canada is responsible for administering and enforcing the Tobacco Act. This Act regulates the manufacture sale labelling and promotion of tobacco products. It also undertakes and promotes initiatives that reduce or prevent the negative health impacts associated with smoking. The FTCS is championed by the Controlled Substances and Tobacco Directorate (CSTD) of the Healthy Environments and Consumer and Safety Branch within Health Canada. The Regions and Programs Branch delivers the program component of the FTCS through a grants and contribution program and supports public education through the national and regional offices.
Contraband tobacco products are those sold without the collection of all applicable national and sub-national taxes. These illegal lower-prices cigarettes undermine tax and public health measures put in place to reduce tobacco use. 
The FTCS provides approximately $16 million per year to support the intelligence work of the CRA CBSA and RCMP to address contraband and to ensure compliance with Canadas tobacco tax laws. Health Canadas demand reduction activities such as prevention and cessation initiatives complement the contraband control activities of the these partners.
Canada places a strong emphasis on collaboration between the federal provincial territorial and municipal governments as well as non-governmental organizations tobacco control researchers academics and community organizations. Federal provincial and territorial investments in tobacco control now total more than $150 million each year.","The Government of Canadas Federal Tobacco Control Strategy (FTCS) is championed by the Controlled Substances and Tobacco Directorate (CSTD) of the Healthy Environments and Consumer and Safety Branch within Health Canada. 
CSTD supports a tobacco policy unit within the Office of Policy and Strategic Planning a Litigation Support Division an Office of Tobacco Research Surveillance and Evaluation and an Office of Tobacco Regulations and Compliance. Furthermore other elements within Health Canada have a role to play in tobacco control including the Regions and Programs Branch First Nations and Inuit Health and the Public Health Agency of Canada. Canadas Federal Tobacco Control Strategy is also supported by 6 regional offices which fund localized tobacco control initiatives and monitors regulatory compliance. 
A summative evaluation of the Federal Tobacco Control Strategy is required by Canadas Treasury Board Secretariat and this work is conducted by CSTDs Evaluation Unit in cooperation with Health Canadas Departmental Evaluation Directorate. The evaluation examines success cost effectiveness and relevance and covers all funded elements of the FTCS including other federal government partners. A mid-term summative evaluation was conducted in 2006 looking at the first five years of the Strategy. Evaluation updates are produced annually based on ongoing reviews of community regional and nationally contribution funded projects; and new estimates developed from econometric and cost effectiveness modelling. 
Overall the evaluation of the FTCS continues to indicate success in reducing smoking in Canada and finds that the investment is producing significant cost savings to the health care system and productivity gains in the Canadian economy. Specifically the evaluation notes that - Sharp declines in smoking in the early years of the FTCS can likely be attributed to the graphic warnings on packages increases in tobacco control spending increases in the strength of smoking bans and increases in the real price of cigarettes. There is some evidence however that the impact of price (taxation) and smoking bans are declining which corresponds to a slowing in the rate of decline of the national prevalence rate. 
During the fiscal period 2008-09 there were 152 staff positions dedicated to tobacco control with an annual expenditure for tobacco control activities of $34 million and an additional $16 million in grants and contribution funding."
"29","Central African Republic","Answer/report not provided","Croix bleu Lutte antitabac au niveau du Ministère de la santé","Answer/report not provided"
"30","Chad","Answer/report not provided","Programme National de Lutte Anti-tabac Alcool et Drogues sous lordre du Ministere de la Santé Publique dirigé par un coordinateur national qui est le point Focal. Le Point Focal a pour responsable direct le chef de Division des Maladies Transmissibles et Non Transmissibles.","Answer/report not provided"
"31","Chile","Oficina de Control de Tabaco de la División de Políticas Públicas Saludables y Promoción de Salud dependiente de la Subsecretaría de Salud Pública del Ministerio de Salud.","Oficina de Control de Tabaco de la División de Politicas Públicas Saludables y Promoción de Salud dependiente de la Subsecretaría de Salud Pública del Ministerio de Salud.","Answer/report not provided"
"32","China","After the entry into force of the Framework Convention on Tobacco Control in China the State Council approved the establishment of inter-ministerial coordination leading group currently formed by the Ministry of Industry and Information Technology the country''s Health and Family Planning Commission the Ministry of Foreign Affairs Ministry of Finance General Administration of Customs the State Administration for Industry and Commerce State Administration of Quality Supervision Inspection and Quarantine the State Tobacco Monopoly Bureau composition. Implementation of inter-ministerial coordination leading group consists of implementation of inter-ministerial coordination leading Group Office responsible for handling day-to-day liaison work on tobacco control.","After the Convention came into force in China the State Council approved and established the Inter-Ministry Coordination and Leading Group for Performance Work which is currently comprised of eight authorities namely the Ministry of Industry and Information Technology Ministry of Health the Ministry of Foreign Affairs the Ministry of Finance the General Administration of Customs the State Administration for Industry and Commerce the General Administration of Quality Supervision Inspection and Quarantine and the State Tobacco Monopoly Administration. The Office of the Inter-Ministry Coordination and Leading Group for Compliance Work subordinate to the group is set up to take charge of the daily liaison of tobacco control.","After the Convention came into force in China the State Council approved and established the Inter-Ministry Coordination and Leading Group for Performance Work which is currently comprised of eight authorities namely the Ministry of Industry and Information Technology Ministry of Health the Ministry of Foreign Affairs the Ministry of Finance the General Administration of Customs the State Administration for Industry and Commerce the General Administration of Quality Supervision Inspection and Quarantine and the State Tobacco Monopoly Administration. The Office of the Inter-Ministry Coordination and Leading Group for Compliance Work subordinate to the group is set up to take charge of the daily liaison of tobacco control."
"33","Colombia","El Ministerio de Salud y Protección Social. desde la ratificación del Convenio Marco para el Control de Tabaco en 2008. en la aprobación de la Ley 1335 de 2009. inició un proceso de fortalecimiento técnico de la unidad de control de tabaco. que se integró en 2011. a la Subdirección de Enfermedades No Transmisibles del Ministerio. Esta unidad la conforman profesionales provenientes de diferentes disciplinas. cuyos aportes han enriquecido el enfoque multidisciplinar de las acciones que se han planteado en control integral de tabaco para el corto. mediano y largo plazo.","La unidad de control de tabaco está integrada funcionalmente en la Subdirección de Enfermedades No Transmisibles del Ministerio de Salud y Protección Social. La unidad la conforman profesionales provenientes de diferentes disciplinas cuyos aportes han enriquecido el enfoque multidisciplinar de las acciones que se han planteado en control integral de tabaco para el corto mediano y largo plazo.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Comité national et Régionaux de Lutte contre le Tabac Ministère de la Santé","Answer/report not provided"
"35","Congo","Le point focal relève du Ministère de la Santé et de la Population. Le dispositif national de Coordination est: le comité technique interministériel de lutte antitabac. Bien que le dispositif existe il nest pas doté de moyens financiers pour son fonctionnement.","le point focal releve du Ministère de la Santé et de la Population. Le dispositif national de Coordination est: le comité technique interministériel de lutte antitabac. Bien que le dispositif existe il nest pas doté de moyens financiers pour son fonctionnement.","Answer/report not provided"
"36","Cook Islands","Tobacco Focal Point is within the Health Promotion Unit in the Community Health Services Directorate","The focal point for tobacco control is within the Health Promotion Unit of Public Health Division Community Health Services. There is no national coordinating mechanism however the focal point and Health Promotion Manager coordinates tobacco control activities for the Cook Islands with assistance from Health Inspectors Policy and Planning and other Public Health health staff.","focal point for tobacco control is within the Health Promotion Unit in which there are other programmes that the focal person is involved national coordination mechanism is implemented by MOH"
"37","Costa Rica","Mediante el oficio DM-RM-1473-2013. se crea el Programa de Control de Tabaco y sus Efectos Nocivos en la Salud. adscrito al Despacho Ministerial","Ministerio de Salud está desarrollando un Plan Nacional para implementación de la nueva ley. Se coordona con la Red Nacional de Control de Tabaco conformado por Instituciones del estado que tienen relación con el tema.","Answer/report not provided"
"38","Côte d'Ivoire","Le Gouvernement ivoirien à travers le Ministère en charge de la Santé a mis en place depuis 2001 un Programme National de Lutte contre le Tabagisme qui prend en charge depuis 2008 également lAlcoolisme la Toxicomanie et les autres Addictions. Il est dirigé par un Directeur Coordonateur désigné Point Focal de lutte antitabac. Ce programme coordonne les activités de lutte antitabac sur lensemble du territoire pour réduire la morbidité et la mortalité liées au tabagisme. 
Référence : Arrêté 2. n°210 MSHP/CAB- du 11 AOUT 2008 modifiant larrêté n°187 MSHP/CAB- du 24 juin 2008 portant organisation attributions et fonctionnement du Programme National de Lutte contre le Tabagisme.","Le gouvernement ivoirien à travers son Ministère de la Santé a mis en place depuis 2001 un Programme National de Lutte contre le Tabagisme qui prend en charge depuis 2008 également lAlcoolisme la Toxicomanie et les autres Addictions. Il est dirigé par un Directeur Coordonateur qui est de fait désigné par le Ministère de la Santé Point Focal de lutte antitabac. Ce programme coordonne les activités de lutte antitabac sur lensemble du territoire pour réduire la morbidité et la mortalité liées au tabagisme.","Answer/report not provided"
"39","Croatia","National coordinating mechanism for tobacco control is defined by the national law - Acts on Restriction of the Use of Tobacco Products („Official Gazette“125/08 55/09 119/09; 94/13 art. 23): National Commission for the fight against smoking in order to protect the health of the population from the harmful effects of smoking tobacco and tobacco products (hereinafter: the Commission). Commission is established and appointed by the Minister of Health. The Commission consists of nine members:- 3 health workers whose work involved in health education -2 prominent experts in the area of fights against smoking - 1 representative of the media - 1 representative from the educational sector - 1 representative of the Ministry - 1 representative of the Ministry responsible for education .Tasks of the Commission are defined as follows- Monitor the prevalence of smoking study and propose measures to reduce the impact of tobacco products for the health of the population - Proposes the implementation of activities aimed at reducing the use of tobacco products - Proposes programs for smoking cessation - Propose and organize issuing commemorative publications aimed at promoting non-smoking as a healthy lifestyle and quitting smoking - Cooperate with international bodies that monitor the issue of reducing smoking - Preparing reports on the frequency of smoking habits and the results permanent preventive action - Cooperate with governmental and non-governmental organizations and associations - Performs other tasks in the field to restrict smoking tobacco and tobacco products and- Submit to the Minister an annual report on the activities of the Commission.
Tobacco Control Section is established in April 2013 as a Section of the Mental Health and Addiction Prevention Unit within the Department of Health Promotion Unit of the Croatian Institute of Public Health. Within this Section for tobacco control and prevention only one member staff is working who is also nominated as the focal point for tobacco control (national counterpart on tobacco to WHO) financed by the Ministry of Health","Answer/report not provided","Answer/report not provided"
"40","Cyprus","The focal points belong to the Ministry of Health. The national coordinating mechanism consists of representatives from several ministries ( ministry of health education justice and public order ministry of labor and social insurance non-governmental organizations youth organization of Cyprus municipality union community associations )","National focal point for tobacco control at the Ministry of Health","National focal point for tobacco control at the Ministry of Health"
"41","Czech Republic","A focal point for tobacco control is the Ministry of Health of the Czech Republic.
In 2013 inter-ministerial working group on problems of complex protection against damages caused by tobacco was established by the Minister of Health. All ministries relevant for tobacco control issues are involved in this group.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","The well-functioning tobacco control system was already established - a department and its officers exclusively in charge of tobacco control in Ministry of Public Health and the staff responsible for tobacco control concurrently holding other position at provincial. city and county level-and they are conducting the tobacco control activities in close collaboration with relevant agencies including Korean Tobacco Association with guidance of cabinet.","Establishment of the national tobacco control committee which is under control of the governmental cabinet. 
Financial support including income of officers and volunteers engaged to tobacco control and for their tobacco control activities
number of full time officals for tobacco control - 8 
 number of half time officials - 3 at every provincial level
related agencies in tobacco control activity- ministry of public health food & goods and odds agriculture commerce education media NGOs such as youth mass trade mass especially both MoPH and ministry of food & goods and odds are responsible for tobacco control.","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
