"","Party","2014","2012","2010"
"50","European Union","Trend: increase of retail selling prices due to the mandatory increase of minimum taxes for the majority of EU Member States before 31 December 2013 and a further obligation to increase excise duties for a certain number of (new) EU Member States before 31 December 2017.","2010 Prices: Prices in the EU range from € 1.48 to € 8.5 per 20 cigarettes 
Trend: increase of prices due to the mandatory increase of minimum taxes for a number of EU Member States.","Prices in the EU range from € 1.48 to € 8.5 per 20 cigarettes 
Trend: increase of prices due to the mandatory increase of minimum taxes for a number of EU Member States."
"51","Fiji","The trend has slightly increased","In 2007 the tax inclusive retail price of the two lowest-cost brands of cigarettes was FJD 4.00 for a pack of 20 pieces of Pall Mall filter and FJD 4.35 for a pack of Benson and Hedges. 
In 2011 the tax inclusive price of the two lowest-cost brand of cigarettes was FJD 5.90 for a pack of Pall Mall and FJD 6.30 for a pack of Benson and Hedges (20 pieces filter). 
While prices of cigarettes have increased in recent years in Fiji prices of tobacco products are still relatively low compared with neighbouring Australia and New Zealand. Moreover cigarette prices in Papua New Guinea for example are also almost twice as high as in Fiji in spite of the fact that only 35% of the retail prices there consist of tax.","Answer/report not provided"
"52","Finland","In year 2012 compared to year 2011 the average price of cigarettes increased approximately 9 % and price of fine cut increased 20 %. Between 2012 and 2013 price for cigarettes increased approximately 2.5% and there was no change in the price for fine-cut.","In 2011 the average price of cigarettes increased almost 7 % between 2011 and 2009 and over 2 % between 2011 and 2010. The average price of fine cut tobacco increased 14 % between 2011 and 2009 and 4 % between 2011 and 2010.","Raising the taxes has recently increased the prices of tobacco products (see also 2.8.4)."
"53","France","2012 : augmentation de 5% du prix annuel moyen du paquet de cigarettes le plus vendu 
2013 : augmentation de 6% du prix annuel moyen du paquet de cigarettes le plus vendu","Hausses de prix modérées denviron 6% en octobre 2010 puis à nouveau en octobre 2011","Légère augmentation des prix (notamment hausse de 6% du prix des cigarettes en août 2007 puis à nouveau de 6% en novembre 2009 à linitiative des fabricants; hausse de 4% du prix des cigares et des cigarillos en juillet 2009)."
"54","Gabon","Les prix nont pas changés depuis deux ans ou si peu.","les prix nont pas changés depuis deux ans ou si peu.","Answer/report not provided"
"55","Gambia","Answer/report not provided","Very stable","Answer/report not provided"
"56","Georgia","There is slight increased trend in price of cigarettes especially after increase of tax on cigarettes in September 2013 but considering inflation it is not significant","trend is slightly increased but considering inflation it is not significant.","Answer/report not provided"
"57","Germany","The weighted average price increased from 2012 to 2013 by
2.9% (cigarettes)
6.1% (fine cut)
1.9% (cigars/cigarillos).
The weighted average price for pipe tobacco decreased from 2012 to 2013 by 0.6%.","Increasing","Increasing"
"58","Ghana","The retail price of tobacco products have remained almost the same over the last two years.","Constant","Answer/report not provided"
"59","Greece","The prices of tobacco products have gradually been increased.","The prices of tobacco products have gradually been increased","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","La tendencia refleja un incremento leve","Se han mantenido los precios","Answer/report not provided"
"62","Guyana","Answer/report not provided","There have been no significant changes in the last three years.","There have been no significant changes in the last three years."
"63","Honduras","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"64","Hungary","As it concerns cigarettes: the tax in proportion of price has been increased with 2.7% (to 9.5%).the quantitative tax has been increased with 33.7% . while the tax minimum with 43.8%.
As it concerns other tobacco products:
The tax minimum has been increased with 71.2% in the past two years. namely in 2011-2012.
The level of taxes has been modified/ has been increased (highly above the level of inflation rate) five times in 2011-2012. 
The level of VAT has been increased once. from 25% to 27%.","Excise tax was raised five times from 2009 to end of 2011. Degree of the rise exceeded inflation. But there was a sudden and hard decline in cigarette pricing (average retail price fall was more than 15%) between November 2010 and April 2011 because of a pricing war on the Hungarian market.","The retail selling prices of the most popular domestic cigarette brand (Sopianae) was raised by 31 8% between 2006 and 2009. The average price of a pack of fine cut tobacco was raised by 60 2% in the same period."
"65","Iceland","The excise duty on cigarettes as been increased by about 24%. The retail price has gone up by slighly lower percentage or 22%","The excise duty on cigarettes as been increased by about 24%. The retail price has gone up by even higher percentage due to higher share of retailers and importers","Answer/report not provided"
"66","India","The price of tobacco product (smoking & smokeless tobacco) has increased due to increase in Central Excise as well as the State Tax /  Value Added Tax(VAT) by States.","The prices of tobacco products (smoking & smokeless tobacco) have increased due to increase in central excise duty levied by the Union Government as well as in VAT levied by State Governments.","Prices of tobacco products especially those of cigarettes are consistently increasing."
"67","Iran (Islamic Republic of)","Answer/report not provided","Due to the tightening sanctions the price of tobacco products increased up to 2 fold for imported cigarettes and there has been an increase in the price for domestic products of up to 50%.","Answer/report not provided"
"68","Iraq","There is a slight increase on the prices of cigarettes in the Iraqi market due to the imposition of tariffs.","Answer/report not provided","Answer/report not provided"
"69","Ireland","Upward trend","Information not available however the current most popular price category (MPPC) is EUR 8.55.","Information not available however the current most popular price category (MPPC) is EUR 8.55."
"70","Israel","Answer/report not provided","Since May 2009 there was an increase in the retail price of 23% because of government taxation policy and another 4% increase in the retail price due to Tobacco industry price increase.","Answer/report not provided"
"71","Italy","In the last two years average market prices of tobacco products increased of 0.6%","the price of tobacco products are increasing from 2010 to 2011 of +6.71% price of cigarettes are increasing from 2010 to 2011 of 7.43%","Answer/report not provided"
"72","Jamaica","The price of tobacco products has increased as the Jamaican dollar has devalued over the past two years.","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","·Because Tobacco tax rate has been raised by JPY 3.5 per piece since October 1 2010 the retail price has increased by around JPY 5.5 per piece.","There was a slight increase for a few imported brands of cigarettes in October 2007 (JPY 290 /pack to JPY 300/pack).
In accordance with the FY 2010 Tax Reform decided by the Cabinet in December 2009 the tobacco tax will be raised by JPY 3.5 per piece from October 1 2010 on condition that the legislation of the FY 2010 Tax Reform is approved by the National Diet.Consequently the retail price per piece will also be raised by around JPY 5 based on the past results. (If the tax reform is approved the price of a pack of cigarettes will increase by about JPY 100. The actual price however needs to be authorized based on applications for price revision submitted by the manufactures.)"
"74","Jordan","Prices increased in 2013 due to an increase in the special tax.","Prices have increased due to increases in tobacco taxation in 2008 and 2010 including import duties.","Been an increase in taxes on tobacco products and therefore prices annex (2) Tax Law"
"75","Kazakhstan","In accordance with the Government of the Republic of Kazakhstan dated March 6 2012 ? 294 minimum retail price for cigarettes with filter 20 (MRC) depending on the length of the year was up to 22.10.2013 in the amount of 90-100 m. According to the Government of the Republic of Kazakhstan from 11.10.2013 ? 1087 from 22.10.2013 till 31.12.2013 the MRC was in the amount of KZT 130 and from 01.01.2014 to 31.12.2014 the year is set at 150 m.","Prices are rising slightly to 10 tenge for a pack of cigarettes a year","Answer/report not provided"
"76","Kenya","Prices have not changed in the last two years. Imported smoked products are insignificant. Smokeless tobacco products were not easily accessible in the market to access. Most are sold in confectionery shops out of the city centres","Answer/report not provided","The prices have increased slightly."
"77","Kiribati","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"79","Kyrgyzstan","Answer/report not provided","2011 October 1 approved a new tax system combined excise tax and the maximum retail price for tobacco products","Answer/report not provided"
"80","Lao People's Democratic Republic","Adeng is the most popular cigarettes in Laos its price trend has been increased from 4000LAK/Pack in 2009 5000LAK/Pack in 2010 6000LAK/Pack in 2011 and 7000LAK/Pack in 2013.","Answer/report not provided","Answer/report not provided"
"81","Latvia","Excise tax was not changed in the period from 2011 to 2014. 
In 2012 VAT rate was changed from 18% to 21%. Accordingly to Central Statistical Bureau data consumer price for tobacco products has increased for 2% from January 2012 to January 2013 and for 2.1% from January 2013 to January 2014.","Locally produced cigarettes are not sold on the local market.
Due to the excise tax rate increase in 2011 the maximum retail selling price for cigarettes has increased as well. 
The consumer price index for tobacco products in 2010 compared to 2009 has increased by 5.3%.","Since the amount of excise tax for cigarettes has constantly increased during the last 3 years so has the retail price. To avoid an increase of cheaper cigarette consumption a minimum taxation amount of 48% per 1000 cigarettes was fixed minimizing the price difference between premium class cigarettes and cheap cigarettes. During the last 3 years the increase in price was approximately 4 times meaning that before you could buy a pack of cigarettes under 1 Latvian lat (currency) now the same brand costs close to 2 lats."
"82","Lebanon","The prices for tobacco products has in general increased by about 15-20%","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Answer/report not provided","the price has increased sinced the last report","the price has increased since the last report"
"84","Libyan Arab Jamahiriya","Stable or increase slightly","Stable or increase slightly","Answer/report not provided"
"85","Lithuania","Over past 2 years the prices of tobacco products have been increasing. The change of the costs categories oh the most popular cigarettes: the price of the most popular cigarettes (LTL/20 units) 2009 6.10 LTL 2010-7.60 LTL 2011 7.90 LTL 2013 8.90 LTL","Over the past two years the prices of tobacco products have been increasing. The change of the costs categories of the most popular cigarettes: The price of the most popular cigarettes (LTL/20units) 2009 6.10LTL 2010 - 7.60 LTL 2011- 7.90 LTL.","The change of the costs categories of the most popular cigarettes
The price of the most popular cigarettes (Litas/20 units)
The year 2006-3 75 Litas 2007 - 4 30 Lt (Litas) 2008 - 5 00Lt 2009 -6 10 Lt 2010 - 7 60 Lt"
"86","Luxembourg","Augmentation annuelle","p.m.","cf 2.8.4"
"87","Madagascar","Prix des produits du tabac augmente chaque année","stationnaire","AUGMENTATION"
"88","Malaysia","In the past 3 years prices of cigarettes have increased by approximately 14%: 
Premium brands from RM 10.50 in Jun 2013 to RM 12.00 in October 2013 
Value for money brands from RM 9.00 in Jun 2013 to RM 10.50 in October 2013 
Cheap brands remained at RM 7.00 
Note: 
The Malaysian Government introduced a floor price (Minimum Cigarette Price) in the 2009 amendment of Control of Tobacco Product Regulation.","In the past 3 years the prices of cigarettes have increased as detailed below:
Premium brands from RM9.00 in Jan 2008 to RM10.00 in December 2010
Value for Money brands from RM7.50 in Jan 2008 to RM8.50 in December 2010
Cheap brands from RM5.80 in Jan 2008 to RM7.00 in December 2010.
Note:
The Malaysian Government introduced Minimum Cigarette Price as provided in the 2009 amendment of the Control of Tobacco Product Regulation (CTPR 2004). A copy of this legal provision in a pdf format is attached. Refer to Regulation 8 (c) of the 2009 amendment of the CTPR 2004","In the past 3 years prices of cigarettes have increase by approximately ? %
i.e. 
Premium brands from RM ? in Jan 2008 to RM ? in Dec 2010
Value for money brands from RM ? in Jan 2008 to RM ? in Dec 2010
Cheap brands from RM ? in Jan 2008 to RM ? in Dec 2010 
Note:
The Malaysian Government introduced a floor price (Minimum Cigarette Price) in the 200? amendment of the Control of Tobacco Product Regulation. A copy of this legal provision in pdf format is attached."
"89","Maldives","Tobacco seems to be sold at very high profit. Hence the prices do not change in relation to inflation or added taxes. There hasn''t been a significant change in the price of products for the last 2 years.","Answer/report not provided","Answer/report not provided"
"90","Mali","Les prix sont stationnaires.","Le prix des produits du tabac est à la hausse sur notre territoire","Answer/report not provided"
"91","Malta","Retail Prices of cigarettes have increased during 2011 2012 and 2013. For example: Rothmans KS from €210 in 2011 to €220 in 2012 and €235 in 2013.","Cigarette weighted average price (WAP) increased from €3.44 to €3.76 per package of 20 units/pieces during the last three years.
Rothmans King Size   €4.00 per package of 20 units/pieces
Dunhill King Size   €4.00 per package of 20 units/pieces
Davidoff     €4.00 per package of 20 units/pieces","Cigarette weighted average price (WAP) increased from €3.44 to €3.76 per package of 20 units/pieces during the last three years."
"92","Marshall Islands","RMI has minimal taxes on tobacco products and they have not been raised in line with cost-of-living increases; there are indications that this minimal level was even decreased for a period. Import excise is currently US$ 1 per pack of 20 cigarettes or 151% of import cost for cigars. For other tobacco products such as tinned leaf tobacco excise is US$ 2.75 per 34.2 gram unit. There has been no price increases for tobacco for some years. Retail prices for the major three brands range from US$ 2 to US$ 5 and Peter Jackson from US$ 1.75 to US$ 2.50. Copenhagen chewing tobacco sells for US$ 5 to US$ 7 per tin","Very little change","The prices of tobacco products has gone up a little since the submission of the last report. The prices of all tobacco products was $1.00 a pack on retail prices. Few years later the prices have gone up between $2.00 and $3.50 a pack of 20 rolls."
"93","Mauritania","Il n’y a pas eu un grand changement sur les prix du tabac depuis plusieurs années malgré l’introduction de taxe supplémentaires de 10 % en 2010 puis de 30% en 2013.","stable","Answer/report not provided"
"94","Mauritius","An increase of 25% of excise duty on cigarettes in December 2011 National Budget followed by a further 15% increase in excise duty in December 2012.","An increase of 25% of excise duty on cigarettes in December 2011 National Budget followed by a further 15% increase in excise duty in December 2012.","There has been a constant increase in the prices of tobacco products."
"95","Mexico","La marca más popular entre los fumadores activos fue Marlboro (50.5%). seguida de Marlboro Blanco. Camel. Benson & Hedges. Montana y Delicados (10.9%. 8.7%. 7.2%. 6.1% y 4.1%. respectivamente). Marlboro fue más popular entre los adolescentes que entre los adultos. Por el contrario. las marcas Benson & Hedges y Delicados fueron relativamente populares sólo entre los adultos.","El precio de los productos del tabaco ha presentado una tendencia a la alza. El precio promedio
de la cajetilla de cigarros era de$30.00 en 2009 alcanzando los $40.00 en 2012 lo que representa un incremento del 33.3%. Como se ha señalado en 2011 por virtud de la Ley del IEPS las cajetillas sufrieron un incremento vía impuestos de tan solo $0.80 pesos pero la industria tabacalera incrementó el precio a menudeo en $1.20 para un incremento total en el precio de dos pesos por cajetilla. En 2011 debido al incremento aprobado por el Congreso a la cuota específica para alcanzar un total de 35 centavos por cigarrillo las cajetillas de las marcas con mayor demanda se incrementaron en $7.00 pesos por cajetilla y se vendieron en $ 39.00 pesos. En 2012 si bien no hubo incremento a los impuestos con que se gravan los productos del tabaco la industria tabacalera incrementó nuevamente el precio de sus productos para alcanzar los $ 40.00 pesos por cajetilla.","El precio de los productos del tabaco ha presentado una tendencia a la alza. El precio promedio de la cajetilla de cigarros era de$20.00 en 2006 alcanzando los $30.00 en 2010 lo que representa un incremento del 50%. Considerando como referencia a la marca de mayor venta en el país los precios de venta a público han sido los siguientes: en 2006 $20.00 incrementándose en 2007 a $24.00 y en 2008 a $ 27.00 alcanzando en 2009 $ 28.00 y en 2010 $30.00 por cajetilla de 20 unidades."
"96","Micronesia (Federated States of)","Starting in 2007 2009 and 2011 and increase of $.005 on all cigarettes imported to FSM. The retail price for Doral at some vendors increased the costs by .015.","Starting in 2007 2009 and 2011 an increase of $.005 on all cigarattes imported to FSM. The retail price for Doral at some vendors increased the costs by .015.","After the recent import tax there is an increase of prices to all imported cigarettes however not dramatic on the cheap cigarettes."
"97","Mongolia","All of the goods price has been increased in the past 2 years.","Steady increase","Steady increase"
"98","Montenegro","The retail price of cigarettes both domestic and imported in last two years have risen accordingly by increasing excise rates on cigarettes on average by about 20-30%.","Prices of tobacco products increased in the 2008-2011 period twice in early 2009 and in early 2011. Price increases were caused by the increase of excise rates.","Prices of tobacco products increased in the 2008-2011 period twice in early 2009 and in early 2011. Price increases were caused by the increase of excise rates."
"99","Myanmar","The prices of both smoking and smokeless tobacco products became slightly increased.","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","The government increases taxes for tobacco on a regular basis (known as sin tax). A single cigarette costs 1-2 Nam Dollar per stick","The government increases taxes for tobacco on a regular basis (known as sin tax). A single cigarette costs 1-2 Nam Dollar per stick"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","Price is in an increasing trend.","The price is in an increasing trend.","Answer/report not provided"
"103","Netherlands","Prices have gone up in the last two years:
Excise tax on cigarettes
Date Retail price most popular price range per 1000/Percentage retail price/Excise rate per 1000
01-04-2012 € 251.74 7.57% € 138.23
01-04-2013 € 264.62 2.36% € 169.86
01-04-2014 € 291.91 0.95% € 173.97.
http://download.belastingdienst.nl/douane/docs/tarievenlijst_accijns_acc0552z67fol.pdf","There is an upward trend in the prices of tobacco products. Sometimes the industry compensates an increase in tax rates so that the prices of tobacco for the costumer will stay the same. The Dutch government does not monitor the prices of tobacco in a structured way.","Due to the raise of taxation rates prices have been up and in some cases the number of pieces per package has been down to compensate this effect."
"104","New Zealand","The price of tobacco products has increased significantly in the past two years. The tobacco excise has increased by 21% over this period. Tax increases have generally been passed on to consumers though recently there has been some variation from brand to brand according to tobacco company pricing decisions. Companies have absorbed some of the tax increase for some brands.","The price of tobacco has increased by about 40% since the last report as a result of increases in the excise on tobacco products - see 2.8.4 above for details.","Prices have moved upward they are adjusted annually according to Consumer Price Index changes."
