"","Party","2014","2012","2010"
"18","Bolivia","Answer/report not provided","A los fines de evitar que en los paquetes y etiquetas de los productos de tabaco se promocione un producto de manera falsa equivoca o engaños; o que pueda inducir a error con respecto a sus características efectos para la salud riesgos o emisiones se prohíbe la inclusión o impresión en las cajetillas o empaques de los productos de tabaco de menciones directas o indirectas de la cantidad de alquitrán nicotina monóxido de carbono u otras emisiones. Asimismo no podrán utilizarse dichas cifras como parte de una marca. No podrán venderse productos de tabaco que afirmen: a) Presentar un menor riesgo para la salud o ser menos nocivos que otros productos elaborados con tabaco. b)	Reducir o eliminar los niveles de uno o más componentes nocivos del humo c)	No contener aditivos ser totalmente naturales u orgánicos. Queda prohibida la utilización de las siguientes frases: Light suave orgánico natural u otras que aludan a supuestas propiedades que hagan menos nocivo su consumo.","Answer/report not provided"
"19","Bosnia and Herzegovina","New Tobacco Control Law in the Federation of B&H enforced in 2011 enforced ban of tobacco advertisement promotion and sponsorship in line with international recommendations and FCTC requirements. RAK (Regulatory Agency for Media) is responsible for monitoring of advertisement activities in electronic and print media related to Codex of advertisement. However there are still practice that some international tobacco industries occasionally advert and promote new their new tobacco products mainly use print media and billboards. Ban of tobacco advertisement promotion and sponsorship is enforced in Republika Srpska through Law on Prohibition of Advertising Tobacco Products","Ban of tobacco advertisement promotion and sponsorhip is enforced in Republika Srpska through entity law since 2004. In the Federation of Bosnia and Herzegovina Federal Ministry of Health drafted new Tobacco control Law. Draft of new Law covers compreshensive ban of tobacco advertising promotion and sponsorship
Ban of tobacco advertisement promotion and sponsorhip is enforced in Republika Srpska through Law on prohibition of advertising tobacco products of the Republic of Srpska","Answer/report not provided"
"20","Botswana","Answer/report not provided","Complete ban of tobacco advertising has been achieved. The challenges faced are of impotrd goods especially clothing which are found with promotional messages. Such goods are siezed and destroyed if found. The owner face charges for possesing such goods. The country does not have strict regulations on global internet and other forms of communication such as films and amgazines.","Answer/report not provided"
"21","Brazil","The Federal Law 12.546 published on December 2011 banned all tobacco advertising in points of sales. except for the exhibition of products for sale.","Answer/report not provided","Answer/report not provided"
"22","Brunei Darussalam","Since Tobacco Order 2005 was enforced in 2008 all forms of tobacco advertising (including advertisements at point of sale and by social media) promotion and sponsorship are banned. Point of sale display using display cabinets provided by tobacco companies are also banned.","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","The depicted above requirements are adopted by the national legislation at 01.01. 2007. There is no new legislative rules at the present.","The depicted above requirements are adopted by the national legislation at 01.01. 2007. There is no new legislative rules at the present.","The depicted above requirements are adopted by the national legislation at 01.01. 2007. There is no new legislative rules at the present."
"24","Burkina Faso","Le Burkina Faso a respecté le délai d’application de ses obligations vis-à-vis de l’article 13. La loi 040 prévoit des sanctions et amendes en cas de publicité de la promotion et du parrainage en faveur des produits du tabac.","Adoption de la loi n 040-2010/AN du 25 novembre 2010 portant lutte contre le tabac au Burkina Faso (Chapitre VIII )","Answer/report not provided"
"25","Burundi","Answer/report not provided","Existence dune Ordonance ministérielle interdisant la publicité et le parrainage par lindustrie du tabac.
Correspondance de lordonnance ministérielle a été adressée aux industries de tabac.","Answer/report not provided"
"26","Cambodia","The Council of the Ministers approved the Sub-Decree on the measures for banning of Tobacco Product advertising which was signed by the Prime Minister on 24 February 2011 and came into effect on 24 August 2011.","Currently Cambodia is in the process of drafting a Sub-Decree to introduce a comprehensive ban of advertising promotion and sponsorship of tobacco products.","Now Cambodia is drafting a Sub-Decree on comprehensive ban of advertising promotion and sponsorship of tobacco products"
"27","Cameroon","De très rare publicité de tabac sur les axes routiers plus de parrainage des évènements ni de promotion de session de dégustation","Answer/report not provided","Answer/report not provided"
"28","Canada","The promotion of tobacco products in Canada is prohibited except as authorized by the Tobacco Act and its regulations. For example. tobacco products advertising is restricted to informative and brand-preference advertising on signs in adult-only locations such as in nightclubs. and in publications that are provided by mail and addressed to named adults. Furthermore. Canada has legislated a prohibition of lifestyle tobacco products advertising. including a total ban on sponsorship promotion by way of tobacco product-related brand names and manufacturers'' names.
The Promotion of Tobacco Products and Accessories Regulations (Prohibited Terms) came into force on September 22. 2011. They prohibit the use of the terms ''light'' and ''mild''. and variations thereof. on various tobacco products. their packaging. promotions. retail displays. as well as on tobacco accessories. These regulations apply to cigarettes. little cigars. cigarette tobacco. kreteks. bidis. tobacco sticks. cigarette papers. cigarette tubes and filters.","Tobacco products and promotion in Canada is prohibited except as authorized by the Tobacco Act and its regulations. For example tobacco products advertising is restricted to informative and brand-preference advertising that is in signs in adult-only locations such as in nightclubs and in publication that is provided by mail and addressed to named adults. Furthermore Canada has legislated a prohibition of lifestyle tobacco produvts advertising including a total ban on sponsorship promotion by way of a tobacco product-related brand names and manufacturers names.
The Promotion of Tobacco Products and Accessories Regulations (Prohibited Terms) came into force on September 22 2011. They prohibit the use of the terms light and mild and variations thereof on various tobacco products their packaging promotions retail displays as well as on tobacco accessories. These regulations apply to cigarettes little cigars cigarette tobacco kreteks bidis tobacco sticks cigarette papers cigarette tubes and filters.","Cigarette advertising in Canada is restricted to signs in adult only locations such as in nightclubs and direct mail to named adults. Furthermore Canada has legislated a prohibition of lifestyle tobacco advertising including a total ban on sponsorship promotion by way of brand names and manufacturers names."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","En 2009 une société de la place la Manifacture de Cigarettes du Tchad (MCT) avait essayé de parrainer un groupe de jeunes filles qui voulaient organiser une soirée de Gala dans un grand hôtel à Ndjaména. Ces filles ont demandé lautorisation au Ministère de la Santé Publique. Mais le Ministère leur a répondu par la négative et la soirée de Gala navait pas eu lieu.","Answer/report not provided"
"31","Chile","De acuerdo a las modificaciones de la Ley 19.419 
Art 2º b) Industria tabacalera: Comprende a fabricantes. distribuidores mayoristas e importadores de productos de tabaco (Se modifica la frase - productos con tabaco- por - productos de tabaco-) 
Artículo 3ª señala
°.- Se prohíbe la publicidad del tabaco y de elementos de las marcas relacionados con dicho producto. 
(Se incorporan a este Artículo las siguientes prohibiciones): 
- La prohibición indicada se extiende en los mismos términos y con los mismos efectos a la publicidad indirecta realizada por medio de emplazamiento. donde se muestra en medios de comunicación masiva el consumo de productos o marcas de productos hechos de tabaco. 
- Del mismo modo. se prohíbe en programas transmitidos en vivo. por televisión o radio. en el horario permitido para menores. la aparición de personas fumando o señalando características favorables al consumo de tabaco. 
- Asimismo. se prohíbe la publicidad en las señales internacionales de los medios de comunicación chilenos o de páginas de internet cuyos dominios correspondan a la terminación “punto cl”. (En este párrafo. se incorpora la palabra Asimismo)
- Las compañías tabacaleras deberán informar anualmente al Ministerio de Salud el detalle de donaciones efectuadas. así como de los gastos en que incurran en virtud de convenios con instituciones públicas. organizaciones deportivas. comunitarias. entidades académicas. culturales y organizaciones","Answer/report not provided","Answer/report not provided"
"32","China","Industrial and commercial administration authorities according to the law on advertising and its provisions strictly investigated and dealt with cases of tobacco advertising from 2011 to 2013 a total of nearly 200 tobacco advertising case were prosecuted. While the State administration for industry and commerce actively promote China''s tobacco control program (2012-2015) implementation during the course of the revision of the law on advertising actively put forward proposals to restrict tobacco advertising.","The administrations for industry and commerce investigated illegal cases of tobacco advertisement. From 2007 to 2009 a total of 485 cases of tobacco advertisement were investigated. To further strengthen the administrative supervision on tobacco advertisement and adapt to the requirement of comprehensive ban on all tobacco advertisement specified by FCTC the State Administration for Industry and Commerce is now modifying the Interim Measures for the Management of Tobacco Advertisement and bringing forward suggestions for restricting tobacco advertisement at the time of modifying relevant laws.","The administrations for industry and commerce investigated illegal cases of tobacco advertisement. From 2007 to 2009 a total of 485 cases of tobacco advertisement were investigated. To further strengthen the administrative supervision on tobacco advertisement and adapt to the requirement of comprehensive ban on all tobacco advertisement specified by FCTC the State Administration for Industry and Commerce is now modifying the Interim Measures for the Management of Tobacco Advertisement and bringing forward suggestions for restricting tobacco advertisement at the time of modifying relevant laws."
"33","Colombia","Los progresos más relevantes respecto de la aplicación de los contenidos del artículo 13 del CMCT. están relacionados con la entrada en vigencia de la prohibición total de publicidad. promoción y patrocinio de productos de tabaco y sus derivados el 21 de julio de 2011. 
A partir de la plena vigencia de esta prohibición establecida en el artículo 16 de la Ley 1335 de 2009. Colombia ha ido progresivamente implementando medidas que eliminen todo tipo de publicidad directa o indirecta (TV. radio. prensa. entre otras). 
De esta forma. la utilización de dicha medida en la no aprobación de ciertas referencias de cigarrillos presentadas al proceso de evaluación de etiquetado y empaquetado de productos de tabaco. representa la coherencia y armonía de la legislación al retirar del mercado referencia que dentro de su diseño gráfico. marcas. lemas y/o signos figurativos entre otros induzcan percepciones erróneas sobre el consumo de tabaco. en especial respecto de públicos tales como niños y jóvenes. 
Se reitera que un ejemplo evidente de esta prohibición es que en 2010. antes de la entrada en vigencia de la medida. la copa profesional de futbol colombiano. antes Copa Mustang. renovó su patrocinio. y ahora se denomina Liga Postobón. patrocinio proveniente de una marca de gaseosas. 

 Así mismo. la entidad competente para la vigilancia de esta medida en el país. la Superintendencia de Industria y Comercio. ha venido adelantado investigaciones respecto de la prohibición total de cualquier tipo de publicidad. promoción y patrocinio. como la publicidad en internet.","Los progresos más relevantes respecto de la aplicación de los contenidos del artículo 13 del CMCT están relacionados con la entrada en vigencia de la prohibición total de publicidad promoción y patrocinio de productos de tabaco y sus derivados el 21 de julio de 2011.
A partir de la plena vigencia de esta prohibición establecida en el artículo 16 de la Ley 1335 de 2009 Colombia ha ido progresivamente implementando medidas que eliminen todo tipo de publicidad directa o indirecta (TV radio prensa entre otras).
De esta forma la utilización de dicha medida en la no aprobación de ciertas referencias de cigarrillos presentadas al proceso de evaluación de etiquetado y empaquetado de productos de tabaco representa la coherencia y armonía de la legislación al retirar del mercado referencia que dentro de su diseño grafico marcas lemas y/o signos figurativos entre otros induzcan percepciones erróneas sobre el consumo de tabaco en especial respecto de públicos tales como niños y jóvenes.
Se reitera que un ejemplo evidente de esta prohibición es que en 2010 antes de la entrada en vigencia de la medida la copa profesional de futbol colombiano antes Copa Mustang renovó su patrocinio y ahora se denomina Liga Postobón patrocinio proveniente de una marca de gaseosas.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","rien"
"35","Congo","La loi relative à la lutte antitabac parle de toute forme de publicité et de parrainage les textes d’application en cours prendront en considération tous ces items.","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Promotion advertising and sponsorship of tobacco products are banned","Answer/report not provided","All tobacco advertising promotion and sposorship are prohibited in the Cook Islands"
"37","Costa Rica","Promulgación de la Ley 9028 y sus reglamentos","Answer/report not provided","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"39","Croatia","As part of measures to reduce and restrict tobacco use in July 2013 Croatia has specified certain provisions in its Act on amendments to the Act on restriction of the use of tobacco product (“Official Gazette” 94/13) relating to advertising promotion and sponsorship. New provision is implemented regarding the display and visibility of tobacco products at point of sale. Exposure to the boxes of cigarettes as well as exposure to other tobacco products in visible positions in places where tobacco products are sold is prohibited.","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","The Act No. 40/1995 Coll. related to regulation of advertising is the main source of law regulating tobacco advertising promotion and sponsorship restrictions. It implements legislation of the EU Tobacco Advertising Directive (2003/33/EC). It provides a general ban on tobacco advertising but permits some forms such as advertising at points of sale. In addition Act No. 132/2010 Coll. Audio-visual Media Services On-demand adopted in 2010 provides a ban on product placement of tobacco products. 
The Czech Republic has not adopted any legislation or other measures regarding the regulation of tobacco advertisement in the past 2 years.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Advocacy and advertisement on tobacco is prohibited according to the National Law on Tobacco Control.","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","The Act prohibiting tobacco advertising promotion and sponsorship was passed in 2001 and revised in 2008 and 2013.","There have been no formal changes during the last two years. We are discussing POS restrictions as in Norway and UK but no legislative proposals has been made.","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","Expedición de la Ley Orgánica de Comunicación (25-06-2013) en el Registro Oficial Nº 22. El Art. 94 se refiere a la Protección de derechos en publicidad y propaganda.- “La publicidad y propaganda respetaran los derechos garantizados por la Constitución y los tratados internacionales. Se prohíbe la publicidad engañosa así como todo tipo de publicidad o propaganda de pornografía infantil. bebidas alcohólicas. cigarrillos y substancias estupefacientes y psicotrópicas…Los medios de comunicación no podrán publicitar productos cuyo uso regular o recurrente produzca afectaciones a la salud de las personas. el Ministerio de Salud Pública elaborará el listado de estos productos.”
El 20 de enero de 2014 mediante Decreto Ejecutivo Nº 214 se expide el Reglamento General a la Ley Orgánica de Comunicación.","El Artículo 19 de la LORCT . Prohibe todo tipo de publicidad promoción y/o patrocinio de productos de tabaco en todos los medios de comunicación masiva así como en otros de contacto interpersonal que puedan ser identificados. La publicidad y promoción de cigarrillos solo está permitida al intrior de los lugares donde se comercializa el producto y de acceso exclusivo par mayores de edad y a través de comunicaciones directas por correo electrónico o servicio postal siempre y cuando el consumidor adulto solicite recibir informacion por escrito y se compruebe su mayoría de edad","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","LEY PARA EL CONTROL DEL TABACO 2011
CAPÍTULO I
DE LA PUBLICIDAD
Prohibición de la Publicidad 
Art. 13.- SE PROHÍBE A LAS PERSONAS REGULADAS EN EL ARTÍCULO 4 DE LA PRESENTE LEY. TODO TIPO DE PUBLICIDAD DEL TABACO Y DE SUS PRODUCTOS. EXCEPTO EN EL INTERIOR DE LOS PUNTOS DE VENTA. (1)
CAPÍTULO II
DE LA PROMOCIÓN
Prohibiciones para la Promoción
Art. 14.- Se prohíbe la promoción del tabaco y sus productos por medio de:
a. La distribución gratuita de cigarrillos o productos del tabaco.
b. La distribución de los productos del tabaco mediante concursos u otras medidas promocionales.
c. La venta o distribución gratuita de objetos promocionales.
d. La realización de actividades o eventos que promuevan el consumo.
e. Los sorteos y certámenes que ofrezcan premios. regalos u otros beneficios que promuevan el consumo del tabaco.
f. Cualquier otra actividad que se realice en ese sentido.
LA PROMOCIÓN DEL TABACO Y SUS PRODUCTOS SERÁ PERMITIDA ÚNICAMENTE A TRAVÉS DE
LA ENTREGA PERSONAL Y CONTACTO DIRECTO Y EN EVENTOS EXCLUSIVOS CON FUMADORES ADULTOS.","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","no changes since last report","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","On 28 May 2008 the European Commission presented a report on the implementation of the Tobacco Advertising Directive (2003/33/EC). The report concludes that the EU Member States have implemented the Tobacco Advertising Directive and in general have wider advertising and sponsorship bans than those required in the Directive. The report also regognises that the virtual environment is a big challenge that is difficult to control because of the covert nature of advertising and the fact that the wrongdoers can easily relocate themselves.

On 23 November 2009 the European Commission presented a report on the implementation of the Council Recommendation of 2 December 2002 on the prevention of smoking and on initiatives to improve tobacco control (2003/54/EC). The report concludes that implementation varies among EU Member States but overall the recommendation has been satisfactorily implemented by the EU Member States."
"51","Fiji","We have managed to regulate this into the Tobacco Control Decree 2010 and have changed all sponsored product names by removing them eg. Benson & Hedges Cup Rugby Tournament has changed to Digicel Cup","Refer Tobacco Control Decree 2010 Part 2-Prohibition on Advertising and Promotion of Tobacco Products.","Answer/report not provided"
"52","Finland","Tobacco sponsoring is now expressively prohibited in the Tobacco Act. Under Section 8 of the Tobacco Act which entered into force on 1 October 2010 tobacco sponsoring is prohibited. Tobacco sponsoring means any form of public or private support to an event activity or individual with the aim or direct or indirect effect to promote the sales of a tobacco product.
Under Section 8 a of the Tobacco Act which entered into force on 1 January 2012 displaying tobacco products and their trademarks in retail sale facilities for tobacco tobacco products substitute tobacco tobacco imitations and smoking accessories is forbidden.","Tobacco sponsoring is now expressively prohibited in the Tobacco Act. Under Section 8 of the Tobacco Act which entered into force on 1 October 2010 tobacco sponsoring is prohibited. Tobacco sponsoring means any form of public or private support to an event activity or individual with the aim or direct or indirect effect to promote the sales of a tobacco product.
Under Section 8 a of the Tobacco Act which entered into force on 1 January 2012 displaying tobacco products and their trademarks in retail sale facilities for tobacco tobacco products substitute tobacco tobacco imitations and smoking accessories is forbidden.","According to the Tobacco Act (693/1976) Section 8 advertising whether direct or indirect of tobacco products is prohibited. The sales promotion of tobacco products through the advertising of other commodities by exploiting the established symbol of a tobacco product or an altered but identifiable version thereof or which otherwise creates an impression of a particular tobacco product is specifically considered to constitute indirect advertising of tobacco products. What is provided above concerning tobacco products shall also apply to tobacco tobacco imitations and smoking accessories. What is provided above concerning advertising shall also apply to other sales promotion activity.
http://www.finlex.fi/fi/laki/alkup/2002/20020641 
(Unofficial and partial translation:) http://www.finlex.fi/en/laki/kaannokset/1976/en19760693.pdf
Consequently the provision in force strictly prohibits tobacco sponsoring and the depiction of sponsorship identifiers for example on television and radio. However there is a proposal for a Government Bill (180/2009) that tobacco sponsorship would be expressly prohibited in the Finnish Tobacco Act in accordance with the EU Tobacco Advertising Directive (2003/33/EC). This prohibition would apply to both cross-border sponsorship and to a sponsorship in our own territory. According to the Government Bill sponsorship would mean any form of public or private contribution to any event activity or individual with the aim or direct or indirect effect of promoting a tobacco product.
Moreover according to the proposal the display of tobacco products and their trademarks in retail sale facilities would be prohibited."
"53","France","Il ny a pas eu de changement de législation dans ce domaine","Il ny a pas eu de changement de législation dans ce domaine","Il ny a pas eu de changement de législation dans ce domaine. La vigilance judiciaire a été maintenue et a confirmé notamment la condamnation de lutilisation du paquet de cigarettes comme support de publicité."
"54","Gabon","Le seul progrès c’est la promulgation de la loi antitabac.","En absence dune législation connue la rareté des spots publicitaires à la télé ou des messages publicitaires à la radio prouve quil y a de plus en plus conscientisation de quelques médias","Answer/report not provided"
"55","Gambia","ADDRESSED IN THE NEW TOBACCO POLICY","Article 13 is fully implemented in Gambia in 2003","Answer/report not provided"
"56","Georgia","comprehensive ban on advertisement promotion and sponsorship of tobacco products is still not in place but according to the amendments to the legislation from as soon as law will be passed to the parliament complete ban will be implemented.","Answer/report not provided","Answer/report not provided"
"57","Germany","Answer/report not provided","The Rules of Directive 2007/65/EG regarding tobacco products have been transformed into national law (§21b Vorl. Tabakgesetz of 6 July 2010)
The new provision can be found under the link (§21b Vorl. Tabakgesetz):
http://www.gesetze-im-internet.de/bundesrecht/lmg_1974/gesamt.pdf","Since the end of 2006 Germany has implemented the EU-´directive 2003/33/EC on tobacco advertising."
"58","Ghana","Answer/report not provided","Currently tobacco advertizing is not done on Radio and TV in Ghana but some print media carry tobacco adverts.
Tobacco Vans with visible logos no more ply the streets of Ghana and distributors do not openly show brands on their vehicles.
These possitive observations contrast that of the past where cigarettes adverts were frequently observed on billboards shops doors and distributors vans.","Answer/report not provided"
"59","Greece","Answer/report not provided","A ban with penalties (new) for violation was implementd","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Vigencia de Acuerdo Gubernativo 338-2013. Reglamento de Normas Sanitarias para la Autorización y Vigilancia de la Publicidad de Productos derivados del Tabaco (7 de septiembre de 2013) que establece exigencias más estrictas en materia de publicidad","Como se ha referido en campos anteriores existe un proyecto de ley en el Congreso de la República a través del cual se pretende prohibir la publicidad el patrocinio así como la inclusión de pictogramas en los empaques de los productos de tabaco en el sentido que éstos ocupen el 80% de la parte frontal de los mismos. Sin embargo en el Código de Salud existen normas jurídicas que contienen limitaciones a la publicidad tales como la inclusión de las advertencias sanitarias el no promocionar los productos mediante personas modelos no ofrecer premios o recompenzas.","Answer/report not provided"
"62","Guyana","Answer/report not provided","The current Standard for Tobacco Advertisement and Sponsorhip was updated reviewed and the first draft has been submitted for review by the Standards Council.","The current Standard for Tobacco Advertisement and Sponsorhip was updated reviewed and the first draft has been submitted for review by the Standards Council."
"63","Honduras","El Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA en cumplimiento del Artículo 12 del CMCT y de acuerdo a lo estipulado en la Ley Especial para el Control del Tabaco ha dado seguimiento a lo estipulado sobre la prohibición de publicidad. promoción y patrocinio del tabaco a nivel nacional.","A partir de la apliacion de la Ley especial para el control del tabaco toda publicidad en medios escritos televisivos y escritos se ha prohibido antes de la Ley no existian regulaciones totales.","A partir de la apliacion de la Ley especial para el control del tabaco toda publicidad en medios escritos televisivos y escritos se ha prohibido antes de la Ley no existian regulaciones totales."
