"","Party","2014","2012","2010"
"63","Honduras","De acuerdo a la Ley Especial para el Control del Tabaco LECT y su Reglamentación las empresas tabacaleras están obligadas a respetar lo que establece la International Organization for Standarization ISO (Organización Internacional de Normalizaciòn) en lo referente a las emisiones de los productos de tabaco. para su comercialización en Honduras.","Art #19 20 21 en el capitulo 2 sobre la presentacion y empaquetado. ( Ley especial para el Control del Tabaco)","Art #19 20 21 en el capitulo 2 sobre la presentacion y empaquetado. ( Ley especial para el Control del Tabaco)"
"64","Hungary","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"65","Iceland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"66","India","The Rules related to testing of tobacco products for its contents  and  emissions are yet to be notified","The Rules related to testing of tobacco products for its contents and emissions have not been notified yet.","The Rules (legislation) regarding display of contents and emissions of tobacco products have not been notified yet."
"67","Iran (Islamic Republic of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"68","Iraq","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"69","Ireland","Answer/report not provided","S.I. No. 425/2003 - European Communities (Manufacture Presenation and Sale of Tobacco Products) Regulations 2003: 
 Link to the legislation: http://www.irishstatutebook.ie/2003/en/si/0425.html","S.I. No. 425/2003 - European Communities (Manufacture Presenation and Sale of Tobacco Products) Regulations 2003: 
 Link to the legislation: http://www.irishstatutebook.ie/2003/en/si/0425.html"
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"72","Jamaica","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"73","Japan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"74","Jordan","Answer/report not provided","Tobacco companies will be required to disclose the contents of tobacco products including flavors since the Committee reviews the current standards. The new regulation is still to put into application.","Are now required tobacco companies to disclose the contents of tobacco and flavors within the Commission review the current standard."
"75","Kazakhstan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"76","Kenya","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"77","Kiribati","Under the Tobacco Control Act 2013 importers are required or complied with that all imported tobacco products must have labelled with signs indicating that tobacco is harmful and kills people.","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"79","Kyrgyzstan","Answer/report not provided","Requiring manufacturers or importers of tobacco products to disclose to the public authority in the field of health is contained in Art. 10 of the Law number 175 but it is virtually not be executed because there is no bylaw of its execution (KR MJ Orders from 26.09.2008 ? 186 and the Ministry of Health of 19.08.2008 ? 426 and other orders were canceled and the MJ KR Ministry of Health respectively on January 12 2009 ? 6 and April 20 2009 ? 200)","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"81","Latvia","Answer/report not provided","Health Inspection has provided publicly available information about the emission amounts of tar nicotine and carbon monoxide. Information is found on the Internet.
http://www.vi.gov.lv/lv/sakums/datubazes/vielu-sastavs-cigaresu-dumos","Answer/report not provided"
"82","Lebanon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"83","Lesotho","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"84","Libyan Arab Jamahiriya","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"85","Lithuania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"86","Luxembourg","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"87","Madagascar","Answer/report not provided","Answer/report not provided","nd"
"88","Malaysia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"89","Maldives","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"90","Mali","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"91","Malta","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"92","Marshall Islands","Answer/report not provided","Answer/report not provided","None"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"95","Mexico","Answer/report not provided","Con respecto al numeral 3.2.4.1 referente a las emisiones de los productos del tabaco es importante reiterar que el Artículo 13 de la LGCT establece el mandato a las compañías productores importadoras o comercializadoras de productos del tabaco para que entreguen a la Secretaría de Salud la información relativa al contenido de los productos del tabaco los ingredientes usados y las emisiones y sus efectos en la salud conforme a las disposiciones aplicables y hacerlas públicas a la población en general.","Con respecto al numeral 3.2.4.1 referente a las emisiones de los productos del tabaco es importante reiterar ue el Artículo 13 de la LGCT establece el mandato a las compañías productors importadoras o comercializadoras de productos del tabaco para que entreguen a la Secretaría de Salud la información relativa al contenido de los productos del tabaco los ingredientes usados y las emisiones y sus efectos en la salud conforme a las disposiciones aplicables y hacerlas públicas a la población en general."
"96","Micronesia (Federated States of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"97","Mongolia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"98","Montenegro","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"99","Myanmar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"103","Netherlands","Answer/report not provided","In the next year it is expected that more steps will be taken on the area of implementation of Article 10.","As I mentioned the RIVM is working on a website to give information to the public on contents and ingredients of tobacco products."
"104","New Zealand","Answer/report not provided","Answer/report not provided","See Section 35 of the Smoke-free Environments Act 1990."
"105","Niger","Answer/report not provided","Reference: Article 5 de la Loi 2006.","Answer/report not provided"
"106","Nigeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"107","Niue","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"108","Norway","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"109","Oman","Answer/report not provided","Issuance of the Ministerial Decree No. 39/2001 regarding determining the amount of nicotine and tar and monoxide in cigarettes Alcreon","Answer/report not provided"
"110","Pakistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"111","Palau","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"112","Panama","Ley 13 de 2008. Artículo 8. En atención al numeral 3 del artículo 6 de la presente Ley. dicha información deberá estar impresa a un costado de las etiquetas. de los paquetes o los envases de los productos del tabaco. deberá aparecer en forma destacada y estar protegida de adulteraciones por un código de barras.
De igual forma. deberá estar impreso el contenido tóxico de los productos del tabaco. especialmente la nicotina y el alquitrán. así como el contenido de sus emisiones. en especial el monóxido de carbono y el benzopireno. Esta información deberá estar a un costado de las etiquetas. de los paquetes o los envases de los productos del tabaco. en letra clara. visible y legible. inserta en un recuadro.
Los laboratorios que analicen y verifiquen los químicos de los productos del tabaco deberán estar acreditados y aprobados por el Ministerio de Salud. 
Decreto Ejecutivo 230 de 2008. Artículo 14… f.La existencia del contenido y emisiones de los productos de tabaco deberá escribirse en idioma Español. en un recuadro con colores contrastantes. a un costado del empaque. con letra tipo arial No. 14. en mayúscula cerrada y resaltada en negritas. Se listarán en el empaquetado. especialmente. la nicotina. el alquitrán. el monóxido de carbono y el benzopireno.
No podrán exhibirse valores o números de rendimiento en ninguna parte del paquete. dentro o fuera.","Ley 13 de 2008. Artículo 8. En atención al numeral 3 del artículo 6 de la presente Ley dicha información deberá estar impresa a un costado de las etiquetas de los paquetes o los envases de los productos del tabaco deberá aparecer en forma destacada y estar protegida de adulteraciones por un código de barras.
De igual forma deberá estar impreso el contenido tóxico de los productos del tabaco especialmente la nicotina y el alquitrán así como el contenido de sus emisiones en especial el monóxido de carbono y el benzopireno. Esta información deberá estar a un costado de las etiquetas de los paquetes o los envases de los productos del tabaco en letra clara visible y legible inserta en un recuadro.
Los laboratorios que analicen y verifiquen los químicos de los productos del tabaco deberán estar acreditados y aprobados por el Ministerio de Salud. 
Decreto Ejecutivo 230 de 2008. Artículo 14… f.La existencia del contenido y emisiones de los productos de tabaco deberá escribirse en idioma Español en un recuadro con colores contrastantes a un costado del empaque con letra tipo arial No. 14 en mayúscula cerrada y resaltada en negritas. Se listarán en el empaquetado especialmente la nicotina el alquitrán el monóxido de carbono y el benzopireno.
No podrán exhibirse valores o números de rendimiento en ninguna parte del paquete dentro o fuera.","Ley 13 de 2008. Artículo 8. En atención al numeral 3 del artículo 6 de la presente Ley dicha información deberá estar impresa a un costado de las etiquetas de los paquetes o los envases de los productos del tabaco deberá aparecer en forma destacada y estar protegida de adulteraciones por un código de barras.
De igual forma deberá estar impreso el contenido tóxico de los productos del tabaco especialmente la nicotina y el alquitrán así como el contenido de sus emisiones en especial el monóxido de carbono y el benzopireno. Esta información deberá estar a un costado de las etiquetas de los paquetes o los envases de los productos del tabaco en letra clara visible y legible inserta en un recuadro.
Los laboratorios que analicen y verifiquen los químicos de los productos del tabaco deberán estar acreditados y aprobados por el Ministerio de Salud. 
Decreto Ejecutivo 230 de 2008. Artículo 14… f.La existencia del contenido y emisiones de los productos de tabaco deberá escribirse en idioma Español en un recuadro con colores contrastantes a un costado del empaque con letra tipo arial No. 14 en mayúscula cerrada y resaltada en negritas. Se listarán en el empaquetado especialmente la nicotina el alquitrán el monóxido de carbono y el benzopireno.
No podrán exhibirse valores o números de rendimiento en ninguna parte del paquete dentro o fuera."
"113","Papua New Guinea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"114","Paraguay","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"115","Peru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"116","Philippines","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"117","Poland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"118","Portugal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"119","Qatar","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"120","Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"121","Republic of Moldova","Answer/report not provided","Disclosure of content and emissions information to the Government
Article 12 of the 2007 Tobacco Act calls for disclosure of content information to the government and the public. 
The law stipulates that by 30 May each year producers or importers of tobacco products should present to the Ministry of Health the following information:
o	commercial brands and their tar nicotine carbon-monoxide and pesticide content as referred to in Article 10 of the same legislation;
o	list and quantity of all ingredients utilized during the production of the respective tobacco product by brand and product type; the list should contain the ingredients in the decreasing order of their quantity;
o	toxicological data owned by the producer for each of the used ingredients with special regard to their health effects including dependency-causing capacity.
Public disclosure of information on the content
The same article of the 2007 Act requires public disclosure of the following information:
o	maximum allowed content in toxic substances for the respective product (tar nicotine carbon-monoxide);
o	results of the tests of tobacco products which can be found in the Republic of Moldova;
o	other data and information with exemption of confidential information on receipts and product formulae which can be considered commercial secret;
o	all results and toxicological data resulted from supplementary tests performed in the country on the request of the Ministry of Health cannot be considered as confidential and should be made public;
o	the deadlines and modes of disclosure are to be determined by the Ministry of Health.","Answer/report not provided"
"122","Romania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","Answer/report not provided","No change","Answer/report not provided"
"124","Rwanda","Answer/report not provided","The tobacco bill referring to this matter is still under scrutiny/ pending enactment in the Senate.","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","All tobacco products are imported from Italy and packages are the same of Italy.","All tobacco products are imported form Italy and packages are the same of Italy","All tobacco products are imported form Italy and packages are the same of Italy"
"130","Sao Tome and Principe","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"131","Saudi Arabia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"132","Senegal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"133","Serbia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"134","Seychelles","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"135","Sierra Leone","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"136","Singapore","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"137","Slovakia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"138","Slovenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"139","Solomon Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"140","South Africa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"141","Spain","El punto 3 del artículo 4 del Real Decreto 1079/2002 contempla la divulgación a los consumidores de los ingredientes de todos los productos del tabaco por marcas y tipos a cargo del Ministerio de Sanidad por los medios que considere adecuados.","- Aunque el texto del Real Decreto 1079/2002 en su artículo 3 establece los contenidos máximos de alquitrán nicotina y monóxido de carbono de los cigarrillos de tal manera que se hace una fiel trasposición del artículo 3 de la Directiva 2001/37/CE en el artículo 4 se especifica que dichos contenidos se medirán según las normas ISO 4387 10315 y 8454. Al revisar los métodos de medición se pone en evidencia que los análisis se realizan sobre los humos de emisión y no sobre los propios productos. Es por ello que en las preguntas 3.2.4.1. y 3.2.4.2. se ha contestado no en lo que se refiere a las exigencias de revelar información relativa al contenido de los productos de tabaco y si a las exigencias de revelar información relativa a las emisiones de los productos de tabaco.
- El punto 3 del artículo 4 del Real Decreto 1079/2002 contempla la divulgación a los consumidores de los ingredientes de todos los productos del tabaco por marcas y tipos a cargo del Ministerio de Sanidad por los medios que considere adecuados.","Answer/report not provided"
"142","Sri Lanka","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"143","Sudan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"144","Suriname","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"145","Swaziland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"146","Sweden","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"147","Syrian Arab Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"148","Tajikistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"149","Thailand","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"150","The former Yugoslav Republic of Macedonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"151","Timor-Leste","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"152","Togo","Answer/report not provided","Les décrets dapplication de la loi antitabac sont en cours délaboration.","Answer/report not provided"
"153","Tonga","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"154","Trinidad and Tobago","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"155","Tunisia","Cette composante merite d''être renforcée.","Cette composante constitue également une priorité actuellement","Answer/report not provided"
"156","Turkey","In order to give detailed information about common ingredients used in the production of tobacco products Turkey published factsheets about carob bean extract cellulose fibre guar gum liquorice menthol prune juice concentrate vanillin 2-furfural ammonium compounds cocoa glycerol propylene glycol sorbitol sugars and acetaldehyde which are provided from an EU project named Public Information Tobacco Control (PITOC)
Webpage: http://www.tapdk.gov.tr/tr/anasayfa/tutun-mamullerinde-kullanilan-girdiler/pitoc-public-information-tobacco-kontrol-tutun-kontrolu-kamuoyu-bilgilendirmesi.aspx","Tar nicotine and carbon monoxide emissions in cigarette emissions have been disclosed to TAPDK.","Answer/report not provided"
"157","Turkmenistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"158","Tuvalu","Answer/report not provided","Under the Act 2008 importers are required or complied with that all imported tobacco products must have labelled with signs indicating that tobacco is harmful and kills people","Answer/report not provided"
"159","Uganda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"160","Ukraine","Answer/report not provided","Answer/report not provided","Answer/report not provided"
