"","Party","2014","2012","2010"
"19","Bosnia and Herzegovina","In 2011 by State Authority for taxation as well entity Ministry of Trade is enforced Rule on packaging of tobacco products with mandatory placement of all information''s related tobacco ingredients. All exported tobacco products are suppose to be controlled by responsible authorities with priority of need for establishment of state accredited laboratories for control of tobacco ingredients independently from tobacco industry.
 Regulating the content and emissions of tobacco products is covered by Republic of Srpska''s tobacco control bylaw through which is mandatory to use informations on content of tobacco product and publish it on packages of all tobacco products. In lack of undependent laboratories for testing and measuring the contents of tobacco products main testing and measuring of content of tobacco products is covered by domestic or foreign tobacco products manufacturers.","Law on Tobacco Bosnia and Herzegovina is the only country in the region that does not have implemented a law on tobacco (adopted 2010.) so full implemtation of the Law on Tobacco of BiH shall contribute to improved conditions in the area of tobacco production and processing and it shall also contribute to prevention of development of the black market and illegal trafficking of tobacco products. Rule books (by-laws) that follows low have not been jet adopted)
Regulating the content and emissions of tobacco products is covered by Republic of Srpskas snd Federation B&H tobacco control bylaw through which is mandatory to use informations on content of tobacco product and publish it on packages of all tobacco products. In lack of undependent laboratories for testing and measuring the contents of tobacco products main testing and measuring of content of tobacco products is covered by domestic or foreign tobacco products manufacturers.","Answer/report not provided"
"20","Botswana","Answer/report not provided","International guidelines and standards are used in this case. The repeal of the Tobacco Control Bill will address article 9 in a comprehensive way. If found necessary a standard (specification) will be developed.","Answer/report not provided"
"21","Brazil","Additives banned in all tobacco products. including menthol. in 2012 through a resolution of National Agency of Sanitary Surveillance (ANVISA). This prohibition is suspended due to a tobacco industry lawsuit. ANVISA created a group of specialists to study and analyse the impact these additives in smoker''s health.","Anvisa has issued a public consultation (CP 112 - http://portal.anvisa.gov.br/wps/wcm/connect/5be8ca8044dfc7888bf6abd96557fa14/CP+N%C2%BA+112+GPDTA.pdf?MOD=AJPERES ) - new text on prohibition of additives in tobacco products","Anvisa has issued a public consultation (CP 112 - http://portal.anvisa.gov.br/wps/wcm/connect/5be8ca8044dfc7888bf6abd96557fa14/CP+N%C2%BA+112+GPDTA.pdf?MOD=AJPERES ) - new text on prohibition of additives in tobacco products"
"22","Brunei Darussalam","No change","Answer/report not provided","Answer/report not provided"
"23","Bulgaria","By Decree ? 237 of 17.10.2013 of the Council of Ministers for amendment to the Ordinance on the requirements for labeling marking and appearance of tobacco products and setting standards for assessing the conformity of the content of harmful substances in cigarettes have been transposed the provisions of Directive 2012/9/ES of 7 March 2012 amending Annex I to Directive 2001/37/EC of the European Parliament and of the Council on the approximation of laws regulations and administrative provisions of the Member States concerning the manufacture presentation and sale of tobacco products (OJ L 69/15 of 8 March 2012).","According to the Bulgarian Legislation harmonized with the European Directive 2001/37/EC the Tobacco and Tobacco Products Institute (TTPI member of the Agricultural Academy - Ministry of Agriculture and Food) is legitimately authorized state institution performing tobacco products researches from the viewpoint of health protection of the nation. As by Tobacco and Tobacco Products Law (TTPL) enacted the scientific research and tobacco products analyses for the contents determination of the harmful constituents including tar nicotine and carbon monoxide have to be performed from TTPI. Since 2007 the Laboratory Testing Complex (LTC-TTPI) is a member of GoToLab and later- a member of TobLabNet. LTC is supported to participate within the activities aiming the validation and verification of the methods for determination of the specified in the WHO priority list contents and emissions. The TTPI efforts were oriented to the improvement the accuracy of the measurement methods concerning the most harmful contents and emissions. With regard to this within the period 2008 - 2010 TTPI has been equipped with new apparatus (GC and Rotative Smoking Machine). With the participation of the TTPI was upgraded the National program for Limitation of Tobacco Smoking in Republic of Bulgaria 2011-2015 and TTPI rely on the funds foreseeing in this Program to implement better the WHO FCTC Guidelines.","According to the Bulgarian Legislation harmonized with the European Directive 2001/37/EC the Tobacco and Tobacco Products Institute (TTPI member of the Agricultural Academy - Ministry of Agriculture and Food) is legitimately authorized state institution performing tobacco products researches from the viewpoint of health protection of the nation. As by Tobacco and Tobacco Products Law (TTPL) enacted the scientific research and tobacco products analyses for the contents determination of the harmful constituents including tar nicotine and carbon monoxide have to be performed from TTPI. Since 2007 the Laboratory Testing Complex (LTC-TTPI) is a member of GoToLab and later- a member of TobLabNet. LTC is supported to participate within the activities aiming the validation and verification of the methods for determination of the specified in the WHO priority list contents and emissions. The TTPI efforts were oriented to the improvement the accuracy of the measurement methods concerning the most harmful contents and emissions. With regard to this within the period 2008 - 2010 TTPI has been equipped with new apparatus (GC and Rotative Smoking Machine). With the participation of the TTPI was upgraded the National program for Limitation of Tobacco Smoking in Republic of Bulgaria 2011-2015 and TTPI rely on the funds foreseeing in this Program to implement better the WHO FCTC Guidelines."
"24","Burkina Faso","Les articles 14 et 15 de la loi 040 précisent cette disposition.","- Adoption de la loi n 040-2010/AN du 25 novembre 2010 portant lutte contre le tabac au Burkina Faso (articles 14 et 15)","Answer/report not provided"
"25","Burundi","Answer/report not provided","Dans le projet de Loi en cours on prévoit un article qui va préciser la teneur et la composition des produits du tabac que lon va marquer sur le carton.","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Answer/report not provided","In 2009 the Canadas Cracking Down on Tobacco Marketing Aimed at Youth Act amended the Tobacco Act in order to prohibit inter alia the use of additives in cigarettes little cigars and blunts wraps that contribute to make these products more attractive to youth. The prohibited additives are listed in a Schedule annexed to the Act. This list includes most flavouring preparations spices seasonings and herbs sugars and sweeteners vitamins and mineral nutrients fruits and vegetables essential fatty acids and other additives.","The Canadian Parliament recently passed an amendment to the Tobacco Act (The Cracking Down on Tobacco Marketing Aimed at Youth Act assented to on October 8 2009). One of the provisions of the new Act is to prohibit the use of additives in cigarettes little cigars and blunts wraps that contribute to make these products more attractive to youth. The prohibited additives are listed in a new Schedule annexed to the new Act. This list includes most flavouring preparations spices seasonings and herbs sugars and sweeteners vitamins and mineral nutrients fruits and vegetables essential fatty acids and other additives."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"31","Chile","Las acciones descritas en los puntos .3.2.3.1 a 3.2.3.4 no han sido reguladas específicamente pero están contempladas en los artículos 6° y 9° de la Ley de Tabaco 19.419. en el Decreto 44 del Ministerio de Salud que crea las Advertencias de Tabaco y la Resolución 904 que solicita información para la autorización comercial de productos de tabaco. Existen solicitudes de la información pero a la fecha sólo se realiza una revisión documental de esta.","Ley 19.419 que regula actividades que indica relacionadas con el tabaco en su artículo 9 exige que La casa matriz del fabricante o el importador de los productos hechos con tabaco deberán informar anualmente al Ministerio de Salud según éste lo determine sobre sus constituyentes y los aditivos que se incorporan a ellos en calidad y cantidad así como las sustancias utilizadas para el tratamiento del tabaco.
El Ministerio de Salud podrá prohibir el uso de los aditivos y sustancias que aumenten el daño o riesgo del consumidor de dichos productos y establecer los límites máximos permitidos de las sustancias contenidas en los productos hechos con tabaco. Asimismo fijará las normas sobre difusión de la información referida a los aditivos y sustancias incorporadas al tabaco y sus efectos en la salud de los consumidores.
Los envases de cigarrillos deberán expresar clara y visiblemente en una de las caras laterales los principales componentes de este producto en los términos establecidos por el Ministerio de Salud.
El artículo 16 regula La infracción de las disposiciones de la presente ley será sancionada en conformidad a las regla siguiente: multa de 500 a 1.000 unidades tributarias mensuales y comiso de las especies objeto de la infracción por la contravención de lo establecido en el inciso segundo del artículo 9 utilizando aditivos o sustancias prohibidas por el Ministerio de Salud o excediendo los límites máximos permitidos de las sustancias contenidas en los productos hechos con tabaco.
El Decreto 39 emanado de la Subsecretaría de Salud Pública Ministerio de Salud en Septiembre del 2011 establece la advertencia sanitaria para envases de productos hechos con tabaco señalando en su artículo 13 que En una de las caras laterales de las cajetillas de cigarrillos se deberá informar acerca de la presencia de las siguientes sustancias y componentes en los siguientes términos: 
EL HUMO DE CADA CIGARRILLO QUE TÚ FUMAS CONTIENE ENTRE OTROS PRODUCTOS TÓXICOS: ALQUITRÁN PRODUCTO QUE TE PROVOCA CÁNCER. NICOTINA PRODUCTO QUE TE HACE ADICTO. MONÓXIDO DE CARBONO GAS TÓXICO IGUAL AL QUE EMANA DE LOS TUBOS DE ESCAPE. ARSÉNICO QUÍMICO UTILIZADO COMO VENENO PARA RATAS.
Esta información deberá ocupar la totalidad de una de las caras laterales y ajustarse a las especificaciones técnicas que se indican en la normativa gráfica anexa a este decreto.
La Resolución Exenta 904 emanada de la Subsecretaría de Salud Pública el 2 de Noviembre de 2011 que autoriza la comercialización de los productos del tabaco que exige en su articulo 2 Ordenar a los fabricantes o importadores de los productos señalados en el punto anterior que deberán dar cumplimiento a la advertencia sanitaria y la información respecto a los componentes del producto todo ello en conformidad con el decreto supremo Nº69 de 2008 del Ministerio de Salud o los sucesivos decretos supremos dictados en virtud del artículo 6º de la ley 19.419. El articulo 3 requiere de los fabrican","Answer/report not provided"
"32","China","According to relevant laws regulations and standards on pesticide residues and additives in tobacco cigarette paper and other components for analysis; representation on mainstream smoke emissions of harmful components research analyzed cigarette hazard evaluation indices on tobacco emissions of tar nicotine and carbon monoxide monitoring but also constantly making more stringent requirements.","Pursuant to the provisions of the Product Quality Law of the Peoples Republic of China Law of the Peoples Republic of China on Tobacco Monopoly and relevant standards and provisions China monitored the constituents of tobacco products such as the pesticides residue additives and paper for cigarettes; defined the hazardous contents of smoking emissions and set the evaluation indicators for cigarettes hazard; monitored such tobacco emissions as tar nicotine and carbon monoxide etc. and have kept making higher requirements.","Pursuant to the provisions of the Product Quality Law of the Peoples Republic of China Law of the Peoples Republic of China on Tobacco Monopoly and relevant standards and provisions China monitored the constituents of tobacco products such as the pesticides residue additives and paper for cigarettes; defined the hazardous contents of smoking emissions and set the evaluation indicators for cigarettes hazard; monitored such tobacco emissions as tar nicotine and carbon monoxide etc. and have kept making higher requirements."
"33","Colombia","Sobre los reportes sobre niveles de componente de humo de los productos de tabaco. a petición del Ministerio de Salud y Protección Social. el Ministerio de Comercio logró confirmar. a través del Organismo Nacional de Acreditación (ONAC). que en Colombia no existe ningún laboratorio que permita comprobar y medir los contenidos de las emisiones de los productos de tabaco.","Se cuenta con una medición de nicotina que fue realiza en la ciudad capital Bogotá en el año 2009. Los resultados de esta medición se mencionaron en el espacio relacionado con la información sobre exposición al humo de tabaco (numeral 2.2).","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","Le progrès c’est que nous avons une loi qui y tient compte dans son article 11.","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Every year tobacco importers submit to the Secretary of Health a reports about their tobacco products constituents additives and other information''s as required by the Cook Islands Tobacco Act 2007.","All importers of tobacco are required to submit annual reports (this is closely monitored by the Tobacco Focal Point) regarding the composition and content of tobacco products.","Tobacco Product Control Act 2007 is fully effectvie June 2009 and February this year the MOH received the first report from Philip Morris Limited in respect of cigarretes manufactured by this company and sold in the Cook Islands"
"37","Costa Rica","Promulgación de la Ley 9028 y sus reglamentos. Hay contenido presupuestario programado para el 2014 para realizar estudios y mediciones del contenido y emisiones de producto de tabaco. Articulos 13 y 14 del Reglamento a la Ley N°9028","Se obliga al registro de prductos declarar la formula y contenidos del tabaco.","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","The new EU Directive for tobacco control includes provisions for further regulation of the contents of tobacco products eg. the banning of certain flavours.","Not any","Not any"
"41","Czech Republic","Regulation of the contents of tobacco products is included in following national law:
Act No. 110/1997 Coll. on Foodstuffs and Tobacco Products on the amendment and additions to some related acts as amended subsequently 

Decree No. 344/2003 Coll. stipulating the requirements for tobacco products as amended by Decree No. 316/2012 Coll.
This is a national act of law implementing the current EU Tobacco Products Directive (2001/37/EC). In 2013 EU legislative process as regards draft of the new Tobacco Products Directive started. The new EU Directive of 2014 will be accordingly implemented via the national law.
Decree No. 316/2012 Coll. = the amendment of decree No. 344/2003 Coll. came into force in September 2012 providing the update to the list of allowed contents of tobacco products (other contents of tobacco products were added to the list","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Surveillance system to check the contents of tobacco products was established in the country and it conducts the quality controlling on all the tobacco products locally produced and imported by strengthening the technical capacity of inspection room.","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","Answer/report not provided","There have been no progress in this area which has resulted in formal changes.We are discussing this a lot but as Denmark is a part of European Union we will have to make changes via EU system.","Answer/report not provided"
"45","Djibouti","Answer/report not provided","Une évaluation a été faite pour déterminer le degré de respect de larticle 8. Voir annexe 6 de ce rapport.","Answer/report not provided"
"46","Ecuador","En el Reglamento de la Ley Orgánica para la Regulación y Control del Tabaco el Art. 4.- manifiesta que: “Las compañías elaboradoras. importadoras y comercializadoras al por mayor deben declarar al momento de la inscripción a través de un informe técnico completo y claro. que tipo de producto de tabaco… así como información correspondiente a ingredientes. componentes. aditivos y otras substancias que se utilicen en su fabricación…” La información será actualizada hasta el 30 de junio de cada año.","En el Reglamento de la Ley Orgánica para la Regulación y Control del Tabaco . LORCT el Articulo 4 manifiesta que las companias elaboradoras importadoras y comercializadoras al por mayor deben declarar al momento de la inscripción a través de un informe técnico completo y claro ......así como información correspondiente a ingredientes componentes aditivos y otras substancias que se utilicen en su fabricación... El 30 de junio de2012 es el plazo para presentar el informe","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"49","Estonia","No changes in legislation since 2005
Tobacco Act:
Requirements for Tobacco Products
§ 8. Tar nicotine and carbon monoxide yields of cigarettes
(1) The tar yield of cigarettes is the yield of raw anhydrous nicotine-free condensate of smoke which shall not exceed 10 mg per cigarette.
(2) The nicotine yield of cigarettes is the yield of nicotinic alkaloids which shall not exceed 1 mg per cigarette.
(3) The carbon monoxide yield of cigarettes is the yield of carbon monoxide upon burning which shall not exceed 10 mg per cigarette. 
§ 9. Verification of yield of cigarettes
The requirements and procedure for laboratory tests regarding the tar nicotine and carbon monoxide yields of cigarettes shall be established by the Minister of Social Affairs.","no changes in legislation since 2005","Answer/report not provided"
"50","European Union","The EU Directive 2014/40/EU governing the manufacture presentation and sale of tobacco and related products was approved by the European Parliament on 26 February 2014. Member States have two years to transpose the new Directive. (All languages are available at the following link: http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1398761379066&uri=OJ:JOL_2014_127_R_0001)
The new Directive prohibits the sale of cigarettes and RYO with characterising flavours. A characterising flavour is defined as clearly noticeable smell or taste other than tobacco. 
Flavourings are also not allowed in any of the tobacco product components such as filters papers packages or capsules. Filters papers and capsules shall not contain tobacco or nicotine.
The following additives are prohibited and products containing them shall not be placed on the market: 
(a)	vitamins or other additives that create the impression that a tobacco product has a health benefit or presents reduced health risks 
(b)	caffeine or taurine or other additives and stimulant compounds that are associated with energy and vitality 
(c)	additives having colouring properties for emissions 
(d)	for tobacco products for smoking additives that facilitate inhalation or nicotine uptake and 
(e)	additives that have CMR (= cancerogenic mutagenic or reprotoxic) properties in unburnt form 
Moreover tobacco products containing additives in quantities that increase the toxic or addictive effect or the CMR properties of a tobacco product at the stage of consumption to a significant or measureable degree shall not be placed on the market.
The full set of rules applies to cigarettes and Roll-Your-Own tobacco other tobacco products such as pipe tobacco or cigars can be brought under the stricter rules if consumption patterns change substantially. 
The European Commission will develop implementing legislation in the area of ingredients in order to allow for its full implementation by May 2016. 
Apart from the recent legislation a scientific opinion on the attractiveness and addictiveness of tobacco products additives was adopted on 12 November 2010 (http://ec.europa.eu/health/scientific_committees/emerging/docs/scenihr_o_031.pdf).","A scientific opinion on the attractiveness and addictiveness of tobacco products additives was adopted on 12 November 2010 (http://ec.europa.eu/health/scientific_committees/emerging/docs/scenihr_o_031.pdf). The issue of tobacco products additives will be addressed in the Impact Assessment on the possible revision of the EU Tobacco Products Directive 2001/37/EC.
The Commission is currently preparing a legislative proposal for the revision of the Tobacco Products Directive 2001/37/EC. The issue of tobacco product regulation is being analysed in the ongoing revision.","A scientific opinion on the attractiveness and addictiveness of tobacco products additives was adopted on 12 November 2010 (http://ec.europa.eu/health/scientific_committees/emerging/docs/scenihr_o_031.pdf). The issue of tobacco products additives will be addressed in the Impact Assessment on the possible revision of the EU Tobacco Products Directive 2001/37/EC.
Questions on tobacco products regulation are also part of the public consultation on the possible revision of the above mentioned Directive. The consultation will run from 24 September 2010 until 17 December 2010."
"51","Fiji","It has been regulated in the Tobacco Control Regulation 2012","Section 12.-(1) of the 2010 Decree outlines restrictions on the tar and nicotine content in cigarettes. Section 10.-(1) of the Decree also outlines obligations to print tar and nicotine content on every cigarette container. Manufactures are required to clearly and conspicuously print the maximum level of tar and nicotine in mg per cigarette on every cigarette container and to comply with any regulations established by the Minister regarding the size placement colour and style of the statement. 
Section 12.-(2) of the Decree mandates the Minister to increase or decrease the maximum allowable levels of tar and nicotine. 
Gap: The maximum levels of tar and nicotine as required by the 2010 Decree remained unchanged compared with the requirements of the 1998 Tobacco Control Act. 
Furthermore the Decree does not provide for testing and measuring of such content. During the stakeholder meeting the mission learned that while there is a Government facility that could test and measure content and emissions of tobacco products resources are lacking for reagents for testing. Other options were considered by the participants in the stakeholder meeting. While testing facilities are available in the region in countries such as Australia New Zealand and Singapore the posting of samples would attract substantial costs.","Answer/report not provided"
"52","Finland","Answer/report not provided","Answer/report not provided","According to the recent amendment to the Tobacco Act section 5 paragraph 2 now states that the burning qualities of cigarettes must comply with the sufficient fire safety requirements (19.12.2008/984). Further provisions of the fire safety requirements are laid down by decree of the Ministry of Social Affairs and Health. The new amendments entered into force on 1 April 2010.
According to the tobacco legislation the burning behaviour of cigarettes must be tested in accordance with the US ASTM Standard Test Method for Measuring the Ignition Strength of Cigarettes or the Australian AS Standard. It is required that at most 25 per cent of a batch of 40 cigarettes being tested will burn to the end. The manufacturer or importer of cigarettes must be able to prove that the cigarettes meet the defined fire safety requirements.
The manufacturer or importer of tobacco products shall once a year (by the end of November) submit to the National Supervisory Authority for Welfare and Health research documents and statements of the compliance with reduced ignition propensity requirements on a brand-name-by-brand-name basis (Tobacco Act 6 c §). The first time to submit documents concerning the compliment of reduced ignition propensity is in November 2010."
"53","France","Réglementation reposant notamment sur la directive 2001/37/CE","Réglementation reposant notamment sur la directive 2001/37/CE","La loi n 2009-879 du 21 juillet 2009 portant réforme de lhôpital et relative aux patients à la santé et aux territoires a interdit lusage dingrédients donnant une saveur sucrée aux cigarettes afin dinterdire les cigarettes aromatisées qui visent particulièrement les jeunes. Le décret n 2009-1764 du 30 décembre 2009 est venu préciser les seuils au-delà desquels du fait du goût sucré quils donnent ces ingrédients ne peuvent être utilisés."
"54","Gabon","Pour ce qui concerne la réglementation de la composition des produits du tabac la loi prévoit uniquement au chapitre 2 article 6 que les emballages étuis ou paquets mis à la disposition du public puisse indiquer la teneur en nicotine et en goudron des produits sur une des faces latérales du paquet. Les teneurs maximales en goudron et en nicotine sont respectivement de 15 mg et 1 5mg
Pour la réglementation des émissions des produits du tabac voir chapitre 4 article 19 20 et 21 ainsi que l’article 36 chapitre 8 de la loi.","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","The norms of content are defined on the packages but it is not under the competence of any governmental organization to actually measure it.","The norms of content are defined on the packages but it is not under the competence of any governmental organization to actually measure it.","Answer/report not provided"
"57","Germany","Ingredients in tobacco products are regulated (positive and negative list). Since submission of our last report there have been no changes.","Ingredients in tobacco products are regulated (positiv and negativ list). Since submission of our last report there have been no changes.","Answer/report not provided"
"58","Ghana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","Existe en el Congreso de la República (ente legislador) un proyecto de ley a través del cual se pretende reglamentar lo relacionado a la inclusión de pictogramas en las cajetillas de productos de tabaco así como crear la obligación de los fabricantes o importadores de los mismos a incluir en las cajetillas el contenido de los cigarros..","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","No se ha podido llevar a cabo el análisis y medición del contenido de los productos de tabaco   ni el análisis y medición de las emisiones de los productos de tabaco. por la razón que el Instituto Hondureño para la Prevención del Alcoholismo. Drogadicción y Farmacodependencia IHADFA aun no cuenta con su propio laboratorio para llevarlos a cabo.","Se establecio en la Ley especial para el Control del Tabaco en el art# 22 sobre los estandares de medicion y en el art # 19 sobre la obligatoriedad de las empresas a divulgar esta informacion sobre los efectos que causan los productos derivados del tabaco.","Se establecio en la Ley especial para el Control del Tabaco en el art# 22 sobre los estandares de medicion y en el art # 19 sobre la obligatoriedad de las empresas a divulgar esta informacion sobre los efectos que causan los productos derivados del tabaco."
"64","Hungary","Answer/report not provided","No further steps have been made in the implementation of Article 9.","In 2008 a new regulation of Tobacco Decree No 102/2005. (X.31) FVM has come into effect designating the Competent Authority for registration and measuring emissions of tobacco products."
"65","Iceland","No new laws or regulations in this field. Regulation on health warnings on tobacco products and measurement and a maximum of harmful substances:http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/key2/790-2011","No new laws or regulations in this field. Regulation on health warnings on tobacco products and measurement and a maximum of harmful substances:http://www.reglugerd.is/interpro/dkm/WebGuard.nsf/key2/790-2011","Answer/report not provided"
"66","India","Section 11 of the Tobacco Control Act of India (COTPA-2003) mandate setting up of tobacco product testing labs. The process of setting of the  testing labs and apex lab has been finalised. The process of procurement of equipments have been initiated.","Section 11 of the Tobacco Control Act of India (COTPA-2003) mandates setting up of tobaco product testing labs. The process of setting of the 4 testing labs and 1 apex lab has been finalised. The process of procurement of equipments has been initiated.","The Section 11 of the Tobacco Control Act 2003 provides for puposes of testing nicotine and tar contents in cigarettes and any other tobacco products the Central Government shall by notification in the Official Gazette grant recognition to such testing laboratory as that Government may deem necessary.
The labs have been identified and their capacity being built up for testing of tobacco products but the rules are yet to be notified."
"67","Iran (Islamic Republic of)","Answer/report not provided","According to Article 22 of the national tobacco control executive bylaw Ministry of Health and Medical Education should provide necessary facilities and laboratory equipment for assessing the materials and compounds diffused by tobacco products.","Answer/report not provided"
"68","Iraq","The anti-smoking law in Iraq No. (19) of 2012 regulates the contents of tobacco products and packaging and labeling of tobacco products all in accordance with the requirements of the WHO FCTC.","Answer/report not provided","Answer/report not provided"
"69","Ireland","In compliance with E.U. law.","Answer/report not provided","Answer/report not provided"
"70","Israel","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"71","Italy","From November 2011 cigarettes sold in Italy must be self-extinguishing.
All the tests to measure the maximum limits of TNCo in cigarettes are performed at the laboratory of the Agency of Customs and Monopoly - Directorate General of Excise","Answer/report not provided","Answer/report not provided"
