"","Party","2014","2012","2010"
"23","Bulgaria","The Ministry of Health WHO EU perform exchange of information and permanent mutual support.","Answer of Ministry of Health: The expert from the Ministry of Health have received and continue recieving help from:
- WHO - uninterruptedly support;
- EC - uninterruptedly support;
- ENSP - since 2009 we are receiving very helpful News bulletin;
- European Network of Quitlines (ENQ)- every year the specialist from the National Tobacco Smoking Quitline have been trained in different places in European Union (Poland Netherlands France Spain Portuguese); we have been trained in Bulgaria too our consultants from National Tobacco Smoking Quitline and the consultants from 28-th Consultative Quit Offices (CQO) from the 28 Reginal Health Inspections (structures of the Ministry of Health); the ENQ gave a great gift to Bulgarian CQO - 15 Smoke Check Devices which we use very effectively;
- World Lung Foundation in collaboration with World Health Organization - Bulgarian experts from tobacco control area were trained in a seminar in Turkey and will be trained soon in Russia; the Ministry of Health received free of charge ad about the harms from tobacco consumption for media campaigns on national and regional level.
Answer of TTPI: 4.1.- 22.1. (a) : TTPI received support from the Netherlands.
Within the project MATRA project Tobacco product control TTPI - Bulgaria had profit the Dutch experience of the RIVM (National Institute for Public Health and the Environment) and VWA (Food and Consumer Product Safety Authority) experts. TTPI had received knowledge exchange documentations with respect to tobacco product control advanced training in tobacco product measurement (complying with international quality requirements to assay TNCO) and effective control of data submitted by industry as required by the EU.
4.2. - 22.1. (b) : TTPI had been supported from:
- the Netherlands]
- European Commission (EAHC -financing the projects);
- As an associated partner in the projects EMTOC (Electronic Model Tobacco Control) and PITOC (Public information Tobacco Control) TTPI has the possibility to acquire and implement into practice the best European experience in compliance to EU Directive 2001/37/EU and to Art.9&10 of the WHO FCTC Guidelines.
TTPI had profit the Dutch experience concerning the legal base (Dutch Tobacco Act) of the regulation about the data ingredients information. Applying the EMTOC project results into practice Bulgaria will accomplish the DG SANCO recommendations about reporting ingredients data: to use unified electronic formats for data ingredients submission; EMTOC system SOP to process transfer and control the submitted to the National Regulator information incl. the confidentiality data issues.
- Implementing into practice the results from the PITOC project TTPI - Bulgaria will inform the public and consumers about the toxicological effects of the most harmful ingredients and the human health risks of tobacco smoking.
- - GoToLab (Italy)
- TTPI`s experts had been sustained regularly often on-line from GoToLab and i","Answer of Ministry of Health: The expert from the Ministry of Health have received and continue recieving help from:
- WHO - uninterruptedly support;
- EC - uninterruptedly support;
- ENSP - since 2009 we are receiving very helpful News bulletin;
- European Network of Quitlines (ENQ)- every year the specialist from the National Tobacco Smoking Quitline have been trained in different places in European Union (Poland Netherlands France Spain Portuguese); we have been trained in Bulgaria too our consultants from National Tobacco Smoking Quitline and the consultants from 28-th Consultative Quit Offices (CQO) from the 28 Reginal Health Inspections (structures of the Ministry of Health); the ENQ gave a great gift to Bulgarian CQO - 15 Smoke Check Devices which we use very effectively;
- World Lung Foundation in collaboration with World Health Organization - Bulgarian experts from tobacco control area were trained in a seminar in Turkey and will be trained soon in Russia; the Ministry of Health received free of charge ad about the harms from tobacco consumption for media campaigns on national and regional level.


Answer of TTPI: 4.1.- 22.1. (a) : TTPI received support from the Netherlands.
Within the project MATRA project Tobacco product control TTPI - Bulgaria had profit the Dutch experience of the RIVM (National Institute for Public Health and the Environment) and VWA (Food and Consumer Product Safety Authority) experts. TTPI had received knowledge exchange documentations with respect to tobacco product control advanced training in tobacco product measurement (complying with international quality requirements to assay TNCO) and effective control of data submitted by industry as required by the EU.
4.2. - 22.1. (b) : TTPI had been supported from:
- the Netherlands]
- European Commission (EAHC -financing the projects);
- As an associated partner in the projects EMTOC (Electronic Model Tobacco Control) and PITOC (Public information Tobacco Control) TTPI has the possibility to acquire and implement into practice the best European experience in compliance to EU Directive 2001/37/EU and to Art.9&10 of the WHO FCTC Guidelines.
TTPI had profit the Dutch experience concerning the legal base (Dutch Tobacco Act) of the regulation about the data ingredients information. Applying the EMTOC project results into practice Bulgaria will accomplish the DG SANCO recommendations about reporting ingredients data: to use unified electronic formats for data ingredients submission; EMTOC system SOP to process transfer and control the submitted to the National Regulator information incl. the confidentiality data issues.
- Implementing into practice the results from the PITOC project TTPI - Bulgaria will inform the public and consumers about the toxicological effects of the most harmful ingredients and the human health risks of tobacco smoking.
- - GoToLab (Italy)
- TTPI`s experts had been sustained regularly often on-line from GoToLab a"
"24","Burkina Faso","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Emissions radiodiffusées création clubs scolaires antitabac","Answer/report not provided"
"26","Cambodia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Canada has provided assistance to international partners on tobacco product regulations. participated in Regional meetings supporting the implementation of the FCTC. and participated in FCTC working groups.","Please refer to Annex G for a detailed list of Canadas international cooperation and assistance. Canada also provided technical assistance to Colombia and Panama on tobacco product regulation and provided translated copies of tobacco materials to Chinese counterparts. Presentations were also provided on Canadas regulatory framework to a Turkish delegation visiting Canada.","Please refer to Annex 6 for a detailed list of Canadas international coorperation and assistance."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Appuis téchniques et financiers reçus par lOMS pays:
- Formation : formation dans le cadre de la réalisation de lenquête GYTS à Brazzaville;
Appuis techniques et financiers: 
- soutien au recrutement dun consultant pour lélaboration de la loi anti-tabac;
-validation du projet de loi; 
-lorganisation des journées mondiales sans tabac;
- deux réunions de pladoyer avec les journalistes et les parlementaires pour encourager ladoption de la loi;
- Prise en charge pour participer aux conférences des parties (3 et 4 )et à lINB (3 et 5)
Appui de lEtat: le local certains équipements parfois les finances","Answer/report not provided"
"31","Chile","El Convenio con La Union aprobado por el Ministerio de Salud y válido hasta Diciembre 2013. tuvo como objetivo promover ambientes libres de humo de tabaco para favorecer la salud de la población. 
Dentro de sus estrategias fue efectuar un diagnósticos de la legislación vigente. de manera de realizar propuestas necesarias para mejorar los articulados de la Ley. Esto tuvo como consecuencia directa influir en las modificaciones a este cuerpo legal. (Ley 19.419) promulgadas mediante la ley 20.660 en Enero del 2013. Uno de estos cambios establece Prohibición de fumar: Todo espacios cerrado que sea accesible al público o de uso comercial colectivo independientemente de quien sea el propietario.","El Convenio con The Union aprobado por el Ministerio de Salud y válido hasta el 2013 tiene como objetivo promover ambientes libres de humo de tabaco para favorecer la salud de la población 
Dentro de sus estrategias esta efectuar diagnósticos de la legislación vigente de manera de realizar propuestas necesarias para mejorar los articulados de la Ley que permiten establecer ambientes libres de humo en espacios cerrados de uso público.","Answer/report not provided"
"32","China","2013 a global youth tobacco survey throughout the country;
2013-2014 tobacco epidemic investigation was conducted in 13 cities;
2009-present smoke-free environments to promote projects in 7 cities.","Since the submission of the first compliance report China has received international assistance in some tobacco control projects. For instance WHO cooperated with the Ministry of Health of China to fund many tobacco control capacity building projects including the construction of smoking free medical and health institutions development of guidelines for clinical smoking cessation establishment of tobacco control websites and smoking cessation hotlines; US Bloomberg Foundation financed the project of Towards a Tobacco-free China Promotion of Smoking Free Environment and Capacity Building for Tobacco Control Media; Gates Foundation funded the China Medical Tobacco Initiative Construction of Tobacco Control Resources Center and Tobacco Free City; the US China Medical Board funded the Double Ten Tobacco Control Initiative ; China and US Center for Disease Control and Prevention co-organized the Global Adult Tobacco Prevalence Survey; China and US National Institutes of Health co-organized the Epidemiology and Intervention Research for Tobacco Control in China; and China coordinated with the University of Waterloo to carry out the Inspection of Tobacco Control Policy project.","Since the submission of the first compliance report China has received international assistance in some tobacco control projects. For instance WHO cooperated with the Ministry of Health of China to fund many tobacco control capacity building projects including the construction of smoking free medical and health institutions development of guidelines for clinical smoking cessation establishment of tobacco control websites and smoking cessation hotlines; US Bloomberg Foundation financed the project of Towards a Tobacco-free China Promotion of Smoking Free Environment and Capacity Building for Tobacco Control Media; Gates Foundation funded the China Medical Tobacco Initiative Construction of Tobacco Control Resources Center and Tobacco Free City; the US China Medical Board funded the Double Ten Tobacco Control Initiative ; China and US Center for Disease Control and Prevention co-organized the Global Adult Tobacco Prevalence Survey; China and US National Institutes of Health co-organized the Epidemiology and Intervention Research for Tobacco Control in China; and China coordinated with the University of Waterloo to carry out the Inspection of Tobacco Control Policy project."
"33","Colombia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","à ma connaissance rien"
"35","Congo","Nous avons reçu l’aide de l’Union Internationale contre la tuberculose et les maladies respiratoires dans le cadre du projet pour l’implémentation de l’article 5.3 de la convention cadre de l’OMS pour la lutte antitabac dans les pays africains et de l’Alliance pour le contrôle du tabac (FCA) dans l’appui technique et financier de l’élaboration des textes d’application de la loi relative a la lutte antitabac","Dans le cadre déchange des meilleures pratiques On a obtenu un appui (prise en charge du Point focal dun professionnel des finances et dun représentant de la Société civile) pour prendre part à la troisième conférence internationale francophone sur le contrôle du tabac (CIFCOT) à Niamey (Niger) en septembre 2010
Lappui dans la mise en œuvre de certains programmes des enquêtes (tels que : la mise en application des articles 8 et 12 de la convention cadre de lOMS pour la lutte antitabac dans le cadre du projet CONGO SANS TABAC de lAssociation congolaise pour la santé publique et communautaire (ACSPC) appuyé par lAssociation Canadienne de Santé Publique à la hauteur de 3.200.000frs CFA;
La formation des leaders du Réseau des ONG Congolaises de lutte antitabac grâce à lappui financier de lAlliance pour le Contrôle de Tabac en Afrique (ATCA) pour un montant de près de 4.500.000frs CFA.","Answer/report not provided"
"36","Cook Islands","Assistance in developing the National Action Plan raising awareness capacity training Needs Assessment surveillance smoking cessation analysis and training health staff","WHO has been instrumental in providing financial assistance to conduct GYTS and lately the GSHSS with technical assistance from CDC.
SPC tried to secure funding throuh the Bloomberg funds but was unsuccessful however provide technical assistance also.","- receive funds in assisting with tobacco control programs and activites; and surveys - NCD STEPS and GYTS"
"37","Costa Rica","Answer/report not provided","Se logró la aprobación de un Grant para apoyar las labores de cabildeo y promoción para la aprobación del Proyecto de ley de Control de Tabaco en Costa Rica Proyecto de Ley 17371","Answer/report not provided"
"38","Côte d'Ivoire","Renforcement de capacité documentation élaboration des documents dorientation.","Answer/report not provided","Answer/report not provided"
"39","Croatia","Answer/report not provided","22.1(b) WHO support for development of Tobacco Action Plan
22.1(c) SEEHN Project: Public Health Capacity Building for Strengthening Tobacco Control in SEE","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","cental and local training-20 times
car 1
equipments and supply -2 times (2009 2011)","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","See above.","We participate in a network with our Nordic and European colleques in order to help and advice in best practise.","Answer/report not provided"
"45","Djibouti","Answer/report not provided","N 2009 utiliser les images pour larticle 11 à DJIBOUTI.
CONSEIL sur place à Djibouti.","Answer/report not provided"
"46","Ecuador","Asistencia técnica para el desarrollo de investigaciones. Capacitación del Talento Humano en estrategias de liderazgo / gerencia. Tratamiento integral del tabaquismo","Asistencia técnica para el desarrollo de investigaciones Asesoría para la implementación de la Ley de Control de Tabaco capacitación del talento humano en estrategias de liderazgo desarrollo de talleres de capacitación en tratamiento integral del tabaquismo.
Apoyo económico para la ejecución de talleres de capacitación y reproducción de material educativo","Answer/report not provided"
"47","Egypt","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"48","El Salvador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"49","Estonia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","see 4.7"
"51","Fiji","Answer/report not provided","WHO provides support to tobacco control activities in Fiji. The Government of Fiji received support from the WHO Regional Office for the Western Pacific for training programmes and for conducting advocacy campaigns. 
The WHO South Pacific Office provided technical assistance and support to the country in the process of development of the National NCD Strategic Plan 2010-2014. 
Fiji also received support from the WHO Regional Office for the Western Pacific and the Centers for Disease Control and Prevention (USA) for various surveys under the Global Tobacco Surveillance System. 
An assessment of the needs concerning implementation of the WHO FCTC by Fiji was conducted jointly by the Convention Secretariat and the Government of Fiji in September-October 2011 including the mission to Fiji of an international team comprised of representatives of the Convention Secretariat the WHO Regional Office for the Western Pacific and the WHO South Pacific Office (based in Fiji) from 26 September to 3 October 2011. The assessment involved relevant Fijian ministries and agencies and also included a meeting with the UN Resident Coordinator for the UN Systems Operational Activities also based in Fiji. 
As part of its 2-1-22 Pacific NCD programme21 the Secretariat of the Pacific Community a regional intergovernmental organization supports 22 Pacific island countries in implementing their national NCD strategic plans. As part of this project each country including Fiji receives technical assistance as well as a grant of AUD 450 000 over three years for related projects including tobacco control.","Answer/report not provided"
"52","Finland","National Institute for Health and Welfare (THL) organize every year international NCD-seminar. The aim of the seminar is to present and discuss current international strategies for prevention and control of chronic noncommunicable diseases (NCD) to make participants familiar with Finnish experiences and successes in health promotion (e.g. North Karelia Project and Health in All Policies concept) and to train in planning implementation and evaluation of NCD prevention interventions: ''from theory to practice''. Smoking is one of the most important parts of the seminar. Participants are from all over the world. 
THL also hosted “Impact assessment of the WHO FCTC Expert Consultation Meeting” in Helsinki November 2013. THL is active participant of Nordic tobacco network which consists of state administration and supportive research institutes from the Nordic countries. The network organizes annual meetings.
Finnish Lung Health Association (Filha) has been implementing a community-based tobacco control project in Kyrgyzstan since the year 2011. The current project spans from 2014-2016 and activities are carried out in the Chui Naryn Issuk-Kul and Talas Oblasts of Kyrgyzstan. Some training will also be conducted nation-wide. The project support primary health care village health committees teachers and schools media and local authorities in their work to reduce tobacco use. The project aims to influence attitudes and knowledge level of the target population and to develop a model for reducing tobacco use for broader national and international use. Collaboration with other Central Asian countries to implement the Kyrgyz model more widely is ongoing. The project is implemented in close cooperation with the Ministry of Health and the Ministry of Education of the Republic of Kyrgyzstan. The project cooperates with and strives to enhance the implementation of the WHO Framework Convention on Tobacco Control on a grass-root level. The project is supported by the Finnish Ministry for Foreign Affairs development cooperation funding. Finland''s ASH acts as an expert organization in the project.
Filha and Finland´s ASH implement a project Community-based action against smoking in Chui Kyrgyzstan 2011-2013. The project is funded by the Ministry for Foreign Affairs of Finland.The project strives to combine a public health and health system''s approach in tobacco control by implementing intensified community-based actions in Chui Oblast in 2011-2013. Through activation of village health committees primary health care schools politicians and media the project strives to reach better understanding among adults and children of the health hazards of active and passive smoking to increase the number of smokers who make a quit attempt encouraged by the health care professionals as well as changes in social norms among adolescents as a results of a novel notion of the successful non-smoker. The long-term development objective of the Project is strengthening of a combined public health and health system''s approach in tobacco control in Kyrgyzstan. The project is being realized in cooperation with the National Health Promotion Center under Ministry of Health of Kyrgyz Republic (NHPC) Training-methodical center on PAL strategy under Kyrgyz State Medical Institution of continuing medical education and Ministry of Education and Science of Kyrgyz Republic.

Finland´s ASH is involved in INWAT Europe Foundation. The aim of the foundation is to improve on the health and the quality of thelives of womenand girls. The European Foundation aims to reduce the damage inflicted by tobacco use to exposuretotobacco smoke and to eliminate the trade and marketing of tobacco products. The actions of the foundation include research information dissemination promotion of gender sensitive cessation and prevention programs contribution to conferences publishing or contributing to publications and promotion of female leadership in tobacco control.Finland´s ASH is also involved in the European Network for Smoking and Tobacco Prevention (ENSP). ENSP''s mission is to develop a strategy for coordinated action among organizationsand individuals active in tobacco control in Europe by sharing information and experience and through coordinated and joint projects.Finland´s ASH is also a member of Framework Convention Alliance. Finland´s ASH disseminates information and activates national partners for necessary action.
The Finnish Heart Association is an active partner in the European Heart Network. The activities of this network cover multiple aspects of cardiovascular health a major focus being tobacco control at the European level.
The Nordic Heart andLung Alliance (NHL) is an umbrella organisation for patient organisations working with heart and lung patients in Denmark Finland Iceland Norway and Sweden. NHL was established in 1948. The member organisations are Boserups Minde in Denmark The Organisation for Respiratory Health in Finland The Icelandic Association of Tuberculosis and Chest Patients Landsforeningen for hjerte- og lungesyke (LHL) in Norway andThe Swedish Heart and Lung Association.In Sweden Norway and Finland these member organisations carry out a social media campaign in 2014 for children''s right to smoke-free environmentand protection against the health effects of active and passive smoking and the so called third hand smoke.","National Institute for Health and Wellfare (THL) organize every year international NCD-seminar. The aim of the seminar is to present and discuss current international strategies for prevention and control of chronic noncommunicable diseases (NCD) to make participants familiar with the Finnish experiences from the North Karelia Project and to train in planning implementation and evaluation of NCD prevention interventions: from theory to practice. Smoking is one of the most important parts of the seminar. Participants are from all over the world. 
Filha and Finland´s ASH implement a project Community-based action against smoking in Chui Kyrgyzstan 2011-2013. The project is funded by the Ministry for Foreign Affairs of Finland. The project strives to combine a public health and health systems approach in tobacco control by implementing intensified community-based actions in Chui Oblast in 2011-2013. Through activation of village health committees primary health care schools and mass media the project strives to reach better understanding among adults and children of the health hazards of active and passive smoking to increase the number of smokers who make a quit attempt encouraged by the health care professionals as well as changes in social norms among adolescents as a results of a novel notion of the successful non-smoker.The long-term development objective of the Project is strengthening of a combined public health and health systems approach in tobacco control in Kyrgyzstan.The project is being realized in cooperation with the National Health Promotion Center under Ministry of Health of Kyrgyz Republic (NHPC) Training-methodical center on PAL strategy under Kyrgyz State Medical Institution of continuing medical education and Ministry of Education and Science of Kyrgyz Republic.
Finland´s ASH is involved in INWAT Europe Foundation. The aim of the foundation is to improve on the health and the quality of the lives of women and girls by way of working to reduce the damage inflicted by tobacco use by exposure to tobacco smoke and by the trade in and marketing of tobacco products. The actions of the foundatin include research information dissemination promotion of gender sensitive cessation and prevention programmes contribution to conferences publishing or contributing to publications and promotion of female leadership in tobacco control.","Answer/report not provided"
"53","France","Answer/report not provided","Dans le cadre dun financement de lInstitut National du Cancer (INCa) agence nationale sous la tutelle des ministères chargés de la santé et de la recherche chargée de coordonner les actions de lutte contre le cancer les associations non gouvernementales Alliance contre le tabac Comité National Contre le Tabagisme (CNCT) et Droit des Non Fumeurs (DNF) ont participé à la préparation et la tenue de CIFCOT III qui sest déroulé en septembre 2010 à Niamey au Niger. 
Au niveau européen lINCa a soutenu financièrement en 2010 le CNCT et le Smoke free Partnership dans lorganisation de séminaires européens de formation Tobtaxy . Le premier des 5 séminaires prévus dans le projet sest tenu à Paris du 6 au 8 juin 2011. Il a été organisé avec le soutien financier de la Commission Européenne au niveau européen et de lINCa au niveau de la France. Lobjectif de ce séminaire était de former et renforcer les compétences de représentants de la société civile des experts de la lutte contre le tabagisme (chercheurs administratifs etc.) sur les questions de fiscalité et de commerce illicite des produits du tabac et permettre une harmonisation des politiques fiscales au niveau européen.
LINCa a soutenu en 2010 des projets ayant pour objectif dévaluer le suivi de la CCLAT dans les pays ultra-marins :
- mission pour le développement dun système de taxation et de distribution du tabac en outre-mer en accord avec les dispositions de la CCLAT (association Droit des non fumeurs) 
- mission damélioration des mesures de contrôle du tabac à loutre-mer (association Alliance contre le tabac).","Dans le cadre dun financement de lInstitut national du cancer (INCa) agence nationale sous la tutelle des ministères chargés de la santé et de la recherche chargée de coordonner les actions de lutte contre le cancer les associations Alliance contre le tabac et Comité national contre le tabagisme ont aidé les Parties mentionnées.
Ces associations ont ainsi organisé des rencontres en septembre 2009 à Paris réunissant des acteurs du monde francophone de la lutte contre le tabac. A été mis en place un groupe dassistance juridique portant à la fois sur ladoption et la mise en œuvre de législations et réglementations visant à appliquer les dispositions de la CCLAT sur la base des meilleures pratiques.En 2009 cette assistance a conduit concrètement à:
- la participation à latelier des juristes africains de deux représentants. Cet atelier était organisé en octobre à Nairobi par Tobacco Free Kids et lACTA et à cette occasion une information sur le rôle du GIFT a été faite (mi-octobre 2009).
- un travail sur les propositions de législation du Sénégal (fin octobre 2009) et de la République démocratique du Congo (mi-novembre 2009).
- la participation à latelier de lAlliance pour la Convention Cadre à Tunis sur lArticle 8 portant sur ladoption et la mise en œuvre des textes relatifs à linterdiction de fumer dans les lieux de travail et daccueil du public (le 1er décembre 2009). Cet atelier réunissait les pays de la région OMS EMRO (Moyen Orient) ainsi que lAlgérie. 
- en mars 2010 participation à la préparation du séminaire de Sétif en Algérie sur la mise en œuvre de la CCLAT pour le pays. 
Pour ce qui est de Côte dIvoire Burkina-Faso Tchad et Niger lassistance porte sur la rédaction de projets de textes le processus dadoption la mise en œuvre et lapplication de ceux-ci enfin la préservation à chaque étape de linterférence de lindustrie du tabac ainsi que lassistance à la préparation de CIFCOT III et dans son prolongement COP4."
"54","Gabon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
