"","Party","2014","2012","2010"
"11","Bangladesh","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"12","Barbados","Pan American Health Organization through the Biannual Work Programme","Pan American Health Organization","Answer/report not provided"
"13","Belarus","WHO through the WHO Country Office in Belarus the International Union Against Tuberculosis and Lung Disease World Lung Foundation the Bloomberg Foundation","WHO through the WHO Country Office in Belarus the International Union against Tuberculosis and Lung Disease World Lung Foundation","World Health Organization through the WHO Country Office in Belarus"
"14","Belgium","Answer/report not provided","A member of the Belgian Ministry of Health is involved as consultant in the programme of WHO EURO for developing country capacity for the implementation of the WHO FCTC and tobacco control in general..","A member of the Belgian Ministry of Health is involved as consultant in the programme of WHO EURO for developing country capacity for the implementation of the WHO FCTC and tobacco control in general.."
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"17","Bhutan","WHO SEARO has assisted Bhutan for a setting up a tobacco quitline in 2013. The Johns Hopkins School of Public through WHO SEARO has assisted Bhutan to participate in the Global Tobacco Leadership Program in 2013 and 2014. The WHO has assisted Bhutan to participate in several regional and International trainings/workshops and conferences in the area of tobacco control.","Technical assistance from WHO FCTC TFI WHO SEARO for carrying out needs assessment for implementation of FCTC","Assistance received for tobacco control:
? Financial assistance from WHO to implement tobacco control activities:- US $ 82 000/- (Biennium budget 2008-09) US $ 76 000 (Biennium  budget 2010-11). Additional financial support of US $ 15 000/- received in 2010 from WHO SEARO for tobacco control.
? Technical and financial support from WHO & CDC for carrying out  research and surveillance like Global Youth Tobacco Survey and Global School Personnel Survey.
? Recruited consultant by WHO SEARO for drafting tobacco control  legislation."
"18","Bolivia","Answer/report not provided","El Ministerio de Salud y Deportes con el apoyo de OPS/OMS FCA y TFK realiza talleres de desarrollo transferencia de conocimientos aptitudes y competencias relacionadas al control del tabaco y facilita la participación de técnicos del Ministerio en talleres regionales de capacitación en control de tabaco. Asimismo ha logrado canales de comunicación para el asesoramiento en diversas áreas de control de tabaco con organizaciones como: OPS/OMS FCA y expertos regionales de control de tabaco.","Answer/report not provided"
"19","Bosnia and Herzegovina","Regarding 4.1 persons who are activly involved in FCTC implementation usually participate at WHO meetings and workshops where WHO provides financial and other support for this participation. Concerning 4.6 some researches that are implemented to cover different aspects of human health (tobacco cessation as well) are implemented by different international donation or grants","Regarding 4.1 persons who are activly involved in FCTC implementation usually participate at WHO meetings and workshops where WHO provides financial and other support for this participation. Concerning 4.6 some researches that are implemented to cover different aspects of human health (tobacco cessation as well) are implemented by different international donation or grants","Answer/report not provided"
"20","Botswana","Answer/report not provided","WHO country office is always at our disposal for technical and sometimes financial assistance.","Answer/report not provided"
"21","Brazil","MERCOSUR Intergovernmental Commission for Tobacco Control: This is a permanent forum to exchange experiences and discuss and adopt collaborative measures.
Bloomberg Foundation: Brazilian government. through National Cancer Institute. has a grant to develop actions to empower the enforcement of smoke free legislation.","Ibero-American Network for Tobacco Control (RIACT): Maintaining an email that allows virtual communication and information exchange (scientific evidences and studies actions developed in states and municipalities tobacco industry strategies) between the representatives from tobacco control governmental agencies in ibero-american countries.
As WHO Collaborating Center INCA supports public campaigns materials to the Lusofonic countries - World No Tobacco Day (31st May).
MERCOSUR Intergovernmental Commission for Tobacco Control: Several agreements were signed along the last Health Ministers meetings resulting in significant achievements for the national and regional actions. Some of these measures must be highlighted: adoption of integrated policy and a work-plan for tobacco control; inclusion of medicines for tobacco cessation theme in MERCOSUR Medicine Policy; discussion of a tax and tributes harmonization; and intensification of the efforts for FCTC ratification by the countries.
Canadian governments cooperation with the Mercosur countries on the issue of regulating tobacco products.
Memorandum of understanding with the Department of Health of Canada: encourage and facilitate exchanges and cooperation between government agencies health institutions specialists scientists and health professionals in the field of health including tobacco control.","Ibero-American Network for Tobacco Control (RIACT): Maintaining an email that allows virtual communication and information exchange (scientific evidences and studies actions developed in states and municipalities tobacco industry strategies) between the representatives from tobacco control governmental agencies in ibero-american countries.
As WHO Collaborating Center INCA supports public campaigns materials to the Lusofonic countries - World No Tobacco Day (31st May).
MERCOSUR Intergovernmental Commission for Tobacco Control: Several agreements were signed along the last Health Ministers meetings resulting in significant achievements for the national and regional actions. Some of these measures must be highlighted: adoption of integrated policy and a work-plan for tobacco control; inclusion of medicines for tobacco cessation theme in MERCOSUR Medicine Policy; discussion of a tax and tributes harmonization; and intensification of the efforts for FCTC ratification by the countries.
Canadian governments cooperation with the Mercosur countries on the issue of regulating tobacco products.
Memorandum of understanding with the Department of Health of Canada: encourage and facilitate exchanges and cooperation between government agencies health institutions specialists scientists and health professionals in the field of health including tobacco control."
"22","Brunei Darussalam","Malaysia Singapore Thailand Indonesia WHO (WPRO) Korea Australia","Malaysia Singapore Thailand Indonesia WHO (WPRO)","Answer/report not provided"
"23","Bulgaria","lang=bg-BG&pageid=470&categoryid=2560&articleid=2566
Project ''Tobacco additives'' under the EU-Project „Public information on Tobacco Control” Institute of Tobacco and Tobacco Products
http://www.ttpi-bg.com/bg/downloads.html","Answer of TTPI: 4.1.- 22.1. (a) : TTPI received support from the Netherlands.
4.2. - 22.1. (b) : TTPI had been supported from:
- the Netherlands]
- European Commission (EAHC -financing the projects);
- GoToLab (Italy)
- WHO TobLabNet - TFI Switzerland
4.3. - 22.1 (c)
TTPI had been supported from
- the Netherlands; 
- European Commission (EAHC - financing the projects)
4.4. - 22.1 (d)
TTPI had been supported from GoToLab;TobLabNet
4.4. - 22.1. (e)
TTPI had been supported from: 
- GoToLab;
- WHO TobLabNet - TFI","Answer of TTPI: 4.1.- 22.1. (a) : TTPI received support from the Netherlands.
4.2. - 22.1. (b) : TTPI had been supported from:
- the Netherlands]
- European Commission (EAHC -financing the projects);
- GoToLab (Italy)
- WHO TobLabNet - TFI Switzerland
4.3. - 22.1 (c)
TTPI had been supported from
- the Netherlands; 
- European Commission (EAHC - financing the projects)
4.4. - 22.1 (d)
TTPI had been supported from GoToLab;TobLabNet
4.4. - 22.1. (e)
TTPI had been supported from: 
- GoToLab;
- WHO TobLabNet - TFI"
"24","Burkina Faso","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"25","Burundi","Answer/report not provided","Média écoles pour aide fournie; OMS pour aide reçu","Answer/report not provided"
"26","Cambodia","WHO and SEATCA","World Health Organization","World Health Organiozation"
"27","Cameroon","Des appuis techniques et financiers de OMS ; CDC","Answer/report not provided","Answer/report not provided"
"28","Canada","Health Canada supported Articles 22 and 26 through a variety of contribution agreements. grants and contracts that commenced during the previous reporting period and continued into the current reporting period. These activities supported such areas as capacity building. tobacco control policies. online courses. public awareness and central data bases. Annex D to Canada''s report provides a listing of funded projects during the reporting period.","Health Canada supports Articles 22 and 26 through a variety of contribution agreements grants and contracts totaling in excess of $820 000 (Canadian) during the reporting period. These activities support such areas as capacity building tobacco control policies online courses public awareness and central data bases. Annex G to Canadas report provides a listing of funded projects during the reporting period.
Canada has also funded sub-national officials to exchange information and best practices on smoke free spaces to developing countries in Central America and supports the exchange of knowledge and strategies between countries with leading tobacco control programs.","Health Canada supports Articles 22 and 26 through a variety of contribution agreements grants and contracts totaling in excess of $1.9 million during the reporting period. These activities support such areas as capacity building tobacco control policies online courses public awareness and central data bases. Annex F to Canadas report provides a listing of funded projects during the reporting period.
Supplementing the International Grant Program Canada has funded the visit of officials from Ghana to work with public sector and NGO tobacco experts funded sub-national officials to exchange information and best practices on smoke free spaces to developing countries in Central America and supports the exchange of knowledge and strategies between countries with leading tobacco control programs."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Appuis téchniques et financiers reçus par l OMS pays et Afro
Aides matérielles et fournuitures reçues par le Gouvernement Thadien et lOMS","Answer/report not provided"
"31","Chile","Con fecha 2011 nuestro país firmo un Convenio internacional de trabajo con la organización The Union Against Tuberculosis and Lung Diseases. y con el apoyo de Bloomberg Philantropies.
 El aporte monetario correspondió a US$ 153.765 
El trabajo fue realizado por un equipo multiprofesional de expertos en el tema y su vigencia fue de dos años. finalizando en Diciembre del 2013.","Con fecha 2011 nuestro país firmo un Convenio internacional de trabajo con la organización The Union Against TBC and lung diseases.
 El aporte monetario correponde a US$ 153.765 
El trabajo es realizado por un equipo multiprofesional de expertos en el tema y su vigencia es de dos años hasta el 2013.","Answer/report not provided"
"32","China","China accepted WHO United States national institutes of health and the United States Centers for disease control and prevention and the Bloomberg Foundation the Gates Foundation''s support.","WHO US Canada","WHO US Canada"
"33","Colombia","Del 29 de octubre al 2 de noviembre del 2012 asistió al país una misión compuesta por delegados de la Secretaría del CMCT de la Organización Mundial de la Salud. la oficina de la OPS/OMS en el país. el Banco Mundial y el Programa de Naciones Unidas para el Desarrollo (PNUD). para realizar un ejercicio conjunto con el Gobierno Nacional sobre las necesidades del país en la aplicación del CMCT. El proceso de evaluación incluyó la participación de los ministerios de Salud. Agricultura. Hacienda. Comercio. Relaciones Exteriores. Cultura. y de otras entidades como la DIAN. el Instituto Nacional de Cancerología. y la Superintendencia de Industria y Comercio. La misión se reunió. además. con algunos Honorables congresistas conocedores del tema como Simón Gaviria. Jorge Eduardo Ballesteros y Rafael Romero.
El proceso de evaluación incluyó un análisis inicial de la situación del país en relación al Convenio. los desafíos y las posibles necesidades derivadas del informe de implementación más reciente del país y otras fuentes de información. 
Posterior a la visita. se elaboró un informe final con las recomendaciones para mejorar la implementación del CMCT en el país. Estas recomendaciones se socializaron con todos los stakeholders en una reunión intersectorial el día 2 de septiembre de 2013. Allí se acordaron algunas de las principales acciones para articular los esfuerzos del gobierno nacional por aplicar efectivamente el Convenio. De hecho. se concluyó que era fundamental contar con un plan de acción intersectorial para la implementación del CMCT. En la actualidad. se espera avanzar más contundentemente en la construcción de este plan de acción.
Vale destacar. de otro modo. que la Secretaría del CMCT ha prestado asistencia para el desarrollo del proyecto de monitoreo de nicotina en todo el país que está liderando el Ministerio de Salud. así como se está a la espera del apoyo al desarrollo de la guía sobre cesación.
Así mismo. la Secretaría del CMCT facilitó los recursos para que la Dra. Claudia Cedillo. de la World Lung Foundation. asesorara al Ministerio de Salud en el desarrollo de estrategias de información. educación y comunicación más efectivas.","Sobre el asesoramiento técnico jurídico y de otra índole para fortalecer las estrategias planes y programas de control de tabaco Colombia ha recibo asesoría de parte de Australia y Canadá.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","des petit paneaux (contre plaques) 11 fournis par Le bureau de lOMS comores destiné aux aeroports de hahaya de Wani de Badarsalama"
"35","Congo","Aide reçue pour l’élaboration des textes d’application de la loi relative à la lutte antitabac et pour la mise en œuvre de l’article 5.3 de la convention cadre de l’OMS pour la lutte antitabac","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","WHO Regional Office; WHO FCTC Secretariat; Secretariat of the Pacific Community (SPC); Australian Government Department of Health and Ageing and Cancer Council of Australia and the National Heart Foundation of Australia New Zealand Inspiring Team Limited","World Health Organization (WHO)
Centres for Disease Control (CDC Washington DC)
Secretariat of the Pacific Community (SPC)","WHO CDC SPC"
"37","Costa Rica","Ministerio de Salud de Panamá/Instituto Gorgas y OPS
Ministerio de Salud de Uruguay.
Costa Rica forma parte del Grupo de Trabajo sobre Medidas sostenibles parta fortalecer la aplicación del CMCT (MOA). Primera reunión octubre de 2013.","Si ha coordinado a través de IAFA Ministerio de Salud Red Nacional Antitabaco con los países de la Región intercambiando experiencias investigaciones documentos y otros a través de Tobacco Free Kids Alianza para el Convenio Marco Union Internacional contra la Tuberculosis y las Enfermedades Respiratorias ONiel Institute Fundación Bloomberg entre otras.","Answer/report not provided"
"38","Côte d'Ivoire","OMS et union internationale de lutte contre la tuberculose et les maladies respiratoires","Answer/report not provided","Answer/report not provided"
"39","Croatia","22.1(b) WHO support for development of Tobacco Action Plan as well as other expertise related to tobacco control
National Cancer Institute (NCI) & American Society of Clinical Oncology (ASCO) – organization Croatia-U.S. Workshop on Cancer Prevention via Tobacco Control and Smoking Cessation Zagreb Croatia 6 November 2012","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","WHO","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","EU-Commission European Network on Tobacco and Smoking Prevention Smoke free Partnerships WHO regional office and FCTC secretariat has contributed to the development of knowledge skills and methods. Moreover the Australian Department of Health has provided the Danish Health and Medicines Authority with help for campaigning and the tobacco control experts of the Nordic countries has exchanged ideas and concepts during the last two years.","We have received assistance from Australia concerning the use of TV-spots for Every cigarette is doing you damagecampaign.
We have received advise and assistance from ENSP (European Network on Tobacco and Smoking Prevention) and Smokefree Partnership concerning smokefree laws and tax on tobacco products. 
We have received guidence from EU-Commission and WHO Europe and FCTC secretariat.
We have participated in European and World conference in order to be updated on the isssue
We participate in a network with our Nordic and European colleques in order to help and advice in best practise.","Answer/report not provided"
"45","Djibouti","Answer/report not provided","EN 2009 LE CANADA lUE ET LAUSTRALIE nous ont permis dutiliser les images pour larticle 11 à DJIBOUTI. LASSOCIATION CANADIENNE DE LUTTE CONTRE LE CANCER a intervenu en conseil sur place à Djibouti.","Answer/report not provided"
"46","Ecuador","OPS/OMS. Framework Convention Alliance for Tobacco Control. Unión Internacional contra la Tuberculosis y Enfermedades Respiratorias. 
El Ecuador firmo el Convenio de Cooperación Bilateral con la República Oriental del Uruguay en el año 2013 con el fin de fortalecer la aplicación del Convenio Marco para el Control del Tabaco. con énfasis en dos líneas estratégicas: 1) El monitoreo y vigilancia de los espacios 100% libres de humo y 2) El tratamiento integral de las personas consumidoras de tabaco.","OPS/OMS Framework ConventionAlliance for Tobacco Control IDRC- RITC Union Internacional Contra la Tuberculosis y Enfermedades Respiratorias Corporate Accountabilitty Internacional Fundación Interamericana del Corazón","Answer/report not provided"
"47","Egypt","Answer/report not provided","Who assisted the World Health Organization and the International Union Against Tuberculosis and Lung disease","Answer/report not provided"
"48","El Salvador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"49","Estonia","The WHO Country Office in Estonia and The WHO Regional Office for Europe provided technical advice by one international expert Technical advice based on the latest global and regional evidence for development of the Green Paper on Tobacco policy. Technical advice was given in April/May 2012.","A mission led by WHO conducted a joint rapid assessment of current practices and national capacity for tobacco control in Estonia. The WHO Regional Office for Europe worked together with the Public Health Department of the Ministry of Social Affairs and with the National Institute for Health Development to organize and conduct this capacity assessment. From 13 to 17 December 2010.","Answer/report not provided"
"50","European Union","Answer/report not provided","Answer/report not provided","The EU Enlargement Policy European Neighbourhood Policy and Development Policy include possibilities for financing of activities listed in 4.1-4.4. 
One of the strategic actions set out in the EU Health Strategy Together for Health: A Strategic Approach for the EU 2008-2013 is to promote the implementation of international health agreements including the FCTC. This has been reflected in various agreements and strategic bilateral documents including the Country Strategy Papers 2007-2013 for Egypt Georgia Lebanon and Morocco and in the National Indicative Programmes 2011-2013 for Ukraine Libya Armenia and Azerbaijan. International health agreements including FCTC are also referred to in the Partnership and Cooperation Agreements between the EU and Philippines and between the EU and Vietnam."
"51","Fiji","Answer/report not provided","WHO South Pacific Office WHO Regional Office the Convention Secretariat the Secretariat of the Pacific Community","Answer/report not provided"
"52","Finland","Assistance from the National Institute for Health and Welfare (THL) Filha and Finland''s ASH to many organizations and people from different countries. Look answer 4.8.","Assistance from the National Public Health Institute (THL) Filha and Finlands ASH to many organizations and people from different countries. Look answer 4.8.","The National Institute for Health and Welfare has implemented a Health behaviour survey in Northwest Russia including questions on e.g. tobacco use and cessation.
There has been at least one NGO project. Filha has been implementing a project to promote lung health in Kyrgyzstan 2007-2010 funded by the Ministry for Foreign Affairs of Finland in which all above mentieoned aspects have been addressed. 
Answer to all the questions 4.1-4.6 / assistance received is no. (The questionnaire did not allow to choose this option)."
"53","France","Answer/report not provided","Nouvelle Calédonie Polynésie Française Côte dIvoire Burkina Faso Tchad Sénégal Algerie République démocratique du Congo Niger et les pays membres de lUnion Européenne.","Côte dIvoire Burkina-Faso Tchad Sénégal Algérie République démocratique du Congo et Niger"
"54","Gabon","Le Gabon a bénéficié de l’aide du Secrétariat de la Convention cadre de l’OMS pour l’évaluation des besoins sur l’application de la Convention cadre.","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","Assistance was received by the WHO FCTC Secretariat; Bloomberg Foundation (grant)","Bloomberg Foundation (grant)","Answer/report not provided"
"57","Germany","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"58","Ghana","Received financial assistance from FCTC Secretariat to support education training and communication in 2012 
Received technical Assistance from WHO Afro for training in Tobacco cessation and development of Cessation Guidelines
Received Financial and technical Assistance from CTFK in the preparation of legislative instrument and regulations on the Tobacco Control measures of Act 851.","Assistance provided has been marginal though positive given resource constraints","Answer/report not provided"
"59","Greece","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"60","Grenada","WHO PAHO; CARICOM Secretariat","Answer/report not provided","Answer/report not provided"
"61","Guatemala","OPS/OMS. UNICEF","OPS apoyó tecnicamente para organizar y desarrollar programa para docentes de Facultad de Medicina.","Answer/report not provided"
"62","Guyana","Answer/report not provided","Assistance was received from the Pan American Health Organisation ( International Organisation) and the Guyana Chest Society ( NGO). the Guyana Chest Society received funding from the Jamaican Heart Foundation who receives funding from the Bloomberg Initiative.","Assistance was received from the Pan American Health Organisation ( International Organisation) and the Guyana Chest Society ( NGO). the Guyana Chest Society received funding from the Jamaican Heart Foundation who receives funding from the Bloomberg Initiative."
"63","Honduras","El IHADFA solamente ha recibido de parte de la  Organización Panamericana de la Salud en Honduras material de prevención del consumo de tabaco tales como: afiches. calcomanías y folletos como apoyo para las capacitaciones sobre los riesgos a la salud de dicho consumo.","Answer/report not provided","Answer/report not provided"
"64","Hungary","Turkey. European Union Member States. WHO Parties. France","Turkey European Union Member States WHO tobacco counterparts France","Answer/report not provided"
"65","Iceland","As a Governmental organization under Ministry of welfare we receive information and support from many and in many ways and issues. For example WHO work related to implementing FCTC. Also for The theme and tools for World No Tobacco Day. For EU we have received support and as a member of EES been able to take part in some tobacco control programs. Last TobTaxy program aimed to build capacity and knowledge in taxation on tobacco. We have participated in EU program called Smokefree Class Competition for over 15 years This program has been very successful in our country. More recently we took part in cross Europe research program called Smoking in movies also a EU funded program coordinated by IFT-nord in Kiel in Germany. We have been member of ENSP and through that network got information and knowledge.","As a Governmental organization under Ministry of welfare we receive information and support from many and in many ways and issues. For example WHO for The theme of World No Tobacco Day. For EU we have received support and as a member of EES been able to take part in some tobacco control programs latest TobTaxy program aimed to build capacity and knowlegde in taxation on tobacco. We have participated in EU funded programs called Smokefree Class Competition for over 10 years and that program have been very successful in our country. Recently we took part in cross europe research program called Smoking in movies also a EU funded program coordinated by IFT-nord in Kiel in Germany. We have been member of ENSP and through that network got information and knowledge. We have also other contacts through networks like Globalink. As part of our policy we have never and will never accept any funding from the tobacco industry.","Answer/report not provided"
"66","India","Assistance received for Tobacco Control in India:
WHO biennium country budget 
Technical assistance received for conducting the GATS- India Survey 2010 (WHO. CDC. RTI)
Centre for Disease Control (CDC) for carrying out Global Youth Tobacco Survey.2009
Technical Asistance for the national level mass media campaigns (World Lung Foundation)
Leadership training programme conducted by Johns Hopkins University. Baltimore.
Assistance from Bloomberg Initiative (BI) has also been received to assist the National and State Tobacco Control Cells.","Assistance received for Tobacco Control in India:
WHO biennium country budget (2009-10) - Rs. 1.91 crores
Technical assistance received for conducting the GATS- India Survey (WHO CDC RTI)
Centre for Disease Control (CDC) for carrying out Global Youth Tobacco Survey.
Technical Asistance for the national level mass media campaigns (World Lung Foundation)
Leadership training programme conducted by Johns Hopkins University Baltimore.
Assistance from Bloomberg Initiative (BI) has also been received to assist the National and State Tobacco Control Cells.","Government of India as the Regional Coordinator for FCTC provided technical support to other countries.
Assistance received for Tobacco Control in India:
WHO biennium country budget (2008-09) - Rs. 2.3 crores
Ministry of Health & Family Welfare (April 2008- March 2009)- Rs 29 crores; April 2009- March 2010 -14.91 crore and March 2010-April 2011-23 crore ( For Public Awareness Campaign)
Centers for Disease Control and Prevention (CDC) (For carrying out surveillance programmes like Global Youth Tobacco Survey Global School Personnel Survey and Global Health Professional Survey)
In addition assistance from Bloomberg Initiative was also received
Ministry of Health & Family Welfare participated in the WHO TFI Mission to Bangladesh for smokeless tobacco and the training and IEC material was shared with Govt. of Bangladesh."
"67","Iran (Islamic Republic of)","With regards to implementation of FCTC needs assessment I.R.Iran received technical support from the EU through the FCTC Secretariat in 2013.","Answer/report not provided","Answer/report not provided"
"68","Iraq","World Health Organization CDC and the Global Bridges","World Health Organization John Hopkins and the University of London","Answer/report not provided"
"69","Ireland","Answer/report not provided","Ireland has met with a number of groups to offer advice in the implementation of smokefree workplaces from countries such as Japan Turkey Russia.","Ireland has met with a number of groups to offer advice in the implementation of smokefree workplaces from countries such as Japan Turkey Russia."
"70","Israel","Answer/report not provided","European Union","Answer/report not provided"
"71","Italy","Italy participated to the webinars on Protocol to Eliminate Illicit Trade in Tobacco Products May-June 2013 organized by the Convention Secretariat.
Italy participated to Regional training workshop on Tobacco and Trade in Madrid Spain 4-6 June 2013 organized by WHO Area EURO.
Italy participated to the Tobacco and Trade Seminar in Brussels 6-7 March 2014 organized by DGSANCO","Global Smoke free partnership","Answer/report not provided"
"72","Jamaica","Regional and Country Pan American Health Organization/World Health Organization Offices Centre for Disease Prevention and Control Jamaica Coalition on Tobacco Control/Bloomberg Project and International Development Research Centre.","Answer/report not provided","Answer/report not provided"
"73","Japan","Developing countries on the DAC List","Answer/report not provided","Developing countries on the DAC List"
"74","Jordan","Most of the anti-smoking activities are in collaboration with the World Health Organization and the technical support and technical and financial support through the budget of the Ministry of Health","Most anti-smoking activities in Jordan are implemented in cooperation and with technical and/or financial support from international bodies especially the World Health Organization and UNICEF with co-funding from the Ministry of Health.
Assistance was provided to Iraq.","Most anti-smoking activities are conducted in collaboration with technical support and financial support from international bodies particularly the World Health Organization and UNICEF."
"75","Kazakhstan","In 2011 and 2012 helping the MoH Ministry of Health of the Russian Federation to develop technical regulations '' Tobacco products '' for the countries of the Customs Union and to introduce icons (pictures ) about the dangers of smoking adopted by Government Resolution ? 1366 .
In 2009 the Ministry of Health of Thailand provided support to Kazakhstan in implementing pictorial warnings on the dangers of smoking accepted under number RK -1366. In 2012 the MoH NCPHLD handed sketches of icons on the dangers of smoking with Kyrgyzstan and the Russian Federation .","2011 and 2012 MH RK helps the Ministry of Health of the Russian Federation to develop technical regulations Tobacco products for countries to implement the Customs Union and pictographs (drawings) about the dangers of smoking adopted by Government Resolution ? 1366.
2009 the Ministry of Health and community anti-tobacco NPOT Island eskpertnuyu provide support to Kazakhstan in matters of implementation of the icons (images) about the dangers of smoking according to the adopted Government Resolution ? 1366.","Answer/report not provided"
"76","Kenya","Assistance provided to the Gambia Uganda","Answer/report not provided","Kenya has participated in the Working groups ellaborating various articles of the FCTC e.g Article 5.3 9&10 11 and 12."
"77","Kiribati","World Health Organization (WHO) 
Allen and Clarke
Secretariat of the Pacific Community","Answer/report not provided","Answer/report not provided"
"78","Kuwait","Answer/report not provided","Provided expertise and technical assistance to the Regional Office for Tobacco Control of the WHO Eastern Mediterranean and has also been providing technical and financial assistance by the Regional Office of WHO for the Eastern Mediterranean and the Center for Disease Control in Atlanta for the work of the global survey of tobacco use among young people (GYTS) in 2001 and 2005 and 2009 as well as survey of tobacco use among students in the medical field.","Provided expertise and technical assistance to the Regional Office for Tobacco Control of the WHO Eastern Mediterranean and has also been providing technical and financial assistance by the Regional Office of WHO for the Eastern Mediterranean and the Center for Disease Control in Atlanta for the work of the global survey of tobacco use among young people (GYTS) in 2001 and 2005 and 2009 as well as survey of tobacco use among students in the medical field."
"79","Kyrgyzstan","Secretariat of the WHO FCTC. 2012; Kyrgyz-Finland project 2011-2013 and 2014-2016","Answer/report not provided","Answer/report not provided"
"80","Lao People's Democratic Republic","Answer/report not provided","South East Asia Tobacco Control Alliance Bloomberg Initiative ASH Thailand loma Linda University ADRA Laos WHO","Answer/report not provided"
"81","Latvia","Answer/report not provided","World Health Organisation","Assistance was received form EU countries via various smaller and larger projects that mostly covered the field of public health. The only assistance received specifically on tobacco control was in the frame of the Transition Facility Twinning Light project Tobacco Monitoring System in 2008 where Germany was the project implementation partner. The aim of this project was to gain assistance for implementing a tobacco monitoring system that would provide both citizens and lawmakers with reliable data on various aspects of tobacco control. Financial assistance for the implementation was provided by the European Commission on the terms of use defined by the Twinning Light Project Manual. http://sva.vi.gov.lv/files/projekti/twining_manual.pdf"
