"","Party","2014 ","2012 ","2010 "
"11","Bangladesh","In case of Cigarette (Low) total tax incidence (VAT + SD) increased by 13.1%. In case of Cigarette (Medium) Cigarette (High) and Cigarette (Premium) total tax incidence was increased by 16.0% 16.47% and 21.21% respectively in comparison to last year. SD has not increased over the last year but the price slab has increased. So the tax incidence has increased as well.","SD=supplementary duty
Tax rates have been increased since last report in all price categories.","Answer/report not provided"
"12","Barbados","Answer/report not provided","N/A","Answer/report not provided"
"13","Belarus","growth rates of excise duties - annual as well as throughout the year. Taxation of tobacco products in the Republic of Belarus includes value-added tax rate - 20 percent excise rates the rate of import (import) duty on cigarettes (installed Common Customs Tariff of the Customs Union) 23.3 per cent of the customs value but not less than 2.67 euros per 1000 pieces.","increase in excise rates annual and during the year","increase excise tax rates (annual)"
"14","Belgium","Stable. Pas d’augmentation significative. Seules des augmentations mineures ont été décidée","The excise duties on tobacco products changed the last time on 1 January 2007 as follows:
Excise duties for cigarettes before 1 January 2007:
ad valorem excise: 45 84 %
ad valorem special excise 7 92 %
specific excise: 6 8914 euro per 1.000 sticks
specific special excise: 0 euro per 1.000 sticks
Excise duties for cigarettes after 1 January 2007:
ad valorem excise: 45 84 %
ad valorem special excise: 6 57 %
specific excise: 6 8914 euro per 1.000 sticks
specific special excise: 9 0381 euro per 1.000 sticks","The excise duties on tobacco products changed the last time on 1 January 2007 as follows:
Excise duties for cigarettes before 1 January 2007:
ad valorem excise: 45 84 %
ad valorem special excise 7 92 %
specific excise: 6 8914 euro per 1.000 sticks
specific special excise: 0 euro per 1.000 sticks
Excise duties for cigarettes after 1 January 2007:
ad valorem excise: 45 84 %
ad valorem special excise: 6 57 %
specific excise: 6 8914 euro per 1.000 sticks
specific special excise: 9 0381 euro per 1.000 sticks"
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Depuis la loi des finances 2010 la somme des taxes appliquées sur les cigarettes et autres produits du tabac en République du Bénin est de 45 %.
En 2010 détails sur la composition des taxes appliquées sont les suivants :
Taxe d’importation (DD-TEC) = 20%
Droit d’Accises 40%
TVA= 18 %
Ecotaxe sur activités polluantes 5%","constante","constante"
"17","Bhutan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"18","Bolivia","Answer/report not provided","Los impuestos al tabaco se cobran sobre el precio fijado por el fabricante la tasa ad valorem es sobre 50 % de precio sobre el fabricante con una presión fiscal estimada del 30% esta tendencia se ha mantenido los últimos dos años.","Answer/report not provided"
"19","Bosnia and Herzegovina","Answer/report not provided","total % of taxation for tobacco increase from 52% of retail price in 2009 to 73% of retail price in 2010 with estimations to 81% of retail price in 2011","Answer/report not provided"
"20","Botswana","Answer/report not provided","The trend of taxation has been affected by the smuggling of tobacco products.","Answer/report not provided"
"21","Brazil","Year 2013 - specific US$ 0.46 / ad valorem federal level 18% / ad valorem state level 26% 
 Year 2012 - specific US$ 0.39 / ad valorem federal level 17% / ad valorem state level 26%","Year 2009 - specific US$ 0.36 - 0.66 / ad valorem federal level 6.35% 
Year 2007 - specific US$ 0.27 - 0.52 / ad valorem federal level 6.35%","Year 2009 - specific US$ 0.36 - 0.66 / ad valorem federal level 6.35% 
Year 2007 - specific US$ 0.27 - 0.52 / ad valorem federal level 6.35%"
"22","Brunei Darussalam","Tax amendment on tobacco and tobacco products into excise duty rate shows a reduction in the licit importation of tobacco related products","Before 1st November 2010 cigarette tax was BND$60.00 per kg (approximately BND$0.03 per stick). From 1st November 2010 cigarette tax increased to BND$0.25 per stick.","Answer/report not provided"
"23","Bulgaria","Between 2012 and 2014 rates of tobacco excise remained unchanged.","The trend in the prices of tobacco products - the rates increases.","The trend in the prices of tobacco products - the rates increases."
"24","Burkina Faso","Depuis la réforme de 2009 qui a relevé les droits d’accise sur le tabac haut de gamme il n’y a pas eu d’évolution.","Les tarifs de la taxe sont depuis la loi de finances gestion 2009 fixés ainsi quil suit : 
1 produit classé bas de gamme ou produits populaires : 17%
2 produits classés standard : 25% 
3 produits classés de luxe : 30%","Answer/report not provided"
"25","Burundi","Answer/report not provided","Taxe a été vue à la hausse depuis Avril 2012","Answer/report not provided"
"26","Cambodia","2.8.1: 22% of retail price or local manufactured cigarettes and 28% for imported cigarettes.

Sub-Decree on reforming of Excise Tax Rate on cigarette products from 10% to 15% and excise tax base from 65% to 90% for domestic signed by the Prime Minister on 26 March. 2014 and MEF 09 July. 2014 respectively.

Current Domestic if base is 90% of EF (EF = ex-factory):
EF + 0.15*0.90 EF + 0.1(EF + 0.15*0.90EF) + 0.03(EF + 0.15*0.90EF) = 1.28255EF
The total tax (excise. VAT and public lighting tax) will be 28.25% of EF price. or 22.03% of retail price.

The excise tax will be 13.5% of EF price. or 10.53% of retail price.

Current Imported:
CIF + 0.07CIF + 0.15 (CIF + 0.07CIF) + 0.1 {CIF + 0.07CIF + 0.15 (CIF + 0.07CIF)} + 0.03 [CIF + 0.07CIF + 0.15 (CIF + 0.07CIF)] = 1.390465CIF
The total tax (import. excise. VAT and public lighting tax) is 39% of CIF. 28.08% of retail price.

The excise tax is 16.05% of CIF. or 11.54% of retail price.","The total amount of tobacco tax collections by the General Department of Taxation Ministry of Economy and Finance has increased in the past five years (from USD 5.1 million in 2005 to around USD 13.1 million in 2009) the total government revenue from tobacco taxes only amounted to around 3% and 3.5% of the total tax collected in 2008 and 2009 respectively.
Over the last ten years there has been no real increase in taxes on tobacco products.","The total amount of tobacco tax collections by the General Department of Taxation Ministry of Economy and Finance has increased in the past five years (from USD 5.1 million in 2005 to around USD 13.1 million in 2009) the total government revenue from tobacco taxes only amounted to around 3% and 3.5% of the total tax collected in 2008 and 2009 respectively."
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Federal excise duty rates are unchanged since March 2013 when the rates for tobacco products other than cigarettes and tobacco sticks were increased. During this reporting period. the rate of GST was unchanged. Provincial/ territorial tobacco tax rates either increased or stayed the same. 
Canada is proposing to adjust the excise duty on cigarettes and other tobacco products in 2014 to account for inflation since 2002. Rates are proposed to increase from $0.425 per 5 cigarettes to $0.52575 per 5 cigarettes. This will result in an increase of $4.03 per carton of 200 cigarettes. Rates on duty free tobacco products are also proposed for increase. Tax rates will be increased every five years – indexed to Canada''s Consumer Price Index. starting in 2019.","Federal excise duty rates are unchanged since July 1 2008. During this reporting period; the rate of GST (sales tax) was unchanged. Provincial/territorial tobacco tax rates either increased or stayed the same. Two provinces replaced their provincial sales taxes with a harmonized sales tax (HST); the effective rate of tax on tobacco products increased in their jurisdictions.","Federal excise duty rates have increased for all categories of tobacco products. On July 1 2008 the GST rate was reduced from 6% to 5% (14% to 13% for HST). Excise duty rates on tobacco products were simultaneously increased to offset the impact of the rate reduction. Provincial/territorial tobacco tax rates have either increased or stayed the same."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Stationnaire
NB:Par rapport au points 2.8.3 les informations nous ont été confisquées par le service des impôts et de la douanes sous pretexte que cela ne relève pas de la compétence du Ministère de la Santé Publique","Answer/report not provided"
"31","Chile","Debido al Terremoto ocurrido el 27 de Febrero del 2010 se produjo un aumento en el impuesto. Sumado a esto. el 31 de marzo del 2013. el Estado de Chile a través de su Ministerio de Hacienda. aplica una nueva fórmula para el cálculo de impuesto. Esto trae como consecuencia un alza del impuesto a la cajetilla de cigarrillos. siendo el más relevante el impuesto ad valorem. 
En este aspecto Chile tiene un impuesto acorde a las directrices del Convenio Marco de Control de Tabaco.
El nuevo artículo de la Ley de rentas establece que:
Artículo 6°.- Sustituyese en el inciso primero. del artículo 4º. del decreto ley Nº 828. de 1974. que establece normas para el cultivo. elaboración. comercialización e impuestos que afectan al tabaco. el guarismo 0.0000675 y el porcentaje 62.3%. por 0.000128803 y 60.5%. respectivamente.","IMPUESTO AL TABACO 

La tasa de impuesto al tabaco es diferenciada según el tipo de producto es así como a los puros se les aplica una tasa del 52 6% al tabaco elaborado una tasa del 59 7%. Cada cigarrillo paga un impuesto especifico equivalente a 0 0000675 UTM y además cada paquete caja o envoltorio paga un impuesto de 62 3 % que se aplica sobre el precio de venta al consumidor incluido impuestos..","Answer/report not provided"
"32","China","Answer/report not provided","As of May 1 2009 China has significantly lifted the consumption tax on tobacco products. The consumption tax rate for cigarettes of category A and category B was respectively raised to 56% and 36% and an ad valorem tax was surcharged for cigarettes in the stage of wholesale. The consumption tax rate for cigars in the production stage was raised to 36%. After the adjustment the indirect tax on cigarettes accounted for 60% of the total sales price of cigarettes (previously 46.7%) approaching the world average taxation level.","As of May 1 2009 China has significantly lifted the consumption tax on tobacco products. The consumption tax rate for cigarettes of category A and category B was respectively raised to 56% and 36% and an ad valorem tax was surcharged for cigarettes in the stage of wholesale. The consumption tax rate for cigars in the production stage was raised to 36%. After the adjustment the indirect tax on cigarettes accounted for 60% of the total sales price of cigarettes (previously 46.7%) approaching the world average taxation level."
"33","Colombia","El Impuesto al consumo de tabaco en Colombia. está conformado por:
 - Específico (en pesos por cajetilla de 20 unidades o proporcional. y actualizado anualmente en función del Índice de Precios al Consumidor) 570 y 635.75 COP por cajetilla para los años 2013 y 2014 respectivamente.
 - Ad valorem denominado sobretasa. que corresponde al 10% sobre un precio base de referencia.
 - Impuesto al valor agregado (IVA): 16% del precio base de referencia. 
Esta estructura impositiva está vigente desde julio de 2010 (Ley 1303 de 2010).
Se mantiene la misma estructura impositiva reportada desde el último Informe presentado. Ley 1393 del 12 de Julio de 2010. Ver Anexo","Se mantiene la misma estructura impositiva reportada desde el último Informe presentado. Ley 1393 del 12 de Julio de 2010. Ver Anexo 13.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","en hausse"
"35","Congo","Depuis 2013 le Congo a institué une taxe spécifique sur le tabac. On peut parler d’une amélioration dans ce sens.
Les tendances ont été améliorées car en dehors des taxes comme la TVA le DAC qui se prélèvent sur les cigarettes fabriquées localement ou importées on a ajouté à cela la taxe spécifique.","les tendances de limposition de la cigarette au cours des deux années (2009-2010) sont très élévées surtout pour la cigarette fabriquée localement puis la TVA ne reflete pas la base dimposition. nous devons aussi signalé que la base dimposition ici est le chiffre daffaire déclarée par lusine. Quand aux cigarettes importées ou autres produits du tabacs comme cigares par exemple la TVA et les droits dAccise nont pas été payés en 2009 et 2010.
NB les informations données proviennent du Ministère de la Direction Générale des Douanes et des Droits indirects-Direction des Etudes et des Prévisions Informatiques et de la Direction Générale des Impôts/service de lassiette à la direction des grandes entreprises du Ministère des Finances du budget et du Portefeuille pour lannée 2009-2010.","Answer/report not provided"
"36","Cook Islands","Tobacco Tax increase of 33% started in July 2012 for three years (2012 2013 2014","year 2008: cigarretes $279.40 per 000 cigarettes (172% increase from year 2000) tobacco $349.35 per kg (700% increase from year 2000)","year 2000: cigarretes: $162 per 000 tobacco $49 per kg; 
year 2008: cigarretes $279.40 per 000 (172% increase from year 2000) tobacco $349.35 per kg (700% increase from year 2000)"
"37","Costa Rica","From 2.8.3:
Comment 1: El impuesto que debe pagarse al Fisco se determina por la diferencia entre el débito y el crédito fiscal que estén debidamente respaldados por comprobantes y registrados en la contabilidad de los contribuyentes. El débito fiscal se determina aplicando la tarifa de impuesto al total de ventas gravadas del mes correspondiente. El monto del impuesto se determina por ejemplo aplicando el 13% sobre el precio neto de la venta. que incluye el impuesto selectivo de consume cuando las mercancías de que se trate estén afectas al mismo o cualquier otro impuesto. A este resultado se le resta el crédito fiscal. dando como resultado el impuesto por pagar o saldo a favour sobre el precio neto de venta. que incluye para estos efectos el monto del impuesto selectivo de consume.
Comment 2: La base sobre la cual se debe aplicar la tasa del impuesto que corresponda. se determina de la siguiente manera: a) En la importación o internación de mercancías. adicionando al valor CIF aduana de ingreso. los derechos de importación y el Impuesto de Estabilización Económica efectivamente pagados. No se debe autorizar la introducción de las mercancías. si los interesados no prueban haber pagado antes del impuesto selectivo de consumo respectivo. el que se consignará por separado en la póliza o en el formulario aduanero. según el caso. b) En la producción nacional. sobre el precio de venta al contado del fabricante. del cual solamente se pueden deducir los descuentos usuales y generales que sean concedidos a los compradores en condiciones similares. Los fabricantes deben declarar y pagar el impuesto a más tardar dentro de los primeros quince días naturales de cada mes. por medio de Tributación Digital. por todas las ventas efectuadas en el mes anterior al de la declaración. En todos los casos de ventas efectuadas por fabricantes es obligatorio emitir facturas y consignar en ellas por separado el precio de venta de las mercancías y el impuesto selectivo de consumo que les sea aplicable.Se multiplica el monto total de las ventas de un tipo de artículo específico. por la tarifa que le corresponda según la Ley de Consolidación de Impuestos Selectivos de Consumo y de acuerdo con la partida arancelaria en que clasifique. Al total del impuesto mensual determinado por el contribuyente se deducen los créditos de Impuesto Selectivo de Consumo pagados durante el mes. tanto a nivel interno como en Aduanas. sobre aquellas materias primas o productos intermedios incorporados en los productos finales gravados con este tributo. El resultado de esta operación será el impuesto por pagar. 
Comment 3: Créase un impuesto sobre el consumo de cigarrillos nacionales y extranjeros. elaborados a máquina. de acuerdo con las siguientes tarifas que se aplicarán sobre el precio del artículo. antes que el impuesto de ventas b)Dos coma cinco por ciento (2.5%) para los cigarillos extranjeros y para los fabricados en el país. en cuya elaboración se empleen. total o parcialmente. tabacos importados.” 
Comment 4: Créase un impuesto sobre el consume de cigarillos nacionales y extranjeros. elaborados a máquina. de acuerdo con las siguientes tarifas que se aplicarán sobre el precio del artículo. antes que el impuesto de ventas a)Dos coma cinco por ciento (2.5%) para los cigarillos elaborados en el país con tabacos nacionales exclusivamente. 
2.8.4: El impuesto se establece a partir del 12 de abril del 2012. sobre cada cigarrillo. cigarro. puros de tabaco y sus derivados. de producción nacional o importado. comprendidos en las partidas arancelarias 24.01 Tabaco en rama o sin elaborar; desperdicios de tabaco. 24.02 Cigarros (puros) (incluso despuntados). Cigarritos (puritos) y cigarrillos de tabaco o de sucedáneos del tabaco. 24.03 Los demás tabacos y sucedáneos del tabaco. elaborados; tabaco “homogeneizado” o “reconstituido”; extractos y jugos de tabaco El monto inicial del impuesto establecido en la ley. es de ¢20.00 por cada cigarrillo. purito. cigarro o puro de tabaco y sus derivados. monto que debe ser actualizado anualmente por el Ministerio de Hacienda. de conformidad con la variación del índice de precios al consumidor que determina el Instituto Nacional de Estadística y Censos (INEC). por lo que a partir del 12 de abril del 2013. fue actualizado a la suma de ¢21.30 mediante resolución DGT-R-012-2013. publicada en La Gaceta N° 69 del 10 de abril del 2013
2.8.1: Directriz de Dirección General de Tributación Nº DGT-R-21-2013 lll Que el nivel de tributación mínimo garantiza que en ningún caso. la suma a pagar por concepto de impuesto selectivo de consumo. más el impuesto del Instituto de Desarrollo Rural (Inder). más el impuesto general sobre las ventas. podrá ser inferior al ochenta y cinco por ciento (85%) del total de estos mismos tributos pagados por la categoría más vendida de cigarrillos (CMV). entendida esta como aquel precio de venta de los cigarrillos al consumidor final en que se encuentren mayores niveles de venta/ la categoría más vendida corresponde al igual que el año anterior a 900.00 colones por cajetilla Alcance de la aplicación del nivel de tributación mínimo. Del total de impuestos a la categoría más vendida. considerando el impuesto general sobre las ventas. el impuesto del Instituto de Desarrollo Rural. y el impuesto selectivo de consumo. resulta la cantidad de ¢366.8416. El nivel de tributación mínimo se establece multiplicando la suma de impuestos de ¢366.8416 por el 85%. dando como resultado la suma de ¢311.8153 (trescientos once colones. con 8153 fracción de colón) el cual debe ser aplicado tanto a los productos de fabricación nacional como a los productos importados señalados en la citada Ley N° 9028 
Ministerio de Hacienda Dirección General de Tributación Directa Nº DGT-R-21-2013- Dirección de servicio al contribuyente http://dgt.hacienda.go.cr/tiposimpuestos/Paginas/Impuestoalosproductosdetabaco.aspx","La actual estructura tributaria de los cigarrillos en Costa Rica implica una serie de impuestos ad valorem que se detallan a continuación :
o	Derecho Arancelario de Importación: 14%
o	Impuesto de Ley 6946: 1%
o	Impuesto Selectivo de Consumo: 65%
o	Impuesto de Ventas: 13%
Para estimar el efecto sobre la recaudación es necesario realizar una serie de supuestos y cálculos aritméticos que se detallarán a continuación:
1.	Se mantiene el precio de referencia en 800 colones con impuestos incluidos
2.	Las tasas de impuestos se mantienen en 13% para el impuesto de ventas y 65% para el impuesto selectivo de consumo
3.	No se estimaron los derechos arancelarios de importación ya que el producto importado proviene principalmente de Honduras por lo cual está exento de este impuesto y no existe información disponible para identificar la proporción del producto nacional y el importado.
4.	EL CARGO ESTIMADO POR IMPUESTO DE VENTAS EQUIVALE A 92.04 COLONES ( $0.184 ) POR PAQUETE DE 20 UNIDADES Y EL IMPUESTO SELECTIVO DE CONSUMO ES 278.9 COLONES POR ( $0.5578 ) LA MISMA UNIDAD.
Fuente:Impacto en la recaudación tributaria del impuesto específico planteado en el Proyecto de Ley sobre El Control del Tabaco y sus Efectos Nocivos para la Salud. Francisco Gamboa Soto. OPS-OMS. Diciembre 2010","Answer/report not provided"
"38","Côte d'Ivoire","La tendance est à la hausse la taxe spécifique TAB est de 25% et 35% depuis janvier 2014 taxe spéciale sur le tabac pour le développement du sport (est de 2 5% 5% et 10% selon le type de tabac Cf. circulaire 1665 du 29 mars 2014 de la Direction Générale des Douanes","Answer/report not provided","Answer/report not provided"
"39","Croatia","In relation to 2.8.1: 
The most popular price category in 2013. was 19 00 HRK (2 49 €; 1€ =7 6158 HRK according to rate published in the Official Journal of the European Union - C 286 of 02/10/2013) for package of cigarettes. The share of total excise duty in retail price (19 00 HRK) was 59 68%. The share of total excise duty and VAT in retail price (19 00 HRK) was 79 68%.
Trends:
Cigarettes
Excise Duty Act (OG 83/09) entered into force on 1. January 2010; specific excise duty 180 00 HRK (23 64€) per 1000 cigarettes and ad valorem 30 % of retail selling price
Regulation on the excise duty rates charged on cigarettes (OG 102/10) entered into force on 1. October 2010. ; specific excise duty 180 00 HRK (23 64€) per 1000 cigarettes and ad valorem 33 % of retail selling price
Regulation on the excise duty rates charged on cigarettes and fine cut tobacco (OG 131/12) entered into force on 29. November 2012; specific excise duty 180 00 HRK (23 64€) per 1000 cigarettes and ad valorem 36 % of retail selling price. Minimum excise duty - 486 00 HRK (63 81 €) per 1000 cigarettes
Regulation on the excise duty rates charged on cigarettes fine cut tobacco for the rolling of cigarettes and other smoking tobacco (OG 66/13) entered into force on 5. June 2013.; specific excise duty 197 00 HRK (25 87 €) per 1000 cigarettes and ad valorem 37 % of retail selling price. Minimum excise duty -567 00 HRK (74 45 €) per 1000 cigarettes
Regulation on the excise duty rates charged on cigarettes fine cut tobacco for the rolling of cigarettes and other smoking tobacco (OG 30/14) entered into force on 6. March 2014.; specific excise duty 210 00 HRK per 1000 cigarettes and ad valorem 37 % of retail selling price. Minimum excise duty -598 50 HRK per 1000 cigarettes
Cigars
Excise Duty Act (OG 83/09); 1.100 00 HRK (144 44€) per 1000 cigarettes
Regulation on the excise duty rates charged on cigarettes fine cut tobacco for the rolling of cigarettes and other smoking tobacco (OG 66/13) entered into force on 1. July 2013.; 600 00 HRK/1000 pieces (78 78 €/1000 pieces)
Cigarillos
Excise Duty Act (OG 83/09); 220 00 HRK (28 89 €) per 1000 cigarettes
Regulation on the excise duty rates charged on cigarettes fine cut tobacco for the rolling of cigarettes and other smoking tobacco (OG 66/13) entered into force on 1. July 2013.; 600 00 HRK/1000 pieces (78 78 €/1000 pieces)
Fine cut tobacco for the rolling of cigarettes
Excise Duty Act (OG 83/09); 136 00 HRK (17 86 €) per 1 kg - from 1.1.2011. 234 00 HRK (30 73 €) per 1 kg
Regulation on the excise duty rates charged on cigarettes and fine cut tobacco (OG 131/12); 325 00 HRK (42 67 €) per 1 kg 
Regulation on the excise duty rates charged on cigarettes fine cut tobacco for the rolling of cigarettes and other smoking tobacco (OG 66/13) entered into force on 5. June 2013.; 450 00 HRK (59 09 €) per 1 kg 
Regulation on the excise duty rates charged on cigarettes fine cut tobacco for the rolling of cigarettes and other smoking tobacco (OG 30/14) entered into force on 6. March 2014.; 520 00 HRK (68 28 €) per 1 kg
Other smoking tobacco
Excise Duty Act (OG 83/09; 92 00 HRK (12 08 €) per 1 kg -from 1.1.2011. 146 00 HRK (19 17€) per 1 kg 
Regulation on the excise duty rates charged on cigarettes fine cut tobacco for the rolling of cigarettes and other smoking tobacco (OG 66/13) entered into force on 5. June 2013.; 380 00 HRK (49 90 €) per 1 kg
Regulation on the excise duty rates charged on cigarettes fine cut tobacco for the rolling of cigarettes and other smoking tobacco (OG 30/14) entered into force on 6. March 2014.; 450 00 HRK (59 09 €) per 1 kg
1€ =7 6158 HRK according to rate published in the Official Journal of the European Union - C 286 of 02/10/2013
Exchange rate for 1€ is 1 3554 USD according to rate published in the Official Journal of the European Union - C 286 of 02/10/2013","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Increase in taxation specially for RYO tobacco.","Since the last report there is a 20% increase in taxation for tobacco products which introduced in December 2010.","Since the last report there is a 20% increase in taxation for tobacco products which introduced in December 2010."
"41","Czech Republic","There has been rise in taxation for tobacco products due to the fulfilment of the obligations of the EU Directive 2011/64/EU on the structure and rates of excise duty applied to manufactured tobacco.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","From 1 April 2012 the excise duty on cigarettes was increased from 0 6750 DKK per piece and 21 65 percent of the retail price to 1 1665 DKK per piece and 1 percent of the retail price. It was further increased as of 1 January 2014 to 1 1825 DKK per piece and 1 percent of the retail price. On the same dates the excise duty on fine cut smoking tobacco was increased from 668 50 to 772 50 DKK per kg in april 2012 and to 788 50 DKK per kg in 2014. At the same time the excise duty on rough cut smoking tobacco was increased from 618 50 DKK per kg to 722 50 DKK per kg in 2012 and to 738 50 in 2014.
From 1 January 2012 the excise duty on snuff and cartridge chewing was increased from 63 DKK per kg to 65 90 DKK per kg. It was further increased in 1 January 2013 to 68 76 DKK per kg.
From 1 January 2012 the excise duty on other smokeless tobacco products was increased from 229 DKK per kg to 239 53 DKK per kg. It was further increased in 1 January 2013 to 249 95 DKK per kg.","Taxes have been increased on all tobacco products","Data given above are in DKK for specific rates and are percentages for ad valorem rates. 
The rates and bases of taxes applied from 1 January 2010 are given above. 
In the period 01.01.06 - 31.12.09 the rates of taxation for cigarettes did not change. In that period the specific excise rate was set at DKK 63.66/kg and the ad valorem excise at 13.61%. In the same period the rates for fine cut smoking tobacco and other smoking tobacco products were DKK 452.5/kg and DKK 402.5/kg respectively. 
For smokeless tobacco products there have been no changes in recent years. Thus for smoking tobacco products tax rates were increased in 2010 and there was also a switch towards ad valorem taxes for cigarettes."
"45","Djibouti","Answer/report not provided","La taxe comprend la taxe interieure de consommation (TIC) 33% + Ad valorem 57% + 7% TVA. La TVA est exigée depuis 2012 pour le tabac.","Answer/report not provided"
"46","Ecuador","Se incrementó el ICE con la nueva tarifa que se encuentra vigente a partir del 1 de enero del 2014 que es de USD 0.0862 dólares de los Estados Unidos de América. por unidad","El incremento fue en los cigarrillos pasó del 150% ad valorem (dic 2007 vigente desde enero 2008) a 8 centavos de dólar por unidad de cigarrillo sin importar su calidad o precio (vigente desde diciembre 2011)","Answer/report not provided"
"47","Egypt","Answer/report not provided","Application of the tax system a combination of quality and value tax","Answer/report not provided"
"48","El Salvador","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"49","Estonia","the rates of taxation for tobacco products was raised 10% in 2012 and 6% in 2013.","Specific tax of cigarettes was raised 10% in 2010 2011 and 01.01.2012. Specific tax of fine-cut smoking tobacco was raised 10% 2010 and 74% 2011.","Answer/report not provided"
