"","Party","2014 ","2012 ","2010 "
"11","Bangladesh","In the amended tobacco control law 2013 the owner/ spervisor/manager of the public place and tranport are responsible to keep their premises smoke free otherwise he/she will be punished. Moreover under the guidence of MOH&FW with the initiative of different NGO''s working in Tobacoo Control many mobile courts has been conducted for exemplary punishment","Under the guidance of MOHFW in 2011 the law enforcing agencies conducted 342 mobile court and fined taka 93 200 at district and sub-district level. However by this time with the initiative of diffrent NGOs working in tobacco control also conducted mobile courts but no data is available on it.","Answer/report not provided"
"12","Barbados","Legislation banning smoking in public places was implemented in 2010 since that time the Ministry of Health through the Environmental Health Department has been monitoring compliance and continues to respond to enquiries to enable compliance.","Answer/report not provided","Answer/report not provided"
"13","Belarus","Decree of the Ministry of Health of the Republic of Belarus of 03.11.2011. Number 111 ''On amendments and additions to some sanitary norms rules and hygienic standards'' regarding the prohibition of smoking in establishments (organizations) health education sports at trade and consumer services facilities catering railway stations subway stations in wagons on riverboats (except in places specially designated smoking area). This measure extends the powers of the officials of bodies and institutions exercising state sanitary inspection to monitor compliance with the ban of smoking and will help reduce the spread of smoking in our country and to fully implement the requirements of Presidential Decree of November 17 2002 ? 28. By decision of the director introduces additional encouragement non-smokers or ex-smokers in cafes and restaurants provided zoning (room for smokers and non-smokers).","Decree of the Ministry of Health of the Republic of Belarus of 03.11.2011g. On Making Addenda and Amendments to certain health standards rules and hygienic standards relating to the prohibition of smoking in institutions (organizations) health care education sports facilities trade and consumer services for catering facilities railway stations subway stations in wagons on river boats (except in places specifically designated for smoking). This measure expands the powers of officials and agencies exercising state sanitary inspection to monitor compliance with the smoking ban will help reduce the spread of smoking in our country and the full implementation of the requirements of the Decree of the President of the Republic of Belarus of November 17 2002 ? 28. At the head of resheniyureshenie introduce an additional promotion or quit smoking in cafes and restaurants by zoning (a place for smokers and nonsmokers).","Decision of the manager - additional promotion of smoking or quit smoking) in cafes and restaurants - zoning (areas for smokers and nonsmokers"
"14","Belgium","Depuis le 1er juillet 2011 les dernières exceptions à l’interdiction de fumer ont été supprimés sur à un arrêt de la Cours Constitutionnelle. Depuis cette date le travail s’est concentré sur le contrôle et l’application de cette législation","A new law have been implemented since January 2010. Its stricter than the former one where it was still possible to smoke in bars where food was served. The principle of the total smoking ban has been accepted and will be implemented on 1 July 2011.
See Annex 2 of this report.
The total ban without the exception of bars nigthclubs and casinons will be implemented at the latest in July 2014 and at the shortest in January 2012. A political decision is still to be taken. 
In Flanders the general judicial framework was complemented with additional stricter rules voor educational facilities (decree of 6/6/2008). Smoking was banned on all school-related territory (inhouse and outhouse) not only for students and teachers but also for parents and visitors. Smoking is now also prohibited on educational trips.
A similar decree exists for the french community
Full text of the flemish decree (in Dutch): http://www.ond.vlaanderen.be/edulex/database/document/document.asp?docid=13996","A new law have been implemented since January 2010. Its stricter than the former one where it was still possible to smoke in bars where food was served. The principle of the total smoking ban has been accepted and will be implemented on 1 July 2011.
See Annex 2 of this report.
The total ban without the exception of bars nigthclubs and casinons will be implemented at the latest in July 2014 and at the shortest in January 2012. A political decision is still to be taken. 
In Flanders the general judicial framework was complemented with additional stricter rules voor educational facilities (decree of 6/6/2008). Smoking was banned on all school-related territory (inhouse and outhouse) not only for students and teachers but also for parents and visitors. Smoking is now also prohibited on educational trips.
A similar decree exists for the french community
Full text of the flemish decree (in Dutch): http://www.ond.vlaanderen.be/edulex/database/document/document.asp?docid=13996"
"15","Belize","The General Public has had good adherence to the implementation of the smoke free spaces initiatives.","Answer/report not provided","Answer/report not provided"
"16","Benin","la plupart des restaurants et hôtels respectent linterdiction de fumée à lintérieur et installe les fumeurs sur les terrasses.","On remarque de nos jours que les responsables des restaurants interdisent aux clients dy fumer pour la protection des employés cest lœuvre de la santé au travail en premier et de lapplication de la loi reglementant la production la commercialisation et la consommation des produits du tabac au Bénin en deuxième.","on remarque de nos jours que les responsables des restaurants interdisent aux clients dy fumer pour la protection des employés cest lœuvre de la santé au travail en premier et de lapplication de la loi reglementant la production la commercialisation et la consommation des produits du tabac au Bénin en deuxième"
"17","Bhutan","Authorised personnel identified advocacy programs conducted with the person in-charges for the entertainment centres Schools/cities/ tour guides; schools law clubs coordinators school guidance counsellors government and private commercial drivers and training of trainers all the concerned law enforcement officials","The persons-in-charge of the establishments and authorized officers/ law enforcement personnel are mandated to supervise inspect and enforce and implement Chapter Two (sections 4 to 10).
http://www.bnca.gov.bt/themes/acquia_marina/DownloadsBNCA/TobaccoControlNotic-English.pdf","An Authorized Officers from relevant agencies are formed to enforce and implement Chapter Two of the Act Protection from exposure to tobacco smoke."
"18","Bolivia","Answer/report not provided","Hasta la fecha se ha avanzado en instituciones públicas declaradas ambientes 100% libres de humo de tabaco en los departamentos de: Oruro Cochabamba Santa Cruz y La Paz.","Answer/report not provided"
"19","Bosnia and Herzegovina","Increasing trends of indoor work and public places with completely ban of smoking caused by increasing awareness'' population and more active inspection services. Republika Srpska: Pprotection from exposure to tobacco smoke is enforced through Law on Prohibition of Smoking Tobacco Products in public places of the Republic of Srpska","Protection from ETS is enforced through Law on prohibition of smoking tobacco products in public places of the Republic of Srpska and Federation Bosnia and Herzegovina","Answer/report not provided"
"20","Botswana","Answer/report not provided","Implementation of article 8 has challenges of resources especially manpower to reach the furthest parts of the country. However discussions are on going with local authorities to appoint focal persons at district level to address this gap.","Answer/report not provided"
"21","Brazil","In December 15th. 2011. the President has sanctioned a national law prohibiting smoking in public places nationwide. The smoke free measures of this law are not in force due to the lack on its regulation by the Executive.","In Brazil since 1996 there is a Federal Law that prohibits smoking in public enclosed places but allows smoking designated areas and demands them to be properly isolated and ventilated. Different interpretations of the language of the law have allowed different levels of implementation nationwide ranging from a total ban mainly in companies and health-care and government facilities to situations where smoking designated areas and non smoking areas shares the same room. This last situation has been very usual mainly in bars restaurants and other entertainment and hospitality sectors. Another important problem with the current federal law was related to the lack of inspection and the penalties application by sanitary authorities in municipal level what by its turn is a result from the low understanding of second hand smoke as a threat to health by policy makers in local level which dont prioritize this matter. 
Since 2008 two bills of law (BL 315/08 and BL 316/08) related to federal law on smoking in enclosed places are under appreciation in Senate. But they are competitive because while BL 315/08 proposes a total ban and the BL 316/08 proposes to keep smoking designated areas which worsen the current federal legislation on this matter as it takes out the language that establish that the smoking designated areas must be exclusively to smoke. There is a strong lobby from tobacco industry in National Congress to dismiss BL 315 and approve BL 316. 
By the other hand from 2008 on states and municipalities started to approve their own legislation on this matter. Currently 21 states and the Federal District (FD) approved their own legislation. From this total 7 adopted a total ban (following the language of the BL 315) and the other 14 and the FD adopted a legislation following the BL 316 ( keeping smoking designated areas). In municipal level 23 municipalities approved legislation banning smoking designated areas. And 09 approved laws keeping smoking designated areas.The states that banned smoking designated areas are being challenged in court by organization affiliated to tobacco industry under the argument that state and municipal legislation are unconstitucional if more restrictive than the federal law. Until now it is awaiting to be judged by Supreme Court.","In Brazil since 1996 there is a Federal Law that prohibits smoking in public enclosed places but allows smoking designated areas and demands them to be properly isolated and ventilated. Different interpretations of the language of the law have allowed different levels of implementation nationwide ranging from a total ban mainly in companies and health-care and government facilities to situations where smoking designated areas and non smoking areas shares the same room. This last situation has been very usual mainly in bars restaurants and other entertainment and hospitality sectors. Another important problem with the current federal law was related to the lack of inspection and the penalties application by sanitary authorities in municipal level what by its turn is a result from the low understanding of second hand smoke as a threat to health by policy makers in local level which dont prioritize this matter. 
Since 2008 two bills of law (BL 315/08 and BL 316/08) related to federal law on smoking in enclosed places are under appreciation in Senate. But they are competitive because while BL 315/08 proposes a total ban and the BL 316/08 proposes to keep smoking designated areas which worsen the current federal legislation on this matter as it takes out the language that establish that the smoking designated areas must be exclusively to smoke. There is a strong lobby from tobacco industry in National Congress to dismiss BL 315 and approve BL 316. 
By the other hand from 2008 on states and municipalities started to approve their own legislation on this matter. Currently 21 states and the Federal District (FD) approved their own legislation. From this total 7 adopted a total ban (following the language of the BL 315) and the other 14 and the FD adopted a legislation following the BL 316 ( keeping smoking designated areas). In municipal level 23 municipalities approved legislation banning smoking designated areas. And 09 approved laws keeping smoking designated areas.The states that banned smoking designated areas are being challenged in court by organization affiliated to tobacco industry under the argument that state and municipal legislation are unconstitucional if more restrictive than the federal law. Until now it is awaiting to be judged by Supreme Court."
"22","Brunei Darussalam","Prior to 2012 smoking rooms were allowed in certain specified places e.g private companies and airport. This has been prohibited in the Tobacco (Prohibition in Certain Places) (Amendment) Notification 2012","Tobacco (Prohibition in Certain Places) Notification 2007 has been reviewed new amendments in 2012","Answer/report not provided"
"23","Bulgaria","On June 1st 2012 g. are adopted changes in the Health Act which regulates total ban of smoking for indoor and open public places. The prohibition of smoking has been expanded to include premises with separate work places adjacent area and sidewalks of nurseries kindergartens schools student dormitories and places where social services are provided for children playgrounds places where events for children and pupils are organized sports facilities summer cinemas and theatres - during sports and cultural events. 
 The aim of the current ban on smoking in indoor and some open public places is to protect public health. This prohibition on the one hand protect the health of non-smokers who are exposed to tobacco smoke in indoor and some open public places on the other hand protects smokers from excessive use of tobacco and tobacco products.","The legislation forbidded persons under 18 years old to visit any kind of place where the smoking is allowed even with her/his parent or companion of adult. There are separate smoking rooms in the premises with area more than 50 sq.m. There are more specified requirements as regards ventilation signalization and marking. There are more kind and bigger penalties.","The legislation forbidded persons under 18 years old to visit any kind of place where the smoking is allowed even with her/his parent or companion of adult. There are separate smoking rooms in the premises with area more than 50 sq.m. There are more specified requirements as regards ventilation signalization and marking. There are more kind and bigger penalties."
"24","Burkina Faso","Dans plusieurs lieux publics il y est affiché l’interdiction de fumer dans les lieux publics.
Les tenants des débits de boissons ou autres propriétaires des lieux publics sont chargés de coller de façon visible les affiches et de veiller au respect de la mesure (confer la Loi 040) 
Des sensibilisations ont également été faites à l’endroit des détenteurs des lieux publics et des transporteurs en communs sur l’interdiction de fumer dans ces lieux y compris les sanctions y relatives.
De spots télé et radio en français et dans les principales langues nationales ont été diffusées à cet effet.","- Adoption de la loi n 040-2010/AN du 25 novembre 2010 portant lutte contre le tabac au Burkina Faso
- Adoption du décret N 2011-1052 /PRES/PM/MS/MEF du 30 décembre 2011 portant interdiction de fumer des lieux publics et transports en commun
- Dissémination au niveau national de ces documents législatifs
- Rencontre dinformation et de sensibilisation avec la presse écrite et télévisuelle sur le contenu de ces documents 
- Circulaire signée par Monsieur le Ministre de la santé interdisant de fumer dans les établissements de soins et au sein des services administratifs du département de la santé
- Reproduction et diffusion des affiches sur linterdiction de fumer et sur le corps du fumeur","Answer/report not provided"
"25","Burundi","Answer/report not provided","Interdiction totale dans les transports publics les hopitaux certains hôtels et bar-restaurants","Answer/report not provided"
"26","Cambodia","1-Raised awareness to relevant government ministries'' staff on Harms of the Second Hand Smoke Exposure
2-Declared and established indoor smoke free areas of the relevant ministries. workplace and public places
3- Minister of Health issuing the Circular on Measures for the Banning of Smoking and Blowing of Tobacco Products at workplaces and public places","1-Raised awareness to relevant government ministries staff on Harms of the Second Hand Smoke Exposure
2-Declared and established indoor smoke free areas of the relevant ministries.","1-Raised awareness to relevant government ministries staff on Harms of the Second Hand Smoke Exposure
2-Declared and established indoor smoke free areas of the relevant ministries."
"27","Cameroon","La célébration chaque année de la journée mondiale sans tabac met l’accent chaque fois sur la nocivité sur les non fumeurs de la fumée des fumeurs","Answer/report not provided","Answer/report not provided"
"28","Canada","There have been extensive developments in implementing Article 8. Comprehensive smoke-free legislation has been passed in all sub-national jurisdictions and numerous municipalities in Canada have adopted bylaws or policies to prohibit smoking in public places such as patios. play grounds and parks.","There have been extensive developments in implementing Article 8. Comprehensive smoke-free legislation has been passed in all sub-national jurisdictions and numerous municipalities in Canada have adopted bylaws or policies to prohibit smoking in public places such as patios play grounds and parks.
Health Canada has provided funding for the development of tools resources guidebooks and knowledge transfer impacting smoke-free places and the dangers of second hand smoke. NGOs universities other governmental departments and agencies have received project funding supporting web based and hard copy resource material impacting smoke-free spaces in the home car public places workplaces and public health and educational facilities. A detailed report on activities supporting the implementation of Article 8 is attached as Annex C","There have been extensive developments in implementing Article 8. Comprehensive smoke-free legislation has been passed in all sub-national jurisdictions and numerous municipalities in Canada have adopted bylaws or policies to prohibit smoking in public places such as patios play grounds and parks.
Health Canada continues to provide funding for the development of tools resources guidebooks and knowledge transfer impacting smoke-free places and the dangers of second hand smoke. NGOs universities other governmental departments and agencies have received project funding supporting web based and hard copy resource material impacting smoke-free spaces in the home car public places workplaces and public health and educational facilities. A detailed report on activities supporting the implementation of Article 8 is attached as Annex 2 to Canadas Group 2 reporting document."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Emissions dinformations radiodiffusées et télévisées sur les conséquences de la fumée passive aux parents qui fument dans les chambres à côté de leurs enfants et leurs femmes enceintes.","Answer/report not provided"
"31","Chile","Con respecto a la Protección contra la exposición al humo de tabaco. nuestro país ha alcanzado un gran logro al aprobarse las modificaciones de la Ley 19.419 mediante la Ley 20.660. el año 2013.
 Entre las principales modificaciones se establece la prohibición de fumar en todo espacio cerrado que sea lugar accesible al público o de uso comercial colectivo. independientemente de quien sea el propietario o de quien tenga derecho de acceso a ellos y también en espacios abiertos de recintos deportivos y establecimientos públicos salvo en los espacios designados para fumar.
Para la difusión de las nuevas normativas se implementaron diversas estrategias comunicacionales dirigidas a:
- La población general a través de medios de comunicación masiva. publicitarios o trabajo de las áreas de promoción de la salud de las Secretarías Regionales Ministeriales.
- Capacitación a los fiscalizadores. Academia. Carabineros. Organizaciones Civiles. Organizaciones No Gubernamentales. Medios de comunicación entre otro. Esto se llevo a cabo por medio de talleres presenciales en todas las regiones del país.
- Difusión a los equipos de salud del país a través de videoconferencias encabezadas por la máxima autoridad ministerial (Ministro de Salud) 
- Además para los fiscalizadores de los organismos competentes se elaboro el Manual para la Fiscalización de la Ley de Tabaco”. Disponible en http://web.minsal.cl/tabaco_introduccion.","El proyecto de ley que actualmente se discute en el Senado busca crear espacios cerrados 100% Libres de Humo de Tabaco.","Answer/report not provided"
"32","China","1. introduced in March 2011 by the People''s Republic of China''s 12th five-year plan for national economic and social development identified in the platform for the ''full implementation of smoking control in public places'';
2. December 2012 the Ministry of Industry and Information Technology Ministry of Health the Ministry of Foreign Affairs Ministry of Finance eight departments jointly issued the China tobacco control plan (2012-2015) set out in the full implementation of smoking control in public places;
3. March 10 2011 introduction of implementing rules for the regulations of the public health management of the Ministry of health to regulate indoor smoking ban in public places and so on;
4. September 5 2011 protection from second-hand tobacco smoke harm Harbin city promulgation of the Ordinance;
5. March 28 2012 Tianjin City Tianjin issued the tobacco control regulations;
6. November 8 2012 enact regulations on smoking control in public places in Anshan city in Anshan;
7. January 4 2013 promulgated for the Karamay city regulations on smoking ban in public places;
8. June 27 2013 the enactment of Qingdao Qingdao municipal tobacco control Act;
9. July 26 2013 enacting regulations of the smoking control in public places in Lanzhou in Lanzhou;
10. November 15 2013 Shenzhen enacting regulations of the Shenzhen Special economic zone on tobacco control;
11. December 21 2013 enacted the prevention of tobacco smoke harm approach in Changchun City of Changchun.
12. December 29 2013 the General Office of the CPC Central Committee and the State Council issued the notice of the leaders take the lead in matters relating to smoking in public places.","The Ministry of Health together with other three ministries and departments jointly issued the Decision on Full Smoking Ban in the National Health Care System Effective as of 2011 which clearly specifies that smoking shall be banned in medical and health institutions in China by 2011. In June 2010 the Ministry of Education and the Ministry of Health jointly published the Opinion on Further Strengthening the Tobacco Control in Schools which specifies that no smoking is allowed in campuses of primary schools junior and senior schools and indoor areas of general higher education institutions and that teachers should not smoke in the students presence.
Local governments also initiated modifications to the existing local regulations and local government rules regarding the prevention of the harms of second-hand smoking. In March 2008 Beijing Municipal Peoples Government released the Several Provisions on the Scope of No-Smoking Public Places in Beijing afterwards Shanghai formulated the Regulations of Shanghai Municipality on Controlling Smoking in Public Places and Hangzhou issued the Regulations of Hangzhou Municipality on Controlling Smoking in Public Places. To ensure the convening of the smoking-free Guangzhou Asian Games Guangzhou Municipal Peoples Congress worked out the Regulations of Guangzhou Municipality on Controlling Smoking in Public Places which was put into force on September 1 2010. Tobacco control compliance and creating a smoking free environment by legislation have become a consensus among governments at all levels.v","The Ministry of Health together with other three ministries and departments jointly issued the Decision on Full Smoking Ban in the National Health Care System Effective as of 2011 which clearly specifies that smoking shall be banned in medical and health institutions in China by 2011. In June 2010 the Ministry of Education and the Ministry of Health jointly published the Opinion on Further Strengthening the Tobacco Control in Schools which specifies that no smoking is allowed in campuses of primary schools junior and senior schools and indoor areas of general higher education institutions and that teachers should not smoke in the students presence.
Local governments also initiated modifications to the existing local regulations and local government rules regarding the prevention of the harms of second-hand smoking. In March 2008 Beijing Municipal Peoples Government released the Several Provisions on the Scope of No-Smoking Public Places in Beijing afterwards Shanghai formulated the Regulations of Shanghai Municipality on Controlling Smoking in Public Places and Hangzhou issued the Regulations of Hangzhou Municipality on Controlling Smoking in Public Places. To ensure the convening of the smoking-free Guangzhou Asian Games Guangzhou Municipal Peoples Congress worked out the Regulations of Guangzhou Municipality on Controlling Smoking in Public Places which was put into force on September 1 2010. Tobacco control compliance and creating a smoking free environment by legislation have become a consensus among governments at all levels.v"
"33","Colombia","- Proceso de implementación de las medidas de Inspección. Vigilancia y Control establecidos en la Ley 1335 de 2009.
- Creación y socialización de la ruta de denuncia para la protección de los ambientes 100% libres de humo de tabaco en los lugares establecidos en el artículo 19 de la Ley de control de tabaco.","Tal y como se mencionó con anterioridad en Bogotá se desarrolló la medición de nicotina que permitió identificar las brechas en la implementación de las medidas relacionadas con la protección de la población contra la exposición al humo de tabaco. Las entidades territoriales por su parte han liderado procesos para fortalecer la capacidad de inspección vigilancia y control del cumplimiento de la normatividad existente sobre Ambientes Libres de Humo.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"35","Congo","le progrès accomplis en attendant que les textes d’application viennent compléter la loi nous avons déjà beaucoup des espaces 100% sans tabac dans les lieux publics intérieurs et les transports en commun à travers lexistence dun autocollants.","le progrès accomplis en attendant que la loi contre le tabagisme qui a tous ces items soit promulguée nous avons dejà beaucoup des espaces 100% sans tabac dans les lieux publics intérieurs et les transports en commun à travers lexistence dun autocollants.","Answer/report not provided"
"36","Cook Islands","Media awareness and negotiation with appropriate workplaces Managers about the tobacco act compliance","All public eataries nightclubs or public social venues are designated smokefree zones however there has been incidences of non compliance which has been delt with. Consistent monitoring and enforcement is required hence the need for funding increase.","Since the Tobacco Act was enacted in June 2007 following media awareness campaigns and fully effective June 2009 the general public well aware of the smokefree context in indoor public places"
"37","Costa Rica","Promulgación de la Ley 9028 y sus reglamentos","Ver Ley anexa","Answer/report not provided"
"38","Côte d'Ivoire","Prise du décret n° 2012-980 portant interdiction de fumer dans les lieux publics et les transports en commun qui à la différence de l’ancien décret de 1979 était limité et inadapté.","A la demande du Ministre en charge de la santé dans notre pays un décret dinterdiction de fumer dans la plupart des lieux publics est en préparation par le PNLTA.","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Since the entry into force in 2010 legislation has been enforced. Further measures are proposed in the new legislation for improving the protection for exposure to tobacco smoke.","Since 1.1.2010 a total ban in all enclosed public places (including places of hospitality industry) is in place.","Since 1.1.2010 a total ban in all enclosed public places (including places of hospitality industry) is in place."
"41","Czech Republic","The process of revision of the smoke-free environments act (above mentioned act No. 379/2005 Coll.) started in 2013. This revision aims to strengthen public health protection (e.g. a total ban of smoking in restaurants is proposed) and enforcement improve legal clarity of some provisions etc. The draft bill which will replace act No. 379/2005 Coll. has been already under external consultation legislation procedure (2013). Due to recent political changes in the Czech Republic (2nd half of 2013) the deadline for submission of the draft bill to the Government is postponed by the end of the year 2014.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","The number of hospitals and schools which completely bans the smoking is increasing as well as the desire to stop smoking among the health/educational workers and their success rate. In addition. government buildings. socio-cultural agencies and public catering units enhance the activities to stop smoking.","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","In May 2007 the Danish Parliament adopted the Smoke-free Environments Act. The purpose of the Act is to promote smoke-free environments with the aim of preventing harmful health effects from passive smoking and involuntary exposure to tobacco smoke. In June 2012 the Danish Parliament adopted a revision of the Smoke-free Environments Acts implementing more stringent rules for smoke-free environments in particular as regard the protection of children and young people and to further limit the possible exceptions to the general smoking ban at workplaces.","The government has just decided to change the law on smokefree premises to come into force 15. August 2012. After this date it is not allowed anyone to smoke in kindergartens schools highschools vocational schools - every type of instituion - if the main part ot the children are less than 18 years old. This means that smoking are not allowed indoor and outdoor anymore in this institutions. At the same time smoking in an office where only one person works will be banned. No other changes will be made but the law state that a revision should be made within 3 years.The penalties will be increased as well.","The Smoke-free Environments Act came into force on 15 August 2007."
"45","Djibouti","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"46","Ecuador","El Equipo Técnico de Tabaco de la Dirección de Promoción de la Salud del Ministerio de Salud Pública en coordinación con las Coordinaciones Zonales de Salud. Comisarios de Salud. Intendencia de Policía. Policía Nacional. Comisarios Municipales desde el año 2012 monitorean y controlan la aplicación de la Ley especialmente en lo relacionado a los espacios libres de humo. para lo cual se realizan operativos conjuntos durante las noches visitando: restaurantes. discotecas. bares. hoteles. karaokes. Cada comisario de Salud debe elaborar su cronograma de monitoreo y control a nivel provincial y reportar periódicamente al nivel central. 
Varios Municipios han emitido Ordenanzas Municipales declarando a los Municipios o ciudades libres de humo de tabaco. en algunos casos han avanzado más de lo previsto en la Ley al declarar a los estadios deportivos abiertos como espacios libres de humo de tabaco.
Los dueños o administradores de los establecimientos declarados como espacios libres de humo están en la obligación de colocar en lugares y tamaño claramente visibles anuncios escritos lo siguiente: “EDIFICIO”/ “LOCAL” / “ESTABLECIMIENTO” / o el nombre específico del local/ “100% LIBRE DE HUMO DE TABACO”
En el año 2013 el Ministerio de Salud Pública reforzó los avisos “prohibido fumar” (de acuerdo a la Ley) con la publicación y distribución en todo el país de 250.000 carteles para establecimientos y 150.000 adhesivos para vehículos públicos. haciendo referencia al artículo respectivo de la ley.","En la Ley anterior (2006) se permitía fumar en bares discotecas casinos en la Ley actual no se permite fumar en ninguno de estos establecimientos. Se define en la Ley vigente de manera más genérica los espacios mpúblicos libres de humo y se complementa con el Reglamento.
Las direcctrices sobre la protección contra la exposición al humo de tabaco del CMCT fueron de gran utilidad al definir que son los espacios cerrados y las medidas que hay que considerar para su cabal cumplimiento","Answer/report not provided"
"47","Egypt","Low implementation level due to political instability","The issuance of the executive regulation of Law 154 of 2007 in June 2010 to ban smoking in public places closed","Answer/report not provided"
"48","El Salvador","El Capítulo I (Prohibiciones al consumo y protección al no fumador) en el art. 6 la ley nacional establece que las personas que no fuman deber ser protegidas del humo de tabaco en cualquier lugar público y privado.  En estos lugares la ley obliga a visualizar señales de prohibición y también se realiza inspecciones periódicas a estos establecimientos para vigilar que se cumpla el artículo de la ley","Answer/report not provided","Answer/report not provided"
"49","Estonia","No changes in legislation since 2005","no changes in legislation since 2005","Answer/report not provided"
