"","Party","2014 ","2012 ","2010 "
"84","Libyan Arab Jamahiriya","Answer/report not provided","Customs tax basic pension tax Man Made River tax","Answer/report not provided"
"85","Lithuania","For cigars and cigarillos and for other smoking tobacco - only specific tax for cigarettes - combination of specific and ad valorem taxes. Explanation","The overall (specific component (in LTL for 1.000 cigarettes) and the ad valorem component (in percentage from the maximum retail selling price) excise duty rate is applied for cigarettes. For other smoking tobacco a specific excise duty rate per kg of the product is applied.","Answer/report not provided"
"86","Luxembourg","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"87","Madagascar","Les impôts indirects sont composés du Droit d’accises (DA) de la Taxe spéciale sur la jeunesse et les sports (TSJS) et de la Taxe sur la valeur ajoutée (TVA) ","Answer/report not provided","Answer/report not provided"
"88","Malaysia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"89","Maldives","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"90","Mali","Le Droit de douane
La Redevance Statistique
La Taxe degressive de protection
Le Prelevement Communautaire de Solidarite de I’UEMOA
Le Prelevement Communautaire de la CEDEAO  )","Answer/report not provided","Answer/report not provided"
"91","Malta","Answer/report not provided","with specific minimum rate","with specific minimum rate"
"92","Marshall Islands","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"93","Mauritania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"94","Mauritius","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"95","Mexico","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"96","Micronesia (Federated States of)","This is a combination of ad valorem and sales tax applied on all cigarettes. In the Federated States of Micronesia. The National Government levy ad valorem tax on all cigarettes imports only once upon their arrival to one of the four island docks. If there is purchase and order to another island within the FSM import tax is no longer imposed on these cigarettes. In the states the special tax levied on cigarettes or tobacco are sales taxes.","This is a combination of ad valorem and sales tax applied on all cigarettes. In the Federated States of Micronesia the National Government levy ad valorem tax on all cigarettes imports only once upon their arrival to one of the four island docks. If there is purchase and order to another island within the FSM import tax is no longer imposed on these cigarettes. In the states the specific tax levied on cigarettes or tobacco are sales taxes","There is a combination of ad valorem and sales taxes applied on all cigarettes. In Micronesia the national government levy ad valorem tax on all cigarette imports only once upon their arrival to one of the four island docks. If there is purchase and order to another island within the FSM import tax is no longer imposed on these cigarettes. In the states the specific tax levied on cigarettes or tobacco are sales taxes."
"97","Mongolia","Answer/report not provided","Answer/report not provided","there is a combination of specific excise and import duty applied"
"98","Montenegro","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"99","Myanmar","see under 2.8.4","Answer/report not provided","Answer/report not provided"
"100","Namibia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"101","Nauru","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"102","Nepal","see rates in Annex 1.","the types of taxes levied: import tax; specific excise duty; VAT","Answer/report not provided"
"103","Netherlands","More complex structure (please explain: For cigarettes and other smoking tobacco: combination of specific and ad valorem next to the specific and ad valorem tax there is a minimum excises duty. For cigars: ad valorem tax only )","for cigars only ad valorem excise is applied","for cigars only ad valorem excise is applied; the rate is 5% of TIRSP"
"104","New Zealand","There is a specific tax on tobacco products plus a goods and service tax (15% when the product is sold","Answer/report not provided","Answer/report not provided"
"105","Niger","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"106","Nigeria","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"107","Niue","import tax and VAT","Answer/report not provided","Answer/report not provided"
"108","Norway","More complex structure (please explain: )","Answer/report not provided","Answer/report not provided"
"109","Oman","Commodities are taxed according to the bill that came with the commodity and compared with the expected tax certain tables. See Annex 3. If the tax bill is parallel to the tax expected to be imposed and not be followed by tax states annex.","Answer/report not provided","Answer/report not provided"
"110","Pakistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"111","Palau","Answer/report not provided","import tax applied","Answer/report not provided"
"112","Panama","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"113","Papua New Guinea","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"114","Paraguay","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"115","Peru","Para el caso de los cigarrillos es un monto específico. (S/. 0.07 por cigarrillo y para el caso de los cigarros (puros o cigarritos es un impuesto ad valorem (50%. tal como se detalla en el siguiente punto","Answer/report not provided","Answer/report not provided"
"116","Philippines","Answer/report not provided","four-tiered specific tax","Answer/report not provided"
"117","Poland","cigarettes - combination of specific and ad valorem excise duties
smoking tobacco - combination of specific and ad valorem excise duties 
cigars and cigarillos - specific excise duties
raw tobacco - specific excise duties","Answer/report not provided","Answer/report not provided"
"118","Portugal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"119","Qatar","More complex structure (please explain:            )","Answer/report not provided","Answer/report not provided"
"120","Republic of Korea","More complex structure (please explain: )","Answer/report not provided","Answer/report not provided"
"121","Republic of Moldova","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"122","Romania","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"123","Russian Federation","specific ad valorem excise tax component + minimum excise duty","Answer/report not provided","Answer/report not provided"
"124","Rwanda","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"125","Saint Kitts and Nevis","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"126","Saint Lucia","Answer/report not provided","A combination of import duty excise duty environment levy and service charge","Answer/report not provided"
"127","Saint Vincent and the Grenadines","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"128","Samoa","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"129","San Marino","San Marino State buys tobacco products from Italian “Monopolio” and sells them to the retailers. The difference between price paid and selling price established by Decree (less than 11% for the retailer goes to the State.","San Marino State buys tobacco products from Italian Monopolio and sells them to the retailers. The difference between price paid and selling price established by Decree (less 11% for the retailer) goes to our State","San Marino State buys tobacco products from Italian Monopolio and sells them to the retailers. The difference between price paid and selling price established by Decree (less 11% for the retailer) goes to our State"
"130","Sao Tome and Principe","Only paid - up fees and import surcharges","import duty is also applied","Answer/report not provided"
"131","Saudi Arabia","Tobacco importer fees vary according to the type of tobacco and whichever is higher is applied","Answer/report not provided","Answer/report not provided"
"132","Senegal","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"133","Serbia","According to the Law the specific excise is different depending on the time of the implementation period; therefore from January 1 to June 30 2013 excise for domestic and imported cigarettes was 43.00 RSD/pack and from July 1 to December 31 2013 - 45.00 RSD/pack (tariff codes CT 2402 20 10 00 and 2402 20 90 00. According to the Law excise value on cigarettes is adjusted with the annual index of consumer prices. 
The rate of ad valorem excise was 33% on the retail cigarette prices in all above mentioned periods.
Excise on cigarettes is paid per package of 20 cigarettes and if the package is other then the package of 20 cigarettes the excise is proportional to the number of cigarettes in the package. The base for ad valorem excise tax is a retail price of cigarettes that is determined by producer or importer.
Excise for cigars and cigarillos (tariff code CT 2402 10 00 00 in 2013 was 21.07 RSD/per piece.
Excise rate for smoking tobacco and other tobacco products (tariff code CT 2403 in 2013 was 37%. The base for excise calculation is the retail price per kilogram. For smoking tobacco and other tobacco products that are not in the packages of one kilogram excise is paid according to the package. 
The base for excise calculation is the retail price per kilogram. For the smoking tobacco and other tobacco products that are not in the packages of one kilogram excise is paid according to the package.","see under 2.8.4","Republic of Serbia has mixed system of cigarettes taxation - there is specific and ad valorem excise. The law regulates different amounts of specific excises depending on the period. In the period from January 1 to December 31 of 2011 excise was 26.00 RSD per package and starting January 1 2012 specific excise is 30 RSD per package. Ad valorem excise is 35% of the retail price of cigarettes. Excise on cigarettes is paid per package of 20 cigarettes and for the cigarettes in other kinds of packages excise is proportional to the number of the cigarettes in those packages. Base for calculating the ad valorem excise is the retail price of cigarettes determined by the manufacturer or the importer of cigarettes.	
Specific excise on cigars and cigarillos is 17.55 RSD per piece (the last harmonized amount from January 2011). Excise on cigars and cigarillos is paid per piece.
Excise on smoking tobacco and other tobacco products is 35%. The base for calculating the excise tax is retail price per kilogram."
"134","Seychelles","Customs duty is also applied","Imported cigarette tax is basedon CIF value and then add levy tax of SR. 500 for 200 cigarettes and then add 15% Goods and Service Tax (GST). For example; the retail price of a pkt of 20 Cig of Benson & Hedges is SR.80.00 out of which the total tax will amount to SR.58.12 (total tax is equivallent to 73% of the retail price","Answer/report not provided"
"135","Sierra Leone","VAT customs duties COWAS duty environmental tax customs processing fee","Answer/report not provided","Answer/report not provided"
"136","Singapore","Answer/report not provided","Answer/report not provided","Tobacco products in stick form (vix cigarette) weighing less than 1 gram - excise duty of $0.352 per stick and each additional 1 gram or part thereof attracts a duty of another $0.352per stick 
Unmanufactured tobacco and cut tobacco - excise duty of $300 per kg
Beedies Ang Hoon and Smokeless Tobacco - excise duty of $181 per kg
Other tobacco products - excise duty of $ 352 per kg
An additional 7% VAT and other sales tax is imposed on top of the above excise duties"
"137","Slovakia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"138","Slovenia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"139","Solomon Islands","Answer/report not provided","combination of GST and excise tax","combination of GST and excise tax"
"140","South Africa","Answer/report not provided","None","Since 2004 the government has set the total tax to be 52% of the retail. Each year in the budget a specific tax increase is announced to maintain the 52% tax level"
"141","Spain","Ad valorem y Específico con doble mínimo","Específico+ ad valorem combinado con un mínimo para una cantidad específica de producto (1000 cigarrillos o 1 kg picadura liar","Answer/report not provided"
"142","Sri Lanka","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"143","Sudan","Answer/report not provided","In the Third Schedule of the Income Tax Act of 1986 amended in 2010 (Table III categories of tax paragraph c of Article (5) provides for the tobacco industry and cigarettes 30% of net income","Answer/report not provided"
"144","Suriname","Specific taxes based on the amount of the cigarettes cigars and shag; VAT / Sales tax","Specific taxes based on the amount of the cigarettes cigars and shag; VAT / Sales tax: 10%; tax is inclusive retail sales price for a pack of 20 cigarettes or cigars or shag","Answer/report not provided"
"145","Swaziland","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"146","Sweden","More complex structure (please explain: )","Answer/report not provided","Answer/report not provided"
"147","Syrian Arab Republic","Answer/report not provided","Answer/report not provided","Group taxes: quality value added net profit consumer spending tariffs"
"148","Tajikistan","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"149","Thailand","More complex structure (please explain: )","Answer/report not provided","Answer/report not provided"
"150","The former Yugoslav Republic of Macedonia","Answer from the Customs Administration","Answer/report not provided","Answer/report not provided"
"151","Timor-Leste","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"152","Togo","TVA droit à limportation )","TVA droit à limportation","Answer/report not provided"
"153","Tonga","No","sales/consumption tax is added to the specific rate","Answer/report not provided"
"154","Trinidad and Tobago","More complex structure (please explain: Cigarettes. Cigars and Tobacco of CARICOM origin attract a CARICOM Rate of Duty and Value Added Tax. however. if these items are imported extra regionally. they attract an Ad Valorem Rate of Duty with specific Tobacco Tax and VAT )","Cigarettes Cigars and Tobacco of CARICOM origin attract a CARICOM Rate of Duty and Value Added Tax however if these items are imported extra regionally they attract an Ad Valorem Rate of Duty with specific Tobacco Tax and VAT","Answer/report not provided"
"155","Tunisia","More complex structure (please explain:  )","Pour le tabac importé: Droit de douane 15% + droit de la consommation 135% + TVA 18% + redevances de prestations douanières 3%
Pour le tabac local Droit de la consommation TVA et impôt pour la caisse nationale de lemploi et travail (ANET","Answer/report not provided"
