"","Party","2014 ","2012 ","2010 "
"15","Belize","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"16","Benin","Augmentation progressive des taxes sur les cigarettes et autres produits du tabac de 10 % à 45 % dans lactuelle loi des finances","La taxe sur le tabac fuméé depuis 2009 est de 76 % et celle sur le tabac non fumée est 65%.","la taxe sur le tabac fuméé depuis 2009 est de 76 % et celle sur le tabac non fumée est 65%."
"17","Bhutan","A person importing tobacco products for personal consumption shall be 100% sales tax. Imports from third countries are subjected to additional 100 % duty.
For personal consumption the permissible quantity for Import of tobacco or tobacco products per month has been increased/amended as:
300 sticks of cigarettes; or
400 sticks of bidis; or
50 pieces of cigar; or
250 grams of other tobacco or tobacco products.","A person importing tobacco products for personal consumption shall pay
100% sales tax. Imports from third countries are subject to additional 100% custom duty.","A person importing tobacco products for personal consumption shall pay 100% sales tax. Imports from third countries are subject to additional 100% custom duty."
"18","Bolivia","Answer/report not provided","Se ha incrementado el 5% de impuesto ad valorem al tabaco rubio diciembre de 2010","Answer/report not provided"
"19","Bosnia and Herzegovina","New Tobacco Control Law in the Federation of B&H enforced in 2011 as well Law on excise enforced on state level caused increasing trends of excise and price policy of tobacco products in line with international taxation recommendation and FCTC requirements","Answer/report not provided","Answer/report not provided"
"20","Botswana","Answer/report not provided","Manufacturers distributors and retailers are charged VAT at 12% TAX at P4 per 10 cigarettes which is almost 40% TAX","Answer/report not provided"
"21","Brazil","In the past three years federal taxes applied to cigarettes increased 82%","In the past three years federal taxes applied to cigarettes increased by 62%.","In the past three years federal taxes applied to cigarettes increased by 62%."
"22","Brunei Darussalam","Amended in 2010","Tobacco tax was increased on 1 November 2010; Duty-free sales of tobacco products currently not available in Brunei; Concession for international travellers withdrawn (prior to 1 November 2010 travellers were allowed to bring in up to 200 sticks of duty-free cigarettes). No more concession for travelers. Those who do bring in will have to pay import duty","Answer/report not provided"
"23","Bulgaria","REGULATIONS FOR APPLICATION OF THE EXCISE DUTIES AND TAX WAREHOUSES ACT (promulgated in the State Gazette No. 42/23.05.2006)
Article 4c. (1) The manufactured tobacco and alcoholic beverages bought in another Member State by natural persons for personal needs which shall be exempt from excise duty may not exceed the quantities laid down as follows:
1. for manufactured tobacco:
a) cigarettes- 800 pieces;
b) cigars- 200 pieces;
c) cigarillos- 400 pieces;
d) tobacco for smoking- 1 kilogram.
In addition please find enclosed table: ''Rates''.","REGULATIONS FOR APPLICATION OF THE EXCISE DUTIES AND TAX WAREHOUSES ACT (since 2007)
Article 4c. (1) The manufactured tobacco and alcoholic beverages bought in another Member State by natural persons for personal needs which shall be exempt from excise duty may not exceed the quantities laid down as follows:
1. for manufactured tobacco:
a) cigarettes- 800 pieces;
b) cigars- 200 pieces;
c) cigarillos- 400 pieces;
d) tobacco for smoking- 1 kilogram.
In addition please find enclosed table: Rates (Annex 3).","REGULATIONS FOR APPLICATION OF THE EXCISE DUTIES AND TAX WAREHOUSES ACT (since 2007)
Article 4c. (1) The manufactured tobacco and alcoholic beverages bought in another Member State by natural persons for personal needs which shall be exempt from excise duty may not exceed the quantities laid down as follows:
1. for manufactured tobacco:
a) cigarettes- 800 pieces;
b) cigars- 200 pieces;
c) cigarillos- 400 pieces;
d) tobacco for smoking- 1 kilogram.
In addition please find enclosed table: Rates (Annex 3)."
"24","Burkina Faso","Au Burkina Faso les ventes en franchises de droits sont uniquement autorisées dans l’aéroport de Ouagadougou. Les voyageurs entrants sont autorisés à introduire dans le pays 200 cigarettes ou cigarillos 50 cigares ou 250 grammes de tabac en franchise de taxes.
Malheureusement la vente aux voyageurs internationaux quittant le pays n’est soumise à aucune limitation.","Le chapitre XI de la loi antitabac est en rapport avec les mesures financières et fiscales et stipule en son article 31 que les taux de taxations des produits du tabac sont fixés conformément à la règlementation communautaire de lUnion économique et monétaire ouest africain (UEMOA) en la matière. 
Larticle 32 prévoit la mise en place par lEtat dun fonds pour le financement des activités de lutte contre le tabac.","Answer/report not provided"
"25","Burundi","Answer/report not provided","Revue à la hausse des taxes sur le tabac à 120%","Answer/report not provided"
"26","Cambodia","Ministry of Economy and Finance Prakas on the reformed of Tobacco Tax Working Group (TTWG) on 20 November. 2013.
Sub-Decree on reforming of Excise Tax Rate on cigarette products from 10% to 15% signed Prime Minister on 26 March. 2014 and will come into effect on 1 July. 2014.
MEF Prakas on increasing of Excise Tax Base from 65% to 90% signed by the Minister of Economy and Finance with the effective date of 1 July. 2014.","The Ministry of Health sent an official letter to the Ministry of Finance and Economics calling for the establishment of a working group to consider cigarette tax increase.","The Ministry of Health sent official letter to Ministry of Finance and Economics call for establishing working group for increase cigarette tax."
"27","Cameroon","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"28","Canada","Canada was in compliance with Article 6 at the time of ratification. 
Canada''s sub national authorities maintain price and tax measures within their respective jurisdictions and make progress in implementing Article 6. As example. the Government of Nunavut increased their provincial tobacco tax by $1.00 per package of cigarettes in 2012.","Canada was in compliance with Article 6 prior to ratification.","Canada was in compliance with Article 6 prior to ratification."
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Il nya pas encore un décret dapplication par rapport à larticle 6","Answer/report not provided"
"31","Chile","Debido al Terremoto ocurrido el 27 de Febrero del 2010 se produjo un aumento en el impuesto. Sumado a esto. el 31 de marzo del 2013. el Estado de Chile a través de su Ministerio de Hacienda. aplica una nueva fórmula para el cálculo de impuesto. Esto trae como consecuencia un alza del impuesto a la cajetilla de cigarrillos. siendo el más relevante el impuesto ad valorem. 
En este aspecto Chile tiene un impuesto acorde a las directrices del Convenio Marco de Control de Tabaco.","Posterior al terremoto del 27 de Febrero del 2010 se eleva el impuesto al tabaco para captar fondos en apoyo a la reconstrucción del país.","Answer/report not provided"
"32","China","Answer/report not provided","As of May 1 2009 the consumption tax for cigarettes was charged both at the production and wholesale stage which was originally charged at the production stage. Besides ad valorem tax was surcharged at the wholesale stage with the consumption tax rate being 5%; 1. Cigarettes of category A whose ex factory price (excluding VAT) is equal or more than RMB70 for each standard carton (200 sticks of cigarettes the same below) is adjusted as 56%. 2. Cigarettes of category B whose ex factory price (excluding VAT) is below RMB70 for each standard carton is adjusted at 36%. The specific tax rate for cigarettes remains unchanged i.e. RMB0.003 per cigarette. 3. The tax rate for cigars at production stage is adjusted as 36%. Ad valorem tax with the rate of 5% is surcharged for cigarettes at wholesale stage; and the tax rate for cigars at production stage was adjusted up to 36% from 25%. The specific tax rate for cigarettes remained unchanged i.e. RMB150 per standard carton (50 000 cigarettes).","As of May 1 2009 the consumption tax for cigarettes was charged both at the production and wholesale stage which was originally charged at the production stage. Besides ad valorem tax was surcharged at the wholesale stage with the consumption tax rate being 5%; 1. Cigarettes of category A whose ex factory price (excluding VAT) is equal or more than RMB70 for each standard carton (200 sticks of cigarettes the same below) is adjusted as 56%. 2. Cigarettes of category B whose ex factory price (excluding VAT) is below RMB70 for each standard carton is adjusted at 36%. The specific tax rate for cigarettes remains unchanged i.e. RMB0.003 per cigarette. 3. The tax rate for cigars at production stage is adjusted as 36%. Ad valorem tax with the rate of 5% is surcharged for cigarettes at wholesale stage; and the tax rate for cigars at production stage was adjusted up to 36% from 25%. The specific tax rate for cigarettes remained unchanged i.e. RMB150 per standard carton (50 000 cigarettes)."
"33","Colombia","En el Plan Decenal de Salud Pública y en el Plan Decenal de Cáncer. se incluyó la meta de aumentar el 100% de impuestos indexados al Índice de Precios del Consumidor (IPC) y al Producto Interno Bruto (PIB) para los productos de tabaco y sus derivados.
De otro modo. el Ministerio de Salud y Protección Social desarrolló una propuesta técnico económica para aumentar el impuesto al tabaco. Esta propuesta fue enviada al Ministerio de Hacienda. 
Finalmente. en el marco de la visita de la misión de evaluación de necesidades en noviembre 2012 solicitada por el Ministerio de Salud. los expertos internacionales revisaron con el Ministerio de Hacienda la propuesta de incrementar los impuestos al tabaco.","El Ministerio de Salud y Protección Social ha participado de manera decidida en la discusión en el marco de la nueva reforma tributaria con el objeto de lograr incrementar el impuesto al consumo de tabaco. El aporte de Ministerio se ha estructurado a partir de los análisis económicos de costos impuestos y recaudos: se ha hecho abogacía ante las entidades gubernamentales a cargo de la discusión de la reforma tributaria para favorecer el incremento de los impuestos al consumo de tabaco.","Answer/report not provided"
"34","Comoros","Answer/report not provided","Answer/report not provided","augmentation des taxes douaniere loi de finances"
"35","Congo","Depuis 2013 le Congo a institué une taxe spécifique sur le tabac. On peut parler d’une amélioration dans ce sens.","Answer/report not provided","Answer/report not provided"
"36","Cook Islands","Tobacco tax increase of 33% 2012 - 2014","The increase in tax and price of cigarettes should see a reduction in tobacco consumption rate","Increase in price of manufactured tobacco product 2007 (refer to 2.9.4)"
"37","Costa Rica","Se dio aumento de aproximadamente un 50% del precio de la cajetilla de cigarros. Agregar medidas anuales. Ley/Resolución Ley N° 9028. Alcance Digital 37. Gaceta 61 del 26-3-12. Resolución DGT-R-012-2013. Gaceta 69 del 10/04/13.","El precio aumentará casi un 50% del valor actual de la cajetilla más barata.","Answer/report not provided"
"38","Côte d'Ivoire","Mesures fiscales visant à réduire la demande de tabac : 
augmentation des droits d’assise de 13 % à 15 %
 l’annexe fiscale à la loi N° 2012-1179 du 27/12/2012 portant budget de l’Etat pour la gestion 2014","Aucune action na été mise en œuvre dans ce sens pour linstant en attendant ladoption prochaine dune loi antitatabac prenant en compte cet aspect.","Answer/report not provided"
"39","Croatia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","The Czech Republic fulfils the conditions set up in EU directives 2011/64/EU – tax rates; 2007/74/EC – travellers. Following these conditions the tax measures are set up and changed in the Act No. 353/2003 Coll. on excise duties as amended. Concerning restrictions for sale to international travellers the special conditions for sellers are set up in the Act No. 353/2003 Coll. on excise duties as amended.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","The price per pack of cigars is remarkably increasing. which is not a result of various taxes on production and consumption of tobacco. Recently. the country raised the price of leaf tobacco. main raw material for tobacco production twice or 5 times expensive than in the past; this national intervention is to provide the leaf tobacco-producing farmers with greater national benefit. not to facilitate the decrease in production of tobacco-making factories as well as the increase in the price of cigarette. The Government set the significantly high customs duties on cigarettes imported from the other countries and as a result. the price of imported cigarettes is increased. so the tobacco sale is naturally decreasing as well as the number of smokers.","Answer/report not provided","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","In 2012 the Parliament passed a law that will prohibit cigarette packages containing less than 20 cigarettes. The reason for the law has been to sustain the effect of the imposed extra duties on tobacco. They could otherwise be circumvented by smaller cigarette packages. The latest tax increase was in 2013 and was around 10 percent on cigarettes.","We have had two tax raises since 1. January 2010. The objective is to make tobacco less affordable in order to reduce consumption. The will to increase further exist but the Government dont want to increase crossborder trade (Germany) and this seems to be a thread to further increase","Answer/report not provided"
"45","Djibouti","Answer/report not provided","LES VOYAGEURS SONT AUTORISES A DEUX CARTOUCHES DE CIGARETTES OU CHICHA.","Answer/report not provided"
"46","Ecuador","La Ley de Fomento Ambiental y Optimización de los Ingresos del Estado expedida en noviembre de 2011 en el Registro Oficial Nº 583 se manifiesta que. “la tarifa específica de cigarrillos se ajustará semestralmente y acumulativamente a mayo y a noviembre de cada año. en función de la variación de los últimos seis meses del índice de precios del consumidor (IPC) para el grupo en el cual se encuentra el “tabaco” elaborado por el organismo público competente. descontado el efecto del incremento del propio impuesto.
Desde diciembre de 2011 entra en vigencia impuesto específico 0.080 por unidad de cigarrillo. el mismo que se ajusta semestralmente de acuerdo al índice de precios al consumidor. para enero 2014 se ajustó a 0.0862 dólares de los Estados Unidos de América.
Es decir en estos dos últimos años se ha logrado un incremento del precio de los cigarrillos. lo cual ha incidido en la reducción de la producción. importación y la demanda (Euromonitor septiembre 2013. Tobacco in Ecuador)","El impuesto específico a cigarrillos de 8 centavos de dólar por unidad (noviembre de 2011 vigente desde diciembre de 2011","Answer/report not provided"
"47","Egypt","Raising taxes on tobacco products 2012 and 2014 to reduce consumption in coordination with ministry of finance.","Answer/report not provided","In collaboration with the Ministry of Finance to raise taxes on cigarettes local and imported 40% and 100 % on other tobacco products such as Molasses."
"48","El Salvador","Los viajeros internacionales deben pagar impuestos por la importación de productos de tabaco. esto es el IVA por el valor monetario de la cantidad importada más el impuesto específico y ad valorem.","Answer/report not provided","Answer/report not provided"
"49","Estonia","The rates of taxation for tobacco products was raised 10% in 2012 and 6% in 2013.","Specific tax of cigarettes was raised 10% in 2012 2011 and 01.01.2012. Specific tax of fine-cut smoking tobacco was raised 10% 2010 and 74% 2011.","Answer/report not provided"
"50","European Union","The EU participates in the inter-sessional drafting group for completing the guidelines on price and tax measures to reduce the demand for tobacco products which was set up according to decision FCTC/COP 5 (7). 
The EU has started the process for a possible revision of Council Directive 2011/64/EU (tobacco taxation directive) by running a study on the measuring and reducing of administrative costs and obtaining a higher level of compliance and security in imposing excise duties on tobacco products.","Answer/report not provided","Council Directive 2010/12/EU of 16 February 2010 changes and increases the minimum rates in the area of EU tobacco excise duty legislation:
1. Cigarettes
o	Reference value:
The principle of calculating the minimum rates for cigarettes on the basis of the price category most in demand (MPPC) was abolished. In lieu thereof the weighted average retail selling price (WAP) will be the calculation base (determined at the latest by 1 March of each year based on all releases data of the preceding year). Method of calculation:
WAP = the WAP is calculated by reference to the total value of all cigarettes released for consumption based on the retail selling price including all taxes divided by the total quantity of cigarettes released for consumption. As from 2011 it will be determined by 1 March at the latest of each year on the basis of data relating to all such releases for consumption made in the preceding calendar year. 
o	Minimum rates
Currently applied minimum rates for cigarettes: EUR 64 per 1000 cigarettes of the MPPC with an incidence of 57% of the retail selling price inclusive of all taxes (TIRSP).
As from 1 January 2014: EUR 90 per 1 000 cigarettes irrespective of the WAP with an overall excise duty on cigarettes of at least 60% of the WAP (gradual increase).
o	Transitional periods
To reach these minima transitional periods may be applied until 1 January 2018 by Bulgaria Poland Lithuania Estonia Latvia Hungary Romania and Greece.
o	Quantitative restrictions
From 1 January 2014 any Member State (MS) complying with both the proportional and monetary minimum requirement or benefitting from the escape clause may impose a quantitative limit of at least 300 cigarettes which may be brought into its territory without further excise duty payment from a Member State applying a transitional period as long as the latter Member State does not yet comply with both these requirements. A Member State applying a transitional period and whose duty has reached a monetary level of EUR 77 per any 1000 cigarettes may impose a quantitative limit of at least 300 cigarettes which may be brought into its territory without further excise duty payment from another Member State applying a transitional period as long as the latter Member State has not yet reached an equal monetary level.
o	Escape clause
As from 1 January 2014 Member States which levy an excise duty of at least EUR 115 (current 101) per 1000 cigarettes need not comply with the 60% requirement.
o	Specific component:
The specific component of the excise duty on cigarettes may not be less than 7 5% (current 5%) and more than 76 5% (current 55%) of the amount of the total tax burden.
2. Fine-cut smoking tobacco
o	Reference value:
As for cigarettes the minimum rates for fine-cut will now be calculated on the basis of the weighted average retail selling price (determined at the latest by 1 March of each year based on all releases data of the preceding year). Method of calcul"
"51","Fiji","Duty free limitations are now 200 sticks (1 carton/sleeve","Fiji implemented tobacco tax increases in 2008 and 2011 (tax rates remaining unchanged in 2009 and 2010); but these increases were exceeded by the combined inflation rates for the period 2007 to 2011.","Answer/report not provided"
"52","Finland","Tobacco taxes have been increased from the beginning of the year2014.The tax of cigarettes cigars cigarillos and fine cut tobacco have been increasedabout 10% . It has been estimated that prices of cigarettes will increase about 7.7%and fine cut tobacco about 8.5%.","Tobacco taxes have been increased from the beginning of year 2012. Cigarettes cigars and cigarillos have been increased about 10 % and fine cut tobacco 25 %.
Since 1 October 2010 tobacco for oral use may not be imported sold or otherwise assigned. The ban on import also applies to acquiring or receipt of tobacco for oral use by mail or by comparable means from countries outside Finland. Private persons may however import for their personal use a maximum of 30 boxes tobacco for oral use in their baggage provided that a box contains at most 50 grams of that tobacco. The ban on import does not apply to products kept in specific sales facilities or stores on board vessels in international water or air traffic.","Taxes were increased two times (2009 and 2010) for 5-25% depending on a product.
3.2.1.3: According to the Section 7 b of the Finnish Tobacco Act a passenger arriving in Finland cannot import for personal use more than 200 cigarettes 50 cigars 100 cigarillos and 250 grams of pipe or cigarette tobacco if the unit packets have not been furnished with the following texts written in Finnish and Swedish 1) a warning of the harms to health caused by tobacco; 2) information on the tar nicotine and carbon monoxide yields that arise when smoking a cigarette; and 3) information necessary for the identification and tracing of the product. This amendment entered into force on 1 July 2010."
"53","France","2012 : +32 centimes d’euros pour le prix moyen de la marque la plus vendue ; +70 centimes d’euros pour le paquet de tabac à rouler
2013 : + 40 centimes sur le prix moyen du paquet de la marque la plus vendue et + 89 centimes d’euros pour le paquet de tabac à rouler","Au cours des deux dernières années deux hausses de prix de lordre de 6% sont survenues à lautomne. Suite à ces hausses les pouvoirs publics ont ajusté les minima de perception afin de rendre très improbable une baisse de prix. Une hausse de prix de lordre de 6 à 7% devrait survenir à lautomne 2012.","Ces dernières années les fabricants sont à lorigine des hausses de prix des produits du tabac. Par ailleurs différentes mesures réglementaires ont été adoptées depuis 2007 : interdiction de fumer sur les lieux de travail et dans tous les lieux publics à compter du 1er janvier 2008 extension de 16 à 18 ans de linterdiction de vendre des produits du tabac aux mineurs. Cette politique globale (effet prix et mesures dinterdiction) sest révélée efficace en termes de santé publique à légard notamment des jeunes et des femmes"
"54","Gabon","Pour 3.2.1.1 le Gouvernement gabonais a indiqué reconnaître l’importance des mesures financières et fiscales pour réduire la consommation de tabac. Le taux de taxation sur les produits du tabac est plus élevé que pour tout autre produit. Le chapitre 9 de la loi stipule que les produits du tabac ne peuvent bénéficier d’aucune franchise fiscale et qu’ils sont fortement taxés conformément aux dispositions fixées dans la Loi de Finances. 
Pour 3.2.1.2 et 3.2.1.3 selon les dispositions du chapitre 9 articles 37 et 38 les voyageurs internationaux peuvent importer et/ou acheter en franchise de droits et de taxes des produits du tabac. 
Actuellement les voyageurs internationaux peuvent importer et/ou acheter en franchise de droits et de taxes 125 cigares 400 cigarettes et 500 g de tabac brut. Cela a été aussi relevé dans le rapport d’évaluation de la Mission du Secrétariat de la Convention en juillet 2013.","Answer/report not provided","Answer/report not provided"
"55","Gambia","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"56","Georgia","According to the decision of Ministry of Finance excise tax on tobacco products was increased by 25% on filter and 33% on non-filter tipped cigarettes in September 2013 but there is still difference between excise tax of imported and domestic cigarettes. National Tobacco Control Action Plan has a provision on annual increase of tobacco taxes. National AP also has a provision addressing question 3.2.1.2 but it is not implemented yet because Parliament has not passed the Amendment Projects to relevant laws yet.","Tax on locally manufactured tobacco products is increased in last two years but it did not change significantly the price of goods.","Answer/report not provided"
"57","Germany","Tobacco tax increases which results in price increases","Tobacco tax increases which results in price increases","Increasing the package size for cigarettes from 17 pieces to 19 pieces; Introducing a minimum package size for fine cut tobacco in the amount of 30 gram."
"58","Ghana","Ghana has the highest Ad Valorem taxation rate within the West African subregion at 150%. Discussions are ongoing to see how Specific taxation could be introduced to avoid undervaluing.","Answer/report not provided","Answer/report not provided"
"59","Greece","In question 3.2.1.2. more specifically sales of tax- and duty-free tobacco products are prohibited to travellers within the EU.
In November 2012 there has been a significant tax increase for all tobacco products. More specifically. the minimum excise on cigarettes increased by 9% the specific excise quadrupled (as a consequence the ad valorem decreased) and excise on smoking tobaccos became purely specific.","The last two years there have been successive tax increases. More specifically the level of the overall tax burden increased by 14%","Answer/report not provided"
"60","Grenada","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"61","Guatemala","Answer/report not provided","El 26 de enero de 2012 el Congreso de la República aprobó el Decreto 4-2010 a través del cual se modificó el impuesto al tabaco y sus productos para el efecto se normó que los cigarrillos de fabricación nacinal o importados la base imponible no podrá ser menor del 75% del precio de venta sugerido al consumidor. En este caso es importante resaltar que esta modificación no constituye un aumento real a los productos de tabaco debido a ello que el Ministerio de Salud en coordinación con dos organizaciones no gubernamentales da seguimiento a otro proyecto de ley con el cual se pretente aumentar los impuestos.","Answer/report not provided"
"62","Guyana","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"63","Honduras","Desde la entrada en vigencia de la Ley Especial para el Control del Tabaco y su Reglamentación desde el año 2011. ha impactado en la reducción de la demanda del consumo de tabaco. incluyendo el año 2014 con el incremento del impuesto al tabaco establecido por el Poder Ejecutivo y que al final impacta con el aumento a dichos productos","Existe dentro de la Ley Especial Control del Tabaco del articulo 10 que regula las competencias sobre politicas fiscales y el articulo 35 que regula la transicion de cultivos de tabaco articulo 36 prohibicion zonas francas y el articulo 37 regula trafico ilegal y contrabando.","Existe dentro de la Ley Especial Control del Tabaco del articulo 10 que regula las competencias sobre politicas fiscales y el articulo 35 que regula la transicion de cultivos de tabaco articulo 36 prohibicion zonas francas y el articulo 37 regula trafico ilegal y contrabando."
"64","Hungary","As it concerns cigarettes:
 The tax in proportion of price has been increased with 2.7% (to 9.5%);
The quantitative tax has been increased with 33.7%. while the tax minimum with 43.8%.
As it concerns tobaccos:
The tax minimum has been increased with 71.2% in the past two years. namely in 2011-2012.
The level of taxes has been modified/ has been increased (highly above the level of inflation rate) five times in 2011-2012. 
The level of VAT has been increased once. from 25% to 27%.
In the past two years the illicit tobacco market has further decreased ( in 2010.: 5.5 %. 2011.: 3.8 %). later there has been a minor increase (2012.: 4.1%).","The average retail selling prices of the tobacco products raised between 2009 and 2011.
Excise tax was raised five times from 2009 to end of 2011. Degree of the rise exceeded inflation. But there was a sudden and hard decline in cigarette pricing (average retail price fall was more than 15%) between November 2010 and April 2011 because of a pricing war on the Hungarian market.
In case of cigarettes the ad valorem excise has been raised by 0.4 % specific excise has been raised by 27.6 % minimum excise has been raised by 28.7% in the past two years. In case of smoking tobacco the minimum excise has been raised by 44.8% in the past two years.","The tax burden of the most popular domestic cigarette brand (Sopianae) had been raised by 36 23% between 2006 and 2009."
"65","Iceland","Tax on tobacco products has increased over the period but not by intention entirely to contribute to the health objectives aimed at reducing tobacco consumption.
Tax on old traditinal nose tobacco have been doubled since submission of last report. Consumption of old traditional nose tobacco have increased enormously in recent years especially among young men that use this tobacco as a oral tobacco with similar pattern as the swedish snus. This tax raise was partly taken as attempt to reduce a demand for this product.","Tax on tobacco products has increased over the period but not by intention entirely to contribute to the health objectives aimed at reducing tobacco consumption.
There has been ideas and disussions from Icelandic MP in parliament on stop sales on duty-free tobacco products.","Answer/report not provided"
"66","India","In the Budget for the year 2013-14 the Central Government increase the excise duty on cigarettes by 18%. Based upon the advisory sent by Health Ministry over 10 states increased the State Tax (Value added Tax) on tobacco products","In the Budget for the year 2012-13 the Ministry of Finance Government of India increased the central excise duty on cigarettes bidis and smokeless tobacco products. Moreover 13 states increased VAT on all tobacco products during financial year 2011-12. Ministry of Health Government of India also wrote to states to increase tax on all tobacco products (smoking as well as smokeless).","As per the customs baggage rules there is no change in the rules.The rules of 1998 ( as amended in 2006) can be downloaded from: 
http://www.cbec.gov.in/customs/cs-act/formatted-htmls/cs-rulef.htm"
"67","Iran (Islamic Republic of)","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"68","Iraq","Customs duties on tobacco products entering Iraq were raised at a rate ranging between 15-50% depending on the type of product as of 1/2/2014.","Answer/report not provided","Answer/report not provided"
