"","Party","2014","2012","2010"
"21","Brazil","National surveys conducted in 1989. 2003. and 2008 (adjusted for sampling differences). show a decrease in smoked tobacco use of nearly one half -- from 34.8% in 1989. to 22.4 % in 2003. and to 18.2% in 2008 in adults 18 years and older.
More recent. Ministry of Health surveys conducted in Brazilian capital cities and the federal district (a total of 27 cities) report a continuing decline in smoking prevalence in adults over 18 years from 15.6% in 2006 to 12.1% in 2012

1)	The National Health and Nutrition Survey/1989.
2)	The World Health Survey/2003.
3)	The Global Adult Tobacco Survey/2008.
4)	The Surveillance System for Risk and Protective Factors for Chronic Illnesses: Telephone Survey (VIGITEL)/2006-2013

References:
Brazilian National Cancer Institute. 2010. Global Adult Tobacco Survey: Brazil Report. Brazilian National Cancer Institute. Ministry of Health. Rio de Janeiro. Available at: http://www.who.int/tobacco/surveillance/en_tfi_gats_2010_brazil.pdf

Szklo AS. de Almeida LM. Figueiredo VC. Autran M. Malta D. Caixeta R. Szklo M. A snapshot of the striking decrease in cigarette smoking prevalence in Brazil between 1989 and 2008. Prev Med. 2012 Feb;54(2):162-7

Monteiro. C.A.. Benicio. M.H.. Iunes. R.. Gouveia. N.C.. Taddei. J.A.. Cardoso. M.A.. 1992. Nutritional status of Brazilian children: trends from 1975 to 1989. Bull. World Health Organ. 70. 657–666.

Monteiro. C.A.. Cavalcante. T.. Moura. E.C.. Claro. R.M.. Szwarcwald. C.L.. 2007. Population-based evidence of a strong decline in the prevalence of smokers in Brazil(1989–2003). Bull. World Health Organ. 85. 527–534

Brasil. Ministério da Saúde. Secretaria de Vigilância em Saúde. Departamento de Vigilância de Doenças e Agravos não Transmissíveis e Promoção de Saúde. Vigitel Brasil 2012 : vigilância de fatores de risco e proteção para doenças crônicas por inquérito telefônico. – Brasília : Ministério da Saúde. 2013. Available at: http://www.sbpt.org.br/downloads/arquivos/vigitel_2012.pdf","Global youth tobacco survey (GYTS) started in Brazil in 2002. 
Global Health Professional Students Survey (GHPSS) started in Brazil in 2006. 
Global Adult Tobacco Survey (GATS) was conducted in 2008.","Global youth tobacco survey (GYTS) started in Brazil in 2002. 
Global Health Professional Students Survey (GHPSS) started in Brazil in 2006. 
Global Adult Tobacco Survey (GATS) was conducted in 2008."
"22","Brunei Darussalam","Population Census Brunei Darussalam 2011 and GYTS Brunei Darussalam 2013","2001; Population Census
2009-2011; National Health and Nutritional Status Survey","Answer/report not provided"
"23","Bulgaria","lang=bg-BG&pageid=470&categoryid=2560&articleid=2566

2012 National Center for Study of Public Opinion survey ''Public attitudes towards smoking change in smoking habits after the entry into force of the prohibitions and restrictions on smoking in indoor public places.
2011 The European School Survey Project on Alcohol and Other Drugs ESPAD. The results indicate higher level of smoking among 16-year-olds. 66% of respondents - bulgarian students (62% of boys and 71% of girls answer that at least once in their lives they were smoking cigarettes. 39% (33% of boys and 46% girls of the students indicate that they smoked cigarettes in the last month.","1997 - Balabanova D. M. Bobak and M. McKee Patterns of smoking in Bulgaria (1997) European Centre on Health of Societies in Transition London School of Hygiene and Tropical Medicine UK. http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1751442/. 38.4% of men and 16.7% of women smoke.
2006 - 	???????? ?. ????????????-?????????? ?. ???????????? ?. ????????? ?. ????????? ?. ?????? ?. ???????? ?. (2008) ????????? ? ?????? ??? ???? ? ???????? ???????. ????????? ?? ?????????????? ?????????? ?? ????????? ??????? ?? 11 13 ? 15 ?????? - 2005/2006 ????? ???. ?? ??? ???? ISBN 978-954-92156-6-3. (?????) (Vassileva L. A. Aleksandrova-Karamanova B. Bogdanova E. Dimitrrova T. Kotzeva I. Todorova (2008). Translation: Bechaviour and Health of School children. Results from a representative survey of Bulgarian school students at 11 13 & 15 years old - 2005-2006 Sofia Printed by RA Ochi EOOD ISBN 978-954-92156-6-3)
2007 - European School Survey Project on Alcohol and Other Drugs - ESPAD: the incidence among 15-16 years old students is 40%: 36% boys and 44% - girls.
2007 - National Representive Survey among 25-65 years old respondents. It was realized from the National Center for Public Health and Analyses (before its name was National Center for Public Health Protection). The results about tobacco smoking: 46 6% males and 32 7% females are current smokers.
2008 - It was realized from our National Statistical Institute: European Health Interview Survey (EHIS). The results about tobacco smoking: 38 8% from Bulgarian citizens on 15 and above years old are current smokers (50 3% male and 28 2% female).
2008 - Global Youth Tobacco Survey (GYTS) realized from the structure of MoH: the National Center for Public Health Protection. The result about tobacco smoking among 13-15 years old school students are: 
58.8% of students had ever smoked cigarettes (Boys = 56.1% Girls = 61.3%)
29.3% currently use any tobacco product (Boys = 26.4% Girls = 31.8%)
28.2% currently smoke cigarettes (Boys = 24.4% Girls = 31.6%)
8.8% currently use other tobacco products (Boys = 10.5% Girls = 6.8%)
21.2% ever smokers initiated smoking before age ten (Boys = 26.6% Girls = 16.3%)
31.2% of never smokers are likely to initiate smoking next year (Boys = 27.0% Girls = 36.4%).","Answer/report not provided"
"24","Burkina Faso","L’enquête STEPs de l’OMS a été réalisée de septembre à novembre 2013 sur le territoire national ;
L’OMS a soutenu trois enquêtes nationales sur le tabagisme dans les deux grandes villes du pays (Ouagadougou et Bobo-Dioulasso) respectivement en 2001 2006 et 2009.","Dans la population adulte:
World Health Survey; 2003
Chez les jeunes:
GYTS 2001 et 2006","Answer/report not provided"
"25","Burundi","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"26","Cambodia","Answer/report not provided","National Adult Tobacco Survey of Cambodia 2011 
GYTS 2003","Answer/report not provided"
"27","Cameroon","Nous avons conduit le GYTS ; le GATS est en cours","Answer/report not provided","Answer/report not provided"
"28","Canada","Regular measurements of the prevalence of tobacco use by the Canadian population are obtained by the Canadian Tobacco Use Monitoring Survey (CTUMS) for those aged 15 years and older. and the Youth Smoking Survey (YSS) for school-aged children in grades 6-12.
The Canadian Tobacco Use Monitoring Survey (CTUMS) was developed to provide Health Canada and its partners with timely. reliable. and continual data on tobacco use and related issues. The survey''s primary objective is to track changes in smoking status and amount smoked. especially for 15-24-year-olds. who are most at risk for taking up smoking.
The Youth Smoking Survey (YSS) provides timely and accurate monitoring of the tobacco use in school aged children (grades 6-12). YSS contributes an essential input to the development of sound and effective tobacco control policies and programs.
Canadian Tobacco Use Monitoring Survey (CTUMS) 1999-2010. 1999-2012
Youth Smoking Survey (YSS) 1994. 2002. 2004-05. 2006-07. 2008-09. 2010-2011.","Canadian Tobacco Use Monitoring Survey (CTUMS) 1999-2010
Youth Smoking Survey (YSS) 1994 2002 2004-05 2006-07 2008-09.","Answer/report not provided"
"29","Central African Republic","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"30","Chad","Answer/report not provided","Enquête STEPS 2008-2009
Enquête GYTS 2008","Answer/report not provided"
"31","Chile","IPSOS -Estudio de Opinión - Nuevos Aires para Chile Evaluación e Impacto en los Hábitos de las mujeres en espacios públicos 100% Libres de Humo de Tabaco- 2013 
IPSOS -Estudio de Opinión - Trabajadores de restoranes y pubs frente a ambientes 100% libres de humo de tabaco - 2012
Encuesta Nacional de Salud Ministerio de Salud 2010; 2006; 2003; 
Estudio Nacional de Drogas en población general de Chile: 2012; 2010; 2008;2006;2004; 2002; 2000; 1998; 1996. 1994
Estudio Nacional de Drogas en Población Escolar 2011.2009.2007.2005.2003.2001.1999.1997.1995
Estudio Drogas en consultantes de salas de urgencia 2010 
Estudio	Magnitud de la relación delito y drogas 2008
Estudio	Representaciones sociales sobre el consumo de drogas de la Juventud Chilena 2008
Estudio	Costos Humanos. Sociales y Económicos de las Drogas 2006
Estudio	Informe Observatorio Chileno de Drogas 2006
Encuesta de Calidad de Vida y Salud 2006 2000
Encuesta Mundial de Salud Escolar 2004
Encuesta Mundial de Tabaquismo en Jovenes 2008 2003. 2000
Encuesta Nacional de Empleo. Trabajo. Calidad de vida y Salud de Trabajadores 2010
Estudio de Carga de Enfermedad y Carga Atribuible 1996. 2007
Pichon-Riviere A. Bardach A. Caporale J. Alcaraz A. Augustovski F. Caccavo F. Vallejos V. Velazquez Z. De La Puente C. Bustos L. Castillo Laborde C. Verdugo J. Castillo- Riquelme M. Carga de Enfermedad atribuible al Tabaquismo en Chile. Documento Técnico IECS N° 8. Instituto de Efectividad Clínica y Sanitaria. Buenos Aires. Argentina. Noviembre de 2013","Encuesta Nacional de Salud Ministerio de Salud 2010; 2006; 2003; 
Estudio Nacional de Drogas en población general de Chile: 2009; 2008;2006; 2002; 2000; 1998; 1996. 1994
Estudio Nacional de Drogas en población escolar 2010.2008.2006.2004.2002.2000.1998.1996.1994
Estudio Drogas en consultantes de salas de urgencia 2010 
Estudio	Magnitud de la relación delito y drogas 2008
Estudio	Representaciones sociales sobre el consumo de drogas de la Juventud Chilena 2008
Estudio	Costos Humanos Sociales y Económicos de las Drogas 2006
Estudio	Informe Observatorio Chileno de Drogas 2006
Encuesta de Calidad de Vida y Salud 2006 2000
Encuesta Mundial de Salud Escolar 2004
Encuesta Mundial de Tabaquismo en Jovenes 2008 2003. 2000
Encuesta Nacional de Empleo. Trabajo. Calidad de vida y Salud de Trabajadores 2010
Estudio de Carga de Enfermedad y Carga Atribuible 1996. 2007","Answer/report not provided"
"32","China","Global Adult Tobacco Survey 2010-China report the International Tobacco Control policy evaluation project (2006-2013).","Answer/report not provided","Answer/report not provided"
"33","Colombia","- Encuesta Mundial de Tabaquismo en Jóvenes aplicada en Bogotá. 2001.
- Encuesta Mundial de Tabaquismo en Jóvenes aplicada en 5 ciudades. en 2007.
- Estudio de Consumo de Sustancias Psicoactivas en Población Escolar. 2004
- Estudio de Consumo de Sustancias Psicoactivas en Población Escolar. 2011
- Estudio Nacional de Consumo de Sustancias Psicoactivas en Población General. 2008.","- Encuesta Mundial de Tabaquismo en Jóvenes aplicada en Bogotá 2001.
- Encuesta Mundial de Tabaquismo en Jóvenes aplicada en 5 ciudades en 2007.
- Estudio de Consumo de Sustancias Psicoactivas en Población Escolar 2004
- Estudio de Consumo de Sustancias Psicoactivas en Población Escolar 2011
- Estudio Nacional de Consumo de Sustancias Psicoactivas en Población General 2008.","Answer/report not provided"
"34","Comoros","Answer/report not provided","GYTS 2006 et STEP WISE 2011","Answer/report not provided"
"35","Congo","Answer/report not provided","Nous avons réalisé 2 fois lenquête GYTS (2006 et 2009). Normalement notre pays devait être appuyé pour réaliser le STEPS.","Answer/report not provided"
"36","Cook Islands","Cook Islands Population Census 2006 & 2011 Global School Health Survey (GSHS( 2010 GYTS 2004 2009","GYTS 2003
NCD STEPS Survey 2003
GYTS 2008","Answer/report not provided"
"37","Costa Rica","EL IAFA realiza encuestas periódicas. El Ministerio de Salud lo tiene como parte de los indicadores para el Analisis de Situación de salud","EL IAFA realiza encuentas periodicas. El Ministerio de Salud lo tiene como parte de los indicadores para el Analisis de Situación de salud ( ASIS ).","Answer/report not provided"
"38","Côte d'Ivoire","Answer/report not provided","- Enquête générale sur le tabagisme réalisée sous la Direction du Professeur Pascal BOGUI Ex-Directeur Scientifique du Programme National de Lutte contre le Tabagisme de 2002 à 2005
- Enquête pour le Développ…….","Answer/report not provided"
"39","Croatia","Health Behaviour in School-aged Children (HBSC) study Year 2002 2006 2010
Substance Abuse among the General Population in the Republic Of Croatia Year 2011; conducted by Institute of Social Sciences “Ivo Pilar” and Government of the Republic of Croatia – Office for Combating Drug Abuse 

The European School Survey Project on Alcohol and Other Drugs (ESPAD) year 1995 1999 2003 2007 2011 

Global Youth Tobacco Survey (GYTS) year 2011 

Global Health Professions Student Survey (GHPSS) Croatia –Medical Students (3rd Year Students Only) year 2005

Croatian Health Survey 2003","Answer/report not provided","Answer/report not provided"
"40","Cyprus","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"41","Czech Republic","Yearly cross-sectional adult population (15+) survey Tobacco use in the Czech Republic (since 1998 - last survey in 2013);
 Global Youth Tobacco Survey (GYTS) 2002 2007 2011; 
Global Health Professions Students Survey (GHPSS) 2007 2011
Cross-national survey of school students: Health Behaviour in School-aged Children (HBSC): 1994 1998 2002 2006 2010
European Health Information Survey (EHIS) in the Czech Republic in 1993 1996 1999 2002 2008 carried out by the Institute of Health Information and Statistics of the Czech Republic. In 2008 the survey was carried out on the sample of 1955 respondents aged 15+.
National Survey on Substance Use in the Czech Republic in 2012 (Special study targeted on licit and illicit substance use in the Czech Republic among general population aged 15-64 N=2134 carried out by Czech NMC in collaboration with SCandC research agency in September-November 2012). 
General Population Survey on Substance Use and Attitudes Towards Substance Use in the Czech Republic in 2008 (Special study targeted on licit and illicit substance use in the Czech Republic among general population aged 15-64 N=4200 carried out by Czech NMC in collaboration with Centre of Addictology of the 1st Faculty of Medicine Charles University in Prague and INRES-SONES research agency in October 2008). 
Etc.","Answer/report not provided","Answer/report not provided"
"42","Democratic People's Republic of Korea","Data from 2013 Survey: 
% of smokers who tried stop smoking: 31.7%
% of smokers who received counselling services for stop
smoking: 72%
% of smokers who read health warnings: 74%
% of smokers who advised to receive counselling services for stop
smoking by doctors: 82.3%
Since October 2012 the Government required that the front and rear areas of the tobacco package should be covered by health warnings.","adult smoking survey in the selected provinces 2002
adult smoking survey in the 12 selected cities and counties 2009
GYTS in Pyongyang 2010","Answer/report not provided"
"43","Democratic Republic of the Congo","Answer/report not provided","Answer/report not provided","Answer/report not provided"
"44","Denmark","The Danish Health and Medicines Authority in cooperation with the following private NGOs The Danish Cancer Society The Danish Lung Association and Danish Heart Association conduct a survey each year on the development of the Danish''s smoking habits. The surveys have been conducted every year since 1994. In 2010 and 2013 a National Health Profile survey was conducted in every municipality and pooled to a big national survey with more than 160.000 participants. This will be repeated every fourth year - and the next will be in 2017.","Den nationale sundhedsprofil 2010. (The National Health Survey 2010).
Monitorering af danskernes rygevaner 2011. (Survey on the use of tobacco in Denmark).
Rygning og tobaksforurenet luft (Smoking and tobacco polluted air 2011)","Answer/report not provided"
"45","Djibouti","Answer/report not provided","GYTS 2003 et 2009;
GSPS 2009;
GHPSS et SHS en 2011;
Enquete djiboutienne a indicateurs multiples (MICS) 2006;
PAPFAM 2002 et 2011
Clearing the Air: Measuring Secondhand Smoke in Djibouti mai-juin 2011","Answer/report not provided"
"46","Ecuador","I Encuesta Mundial de Tabaco en Jóvenes - EMTJ. 2001
 II Encuesta Mundial de Tabaco en Jóvenes EMTJ. 2007 
Tercera Encuesta Nacional sobre consumo de drogas en estudiantes de enseñanza media. 2008. CONSEP
Encuesta sobre consumo de cigarrillos en adultos. Ministerio Coordinador de Política Económica. 2010.
Cuarta Encuesta nacional sobre uso de drogas en estudiantes de 12 a 17 años. 2012. CONSEP 
Encuesta Nacional de Salud y Nutrición. Resumen Ejecutivo ENSANUT- Ecu 2011- 2013","Answer/report not provided","Answer/report not provided"
"47","Egypt","GATS-GYTS-Stepwise","GYTS 2009-GATS 2010","Answer/report not provided"
"48","El Salvador","Encuesta mundial de tabaquismo en adolescentes de 13 a15 años (EMT-GYTS) El  Salvador. 2009''. MINSAL
Encuesta  mundial  sobre tabaco (GHPSS)  a  estudiantes  de  universidades publicas  y privadas  de  profesionales  de  salud. El  Salvador  2011'' MINSAL-FOSALUD","Answer/report not provided","Answer/report not provided"
"49","Estonia","“Health Behavior among Estonian Adult Population” includes social economic and health indicators related to tobacco consumption exposure to tobacco smoke and 	patterns of tobacco consumption","These questions are in study of Health Behavior among Estonian Adult Population 2010","Answer/report not provided"
"50","European Union","Eurobarometer - October-November 2006; report published in 2007
Eurobarometer - October 2009; report published in 2010: http://ec.europa.eu/public_opinion/archives/ebs/ebs_332_en.pdf
Eurobarometer qualitative study - Tobacco packaging health warning labels - published March 2012:
http://ec.europa.eu/health/tobacco/docs/eurobaro_tobaccowarninglabels_ql_5818_en.pdf 
Eurobarometer 385 report published in May 2012:
http://ec.europa.eu/health/tobacco/docs/eurobaro_attitudes_towards_tobacco_2012_en.pdf","Eurobarometer - October-November 2006; report published in 2007
Eurobarometer - October 2009; report published in 2010: http://ec.europa.eu/public_opinion/archives/ebs/ebs_332_en.pdf
Eurobarometer qualitative study - Tobacco packaging health warning labels - published March 2012:
http://ec.europa.eu/health/tobacco/docs/eurobaro_tobaccowarninglabels_ql_5818_en.pdf 
Eurobarometer 385 report published in May 2012:
http://ec.europa.eu/health/tobacco/docs/eurobaro_attitudes_towards_tobacco_2012_en.pdf","Answer/report not provided"
"51","Fiji","Answer/report not provided","Fiji has implemented a few studies concerning tobacco use prevalence in the past 12 years. 
Fiji conducted the 1st round of the national NCD STEPS survey coordinated by WHO in 2002. This survey has a section on tobacco use and provides information on tobacco use prevalence among 15-64 year-olds. According to the 2002 STEPS report daily smoking prevalence was 26.9% for males (53% reported being current smokers) and 4.8% for females (18% current smokers); overall 36.6% of the population reported being current smokers. 
WHO provided financial and technical support for training on STEPS surveys to Fiji and the country is currently working on the implementation of the 2nd round of the survey. Data collection was completed in October 2011. This will make Fiji the first Pacific island country to repeat STEPS. 
Fiji conducted the Global Youth Tobacco Survey (GYTS) twice in 1999 and 2005 obtaining information on tobacco use and exposure to tobacco smoke among school children aged 13-15 years. GYTS 2005 shows that 11.5% of students currently use any form of tobacco products; this was a slight increase from the 1999 GYTS.18 In addition 47% of students live in homes where others smoke in their presence. 
Fiji also implemented the Global School Personnel Survey (GSPS) in 2005. 
A group of researchers under the coordination of Fiji School of Medicine in cooperation with the Japan International Cooperation Agency (JICA) collected data and knowledge on tobacco use and on sources of information concerning tobacco matters. A representative sample of 457 individuals (aged 12-82 years) from the central division of Viti Levu were surveyed. Results of the study were published in the Pacific Health Dialogue in 1999.19 
The main partner of the Government of Fiji in performing these studies has been the WHO Regional Office for the Western Pacific.","Answer/report not provided"
"52","Finland","Health Behauviour and Health among the Finnish Adult population (AVTK) annually
FINRISK -survey
School health surveys","Health behaviour and Health among the Finnish adult population; survey every year
Adolescent Health and Lifestyle survey (every second year e.g.2011)","Answer/report not provided"
"53","France","Idem questionnaire précédent","Consommation de tabac (tendances déterminants) : 
- Baromètre santé INPES 2010 (population générale 15-75 ans)
- Enquête Escapad 2011 (jeunes de 17 ans) OFDT.
- Enquête HBSC 2011 (jeunes de 11-15 ans)
- Enquête nationale périnatale 2010 (femmes venant daccoucher)
- Données de ventes de tabac (recueil en continu) OFDT
Conséquences de la consommation de tabac : Données de mortalité Centre dépidémiologie sur les causes médicales de décès de (CépiDc)","Answer/report not provided"
"54","Gabon","Answer/report not provided","La seule enquête réalisée est celle citée au 2.1.6.2 sur les jeunes en milieu scolaire (par nettinzouzi@yahoo.fr ancien directeur du programme national de lutte anti tabac)","Answer/report not provided"
"55","Gambia","Answer/report not provided","2008; GYTS
2010; WHO STEPS","Answer/report not provided"
"56","Georgia","The Alcohol and other Drug Use in Georgian Students 2008; WHO Global Youth Tobacco Survey (GYTS) 2008; WHO STEPwise Survey; Health Risk factors Survey in Migrant Population 2012","The Alcohol and Other Drug Use in Georgian Students 2008
WHO STEPwise Survey 2010","Answer/report not provided"
